OBJECTID,ID,NAME,STATE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,WELLIDNO,API,PERMITNO,OPERATOR,OPERATORID,PRODTYPE,COORDTYPE,SURF_LAT,SURF_LONG,BOT_LAT,BOT_LONG,POSREL,FIELD,COMPDATE,TOTDEPTH
285565,W510004635,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.079830000000001,-82.316929999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.079830000000001,-82.316929999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2321
285566,W510004636,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.061199999999999,-82.412300000000002,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.061199999999999,-82.412300000000002,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2041
285567,W510004637,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.079720000000002,-82.180189999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.079720000000002,-82.180189999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2376
285568,W510004638,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.076610000000002,-82.400270000000006,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.076610000000002,-82.400270000000006,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2276
285569,W510004639,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.069150000000000,-82.169449999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.069150000000000,-82.169449999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2186
285570,W510004640,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.118119999999998,-82.348939999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.118119999999998,-82.348939999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1823
285571,W510004641,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.046250000000001,-82.297899999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.046250000000001,-82.297899999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2335
285572,W510004642,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.048459999999999,-82.294070000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.048459999999999,-82.294070000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1827
285573,W510004643,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.175440000000002,-82.245720000000006,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.175440000000002,-82.245720000000006,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2203
285574,W510004644,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.060780000000001,-82.395650000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.060780000000001,-82.395650000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2648
285575,W510004645,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.004930000000002,-82.400999999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.004930000000002,-82.400999999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2867
285576,W510004646,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.031350000000003,-82.368859999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.031350000000003,-82.368859999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2701
285577,W510004647,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.014600000000002,-82.240300000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.014600000000002,-82.240300000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2809
285578,W510004648,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.076540000000001,-82.406739999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.076540000000001,-82.406739999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2068
285579,W510004649,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.068120000000000,-82.212540000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.068120000000000,-82.212540000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1552
285580,W510004650,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.072249999999997,-82.408140000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.072249999999997,-82.408140000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1954
285581,W510004651,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.098370000000003,-82.177390000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.098370000000003,-82.177390000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2375
285582,W510004652,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.138330000000003,-82.268649999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.138330000000003,-82.268649999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2262
285583,W510004653,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.093559999999997,-82.177090000000007,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.093559999999997,-82.177090000000007,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2405
285584,W510004654,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,36.998350000000002,-82.419169999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,36.998350000000002,-82.419169999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2380
285585,W510004655,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.058290000000000,-82.390940000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.058290000000000,-82.390940000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2665
285586,W510004656,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.045690000000000,-82.244470000000007,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.045690000000000,-82.244470000000007,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2983
285587,W510004657,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.035020000000003,-82.370639999999995,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.035020000000003,-82.370639999999995,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2795
285588,W510004658,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.038390000000000,-82.371219999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.038390000000000,-82.371219999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2426
285589,W510004659,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.101920000000000,-82.449129999999997,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.101920000000000,-82.449129999999997,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2657
285590,W510004660,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.059719999999999,-82.399490000000000,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.059719999999999,-82.399490000000000,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2094
285591,W510004661,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.045389999999998,-82.427430000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.045389999999998,-82.427430000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2591
285592,W510004662,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.060899999999997,-82.217600000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.060899999999997,-82.217600000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,-999
285593,W510004663,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.051439999999999,-82.296689999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.051439999999999,-82.296689999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2252
285594,W510004664,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.111989999999999,-82.356629999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.111989999999999,-82.356629999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2328
285595,W510004665,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.041890000000002,-82.305279999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.041890000000002,-82.305279999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2233
285596,W510004666,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.051749999999998,-82.172300000000007,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.051749999999998,-82.172300000000007,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2286
285597,W510004667,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.046660000000003,-82.240489999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.046660000000003,-82.240489999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,3040
285598,W510004668,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.030389999999997,-82.237930000000006,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.030389999999997,-82.237930000000006,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2801
285599,W510004669,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.025390000000002,-82.454830000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.025390000000002,-82.454830000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2784
285600,W510004670,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.077680000000001,-82.282380000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.077680000000001,-82.282380000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2202
285601,W510004671,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.046840000000003,-82.354730000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.046840000000003,-82.354730000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2024
285602,W510004672,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.022340000000000,-82.379829999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.022340000000000,-82.379829999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2419
285603,W510004673,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.037450000000000,-82.232240000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.037450000000000,-82.232240000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2853
285604,W510004674,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.012009999999997,-82.391959999999997,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.012009999999997,-82.391959999999997,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2927
285605,W510004675,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.052709999999998,-82.255840000000006,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.052709999999998,-82.255840000000006,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2804
285606,W510004676,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.105989999999998,-82.168040000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.105989999999998,-82.168040000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2471
285607,W510004677,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.102510000000002,-82.169749999999993,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.102510000000002,-82.169749999999993,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2374
285608,W510004678,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.078760000000003,-82.195779999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.078760000000003,-82.195779999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2114
285609,W510004679,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,DICKENSON,51051,USA,37.101830000000000,-82.453490000000002,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.101830000000000,-82.453490000000002,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2410
