objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224231","1024612","FCC: Antenna Structure Registration (GIS)","8/7/1997","36.7281","-76.5775","","100 HOLLIDAY ST., SUFFOLK, VA 23434","SUFFOLK","VA","","51","800","14.447006","70.1","","5","","","NORFOLK SOUTHERN CORPORATION","","","","","","","","","","","","","","","","",""
"1223641","1014704","FCC: Antenna Structure Registration (GIS)","8/30/2010","36.8854","-76.4294","","I-664@ College Dr, x 8A","PORTSMOUTH","VA","","51","800","5.883742","45.1","","6","","","Virginia, Commonwealth of, Dept Of Trans","","","","","","","","","","","","","","","","",""
"1223590","1009245","FCC: Antenna Structure Registration (GIS)","8/23/2011","36.7342","-76.6954","","4020 DEER PATH RD","BUCKHORN","VA","","51","800","20.888622","137.2","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1225590","1254488","FCC: Antenna Structure Registration (GIS)","7/31/2006","36.7708","-76.6085","","2900 Pruden Boulevard","Suffolk","VA","","51","800","16.57427","76.2","","6","","","Virginia, Commonwealth of  Dept. of State Police","","","","","","","","","","","","","","","","",""
"1225891","1269104","FCC: Antenna Structure Registration (GIS)","7/20/2009","36.7338","-76.5987","","708 West Constance Rd","Suffolk","VA","","51","800","11.453652","56.3","","","","","FCI Towers","","","","","","","","","","","","","","","","",""
"1224948","1214336","FCC: Antenna Structure Registration (GIS)","6/23/2009","36.7351","-76.6517","","2662 Indian Trail","Suffolk","VA","","51","800","20.851808","146.3","","5","","","Pinnacle Towers LLC","","","","","","","","","","","","","","","","",""
"1223887","1017327","FCC: Antenna Structure Registration (GIS)","5/9/1997","36.7306","-76.5892","","441 MARKET ST","SUFFOLK","VA","","51","800","13.696576","61.5","","3","","","SUFFOLK, CITY OF","","","","","","","","","","","","","","","","",""
"1223885","1017325","FCC: Antenna Structure Registration (GIS)","5/9/1997","36.8322","-76.4856","","1.77 KM N OF SR 337","SUFFOLK","VA","","51","800","3.437751","123.4","","3","","","SUFFOLK, CITY OF","","","","","","","","","","","","","","","","",""
"1223588","1009243","FCC: Antenna Structure Registration (GIS)","5/6/2009","36.8215","-76.461999","","4256 HELEN STREET","SUFFOLK","VA","","51","800","6.600927","89.9","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1224027","1018106","FCC: Antenna Structure Registration (GIS)","5/5/1997","36.8208","-76.5111","","2865 KINGS HWY","SUFFOLK","VA","","51","800","7.038122","152","","5","","","WAVY BROADCASTING INC","","","","","","","","","","","","","","","","",""
"1224025","1018104","FCC: Antenna Structure Registration (GIS)","5/5/1997","36.8208","-76.5111","","2865 KINGS HWY","SUFFOLK","VA","","51","800","7.038122","271","","5","","","WAVY BROADCASTING INC","","","","","","","","","","","","","","","","",""
"1224912","1210842","FCC: Antenna Structure Registration (GIS)","5/14/2012","36.8169","-76.4651","","5277 NANSEMOND PARKWAY","SUFFOLK","VA","","51","800","6.373311","46.3","","5","","","Local TV Virginia, LLC","","","","","","","","","","","","","","","","",""
"1224456","1043705","FCC: Antenna Structure Registration (GIS)","5/14/2012","36.8158","-76.4664","","5277 NANSEMOND PARKWAY","SUFFOLK","VA","","51","800","6.155541","282.9","","5","","","Local TV Virginia, LLC","","","","","","","","","","","","","","","","",""
"1224452","1043102","FCC: Antenna Structure Registration (GIS)","4/7/1998","36.8167","-76.4681","","5225 NANSEMOND PKY","SUFFOLK","VA","","51","800","5.782999","334","","5","","","WVEC TELEVISION INC","","","","","","","","","","","","","","","","",""
"1223886","1017326","FCC: Antenna Structure Registration (GIS)","4/30/1997","36.5947","-76.6822","","US RT 13 AT MINERAL SPRINGS RD","SUFFOLK","VA","","51","800","20.56776","123.4","","3","","","SUFFOLK, CITY OF","","","","","","","","","","","","","","","","",""
"1224688","1063063","FCC: Antenna Structure Registration (GIS)","4/2/2003","36.77","-76.4708","","2002 PORTSMOUTH BLVD.","SUFFOLK","VA","","51","800","7.127758","44.2","","5","","","Richmond 20MHz, LLC","","","","","","","","","","","","","","","","",""
"1223687","1016138","FCC: Antenna Structure Registration (GIS)","3/26/2003","36.7331","-76.5733","","332 ROANOKE AVE","SUFFOLK","VA","","51","800","13.137881","59.4","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1223628","1012342","FCC: Antenna Structure Registration (GIS)","3/20/1997","36.7517","-76.548299","",".97 MI SSE INT US58 &amp; SR642","SUFFOLK","VA","","51","800","6.066787","123","","5","","","USA TOWER INC","","","","","","","","","","","","","","","","",""
"1226100","1283307","FCC: Antenna Structure Registration (GIS)","3/14/2012","36.6791","-76.6053","","Suffolk Executive Airport","Suffolk","VA","","51","800","19.972854","27","","5","","","Exelis Inc","","","","","","","","","","","","","","","","",""
"1246736","","Virginia Municipal League","2/28/2014","36.74794887","-76.58621451","","1303 N. Main St.","Suffolk","VA","23439","51","800","31.80288995","","Elevated Tank","","","","Suffolk, City of","","","","","","","","","","","","","","","","",""
"1246889","","Virginia Municipal League","2/28/2014","36.67935693","-76.78075161","","Cumberland Lane","Suffolk","VA","23439","51","800","81.32990523","","Water Tank","","","","Suffolk, City of","","","","","","","","","","","","","","","","",""
"1247036","","Virginia Municipal League","2/28/2014","36.87384527","-76.43266908","","Townpoint Road","Suffolk","VA","23439","51","800","19.80067458","","Elevated Water Tank","","","","Suffolk, City of","","","","","","","","","","","","","","","","",""
"1223924","1017534","FCC: Antenna Structure Registration (GIS)","2/24/2009","36.7697","-76.469699","","2000 PORTSMOUTH BLVD","SUFFOLK","VA","","51","800","7.005601","38.1","","5","","","Alltel Communications, LLC","","","","","","","","","","","","","","","","",""
"1223923","1017533","FCC: Antenna Structure Registration (GIS)","2/24/2009","36.8153","-76.4594","","5445 NANSEMOND PKWY","SUFFOLK","VA","","51","800","7.270561","54.9","","5","","","Alltel Communications, LLC","","","","","","","","","","","","","","","","",""
"1225827","1266173","FCC: Antenna Structure Registration (GIS)","2/2/2012","36.71","-76.5805","","Factory Street","Suffolk","VA","","51","800","15.810709","51.8","","5","","","Virginia Electric and Power Company","","","","","","","","","","","","","","","","",""
"1223825","1016961","FCC: Antenna Structure Registration (GIS)","2/2/2012","36.842199","-76.5869","","5272 GODWIN BLVD","SUFFOLK","VA","","51","800","21.137346","44.2","","5","","","Virginia Electric and Power Company","","","","","","","","","","","","","","","","",""
"1225792","1264794","FCC: Antenna Structure Registration (GIS)","2/1/2011","36.5857","-76.6765","","500 Great Fork Road","Suffolk","VA","","51","800","16.195447","59.4","","5","","","CROWN COMMUNICATION LLC","","","","","","","","","","","","","","","","",""
"1224950","1214430","FCC: Antenna Structure Registration (GIS)","2/1/2011","36.6506","-76.874","","2524 Jasmine Lane","Suffolk","VA","","51","800","16.525693","64.9","","5","","","CROWN COMMUNICATION LLC","","","","","","","","","","","","","","","","",""
"1224865","1207688","FCC: Antenna Structure Registration (GIS)","2/1/2011","36.6979","-76.7141","","5101 Block of Highway 58","Suffolk","VA","","51","800","20.910978","68.6","","5","","","CROWN COMMUNICATION LLC","","","","","","","","","","","","","","","","",""
"1224595","1057874","FCC: Antenna Structure Registration (GIS)","12/15/2011","36.8088","-76.5031","","3702D Nansemond Parkway/BTG-Site Norfolk-2 #010152","Suffolk-23435","VA","","51","800","6.913956","382.5","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1224581","1056916","FCC: Antenna Structure Registration (GIS)","12/15/2011","36.6805","-76.807099","","BARNES RD (094340)","SUFFOLK","VA","","51","800","22.856716","92","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1224330","1032661","FCC: Antenna Structure Registration (GIS)","12/15/2011","36.7546","-76.52","","1 BOB FOELLER DRIVE   ( 085563 )","SUFFOLK","VA","","51","800","5.723","54.8","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1224289","1027474","FCC: Antenna Structure Registration (GIS)","12/15/2011","36.808999","-76.5031","","3702B Nansemond Pky (010192)","Suffolk","VA","","51","800","6.96891","192","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1224243","1025514","FCC: Antenna Structure Registration (GIS)","12/15/2011","36.814","-76.5796","","4084 GODWIN BLVD       ( 085564 )","SUFFOLK","VA","","51","800","13.573965","75","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1224091","1018764","FCC: Antenna Structure Registration (GIS)","12/15/2011","36.8594","-76.5993","","1136 AUDUBON RD (#311096)","SUFFOLK","VA","","51","800","18.0997","104.5","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1224064","1018292","FCC: Antenna Structure Registration (GIS)","11/16/2009","36.8122","-76.462199","","5443 NANSEMOND PKY","SUFFOLK","VA","","51","800","6.901659","277.8","","","","","Richland Towers","","","","","","","","","","","","","","","","",""
"1224473","1044448","FCC: Antenna Structure Registration (GIS)","11/10/2010","36.7985","-76.524099","","3053 NANSEMOND PARKWAY/ NO03XC614","SUFFOLK","VA","","51","800","5.6461","46.3","","5","","","STC Two LLC","","","","","","","","","","","","","","","","",""
"1224441","1042476","FCC: Antenna Structure Registration (GIS)","11/10/2010","36.8661","-76.471","","BRIDGE RD","SUFFOLK","VA","","51","800","3.917552","45.7","","5","","","STC Two LLC","","","","","","","","","","","","","","","","",""
"1225381","1243335","FCC: Antenna Structure Registration (GIS)","11/1/2010","36.7531","-76.5469","",".97m SSE Hwy 58 &amp; SR 642 (VA10638-A)","Suffolk","VA","","51","800","5.744296","91.4","","5","","","SBA Towers II LLC","","","","","","","","","","","","","","","","",""
"1225693","1260291","FCC: Antenna Structure Registration (GIS)","10/5/2007","36.9078","-76.497","","1608 Bridge Road","Suffolk","VA","","51","800","6.064166","59.4","","5","","","Universal Wireless, LLC","","","","","","","","","","","","","","","","",""
"1225826","1266108","FCC: Antenna Structure Registration (GIS)","10/25/2011","36.8703","-76.5497","","6648 Crittenden Road","Suffolk","VA","","51","800","7.531501","59.4","","5","","","Florida Tower Partners, LLC","","","","","","","","","","","","","","","","",""
"1225611","1255763","FCC: Antenna Structure Registration (GIS)","10/20/2006","36.6877","-76.614","","600 Manning Road","Suffolk","VA","","51","800","19.507789","33.5","","5","","","SBA Towers, Inc.","","","","","","","","","","","","","","","","",""
"1223591","1009246","FCC: Antenna Structure Registration (GIS)","10/12/2011","36.8751","-76.4327","","5425 SKEET RD","SUFFOLK","VA","","51","800","5.99572","56.1","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1224949","1214337","FCC: Antenna Structure Registration (GIS)","1/30/2007","36.7338","-76.6514","","2662 Indian Trail","Suffolk","VA","","51","800","20.715303","91.7","","5","","","Pinnacle Towers LLC","","","","","","","","","","","","","","","","",""
"1224947","1214335","FCC: Antenna Structure Registration (GIS)","1/30/2007","36.7343","-76.6522","","2662 Indian Trail","Suffolk","VA","","51","800","20.852466","134.1","","5","","","Pinnacle Towers LLC","","","","","","","","","","","","","","","","",""
"1225701","1260386","FCC: Antenna Structure Registration (GIS)","1/26/2012","36.7103","-76.5883","","120 Dill Road  (VA50494C)","Suffolk","VA","","51","800","16.616266","54.9","","5","","","T-Mobile Northeast LLC","","","","","","","","","","","","","","","","",""
"1225618","1256046","FCC: Antenna Structure Registration (GIS)","1/26/2012","36.8947","-76.423299","","6900 Armstead Road  (VA50498A)","Suffolk","VA","","51","800","4.161757","40.5","","5","","","T-Mobile Northeast LLC","","","","","","","","","","","","","","","","",""
"1225215","1234168","FCC: Antenna Structure Registration (GIS)","1/26/2012","36.7691","-76.59","","116 Romans Road","Suffolk","VA","","51","800","11.246903","60.7","","5","","","T-Mobile Northeast LLC","","","","","","","","","","","","","","","","",""
"1225214","1234167","FCC: Antenna Structure Registration (GIS)","1/26/2012","36.7706","-76.4708","","2002 Portsmouth Blvd.","Suffolk","VA","","51","800","7.304601","46.3","","5","","","T-Mobile Northeast LLC","","","","","","","","","","","","","","","","",""
"1225635","1256781","FCC: Antenna Structure Registration (GIS)","1/15/2007","36.6285","-76.6747","","500 Freeman Mill Road","Suffolk","VA","","51","800","20.303667","59.4","","5","","","SBA Towers II LLC","","","","","","","","","","","","","","","","",""
