FID,ELEVATION,SHAPE_STLe
3229,200,1191.503917
3230,150,57.435226
3231,70,2286.150897
3232,60,1883.555404
3233,160,2378.396605
3234,120,257.348162
3235,70,1452.542694
3236,140,668.975472
3237,210,1276.312388
3238,160,1862.080089
3239,60,3005.363762
3240,70,2276.310622
3241,200,66.883361
3242,160,1829.226893
3243,60,3855.739448
3244,70,1378.652218
3245,250,1461.760519
3246,160,1703.659034
3247,60,1479.622907
3248,70,1461.41167
3249,250,1717.308665
3250,160,641.797201
3251,60,798.159159
3252,170,125.675308
3253,250,1700.84694
3254,70,1320.61119
3255,140,1450.236185
3256,60,1830.243096
3257,70,1135.708302
3258,140,2241.482605
3259,250,1142.948484
3260,70,503.197881
3261,60,1586.173433
3262,190,452.109415
3263,140,978.334033
3264,250,1068.191789
3265,60,1258.257369
3266,70,1731.572451
3267,230,2227.072768
3268,250,1556.315767
3269,240,548.733116
3270,140,1165.803546
3271,230,1603.519018
3272,70,2718.107766
3273,250,1493.600313
3274,140,359.843002
3275,260,488.401044
3276,70,2504.378319
3277,250,876.339071
3278,250,1941.808844
3279,150,646.335231
3280,270,1197.665681
3281,130,430.032639
3282,70,2524.900185
3283,230,718.009415
3284,270,1683.683119
3285,250,1447.110986
3286,230,2042.70366
3287,240,587.905712
3288,140,415.207987
3289,130,667.148519
3290,80,70.623095
3291,260,252.495927
3292,250,927.301125
3293,240,556.995967
3294,250,66.155149
3295,230,2168.246218
3296,240,274.413912
3297,50,1863.669644
3298,70,2221.372618
3299,230,1328.608981
3300,250,1237.411153
3301,260,1182.772995
3302,240,1399.667805
3303,160,1754.031755
3304,250,391.937344
3305,70,1903.185635
3306,50,2048.158795
3307,250,1854.76694
3308,230,2480.151361
3309,240,340.478288
3310,240,1417.979145
3311,260,48.233943
3312,230,611.13072
3313,180,445.68356
3314,160,2047.78307
3315,250,1924.435947
3316,230,1551.729256
3317,250,58.769841
3318,160,1541.498923
3319,260,484.41683
3320,230,193.337392
3321,50,569.034695
3322,240,1129.232467
3323,220,86.684979
3324,250,1931.233374
3325,250,445.638201
3326,230,1792.137218
3327,80,730.660384
3328,230,646.437558
3329,220,639.093595
3330,80,830.417183
3331,240,569.271246
3332,160,1915.848015
3333,240,1464.024922
3334,250,1810.73691
3335,230,1245.046724
3336,120,347.477399
3337,220,205.972227
3338,100,166.30282
3339,120,552.524065
3340,240,1095.696952
3341,250,1649.442444
3342,240,1489.117415
3343,230,1715.666479
3344,100,366.638596
3345,210,471.186557
3346,110,2159.432318
3347,110,122.172447
3348,70,18.985613
3349,240,1376.123865
3350,260,98.119615
3351,80,1454.445205
3352,90,12.174775
3353,240,1303.639777
3354,120,74.275894
3355,250,96.513162
3356,110,621.224786
3357,240,1093.009377
3358,230,1772.464524
3359,190,38.709923
3360,260,202.906014
3361,120,1882.464832
3362,240,1343.312371
3363,170,124.908276
3364,240,1402.823722
3365,40,390.859133
3366,80,1802.993956
3367,230,1319.610672
3368,230,2111.353751
3369,100,340.476729
3370,250,400.312175
3371,120,1165.587818
3372,30,535.867818
3373,240,296.558854
3374,230,1621.175645
3375,80,1586.119717
3376,100,352.407248
3377,240,1180.880593
3378,120,2075.20801
3379,20,497.216783
3380,240,1560.088246
3381,250,1122.218126
3382,220,1794.033035
3383,240,2072.782615
3384,230,1467.24791
3385,80,1501.386212
3386,120,2254.741764
3387,30,772.562712
3388,90,320.894231
3389,250,207.407593
3390,240,1899.934415
3391,250,512.65562
3392,240,2095.00834
3393,120,1855.593325
3394,40,744.006341
3395,230,2578.333338
3396,40,787.356254
3397,120,733.837301
3398,240,1449.841601
3399,120,333.594143
3400,240,1959.460066
3401,40,139.325308
3402,120,1779.376483
3403,230,1314.658801
3404,110,104.174397
3405,240,1958.807567
3406,50,533.295634
3407,170,144.281162
3408,240,1379.429146
3409,30,139.035994
3410,50,395.811663
3411,230,1526.56986
3412,120,1271.917027
3413,160,92.468579
3414,240,725.000627
3415,240,682.054732
3416,130,654.34415
3417,60,718.026697
3418,240,293.793037
3419,70,4.7394
3420,120,1643.724368
3421,230,1956.613291
3422,230,286.832262
3423,130,1128.606688
3424,60,326.034076
3425,70,34.435001
3426,240,1711.994885
3427,230,15.839961
3428,240,673.803166
3429,70,80.633579
3430,230,403.016626
3431,200,2233.104996
3432,230,1518.212047
3433,120,1855.697836
3434,60,514.587327
3435,230,2190.455094
3436,230,698.381463
3437,70,161.075444
3438,60,531.072912
3439,120,2427.831931
3440,250,204.518675
3441,210,155.59668
3442,230,1588.51602
3443,230,1858.067012
3444,70,65.985321
3445,160,1709.020313
3446,70,895.186891
3447,220,227.477504
3448,230,1595.049852
3449,120,1733.222495
3450,230,2615.074812
3451,250,1691.967936
3452,140,487.999377
3453,230,521.194266
3454,230,2197.017954
3455,70,1322.857108
3456,130,280.026905
3457,140,2054.387802
3458,120,2158.407364
3459,230,1285.650326
3460,250,1402.407814
3461,160,232.643644
3462,230,1570.808107
3463,70,1625.856573
3464,70,1748.109109
3465,230,1499.345942
3466,230,2233.887365
3467,140,2062.465257
3468,220,188.999649
3469,220,551.58937
3470,120,504.522168
3471,210,394.830306
3472,70,2003.762833
3473,230,1303.702123
3474,70,347.255467
3475,230,2137.565957
3476,140,1498.338133
3477,140,1930.168983
3478,230,637.703571
3479,160,233.268249
3480,210,505.27738
3481,20,111.636133
3482,140,764.824225
3483,210,2070.187279
3484,0,524.90022
3485,140,1543.937925
3486,230,2145.507465
3487,210,554.661164
3488,130,83.866618
3489,230,1568.710699
3490,140,2550.952473
3491,210,1956.690659
3492,230,876.181906
3493,210,2173.738156
3494,140,1915.88104
3495,230,1437.642239
3496,120,1353.58967
3497,150,640.260776
3498,60,1076.844014
3499,140,2066.969482
3500,210,253.477956
3501,230,1879.182272
3502,170,211.804003
3503,160,139.711276
3504,220,1173.461203
3505,140,1740.49805
3506,70,923.9743
3507,230,810.657668
3508,100,129.458618
3509,140,1541.013041
3510,210,2091.554657
3511,80,943.476544
3512,220,1771.979943
3513,100,407.361993
3514,240,129.546489
3515,210,1925.980111
3516,220,1573.473296
3517,140,1960.09541
3518,80,1452.242231
3519,230,1636.146052
3520,140,1987.760903
3521,210,1621.752075
3522,90,1422.486697
3523,220,1170.800754
3524,210,148.118859
3525,140,950.209531
3526,230,1898.782506
3527,80,1350.077618
3528,140,1614.242588
3529,220,2066.575861
3530,180,1268.880146
3531,90,1955.639558
3532,210,901.154401
3533,220,184.070271
3534,90,1870.044195
3535,210,956.757415
3536,170,1525.485041
3537,140,1830.144202
3538,140,1363.199604
3539,230,1742.105544
3540,80,1587.382403
3541,140,1652.536357
3542,80,1628.791285
3543,160,705.16559
3544,130,1965.420085
3545,230,1444.237235
3546,90,338.495058
3547,210,1433.08702
3548,190,1916.368556
3549,250,2008.911907
3550,190,2498.136363
3551,130,1699.970565
3552,140,1528.69184
3553,80,1891.45063
3554,100,234.300844
3555,210,1896.303599
3556,230,2420.1626
3557,100,1912.466611
3558,250,1512.75083
3559,130,1747.788671
3560,190,2092.278003
3561,100,2074.854988
3562,250,1655.552237
3563,230,2375.790731
3564,140,1481.069081
3565,80,1368.58307
3566,210,1484.990867
3567,190,2485.41739
3568,130,1618.476732
3569,250,2083.648867
3570,190,2531.703888
3571,130,1910.97196
3572,140,1758.314675
3573,80,1667.058045
3574,100,1075.51165
3575,210,868.025449
3576,230,2418.409498
3577,130,1351.793401
3578,140,1689.494398
3579,50,20.532032
3580,190,3040.798542
3581,50,421.01698
3582,140,1714.193598
3583,100,2636.630617
3584,210,1480.885662
3585,230,2001.382936
3586,170,1106.578094
3587,130,734.834737
3588,190,2085.41573
3589,140,1451.539116
3590,50,4027.713433
3591,50,3456.835377
3592,210,1859.35463
3593,190,2056.481705
3594,220,169.060826
3595,140,1655.96571
3596,170,1590.024695
3597,130,1031.038086
3598,100,1591.18137
3599,250,1731.524866
3600,100,1017.998137
3601,140,1845.006947
3602,190,1992.78553
3603,240,475.312638
3604,130,1258.940303
3605,200,1044.04588
3606,50,78.288226
3607,40,1001.82379
3608,190,2148.63081
3609,140,1715.174295
3610,100,735.665952
3611,130,1776.863408
3612,160,1740.565281
3613,250,936.468945
3614,40,1279.974303
3615,190,123.776256
3616,190,1775.287638
3617,140,1258.216779
3618,200,1999.349148
3619,220,286.903746
3620,50,2120.88991
3621,140,304.906455
3622,130,1612.512728
3623,190,1711.111775
3624,110,2936.157139
3625,240,200.54495
3626,200,2617.688307
3627,200,1660.395857
3628,190,1872.472089
3629,110,1773.895678
3630,140,710.657623
3631,50,1633.775731
3632,170,707.343144
3633,200,965.964661
3634,130,1078.958708
3635,190,213.043614
3636,240,145.61579
3637,200,748.442823
3638,130,1739.623741
3639,110,1935.636005
3640,50,712.124607
3641,210,97.240324
3642,240,662.299814
3643,200,2041.707863
3644,130,1223.853364
3645,220,1514.767427
3646,110,1475.966133
3647,50,1851.409377
3648,210,2224.226545
3649,250,642.297984
3650,200,2150.04728
3651,190,110.479856
3652,130,1493.91471
3653,190,391.350836
3654,50,1266.335992
3655,250,275.692597
3656,110,909.859529
3657,250,28.653157
3658,210,1972.206352
3659,110,417.386449
3660,180,1045.356188
3661,200,1448.995275
3662,70,2178.56325
3663,130,1675.818838
3664,250,1011.208024
3665,250,527.576676
3666,110,351.405606
3667,200,2143.129776
3668,180,1321.48119
3669,70,806.890053
3670,210,1694.555409
3671,250,630.994349
3672,130,1233.789441
3673,240,604.779008
3674,200,329.979354
3675,120,258.226853
3676,200,2686.347225
3677,60,1814.76957
3678,130,1258.655801
3679,210,1978.406249
3680,260,213.371624
3681,240,1576.455633
3682,130,124.554107
3683,200,209.752613
3684,200,1534.725907
3685,260,159.950886
3686,210,2191.133716
3687,130,1486.819277
3688,60,1107.772577
3689,200,78.184029
3690,200,2176.115929
3691,130,361.086052
3692,250,314.99095
3693,210,38.756859
3694,130,1602.646685
3695,70,875.214772
3696,250,20.769011
3697,120,451.087658
3698,210,1712.866625
3699,200,2080.154964
3700,200,952.10877
3701,240,1445.395049
3702,250,88.661861
3703,110,548.007756
3704,170,2156.793997
3705,240,1457.779572
3706,200,1971.483803
3707,170,1829.62023
3708,200,1968.705461
3709,120,1184.510984
3710,200,507.820792
3711,80,288.420783
3712,130,1299.763294
3713,200,1660.051641
3714,60,731.060946
3715,130,257.428359
3716,200,2339.756404
3717,170,1581.063512
3718,130,1020.350927
3719,240,1694.390822
3720,120,3122.581121
3721,200,1685.293183
3722,40,1536.834685
3723,160,31.487296
3724,180,0.159254
3725,200,1939.299202
3726,130,1258.475617
3727,190,121.47192
3728,120,1895.383883
3729,170,1133.597106
3730,40,606.401908
3731,190,1546.432508
3732,200,1620.231582
3733,40,508.780672
3734,130,1690.209581
3735,190,371.036332
3736,120,1664.262661
3737,210,160.931639
3738,170,1531.177501
3739,210,20.508014
3740,190,609.255238
3741,30,382.735498
3742,130,1167.150858
3743,190,2026.661556
3744,30,770.666977
3745,180,219.081795
3746,170,1374.723952
3747,200,1167.873334
3748,120,1739.045406
3749,250,134.907162
3750,190,1423.725815
3751,30,116.645182
3752,250,835.846692
3753,170,2029.265538
3754,250,218.455671
3755,120,1015.755207
3756,200,123.312615
3757,30,3154.913084
3758,190,1971.850506
3759,30,155.959981
3760,120,1596.796626
3761,260,37.071408
3762,190,1463.729071
3763,200,1501.74005
3764,260,41.266096
3765,70,739.132006
3766,190,1487.960487
3767,180,161.675879
3768,40,2731.458504
3769,120,715.290217
3770,190,740.897821
3771,200,2049.65936
3772,210,1862.184809
3773,170,244.970876
3774,250,115.783879
3775,210,56.04108
3776,110,1383.878733
3777,80,1674.253105
3778,230,1653.011807
3779,50,937.109571
3780,70,199.119816
3781,90,152.493919
3782,190,918.981462
3783,50,119.142166
3784,220,130.27674
3785,180,87.297504
3786,210,924.435722
3787,80,520.719344
3788,70,67.020249
3789,210,2351.363062
3790,80,724.582902
3791,180,1537.978325
3792,190,1462.242457
3793,200,1694.758621
3794,40,2891.991406
3795,100,146.350837
3796,210,1745.268175
3797,200,2071.972817
3798,200,1016.291058
3799,190,1186.856867
3800,100,204.901342
3801,170,201.482597
3802,210,1149.598694
3803,80,649.350086
3804,190,1487.596682
3805,200,1564.29476
3806,40,1577.026004
3807,210,1190.025207
3808,170,122.296008
3809,200,916.042549
3810,90,413.158065
3811,40,1998.794598
3812,210,1427.329248
3813,190,2311.942419
3814,170,453.643781
3815,200,1771.038114
3816,110,116.246886
3817,30,3320.142434
3818,190,1950.08684
3819,130,2414.078205
3820,200,1738.467034
3821,210,2581.041868
3822,180,266.357241
3823,30,2295.791714
3824,190,744.684959
3825,190,2111.142301
3826,180,1944.372154
3827,210,1456.16933
3828,130,777.189609
3829,30,2615.755723
3830,200,1.430522
3831,200,219.203986
3832,210,1619.049922
3833,180,1633.889288
3834,120,1379.840406
3835,200,46.617959
3836,190,511.553229
3837,60,489.821661
3838,130,728.351964
3839,180,1792.878854
3840,210,2128.665733
3841,200,1948.041722
3842,240,144.868683
3843,70,240.688488
3844,140,1243.814557
3845,210,2275.714138
3846,180,1487.373671
3847,50,2222.462587
3848,200,1832.654372
3849,190,1078.667907
3850,180,1638.633573
3851,60,310.170608
3852,60,1737.460482
3853,210,2394.350126
3854,210,188.192279
3855,200,2102.370327
3856,180,1927.217103
3857,40,1836.778116
3858,70,1128.914355
3859,200,825.193474
3860,60,4273.467252
3861,210,705.774961
3862,210,107.923407
3863,180,2102.121243
3864,200,1030.157217
3865,210,1861.935793
3866,210,115.189586
3867,200,780.550655
3868,60,605.886774
3869,80,758.209927
3870,210,271.330153
3871,70,47.806105
3872,210,1521.974996
3873,70,3069.27479
3874,200,345.266098
3875,180,2523.999118
3876,190,596.305907
3877,190,541.380949
3878,80,85.751844
3879,180,2020.787146
3880,210,1599.015547
3881,220,328.379204
3882,130,319.404314
3883,200,148.117821
3884,70,1503.578271
3885,190,91.833963
3886,210,1731.676221
3887,180,1740.081006
3888,190,1409.106827
3889,220,189.345358
3890,200,2086.089583
3891,180,1436.411684
3892,210,1662.537568
3893,80,1776.944988
3894,200,1897.273068
3895,210,1225.380165
3896,190,1642.257728
3897,220,11.068696
3898,90,1185.409801
3899,180,1949.488476
3900,220,51.28507
3901,220,2094.862382
3902,210,1153.130265
3903,180,774.285093
3904,90,934.906807
3905,190,1508.163895
3906,240,86.331841
3907,240,1598.018729
3908,80,992.020023
3909,190,1819.683805
3910,220,107.010345
3911,210,1092.136699
3912,220,1510.342235
3913,190,1493.530434
3914,230,2047.384751
3915,190,278.279799
3916,240,1835.805323
3917,210,168.370932
3918,70,430.263128
3919,230,48.234061
3920,260,1240.961261
3921,210,236.447556
3922,250,1540.449404
3923,90,126.039996
3924,230,1622.679208
3925,230,804.623074
3926,80,261.924341
3927,250,423.19552
3928,190,104.843914
3929,250,317.311338
3930,160,1500.174853
3931,240,1003.632467
3932,220,181.525665
3933,250,702.452724
3934,90,548.678272
3935,190,131.185587
3936,160,1284.58633
3937,220,98.186395
3938,140,391.557516
3939,220,308.96941
3940,160,1907.596971
3941,140,1506.54256
3942,40,379.641253
3943,210,217.511851
3944,230,113.385288
3945,110,675.19281
3946,130,332.904062
3947,140,1247.28636
3948,160,1525.726276
3949,250,773.453525
3950,110,1420.87855
3951,40,478.377188
3952,110,784.76451
3953,30,1545.707965
3954,220,1475.550604
3955,250,283.077236
3956,160,1531.581064
3957,140,1882.195656
3958,220,1315.910365
3959,250,540.4648
3960,110,1210.52888
3961,30,1938.60765
3962,160,1917.065744
3963,140,1965.960539
3964,220,1392.402899
3965,110,1872.640833
3966,160,1584.314568
3967,140,2012.152489
3968,110,1704.592341
3969,220,1259.861507
3970,220,1422.482993
3971,140,1562.993549
3972,110,1570.293241
3973,160,1966.194727
3974,140,1067.669147
3975,220,1852.507778
3976,166,2202.679823
3977,210,1154.518038
3978,110,1981.157614
3979,220,1639.207563
3980,160,2279.051669
3981,210,2127.59216
3982,220,1152.014171
3983,240,2236.615423
3984,210,1555.368774
3985,160,1639.977535
3986,240,2095.781667
3987,210,1403.778292
3988,160,1508.181024
3989,240,1167.590862
3990,210,1964.987355
3991,240,2261.169651
3992,210,2005.757127
3993,240,1378.345752
3994,210,1563.040418
3995,240,1937.921573
3996,210,2154.67952
3997,240,1436.479354
3998,240,1940.698772
3999,210,1912.881575
4000,210,1657.285985
2001,110,1575.07703
2002,110,1802.897354
2003,30,720.828622
2004,110,1158.109189
2005,40,16.158313
2006,110,1978.509437
2007,20,430.637736
2008,20,121.758573
2009,110,1587.342133
2010,20,204.052308
2011,110,1636.646362
2012,20,424.492213
2013,110,1181.115368
2014,20,18.041446
2015,20,348.704127
2016,110,1472.583066
2017,20,393.452091
2018,110,1518.921825
2019,20,54.322636
2020,110,1065.549042
2021,40,88.282166
2022,110,1127.09422
2023,30,191.523498
2024,20,209.378925
2025,110,1167.266352
2026,20,415.765722
2027,110,1066.915556
2028,30,515.509648
2029,110,1504.363996
2030,30,311.459902
2031,110,1468.56031
2032,30,1915.887472
2033,110,1464.325562
2034,30,1614.761888
2035,110,1273.49512
2036,30,1709.809338
2037,110,1489.729406
2038,30,1567.928301
2039,110,1168.106603
2040,30,2222.401613
2041,110,1843.391998
2042,30,1650.49101
2043,30,1649.709879
2044,110,1859.950596
2045,40,435.079726
2046,30,398.547424
2047,110,1525.974489
2048,30,518.71831
2049,110,1405.145985
2050,30,305.202734
2051,30,571.08428
2052,110,1430.097743
2053,40,2082.735089
2054,110,1998.580902
2055,40,1966.626216
2056,110,1672.717679
2057,40,1025.773459
2058,110,1812.255237
2059,30,96.941229
2060,110,1666.372442
2061,30,978.383229
2062,110,1841.48698
2063,40,215.863722
2064,110,1933.380445
2065,30,722.420913
2066,110,1614.026748
2067,30,87.073391
2068,110,1471.440356
2069,30,737.732186
2070,110,840.058404
2071,40,170.865594
2072,40,44.669891
2073,100,1248.060531
2074,40,493.647818
2075,100,1549.528703
2076,40,346.817477
2077,100,1542.89545
2078,30,2037.659218
2079,100,1512.863865
2080,30,1880.851624
2081,100,1574.558487
2082,30,1740.489807
2083,100,1759.574776
2084,100,1443.591445
2085,30,149.06428
2086,40,1770.00891
2087,100,1864.248339
2088,100,1564.773714
2089,40,2069.784457
2090,40,1827.537074
2091,100,1508.140118
2092,100,1116.338407
2093,40,1351.318258
2094,100,1928.920093
2095,40,1492.562672
2096,40,988.458555
2097,10,1223.099694
2098,100,1752.22444
2099,10,2489.389719
2100,100,1804.576362
2101,100,1956.115155
2102,10,1999.88487
2103,100,1820.118925
2104,10,1524.329
2105,100,2111.859804
2106,10,823.336991
2107,100,1598.673619
2108,10,2173.74733
2109,100,567.107894
2110,10,2461.400778
2111,100,1656.673917
2112,20,183.821936
2113,20,311.647015
2114,100,2149.443693
2115,30,270.999643
2116,100,2132.202437
2117,20,256.712154
2118,100,1368.426069
2119,40,2042.904206
2120,20,153.19983
2121,100,1652.487967
2122,10,599.468911
2123,100,1273.855315
2124,10,335.837147
2125,30,755.210557
2126,40,1600.073766
2127,100,1640.063767
2128,20,985.991461
2129,90,1472.133258
2130,20,247.441174
2131,100,1259.557864
2132,40,1972.881974
2133,90,1965.003044
2134,10,177.632858
2135,100,1336.006935
2136,40,1535.474992
2137,100,1620.360516
2138,90,1633.334529
2139,10,241.715894
2140,40,1645.340526
2141,100,476.719265
2142,40,1517.524648
2143,10,274.846141
2144,90,1545.498119
2145,190,1107.30832
2146,20,286.155683
2147,40,1633.396485
2148,190,2075.148009
2149,40,1992.640552
2150,10,456.790644
2151,90,1417.238551
2152,190,1614.035629
2153,10,346.730118
2154,40,2590.092165
2155,10,476.78437
2156,90,961.570916
2157,40,4554.337179
2158,190,1257.699094
2159,40,1637.805205
2160,90,1531.775292
2161,190,1756.299694
2162,40,2651.860113
2163,40,1039.44116
2164,90,1790.24781
2165,40,2449.45496
2166,190,1590.867828
2167,40,274.965411
2168,40,1542.043349
2169,90,1265.656645
2170,10,50.752044
2171,190,1692.251746
2172,40,2525.009721
2173,90,1778.083536
2174,20,93.787103
2175,190,1593.581242
2176,40,2264.501668
2177,40,210.957905
2178,90,1943.878825
2179,10,221.800014
2180,190,1465.011138
2181,50,653.671314
2182,40,959.226017
2183,90,1558.661151
2184,190,1598.686964
2185,50,88.75751
2186,20,202.734363
2187,90,1855.176873
2188,60,416.850478
2189,70,307.869247
2190,190,1277.648154
2191,50,250.857779
2192,90,1381.560627
2193,50,77.151163
2194,40,110.044997
2195,20,219.3675
2196,90,1548.936872
2197,190,1163.060261
2198,60,1651.695803
2199,90,1422.086589
2200,50,439.841747
2201,130,1951.40205
2202,60,1196.655139
2203,40,1335.132744
2204,130,981.754693
2205,10,1261.213786
2206,30,1207.747937
2207,90,1539.811365
2208,60,831.389408
2209,120,1135.730084
2210,40,235.247611
2211,30,1301.474199
2212,90,1410.110293
2213,90,1463.926183
2214,50,1424.737985
2215,50,206.996341
2216,90,1617.335379
2217,90,1841.060724
2218,30,756.005534
2219,50,1172.998759
2220,90,579.775136
2221,130,1801.563295
2222,40,1324.680257
2223,20,1025.942412
2224,30,370.275522
2225,90,876.267315
2226,130,953.990908
2227,90,1661.503015
2228,100,1377.869795
2229,50,205.600696
2230,90,1526.360233
2231,40,580.198888
2232,130,1283.818562
2233,90,142.718819
2234,100,636.489578
2235,40,377.613238
2236,50,113.720352
2237,90,1300.527353
2238,130,1500.004644
2239,90,1994.284547
2240,130,1728.619702
2241,100,1538.476797
2242,30,241.268708
2243,30,156.292124
2244,170,15.837465
2245,80,1525.501884
2246,50,346.74569
2247,50,127.547143
2248,100,903.805615
2249,30,2140.71226
2250,100,2091.158885
2251,90,1638.28828
2252,80,1048.954764
2253,50,3640.335218
2254,130,1419.354388
2255,100,2072.409564
2256,90,1557.408728
2257,160,1694.422144
2258,30,1958.899027
2259,50,174.082798
2260,80,1255.147881
2261,90,1619.542176
2262,100,2149.686801
2263,160,1455.274824
2264,40,1574.452658
2265,90,977.095565
2266,100,1430.781617
2267,80,909.967412
2268,160,1677.283256
2269,40,669.069731
2270,40,636.607308
2271,90,1181.883238
2272,80,1449.574698
2273,160,1660.473909
2274,100,1856.718518
2275,30,185.224372
2276,40,1399.907838
2277,90,1114.684458
2278,80,1860.796062
2279,160,1414.477957
2280,100,2274.598096
2281,20,338.383722
2282,40,932.200029
2283,160,1424.096718
2284,90,1222.229759
2285,80,822.269283
2286,80,1376.994321
2287,90,1715.529135
2288,160,1164.575674
2289,100,1942.432813
2290,50,175.956332
2291,80,1324.942139
2292,50,148.59795
2293,160,1426.814299
2294,90,1676.491571
2295,100,1596.887448
2296,50,218.103677
2297,80,1831.763243
2298,160,1347.081524
2299,90,1476.331297
2300,100,1369.275555
2301,40,711.033324
2302,160,1236.524633
2303,40,1717.38144
2304,80,1530.319535
2305,90,1400.35118
2306,100,1491.319072
2307,160,1827.472293
2308,90,822.264989
2309,100,1626.711609
2310,40,871.672785
2311,80,1967.897999
2312,90,1329.324633
2313,100,1427.574834
2314,160,1866.559238
2315,40,1543.097647
2316,80,1379.664213
2317,90,1832.769436
2318,160,1909.23043
2319,100,1817.766723
2320,80,1511.61746
2321,90,1544.782925
2322,160,1842.972198
2323,40,1738.001448
2324,90,1349.150033
2325,100,1759.817436
2326,80,1608.991911
2327,160,409.751987
2328,40,1941.85551
2329,100,1935.991375
2330,80,105.901257
2331,160,435.350303
2332,40,1656.433448
2333,100,1447.448488
2334,170,2254.371479
2335,120,1411.861815
2336,100,1820.299907
2337,40,1912.565944
2338,120,1834.23113
2339,170,2553.491701
2340,40,2090.571007
2341,100,1220.527272
2342,170,1556.815401
2343,120,1174.441045
2344,40,1476.777475
2345,100,1108.829265
2346,170,2236.214129
2347,120,1325.031457
2348,90,92.663618
2349,170,1425.279465
2350,120,1743.138206
2351,40,1835.232632
2352,90,1605.231929
2353,170,2804.97679
2354,120,1541.04684
2355,40,2135.479444
2356,90,1559.432324
2357,170,2181.672569
2358,170,2013.693126
2359,120,1420.158362
2360,90,2760.015732
2361,40,1721.984838
2362,90,2953.161238
2363,40,1622.10599
2364,170,1813.318404
2365,120,1687.542775
2366,90,1844.011069
2367,40,2376.896056
2368,120,2175.592667
2369,170,1931.778453
2370,40,2418.253149
2371,90,2871.203877
2372,120,1812.248777
2373,170,1501.455599
2374,120,1692.253367
2375,40,1684.369858
2376,170,1629.460968
2377,90,3153.169284
2378,120,1486.885654
2379,170,1973.193846
2380,30,1690.129927
2381,90,774.028468
2382,120,1204.742445
2383,90,2037.616971
2384,170,1697.178036
2385,120,2077.441167
2386,40,725.772637
2387,120,1950.824985
2388,90,1602.420948
2389,170,1362.781714
2390,90,997.235309
2391,120,1240.33462
2392,90,1857.938086
2393,30,92.758746
2394,120,2089.153632
2395,170,1816.752778
2396,90,2443.927868
2397,120,1807.989121
2398,40,8.466693
2399,170,2085.594046
2400,90,2050.65655
2401,30,1752.363873
2402,120,1802.650673
2403,90,1530.953789
2404,120,1674.173168
2405,170,1358.794523
2406,120,1443.096881
2407,30,1363.862239
2408,90,1888.471622
2409,120,1517.659339
2410,170,1768.290511
2411,30,1781.902682
2412,90,585.275536
2413,120,1884.887354
2414,170,1323.916932
2415,30,558.107611
2416,120,1605.596991
2417,130,655.971466
2418,120,1540.405216
2419,170,1419.864473
2420,130,1574.941511
2421,30,1244.034858
2422,120,1386.920576
2423,130,2345.419422
2424,170,1260.629526
2425,120,1765.58114
2426,30,239.713832
2427,120,445.908357
2428,170,1555.985641
2429,130,1973.060808
2430,40,209.41772
2431,120,1583.995273
2432,170,814.944293
2433,130,2033.716325
2434,40,270.193348
2435,30,75.435492
2436,120,1411.482557
2437,120,1156.460595
2438,130,2120.819451
2439,150,76.463447
2440,150,839.790353
2441,130,1247.227018
2442,120,2223.504007
2443,30,28.969366
2444,130,2175.390086
2445,30,343.389511
2446,130,99.889001
2447,120,644.300583
2448,140,1722.685319
2449,130,1600.642324
2450,160,433.672594
2451,20,358.473858
2452,130,1044.50154
2453,20,477.611145
2454,140,1582.573249
2455,30,1390.302837
2456,120,1658.69921
2457,200,981.260902
2458,140,1644.517967
2459,150,1683.568078
2460,20,200.465761
2461,140,1554.948158
2462,120,1277.109807
2463,200,1792.169064
2464,30,700.791347
2465,110,1741.317066
2466,140,1212.551653
2467,150,1588.231258
2468,200,386.160534
2469,20,214.049122
2470,40,62.122087
2471,20,132.262122
2472,140,1890.419771
2473,110,1446.322777
2474,120,2089.701029
2475,150,207.059387
2476,200,1780.976067
2477,20,850.763468
2478,20,848.136922
2479,140,1760.381444
2480,20,258.584878
2481,110,1631.844121
2482,70,1494.46716
2483,120,1898.695001
2484,30,431.687165
2485,200,1149.869704
2486,20,1930.812413
2487,20,37.413537
2488,140,2057.171388
2489,140,296.876868
2490,30,90.554631
2491,200,731.325502
2492,110,984.51461
2493,120,1371.320926
2494,10,473.021704
2495,60,1235.311117
2496,30,83.338974
2497,140,2535.169159
2498,220,1170.248922
2499,110,1916.91539
2500,20,429.144474
2501,120,1533.302975
2502,10,2959.81485
2503,220,2032.67265
2504,110,670.120887
2505,10,789.265399
2506,140,1605.847212
2507,20,58.855916
2508,60,1578.107259
2509,220,1346.363182
2510,240,1710.303511
2511,140,1198.464007
2512,110,1801.009035
2513,10,2417.495911
2514,120,1953.4587
2515,20,20.243379
2516,220,2893.458768
2517,60,1628.535067
2518,140,1124.641336
2519,220,2193.144163
2520,240,1861.582052
2521,20,727.104839
2522,60,2084.219797
2523,20,307.049363
2524,120,2189.696119
2525,110,1868.192486
2526,140,1399.403263
2527,220,1766.382761
2528,140,1676.47172
2529,20,80.180418
2530,240,1764.973639
2531,60,1602.776851
2532,120,1251.037582
2533,110,1636.126676
2534,10,886.029815
2535,220,2273.142113
2536,150,141.696354
2537,110,1126.36888
2538,30,1440.846124
2539,120,1665.70184
2540,240,680.705934
2541,140,1189.177597
