objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224607","1058653","FCC: Antenna Structure Registration (GIS)","12/8/1998","36.7","-79.8517","","1129 CHATHAM HEIGHTS","MARTINSVILLE","VA","","51","690","347.794372","121.8","","5","","","MARTINSVILLE BROADCASTING INC","","","","","","","","","","","","","","","","",""
"1225728","1261155","FCC: Antenna Structure Registration (GIS)","12/19/2007","36.6947","-79.8903","","830 New York Avenue","Martinsville","VA","","51","690","309.174682","37","","3","","","Martinsville, City of","","","","","","","","","","","","","","","","",""
"1242208","0","FCC: Land Mobile - Private (GIS)","","36.6867","-79.862999","","21 STERLING AVENUE","MARTINSVILLE","VA","","51","690","311.184753","16","BMAST","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1242109","0","FCC: Land Mobile - Private (GIS)","","36.6947","-79.8569","","320 HOSPITAL DRIVE","MARTINSVILLE","VA","","51","690","322.05307","8","BANT","3","","","MEMORIAL HOSPITAL OF MARTINSVILLE &amp; HENRY COUNTY","","","","","","","","","","","","","","","","",""
"1241988","0","FCC: Land Mobile - Private (GIS)","","36.6964","-79.8769","","","MARTINSVILLE","VA","","51","690","280.453186","0","","5","","","JC Penney Corp Inc","","","","","","","","","","","","","","","","",""
"1241402","0","FCC: Land Mobile - Private (GIS)","","36.6928","-79.8942","","972 MEMORIAL BLVD N","MARTINSVILLE","VA","","51","690","256.373107","0","","5","","","GRANT AVE DEVELOPMENT, INC","","","","","","","","","","","","","","","","",""
"1241303","0","FCC: Land Mobile - Private (GIS)","","36.6836","-79.8639","","220 MEHLER LANE","MARTINSVILLE","VA","","51","690","314.890167","0","","5","","","MASTER BRAND CABINETS, INC.","","","","","","","","","","","","","","","","",""
"1241301","0","FCC: Land Mobile - Private (GIS)","","36.6892","-79.8694","","1 ELLSWORTH ST","MARTINSVILLE","VA","","51","690","307.258453","32","B","3","","","MARTINSVILLE, CITY OF","","","","","","","","","","","","","","","","",""
"1241300","0","FCC: Land Mobile - Private (GIS)","","36.6853","-79.845","","CENTRAL WAREHOUSE 1000 FISHEL ST","MARTINSVILLE","VA","","51","690","284.36737","37","TOWER","3","","","MARTINSVILLE, CITY OF","","","","","","","","","","","","","","","","",""
"1240630","0","FCC: Land Mobile - Private (GIS)","","36.6836","-79.8639","","380 BEAVER CREEK DRIVE","MARTINSVILLE","VA","","51","690","314.890167","0","","","","","SARA LEE BRANDED APPAREL","","","","","","","","","","","","","","","","",""
"1238344","0","FCC: Land Mobile - Private (GIS)","","36.685","-79.8739","","Dispatcher Base, RR MP R66.4","MARTINSVILLE","VA","","51","690","293.615356","34.1","TOWER","5","","","Norfolk Southern Railway Company","","","","","","","","","","","","","","","","",""
"1238189","0","FCC: Land Mobile - Private (GIS)","","36.6922","-79.8555","","E CHURCH ST","MARTINSVILLE","VA","","51","690","302.843933","0","","5","","","HOOKER FURNITURE CORPORATION","","","","","","","","","","","","","","","","",""
