objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1225918","1270333","FCC: Antenna Structure Registration (GIS)","9/2/2009","37.2678","-76.7128","","500 Jamestown Rd.","Williamsburg","VA","","51","830","23.952117","46.6","","7","","","Williamsburg United Methodist Church","","","","","","","","","","","","","","","","",""
"1223856","1017011","FCC: Antenna Structure Registration (GIS)","7/8/1997","37.2731","-76.7347","","1118 IRONBOUND RD JCT RT 615 &amp; 616","WILLIAMSBURG","VA","","51","830","31.264734","61","","3","","","JAMES CITY, COUNTY OF","","","","","","","","","","","","","","","","",""
"1225770","1263259","FCC: Antenna Structure Registration (GIS)","5/8/2012","37.262099","-76.7036","","South Henry","Williamsburg","VA","","51","830","22.7518","19.2","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1224924","1212083","FCC: Antenna Structure Registration (GIS)","5/25/2012","37.259","-76.6761","","201 5th Ave / 2600 FT PAST QUARTER PATH RD","Williamsburg","VA","","51","830","22.561651","54.9","","3","","","Colonial Williamsburg Foundation","","","","","","","","","","","","","","","","",""
"1224287","1027471","FCC: Antenna Structure Registration (GIS)","3/27/2000","37.2733","-76.7347","","1118 IRONBOUND RD BERKELEY MIDDLE SCHOOL","WILLIAMSBURG","VA","","51","830","31.40657","75.2","","5","","","HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOCIATION INC  DBA =  WHRO","","","","","","","","","","","","","","","","",""
"1225367","1242461","FCC: Antenna Structure Registration (GIS)","3/13/2004","37.273","-76.7343","","Berkeley","Williamsburg","VA","","51","830","30.641225","54.9","","3","","","County of york","","","","","","","","","","","","","","","","",""
"1246778","","Virginia Municipal League","2/28/2014","37.2520014","-76.7291584","","227 Woodmere Dr","Williamsburg","VA","23185","51","830","91.52541615","","Water Tank","","","","Williamsburg, City of","","","","","","","","","","","","","","","","",""
"1246816","","Virginia Municipal League","2/28/2014","37.2769432","-76.71116054","","520 Armistead Road","Williamsburg","VA","23185","51","830","69.16290415","","Water Tank","","","","Williamsburg, City of","","","","","","","","","","","","","","","","",""
"1224874","1208363","FCC: Antenna Structure Registration (GIS)","1/11/2000","37.2754","-76.7083","","412 N. BOUNDARY STREET","WILLIAMSBURG","VA","","51","830","23.635145","30.5","","3","","","CITY OF WILLIAMSBURG","","","","","","","","","","","","","","","","",""
"1242998","0","FCC: Land Mobile - Private (GIS)","","37.2653","-76.7058","","613 SOUTH HENRY STREET","WILLIAMSBURG","VA","","51","830","23.627929","12","POLE","7","","","College of William &amp; Mary","","","","","","","","","","","","","","","","",""
"1242997","0","FCC: Land Mobile - Private (GIS)","","37.27","-76.7147","","550 LANDRUM DRIVE","WILLIAMSBURG","VA","","51","830","24.540771","12","POLE","7","","","College of William &amp; Mary","","","","","","","","","","","","","","","","",""
"1242996","0","FCC: Land Mobile - Private (GIS)","","37.2686","-76.7083","","119 GRIGSBY DRIVE","WILLIAMSBURG","VA","","51","830","22.705648","12","POLE","7","","","College of William &amp; Mary","","","","","","","","","","","","","","","","",""
