OBJECTID,MS_NAME,MS_ADDRESS,MS_PHONE,MS_Website
1,Azalea Middle School,7721 Azalea Garden Road,(757) 531-3000,http://schools.nps.k12.va.us/agms/
6,Lake Taylor Middle School,1380 Kempsville Road,(757) 892-3230,http://schools.nps.k12.va.us/ltms/
8,Northside Middle School,8720 Granby Street,(757) 531-3150,http://schools.nps.k12.va.us/nsms/
3,Blair Middle School,730 Spotswood Avenue,(757) 628-2400,http://schools.nps.k12.va.us/bms/
10,Azalea Middle School,,,
7,Norview Middle School,6235 Sewells Point Road,(757) 852-4600,http://schools.nps.k12.va.us/nms/
4,Lake Taylor Middle School,1380 Kempsville Road,(757) 892-3230,http://schools.nps.k12.va.us/ltms/
5,Ruffner Academy,610 May Avenue,(757) 628-2466,http://schools.nps.k12.va.us/ra/
