objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224896","1209771","FCC: Antenna Structure Registration (GIS)","8/24/2011","38.8207","-77.0403","","1400 N. ROYAL ST., POTOMAC RIVER POWER PLANT","ALEXANDRIA","VA","","51","510","6.191682","58.5","","5","","","POTOMAC ELECTRIC POWER COMPANY","","","","","","","","","","","","","","","","",""
"1224738","1200660","FCC: Antenna Structure Registration (GIS)","7/30/1999","38.8306","-77.0469","","POTOMAC YARD OFFICE","ALEXANDRIA","VA","","51","510","8.707008","11","","5","","","CSX Transportation Inc.","","","","","","","","","","","","","","","","",""
"1223942","1017569","FCC: Antenna Structure Registration (GIS)","11/28/2007","38.8051","-77.0905","","ALEXANDRIA METRO","ALEXANDRIA","VA","","51","510","10.686051","45.7","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1225847","1267924","FCC: Antenna Structure Registration (GIS)","1/26/2012","38.838099","-77.1048","","4390 King Street  (7WAC236C)","Alexandria","VA","","51","510","39.412185","58.5","","5","","","T-Mobile Northeast LLC","","","","","","","","","","","","","","","","",""
"1242965","0","FCC: Land Mobile - Private (GIS)","","38.8011","-77.0692","","","Alexandria","VA","","51","510","2.534003","0","","","","","Eisenhower Residential L. P.","","","","","","","","","","","","","","","","",""
"1242907","0","FCC: Land Mobile - Private (GIS)","","38.8011","-77.0678","","","Alexandria","VA","","51","510","3.17755","0","","5","","","Carlyle Place Associates LLC","","","","","","","","","","","","","","","","",""
"1242866","0","FCC: Land Mobile - Private (GIS)","","38.8411","-77.1139","","Location 1, 3001 N Beauregard St","City of Alexandria","VA","","51","510","69.412513","15","POLE","3","","","Northern Virginia Community College","","","","","","","","","","","","","","","","",""
"1242774","0","FCC: Land Mobile - Private (GIS)","","38.8322","-77.1225","","","Alexandria","VA","","51","510","75.014999","0","","5","","","Association for Supervision and Cirriculum Development","","","","","","","","","","","","","","","","",""
"1242676","0","FCC: Land Mobile - Private (GIS)","","38.8081","-77.1272","","400 South Pickett Street","Alexandria","VA","","51","510","31.224754","0","","5","","","HOME DEPOT U.S.A., INC.","","","","","","","","","","","","","","","","",""
"1242538","0","FCC: Land Mobile - Private (GIS)","","38.8061","-77.0489","","123 NORTH ALFRED STREET","ALEXANDRIA","VA","","51","510","12.429695","3","BANT","","","","AMERICAN NATIONAL RED CROSS","","","","","","","","","","","","","","","","",""
"1242419","0","FCC: Land Mobile - Private (GIS)","","38.8319","-77.1155","","4900 SEMINARY ROAD","ALEXANDRIA","VA","","51","510","74.618247","56","BANT","6","","","City of Alexandria, VA","","","","","","","","","","","","","","","","",""
"1242418","0","FCC: Land Mobile - Private (GIS)","","38.8075","-77.0658","","GEORGE WASHINGTON MASONIC TEMPLE","ALEXANDRIA","VA","","51","510","36.839847","98","B","6","","","City of Alexandria, VA","","","","","","","","","","","","","","","","",""
"1242417","0","FCC: Land Mobile - Private (GIS)","","38.8097","-77.1422","","221 YOAKUM PARKWAY","ALEXANDRIA","VA","","51","510","69.119483","58","B","6","","","City of Alexandria, VA","","","","","","","","","","","","","","","","",""
"1242416","0","FCC: Land Mobile - Private (GIS)","","38.8339","-77.062199","","3201 LANDOVER ST","ALEXANDRIA","VA","","51","510","33.382579","55","B","6","","","City of Alexandria, VA","","","","","","","","","","","","","","","","",""
"1242174","0","FCC: Land Mobile - Private (GIS)","","38.8058","-77.0528","","","ALEXANDRIA","VA","","51","510","9.516793","0","","5","","","NATIONAL RURAL LETTER CARRIERS ASSOCIATION","","","","","","","","","","","","","","","","",""
"1242064","0","FCC: Land Mobile - Private (GIS)","","38.8419","-77.107799","","4675 KING ST.","ARLINGTON","VA","","51","510","42.870265","0","","5","","","JANJER ENTERPRISES","","","","","","","","","","","","","","","","",""
"1241819","0","FCC: Land Mobile - Private (GIS)","","38.8372","-77.0514","","","Alexandria","VA","","51","510","8.568429","0","","5","","","GAP INC","","","","","","","","","","","","","","","","",""
"1241265","0","FCC: Land Mobile - Private (GIS)","","38.833599","-77.1039","","","Alexandria","VA","","51","510","63.982616","0","","5","","","Speedread  Technologies","","","","","","","","","","","","","","","","",""
"1241204","0","FCC: Land Mobile - Private (GIS)","","38.8136","-77.0447","","825 N WASHINGTON STREET","ALEXANDRIA","VA","","51","510","11.589458","0","","5","","","DAVCO RESTAURANTS, INC","","","","","","","","","","","","","","","","",""
"1241203","0","FCC: Land Mobile - Private (GIS)","","38.8081","-77.0875","","3300 DUKE STREET","ALEXANDRIA","VA","","51","510","27.822362","0","","5","","","DAVCO RESTAURANTS, INC","","","","","","","","","","","","","","","","",""
"1241201","0","FCC: Land Mobile - Private (GIS)","","38.8114","-77.1317","","229 S VAN DORN STREET","ALEXANDRIA","VA","","51","510","64.715843","0","","5","","","DAVCO RESTAURANTS, INC","","","","","","","","","","","","","","","","",""
"1241135","0","FCC: Land Mobile - Private (GIS)","","38.805","-77.1342","","505 S VAN DORN ST","ALEXANDRIA","VA","","51","510","30.655447","0","","5","","","MCDONALD'S RESTAURANTS OF VIRGINIA, INC.","","","","","","","","","","","","","","","","",""
"1241072","0","FCC: Land Mobile - Private (GIS)","","38.8125","-77.1219","","5311 DUKE ST","ALEXANDRIA","VA","","51","510","26.638113","0","","5","","","MCDONALD'S RESTAURANTS OF VIRGINIA, INC.","","","","","","","","","","","","","","","","",""
"1241064","0","FCC: Land Mobile - Private (GIS)","","38.8275","-77.0889","","3646 KING STREET","ALEXANDRIA","VA","","51","510","60.845302","0","","5","","","MCDONALD'S RESTAURANTS OF VIRGINIA, INC.","","","","","","","","","","","","","","","","",""
"1241062","0","FCC: Land Mobile - Private (GIS)","","38.8275","-77.127499","","1468 N BEAUREGARD ST","ALEXANDRIA","VA","","51","510","46.609031","0","","5","","","MCDONALD'S RESTAURANTS OF VIRGINIA, INC.","","","","","","","","","","","","","","","","",""
"1241060","0","FCC: Land Mobile - Private (GIS)","","38.8281","-77.1114","","SEMINARY TOWERS APTS 4701 KENMORE AVE","ALEXANDRIA","VA","","51","510","73.797866","139","BANT","","","","AIRPORT CAB CO VIP CAB","","","","","","","","","","","","","","","","",""
"1241051","0","FCC: Land Mobile - Private (GIS)","","38.8039","-77.063899","","2051 Jamieson Ave","Alexandria","VA","","51","510","11.714984","40","B","","","","Spaulding &amp; Slye","","","","","","","","","","","","","","","","",""
"1240712","0","FCC: Land Mobile - Private (GIS)","","38.8236","-77.0428","","","Alexandria","VA","","51","510","6.174136","0","","5","","","Carr America Corporation","","","","","","","","","","","","","","","","",""
"1240711","0","FCC: Land Mobile - Private (GIS)","","38.8236","-77.0428","","","Alexandria","VA","","51","510","6.174136","0","","5","","","Carr America Corporation","","","","","","","","","","","","","","","","",""
"1240710","0","FCC: Land Mobile - Private (GIS)","","38.8236","-77.0428","","44 Canal Center Plaza S-150","Alexandria","VA","","51","510","6.174136","20","BANT","5","","","Carr America Corporation","","","","","","","","","","","","","","","","",""
"1240663","0","FCC: Land Mobile - Private (GIS)","","38.8333","-77.1181","","4900 SEMINARY RD","ALEXANDRIA","VA","","51","510","72.150794","56","BANT","3","","","Alexandria, City of","","","","","","","","","","","","","","","","",""
"1240557","0","FCC: Land Mobile - Private (GIS)","","38.8267","-77.1181","","","ALEXANDRIA","VA","","51","510","64.727355","0","","5","","","BONAVENTURE PROPERTY MANAGEMENT SERVICES LLC","","","","","","","","","","","","","","","","",""
"1240452","0","FCC: Land Mobile - Private (GIS)","","38.8325","-77.1169","","5000 Seminary Road","Alexandria","VA","","51","510","73.000373","91.4","B","","","","HILTON ALEXANDRIA MARK CENTER","","","","","","","","","","","","","","","","",""
"1240390","0","FCC: Land Mobile - Private (GIS)","","38.8394","-77.1217","","","Alexandria","VA","","51","510","77.081924","0","","5","","","Mid-Atlantic Coca-Cola Bottling Company Inc","","","","","","","","","","","","","","","","",""
"1240284","0","FCC: Land Mobile - Private (GIS)","","38.8367","-77.1144","","","ALEXANDRIA","VA","","51","510","61.703216","0","","5","","","F O B INC","","","","","","","","","","","","","","","","",""
"1240283","0","FCC: Land Mobile - Private (GIS)","","38.8367","-77.1144","","5000 SEMINARY RD","ALEXANDRIA","VA","","51","510","61.703216","134","BANT","5","","","F O B INC","","","","","","","","","","","","","","","","",""
"1239971","0","FCC: Land Mobile - Private (GIS)","","38.8044","-77.040799","","","ALEXANDRIA","VA","","51","510","2.597801","0","","","","","OLD TOWN FOOD SERVICES T/A THE FISH MARKET        RESTAURANT","","","","","","","","","","","","","","","","",""
"1239805","0","FCC: Land Mobile - Private (GIS)","","38.8039","-77.057199","","1456 Duke Street","Alexandria","VA","","51","510","3.782032","6","B","5","","","Marriott Old Town dba Residence Inn Alexandria Old Town","","","","","","","","","","","","","","","","",""
"1239731","0","FCC: Land Mobile - Private (GIS)","","38.8228","-77.1055","","4320 SEMINARY ROAD","ALEXANDRIA","VA","","51","510","78.743286","24","B","7","","","ALEXANDRIA HOSPITAL","","","","","","","","","","","","","","","","",""
"1239698","0","FCC: Land Mobile - Private (GIS)","","38.8014","-77.1403","","211 Yoakum Pky","Alexandria","VA","","51","510","31.2101","9","BANT","","","","Watergrate at Landmark","","","","","","","","","","","","","","","","",""
