OBJECTID,UNITID,UNITID2,COMPKEY,UNITTYPE,MOS_ID,NAME,ADDRESS,COMMENTS,FEATURE_TO,FEATURE_FR,COMPTYPE,MAINCOMP1,MAINCOMP2,DITCH_LENGTH,MAINT_ZONE,MAP_NO,HUC,BASE_WID,CHAN_WID,BANK_HT,REC_WATER,COMMENTS2,CATEGORY
1671,5567-1626-L,5567-0443-L,765163,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F04,CB25,0.5,3,0.5,,,
2680,4409-4016-L,4409-S011-L,1278904,DITCH,NA, ,460 REALTY LA, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K06,CB25,2,1,1,,,
312,0089-0695-L,0089-0694-L,766113,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J18,AS20,0,0,0,,,
3476,S3031,S3028,773185,ORD, ,Indian Creek I,3288 BAUM RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G23,AS17,0,0,0,,,
1672,5567-4458-L,5567-1626-L,765161,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E04,CB25,0.5,3,0.5,,,
2681,2560-4016-R,2560-END-R,771530,DITCH,NA, ,444 GARY AV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K06,CB25,2,3,2,,,
313,0089-0752-R,0089-3284-R,765823,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H11,AS14,0,0,0,,,
3477,75387,75388,1894483,DITCH, ,BUTTERNUT LANE,BUTTERNUT LA, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G07,CB25,0,0,0,,,
1673,5567-5516-R,5567-0443-R,765158,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F04,CB25,1,1,0,,,
2682,4016-ENDE,4016-ENDW,771535,DITCH,NA, ,1377 OLD VIRGINIA BEACH BV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K06,CB25,1,1,1,,,
314,0089-BRIDGE-R,0089-0047-R,1257583,DITCH,NA, ,2334 PRINCESS ANNE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J12,AS14,0,0,0,,,
3478,75385,75386,1894458,DITCH, ,ROBERT JACKSON DR,ROBERT JACKSON DR, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H07,CB25,0,0,0,,,
1674,559,560,963553,MOS,MH06-07,Kings Grant,440 N LYNNHAVEN RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H06,CB25,2.5,4,2,,,
2683,4016-P434-L,4016-4409-L,771540,DITCH,NA, ,1377 OLD VIRGINIA BEACH RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K06,CB25,1,1,1,,,
315,1870-0015-L,1870-END-L,1257639,DITCH,NA, ,130 BUDDING AV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F07,CB25,1,2,1,,,
3479,75383,75384,1894213,DITCH, ,ANSOL LANE,2956 ANSOL LANE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H07,CB25,3,4,3,,,
1675,560,562,963556,ORD,MH06-07,Kings Grant,440 N LYNNHAVEN RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H06,CB25,40,60,4,,,
2684,4016-4592-L,4016-2549-L,771543,DITCH,NA, ,1449 OLD VIRGINIA BEACH RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K06,CB25,1,1,1,,,
316,4216-4219-L,4216-4215-L,1261208,DITCH,NA, ,720 PINETREE DR, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F06,CB25,2,4,4,,,
3480,75379,75380,1893884,ORD, ,Ansol Lane,BASSETT AV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H07,CB25,0,0,0,,,
1676,563,566,974543,ORD,NA,Munden Point,2069 MUNDEN POINT RD,EXEMPT BATS,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K23,AS17,2,6,3,,,
2685,4016-2549-L,4016-0081-L,771545,DITCH,NA, ,1455 OLD VIRGINIA BEACH RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K06,CB25,1,1,1,,,
3481,75381,75380,1893885,ORD, ,Ansol Lane,ANSOL LN, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H07,CB25,0,0,0,,,
317,0089-1253-L,0089-4316-L,766110,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J19,AS16,0,0,0,,,
2686,0583-5614S-R,0583-5614-R,771548,DITCH,NA, ,102 WILLOW DR, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L05,CB25,1,3,2,,,
1677,5660-0102-L,5660-0054-L,765680,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G13,AS13,0,0,0,,,
3482,75380,75382,1893886,ORD, ,Ansol Lane,ANSOL LANE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H07,CB25,0,0,0,,,
318,0089-1953-R,0089-6011-R,767008,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K12,AS14,0,0,0,,,
2687,5112-3527-L,5112-0349-L,771580,DITCH,NA, ,608 SURFSIDE AV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M08,AO23,2,2,2,,,
1678,5660-0102-R,5660-0054-R,765678,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G13,AS13,0,0,0,,,
3483,75377,75378,1893738,MOS,MJ04-01B,MJ04-01B,1301 GRAHAM ROAD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J04,CB25,0,6,2,,,
319,0089-1982-R,0089-0752-R,765974,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I12,AS14,0,0,0,,,
2688,0490-0274-L,0490-0351-L,771605,DITCH,NA, ,1303 LAKESIDE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E04,CB26,1,1.5,1,,,
1679,5660-0545-L,5660-0102-L,765676,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G13,AS13,0,0,0,,,
3484,622,623,1271499,CANAL, , ,681 OXFORD CI, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G06,CB25,20,40,15,,,
320,0089-1982-R,0089-0752-R,765974,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I12,AS14,0,0,0,,,
1680,5660-0545-R,5660-0102-R,765673,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G13,AS13,0,0,0,,,
2689,432,433,771655,ORD,NA,Southern Points Ditch,931 N GREAT NECK RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I05,CB25,3,30,6,,,
3485,75396,75397,1901133,CANAL, ,BROMFIELD AVE,4717 BROMFIELD AVE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E04,CB26,0,0,0,,,
321,0089-1982-R,0089-0752-R,765974,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I12,AS14,0,0,0,,,
1681,567,S3232,987322,ORD,NA,Head River Road,3325 OLD CAROLINA RD, ,ASSET_STORM_NODE,ASSET_STORM_MISC,28,72,32,,,G20,AS16,0,0,0,,,
2690,715A4,33,768062,REG,ML06-18A,Parks and 23rd Street,2200 PARKS AV,REGULATORY,ASSET_STORM_NODE,ASSET_STORM_MISC,28,32,32,,,L06,CB25,6,11,3,,,
3486,75394,75395,1900878,DITCH, ,MEDITERRANEAN AVE,601 19th St., ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M07,CB25,1,2,1,,,
322,0089-2175-R,0089-0432-R,766104,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K17,AS20,0,0,0,,,
1682,568,569,987267,ORD,NA,Reliance Drive,2600 INTERNATIONAL PKWY, ,ASSET_STORM_NODE,ASSET_STORM_MISC,28,72,32,,,I08,CB25,0,0,0,,,
2691,41,42,768068,ORD,NA,Norfolk Southern RR East,101 S INDEPENDENCE BV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E07,CB25,0,0,0,,,
3487,75402,75403,1902985,ORD,NA,Princess Anne Road 665,665 PRINCESS ANNE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J21,AS16,4,6,4,,,
323,0089-2175-R,0089-0432-R,766104,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K17,AS20,0,0,0,,,
1683,5688-4861-L,5688-4242-L,765902,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,5,2,,,
2692,RD CULV 504,NODE 505,768096,CANAL,NA,PLEASURE HOUSE CREEK DITCH,2332 BAYLAKE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F03,CB25,0,0,0,,,
3488,75408,75409,1904414,DITCH, ,OLD VIRGINIA BEACH RD,1157 OLD VIRGINIA BEACH RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L06,CB25,1,2,1.5,,,
324,0089-2175-R,0089-0432-R,766104,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K17,AS20,0,0,0,,,
1684,5688-6039-L,5688-4861-L,765900,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,5,2,,,
3489,75410,30225-006,1904597,DITCH, ,2216 22ND HALF ST,2216 22ND HALF ST, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M06,CB25,0,0,0,,,
2693,53,NODE 530,768119,ORD,NA,THALIA CREEK DITCH,119 N FIR AV, ,ASSET_STORM_MISC,ASSET_STORM_NODE,28,32,72,,,F07,CB25,0,0,0,,,
325,0089-3070-L,0089-0119-L,766308,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K16,AS14,0,0,0,,,
1685,5688-6039-R,5688-4635-R,765905,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,2,6,2,,,
3490,75411,30225-002,1904598,DITCH, ,501 22ND HALF ST,501 22ND HALF ST, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,29,,,M06,CB25,0,0,0,,,
326,0089-3279-L,0089-0540-L,767037,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K23,AS20,0,0,0,,,
2694,57,CGB OD7728,768142,ORD,NA,Marshview Drive,1301 PRESERVE DR, ,ASSET_STORM_MISC,ASSET_STORM_NODE,28,32,72,,,L07,AO23,3,15,4,,,
1686,569,124,768362,ORD,NA,Reliance Drive,2600 INTERNATIONAL PKWY, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I08,CB25,0,0,0,,,
3491,75412,75413,1904892,DITCH, ,914 A ST,914 A ST, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L06,CB25,0,2,2,,,
327,0089-3550-R,0089-0538-R,766297,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K14,AS14,0,0,0,,,
1687,5690-2105-R,5690-4242-R,765883,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,6,1.5,,,
2695,6000130,6000140,768374,CANAL,NA,FRANCIS LAND DITCH,2924 VIRGINIA BEACH BV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H06,CB25,0,0,0,,,
3492,75414,75415,1905064,ORD, ,Blackwater to Gibbs II,2927 W. GIBBS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H24,AS17,0,0,0,,,
328,0089-3550-R,0089-0538-R,766297,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K14,AS14,0,0,0,,,
1688,5690-4860-L,5690-5687-L,765874,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,0.5,5,1,,,
2696,17080040,126,768385,CANAL,NA,PARLIAMENT DITCH,325 OVERLAND RD, ,ASSET_STORM_NODE,ASSET_STORM_MISC,28,72,32,,,D08,JK54,0,0,0,,,
329,0089-3615-R,75890,771830,DITCH,NA,PRINCESS ANNE RD,PRINCESS ANNE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K23,AS20,0,0,0,,,
3493,75404,75405,1903706,DITCH, ,EAGLEWOOD DR,1025 EAGLEWOOD DR, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L10,AS18,1,3,0,,,
1689,5690-4861-R,5690-2105-R,765881,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,6,1.5,,,
2697,458,459,772427,ORD,NA,Air Rail 1,5878 BAYSIDE RD,EXEMPT BATS,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,C03,CB26,5,40,10,,,
3494,75416,75417,1905091,DITCH, ,LORD NELSON DR,5141 LOCKE LN, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D08,JK54,1,2,1,,,
2698,75820,75822,767972,REG,NA,Club Head Road,5365 CLUB HEAD RD, ,ASSET_STORM_MISC,ASSET_STORM_MISC,28,32,32,,,D05,CB26,4,10,4,,,
1690,5690-5687-L,5690-4242-L,765876,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,0.5,3,1,,,
330,0089-3635-L,0089-0039-L,767016,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K12,AS14,0,0,0,,,
3495,75418,75419,1905098,DITCH, ,HOLLAND RD, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H10,AS14,0,0,0,,,
2699,77006,77004,773220,ORD,NA,Ferry Plantation,4672 HAYGOOD RD,EXEMPT BATS,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E05,CB26,6,15,8,,,
331,0089-3898-R,0089-0039-R,767030,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K12,AS18,0,0,0,,,
1691,5690-6039-L,5690-4860-L,765872,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,0.5,4,1,,,
3496,75420,75421,1905104,DITCH, ,CORWOOD AVE,CORWOOD AVE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F07,CB25,0,0,3,,,
2700,0575-0679-L,0575-5559-L,765272,DITCH,NA, ,769 PEMBROKE BL, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F05,CB25,2,12,5,,,
332,0089-4005-L,0089-1253-L,766117,DITCH,NA,PRINCESS ANNE RD,PRINCESS ANNE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J20,AS16,0,0,0,,,
1692,5690-6039-R,5690-4861-R,765879,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1.5,6,2,,,
3497,0025-0045-R,0025-0062-R,766059,DITCH, , ,DAM NECK RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J10,AS14,0,0,0,,,
2701,14A,14,768014,ORD,NA,Greenwich 2,5204 ACADEMY COURT, ,ASSET_STORM_NODE,ASSET_STORM_MISC,28,32,32,,,D07,JK54,8,30,4,,,
1693,571,568,987269,ORD,NA,Reliance Drive,2600 RELIANCE DR, ,ASSET_STORM_MISC,ASSET_STORM_NODE,28,32,72,,,I08,CB25,0,0,0,,,
333,0089-4262-R,0089-4330-R,766622,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L23,AS20,0,0,0,,,
3498,75436,75437,1910015,DITCH, ,FREIGHT LANE,FREIGHT LANE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,C07,JK54,0,0,3,,,
2702,5851-0674-R,5851-END-R,771659,DITCH,NA, ,704 BOB WHITE LA, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A07,JK54,1,1,1,,,
1694,573,574,987315,ORD,NA,717 LONDON BRIDGE RD,717 LONDON BRIDGE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I08,CB25,0,0,0,,,
334,0185-3760-L,0185-4491-L,764852,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D09,AS12,0,0,0,,,
3499,75430,75431,1909409,DITCH, ,SHARP ST,SHARP ST, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H06,CB25,1,0,2,,,
2703,4219-4216-L,4219-END-L,771684,DITCH,NA, ,617 PINEY POINT DR, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F06,CB25,2,5,2,,,
335,0185-3760-R,0185-4491-R,764868,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D09,AS12,0,0,0,,,
1695,5732-0162-L,5732-5733-L,765731,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H03,CB25,0.5,4,1,,,
3500,75434,75435,1909411,DITCH, ,SHARP ST,SHARP ST, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H06,CB25,1,0,2,,,
2704,2110-0583-L,2110-6152-L,771745,DITCH,NA, ,100 DOGWOOD RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L05,CB25,1,1,1,,,
1696,5732-0162-L,5732-5733-L,765731,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H03,CB25,0.5,4,1,,,
336,0185-4491-L,0185-0292-L,764863,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D09,AS12,0,0,0,,,
3501,75432,75433,1909410,DITCH, ,SHARP ST,SHARP ST, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H06,CB25,1,0,2,,,
2705,04500040,27,768045,MOS,MF06-01,THALIA CREEK DITCH,405 CEDAR LA, ,ASSET_STORM_NODE,ASSET_STORM_MISC,28,72,32,,,F06,CB25,4,5,3,,,
1697,5732-3132-R,5732-5733-R,765728,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H03,CB25,1.5,6,2,,,
337,0185-4491-R,0185-0292-R,764870,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D09,AS12,0,0,0,,,
3502,75428,75429,1906341,DITCH, ,ALICIA DR,ALICIA DR, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E07,CB25,1.5,3,0,,,
1698,5732-3132-R,5732-5733-R,765728,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H03,CB25,1.5,6,2,,,
338,0188-0074-L,0188-4115-L,764720,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,2,3,1.5,,,
2706,04500060,28,768047,CANAL,NA,THALIA CREEK DITCH,421 THALIA RD, ,ASSET_STORM_NODE,ASSET_STORM_MISC,28,72,32,,,F06,CB25,0,0,0,,,
3503,75424,75425,1905793,DITCH, ,PRINCESS ANNE CT, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J19,AS16,0,0,0,,,
1699,5733-5732-L,5733-END-L,765737,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H04,CB25,0.85,4.25,1.8,,,
2707,4510110,29,768050,CANAL,NA,THALIA CREEK,4340 VIRGINIA BEACH BV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F06,CB25,0,0,0,,,
339,0188-0074-L,0188-4115-L,764720,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,2,3,1.5,,,
3504,75424,75425,1905793,DITCH, ,PRINCESS ANNE CT, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J19,AS16,0,0,0,,,
1700,5733-5732-L,5733-END-L,765737,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H04,CB25,0.85,4.25,1.8,,,
2708,715A15,715A11,768056,ORD,NA,Visitor Center,2100 PARKS AVENUE, ,ASSET_STORM_MISC,ASSET_STORM_MISC,28,32,32,,,L06,CB25,2,4,1,,,
3505,75422,75423,1905701,DITCH,ML06-03,SECOND PRECINCT/FIRE STATION 11,825 18TH STREET,DITCH RUNS BETWEEN TWO BMPS,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M07,CB25,10,20,4,,,
340,0188-0074-R,0188-0272-R,764726,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,1.5,3,1.5,,,
1701,5733-5732-L,5733-END-L,765737,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H04,CB25,0.85,4.25,1.8,,,
2709,715A3,715A1,768061,ORD,ML06-18A,Parks and 23rd Street,2200 PARKS AV, ,ASSET_STORM_MISC,ASSET_STORM_MISC,28,32,32,,,L06,CB25,6,11,3,,,
3506,75442,75443,1911564,ORD, ,BRANNON DR,BRANNON DR, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E11,AS13,0,0,0,,,
341,0188-0193-R,0188-0272-R,764729,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,0.5,3,0.5,,,
1702,5733-5732-L,5733-END-L,765737,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H04,CB25,0.85,4.25,1.8,,,
2710,0737-0368-L,0737-0391-L,765425,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F04,CB25,1,4,2,,,
342,0188-0193-R,0188-0272-R,764729,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,0.5,3,0.5,,,
3507,75438,75439,1911558,ORD, ,CADENCE WAY,CADENCE WAY, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H13,AS13,0,0,0,,,
1703,5733-5732-R,5733-6254-R,765734,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H03,CB25,1.7,7.3,2,,,
2711,2871-0701-L,2871-S009-L,1278868,DITCH,NA, ,1272 HICKORY LA, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G05,CB25,1,1,1,,,
343,0188-0272-R,0188-0074-R,764730,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,1.5,4,1,,,
3508,75440,75441,1911561,ORD, ,PRINCESS ANNE RD,PRINCESS ANNE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G10,AS14,0,0,0,,,
1704,5733-6245-R,5733-END-R,772542,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H04,CB25,1.7,7.3,2,,,
2712,2871-0701-R,2871-S009-R,1278871,DITCH,NA, ,1268 HICKORY LA, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G05,CB25,1,1,1,,,
344,0188-0272-R,0188-0193-R,764728,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,0.5,3,0.5,,,
3509,75458,75459,1926892,DITCH, ,Lynn Shores Drive,628 Lynn Shores Drive, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F06,CB25,0,0,1,,,
1705,574,577,987316,ORD,NA,717 LONDON BRIDGE RD,717 LONDON BRIDGE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I08,CB25,0,0,0,,,
2713,0737-5418-R,0737-0391-R,765416,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F04,CB25,0,0,0,,,
345,0188-0761-L,0188-0564-L,764723,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,0.5,3,0.5,,,
3510,75456,75457,1920827,DITCH, ,COLONY DR,2445 COLONY DR, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I10,AS14,0,0,0,,,
1706,575,574,987313,ORD,NA,717 LONDON BRIDGE RD,717 LONDON BRIDGE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I08,CB25,0,0,0,,,
2714,75824,1360006,768371,CANAL,NA,Wesleyan,4960 HAYGOOD RD, ,ASSET_STORM_NODE,ASSET_STORM_MISC,28,32,32,,,D05,CB26,12,40,6,,,
346,0188-0761-L,0188-0564-L,764723,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,0.5,3,0.5,,,
3511,75454,75455,1918583,ORD,NA,Jake Sears,1989 JAKE SEARS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,B10,JK54,0,0,2,,,
1707,5754-0157-L,5754-1326-L,766380,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L04,CB25,0.5,3,0.5,,,
2715,PAP-383,NODE 942,769853,ORD,NA,Bow Creek,3409 CLUBHOUSE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G08,CB25,20,25,3,,,
347,0188-0761-R,0188-0564-R,764732,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,0.5,3,1,,,
3512,75446,75447,1913715,DITCH, ,LAVERGNE LANE,200 LAVERGNE LANE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K07,CB25,4,25,5,,,
1708,5754-0157-R,5754-1326-R,766373,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L04,CB25,0.5,3,0.5,,,
2716,4748-0734-L,4748-END-L,771769,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M08,AO23,0,0,0,,,
348,0193-0188-L,0193-0272-L,764744,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D07,JK54,1,8,2,,,
3513,75367,75368,1889063,DITCH, ,EUCLID RD,EUCLID RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E07,JK54,1,3,1.5,,,
1709,5754-1326-L,5754-1720-L,766382,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L04,CB25,0.5,3,0.5,,,
2717,4748-0734-R,4748-END-R,771820,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M08,AO23,0,0,0,,,
