FEATURE_ID, FEATURE_NAME, FEATURE_CLASS, CENSUS_CODE, CENSUS_CLASS_CODE, GSA_CODE, OPM_CODE, STATE_NUMERIC, STATE_ALPHA, COUNTY_SEQUENCE, COUNTY_NUMERIC, COUNTY_NAME, PRIMARY_LATITUDE, PRIMARY_LONGITUDE, DATE_CREATED, DATE_EDITED
1465883, Dona, Populated Place, 22920, U6, , , 51, VA, 1, 105, Lee, 36.5942583, -82.9909996, 09/28/1979, 
1465927, Downings, Populated Place, 23264, U6, , , 51, VA, 1, 159, Richmond, 37.844581, -76.6230111, 09/28/1979, 
1465943, Drakes Branch, Populated Place, 23376, P1, 0770, 510770037, 51, VA, 1, 037, Charlotte, 36.9929252, -78.6011098, 09/28/1979, 03/17/2008
1465945, Dranesville, Populated Place, 23392, U5, 0774, 510774059, 51, VA, 1, 059, Fairfax, 39.0006651, -77.3458181, 09/28/1979, 01/29/2011
1465990, Dry Fork, Populated Place, 23600, U6, 0787, 510787143, 51, VA, 1, 143, Pittsylvania, 36.7545812, -79.3997472, 09/28/1979, 
1466048, Dunford Village, Populated Place, 23940, U6, , , 51, VA, 1, 185, Tazewell, 37.1742812, -81.6301101, 09/28/1979, 
1466175, Edgehill, Populated Place, 24885, U6, , , 51, VA, 1, 175, Southampton, 36.7151503, -76.9407944, 09/28/1979, 
1466190, Edwardsville, Populated Place, 25104, U6, 0854, 510854133, 51, VA, 1, 133, Northumberland, 37.9065192, -76.3652254, 09/28/1979, 
1466241, Elkwood, Populated Place, 25424, U6, 0861, 510861047, 51, VA, 1, 047, Culpeper, 38.5117916, -77.8558276, 09/28/1979, 
1466242, Ellerson, Populated Place, 25440, U6, , , 51, VA, 1, 085, Hanover, 37.6179228, -77.3974815, 09/28/1979, 
1466261, Elmont, Populated Place, 25616, U6, , , 51, VA, 1, 085, Hanover, 37.711255, -77.4924843, 09/28/1979, 
1466358, Evergreen, Populated Place, 26288, U6, 0882, 510882011, 51, VA, 1, 011, Appomattox, 37.3184793, -78.7658435, 09/28/1979, 
1466370, Evergreen Hills, Populated Place, 26304, U6, , , 51, VA, 1, 191, Washington, 36.653165, -82.0756846, 09/28/1979, 
1466374, Ewing, Populated Place, 26384, U5, 0886, 510886105, 51, VA, 1, 105, Lee, 36.6367525, -83.4315742, 09/28/1979, 03/17/2008
1466377, Exmore, Populated Place, 26416, P1, 0890, 510890131, 51, VA, 1, 131, Northampton, 37.5318008, -75.8229859, 09/28/1979, 03/17/2008
1466402, Fairview, Populated Place, 26976, U6, , , 51, VA, 1, 131, Northampton, 37.2665275, -75.9688206, 09/28/1979, 
1466493, Farmers Fork, Populated Place, 27355, U6, , , 51, VA, 1, 057, Essex, 38.0612448, -77.1060854, 09/28/1979, 
1466496, Farmers Shop Corner, Populated Place, 27370, U6, , , 51, VA, 1, 085, Hanover, 37.6420881, -77.1952526, 09/28/1979, 
1466533, Ferrum, Populated Place, 27712, U5, 0962, 510962067, 51, VA, 1, 067, Franklin, 36.9229159, -80.0133712, 09/28/1979, 03/17/2008
1466563, Fine Creek Mills, Populated Place, 27872, U6, , , 51, VA, 1, 145, Powhatan, 37.5979252, -77.8191625, 09/28/1979, 
1466626, Five Forks, Populated Place, 28025, U6, , , 51, VA, 1, 041, Chesterfield, 37.4073711, -77.566933, 09/28/1979, 
1466627, Five Forks, Populated Place, 28000, U6, , , 51, VA, 1, 009, Amherst, 37.5181968, -79.1208587, 09/28/1979, 
1466869, Free Shade Corner, Populated Place, 29824, U6, , , 51, VA, 1, 119, Middlesex, 37.5604152, -76.4502257, 09/28/1979, 
1466944, Gainesboro, Populated Place, 30144, U6, , , 51, VA, 1, 069, Frederick, 39.2784352, -78.2591701, 09/28/1979, 
1467047, Georgetown, Populated Place, 30665, U6, , , 51, VA, 1, 133, Northumberland, 37.8318017, -76.446339, 09/28/1979, 
1467129, Gladys, Populated Place, 31104, U6, 1073, 511073031, 51, VA, 1, 031, Campbell, 37.1631988, -79.0736301, 09/28/1979, 
1467186, Gold Hill, Populated Place, 31728, U6, , , 51, VA, 1, 029, Buckingham, 37.6234795, -78.3702797, 09/28/1979, 
1467264, Gordonsville, Populated Place, 31936, P1, 1110, 511110137, 51, VA, 1, 137, Orange, 38.1373578, -78.187781, 09/28/1979, 03/17/2008
1467264, Gordonsville, Populated Place, 31936, P1, 1110, 511110109, 51, VA, 2, 109, Louisa, 38.1373578, -78.187781, 09/28/1979, 03/17/2008
1467267, Gore, Populated Place, 31952, U6, 0688, 510688069, 51, VA, 1, 069, Frederick, 39.2639911, -78.3319494, 09/28/1979, 
1467331, Grafton, Populated Place, 32064, U6, 1123, 511123199, 51, VA, 1, 199, York, 37.1654228, -76.4685604, 09/28/1979, 
1467332, Grafton, Populated Place, 32055, U6, , , 51, VA, 1, 119, Middlesex, 37.5590268, -76.4702264, 09/28/1979, 
1467349, Granite Springs, Populated Place, 32208, U6, , , 51, VA, 1, 177, Spotsylvania, 38.1884675, -77.854439, 09/28/1979, 
1467429, Great Falls, Populated Place, 32496, U5, 1122, 511122059, 51, VA, 1, 059, Fairfax, 38.9981653, -77.2883157, 09/28/1979, 07/01/2011
1467497, Greenbush, Populated Place, 32624, U5, 1129, 511129001, 51, VA, 1, 001, Accomack, 37.7409625, -75.6810405, 09/28/1979, 01/29/2011
1467538, Gretna, Populated Place, 33232, P1, 1130, 511130143, 51, VA, 1, 143, Pittsylvania, 36.9537526, -79.3589134, 09/28/1979, 03/17/2008
1467602, Gum Spring, Populated Place, 33744, U6, 1152, 511152109, 51, VA, 1, 109, Louisa, 37.7757002, -77.8966621, 09/28/1979, 
1467619, Gwynn, Populated Place, 33824, U5, 1158, 511158115, 51, VA, 1, 115, Mathews, 37.5043003, -76.2885527, 09/28/1979, 01/29/2011
1467632, Hadlock, Populated Place, 33920, U6, , , 51, VA, 1, 131, Northampton, 37.5176343, -75.8335417, 09/28/1979, 
1467734, Hardins Corner, Populated Place, 35325, U6, , , 51, VA, 1, 133, Northumberland, 37.8187451, -76.3963371, 09/28/1979, 
1467746, Hardyville, Populated Place, 35400, U6, 1187, 511187119, 51, VA, 1, 119, Middlesex, 37.5568022, -76.3718895, 09/28/1979, 
1467759, Harmony Village, Populated Place, 35528, U6, , , 51, VA, 1, 119, Middlesex, 37.5815274, -76.4874494, 09/28/1979, 
1467865, Haynesville, Populated Place, 35992, U6, 1202, 511202159, 51, VA, 1, 159, Richmond, 37.9501331, -76.6624565, 09/28/1979, 
1467909, Helm, Populated Place, 36300, U6, , , 51, VA, 1, 067, Franklin, 37.0795834, -79.9475352, 09/28/1979, 
1467920, Hendersons Store, Populated Place, 36355, U6, , , 51, VA, 1, 125, Nelson, 37.7431961, -78.9986363, 09/28/1979, 
1468030, High Woods, Populated Place, 37135, U6, , , 51, VA, 1, 001, Accomack, 37.7604064, -75.6557624, 09/28/1979, 
1468065, Hillsman Corner, Populated Place, 37320, U6, , , 51, VA, 1, 031, Campbell, 37.3106992, -79.2372466, 09/28/1979, 
1468068, Hiltons, Populated Place, 37432, U6, 1254, 511254169, 51, VA, 1, 169, Scott, 36.6545454, -82.4670941, 09/28/1979, 
1468078, Hixburg, Populated Place, 37560, U6, , , 51, VA, 1, 011, Appomattox, 37.328759, -78.646949, 09/28/1979, 
1468089, Hodges, Populated Place, 37640, U6, , , 51, VA, 1, 031, Campbell, 37.1218092, -79.1591871, 09/28/1979, 
1468156, Holly Grove, Populated Place, 38012, U6, , , 51, VA, 1, 109, Louisa, 37.7956995, -77.8144382, 09/28/1979, 
1468202, Honaker, Populated Place, 38280, P1, 1280, 511280167, 51, VA, 1, 167, Russell, 37.016222, -81.9742921, 09/28/1979, 03/17/2008
1468226, Hopeton, Populated Place, 38408, U6, , , 51, VA, 1, 001, Accomack, 37.8073496, -75.6374287, 09/28/1979, 
1468253, Horntown, Populated Place, 38504, U5, 1292, 511292001, 51, VA, 1, 001, Accomack, 37.9695672, -75.463812, 09/28/1979, 04/14/2014
1468341, Hubbard Springs, Populated Place, 38728, U6, , , 51, VA, 1, 105, Lee, 36.7228656, -83.2204547, 09/28/1979, 
1468346, Hudgins, Populated Place, 38776, U6, 1296, 511296115, 51, VA, 1, 115, Mathews, 37.4709685, -76.3257762, 09/28/1979, 
1468406, Hunton, Populated Place, 39144, U6, , , 51, VA, 1, 087, Henrico, 37.6884776, -77.4997068, 09/28/1979, 
1468433, Hurt, Populated Place, 39224, P1, 1297, 511297143, 51, VA, 1, 143, Pittsylvania, 37.0926426, -79.2964125, 09/28/1979, 03/17/2008
1468437, Hustle, Populated Place, 39256, U6, 1291, 511291057, 51, VA, 1, 057, Essex, 38.0426342, -77.0694174, 09/28/1979, 
1468443, Hylas, Populated Place, 39368, U6, , , 51, VA, 1, 085, Hanover, 37.7098669, -77.6363781, 09/28/1979, 
1468445, Iberis, Populated Place, 39400, U6, , , 51, VA, 1, 103, Lancaster, 37.7187494, -76.4560605, 09/28/1979, 
1468492, Indian Valley, Populated Place, 39752, U6, 1305, 511305063, 51, VA, 1, 063, Floyd, 36.9087407, -80.5520059, 09/28/1979, 
1468520, Ironto, Populated Place, 40056, U6, , , 51, VA, 1, 121, Montgomery, 37.2187427, -80.2780999, 09/28/1979, 
1468521, Irvington, Populated Place, 40088, P1, 1322, 511322103, 51, VA, 1, 103, Lancaster, 37.6615258, -76.4191143, 09/28/1979, 03/17/2008
1468571, Jack, Populated Place, 40280, U6, , , 51, VA, 1, 053, Dinwiddie, 37.1965394, -77.5091529, 09/28/1979, 
1468641, Janey, Populated Place, 40504, U6, , , 51, VA, 1, 027, Buchanan, 37.2220556, -82.0304078, 09/28/1979, 
1468910, Justisville, Populated Place, 41384, U6, , , 51, VA, 1, 001, Accomack, 37.7959613, -75.6860406, 09/28/1979, 
1468935, Keller, Populated Place, 41656, P1, 1367, 511367001, 51, VA, 1, 001, Accomack, 37.6192992, -75.7638185, 09/28/1979, 03/17/2008
1468949, Kennard, Populated Place, 41880, U6, , , 51, VA, 1, 159, Richmond, 37.9156906, -76.7477362, 09/28/1979, 
1468970, Kerrs Creek, Populated Place, 42184, U6, , , 51, VA, 1, 163, Rockbridge, 37.8540192, -79.495318, 09/28/1979, 
1468986, Keysville, Populated Place, 42264, P1, 1380, 511380037, 51, VA, 1, 037, Charlotte, 37.0404287, -78.4833277, 09/28/1979, 03/17/2008
1469025, Kingsdale, Populated Place, 42596, U6, , , 51, VA, 1, 175, Southampton, 36.6332069, -76.9007937, 09/28/1979, 
1469029, Kingsville, Populated Place, 42760, U6, , , 51, VA, 1, 147, Prince Edward, 37.2459859, -78.443884, 09/28/1979, 
1469093, Ladysmith, Populated Place, 43208, U6, 1402, 511402033, 51, VA, 1, 033, Caroline, 38.0176363, -77.5152606, 09/28/1979, 
1469104, Lakewood, Populated Place, 43618, U6, , , 51, VA, 1, 143, Pittsylvania, 36.5806944, -79.30502, 09/28/1979, 
1469133, Lankford Corner, Populated Place, 44008, U6, , , 51, VA, 1, 103, Lancaster, 37.7804133, -76.4010592, 09/28/1979, 
1469133, Lankford Corner, Populated Place, 44008, U6, , , 51, VA, 2, 133, Northumberland, 37.7804133, -76.4010592, 09/28/1979, 
1469155, Laurel, Populated Place, 44280, U5, 1407, 511407087, 51, VA, 1, 087, Henrico, 37.6429229, -77.5088741, 09/28/1979, 03/17/2008
1469253, Lebanon Church, Populated Place, 44712, U6, 1431, 511431171, 51, VA, 1, 171, Shenandoah, 39.0551071, -78.3680608, 09/28/1979, 
1469346, Lewistown, Populated Place, 45490, U6, , , 51, VA, 1, 085, Hanover, 37.7179214, -77.4541497, 09/28/1979, 
1469618, Little Plymouth, Populated Place, 46088, U6, 1455, 511455097, 51, VA, 1, 097, King and Queen, 37.627365, -76.7927393, 09/28/1979, 
1469734, Locustville, Populated Place, 46472, U6, 1463, 511463001, 51, VA, 1, 001, Accomack, 37.6537428, -75.6782617, 09/28/1979, 
1469870, Lottsburg, Populated Place, 47112, U6, 1459, 511459133, 51, VA, 1, 133, Northumberland, 37.9609646, -76.518843, 09/28/1979, 
1469954, Lynch Station, Populated Place, 47704, U6, 1489, 511489031, 51, VA, 1, 031, Campbell, 37.1462544, -79.3008574, 09/28/1979, 
1469992, Mack Creek Village, Populated Place, 48312, U6, , , 51, VA, 1, 155, Pulaski, 36.9854004, -80.690066, 09/28/1979, 
1470009, Madrid, Populated Place, 48600, U6, , , 51, VA, 1, 015, Augusta, 38.139578, -78.8805801, 09/28/1979, 
1470024, Makemie Park, Populated Place, 48776, U5, , , 51, VA, 1, 001, Accomack, 37.908458, -75.5702046, 09/28/1979, 07/12/2010
1470054, Manquin, Populated Place, 49096, U6, 1552, 511552101, 51, VA, 1, 101, King William, 37.7101424, -77.1527517, 09/28/1979, 
1470085, Mappsburg, Populated Place, 49320, U5, , , 51, VA, 1, 001, Accomack, 37.5776335, -75.7635403, 09/28/1979, 01/29/2011
1470139, Martins Siding, Populated Place, 49720, U6, , , 51, VA, 1, 131, Northampton, 37.3901365, -75.9096531, 09/28/1979, 
1470148, Maryus, Populated Place, 49928, U6, 1571, 511571073, 51, VA, 1, 073, Gloucester, 37.2795859, -76.4027241, 09/28/1979, 
1470191, Mattaponi Reservation, Civil, 9230R, D4, , , 51, VA, 1, 101, King William, 37.6624558, -76.9147448, 09/28/1979, 01/15/2013
1470332, Mearsville, Populated Place, 50824, U6, , , 51, VA, 1, 001, Accomack, 37.8592929, -75.6238171, 09/28/1979, 
1470344, Meherrin, Populated Place, 50968, U6, 1585, 511585111, 51, VA, 1, 111, Lunenburg, 37.1032078, -78.366662, 09/28/1979, 
1470344, Meherrin, Populated Place, 50968, U6, 1585, 511585147, 51, VA, 2, 147, Prince Edward, 37.1032078, -78.366662, 09/28/1979, 
1470421, Middlebrook, Populated Place, 51432, U5, 1596, 511596015, 51, VA, 1, 015, Augusta, 38.0512424, -79.2139214, 09/28/1979, 01/29/2011
1470422, Middleburg, Populated Place, 51448, P1, 1600, 511600107, 51, VA, 1, 107, Loudoun, 38.9687211, -77.7355496, 09/28/1979, 03/17/2008
1470553, Millenbeck, Populated Place, 51928, U6, , , 51, VA, 1, 103, Lancaster, 37.6698613, -76.4885612, 09/28/1979, 
1470571, Millers Tavern, Populated Place, 51976, U6, 1621, 511621057, 51, VA, 1, 057, Essex, 37.8281948, -76.9449674, 09/28/1979, 
1470571, Millers Tavern, Populated Place, 51976, U6, 1621, 511621097, 51, VA, 2, 097, King and Queen, 37.8281948, -76.9449674, 09/28/1979, 
1470629, Miskimon, Populated Place, 52248, U6, , , 51, VA, 1, 133, Northumberland, 37.8379134, -76.4760624, 09/28/1979, 
1470658, Modest Town, Populated Place, 52408, U5, 1625, 511625001, 51, VA, 1, 001, Accomack, 37.8129046, -75.5649275, 09/28/1979, 01/29/2011
1470669, Monaskon, Populated Place, 52504, U6, , , 51, VA, 1, 103, Lancaster, 37.7376401, -76.5655088, 09/28/1979, 
1470673, Moneta, Populated Place, 52536, U6, 1626, 511626019, 51, VA, 1, 019, Bedford, 37.1812536, -79.6172536, 09/28/1979, 
1470684, Montague, Populated Place, 52648, U6, , , 51, VA, 1, 057, Essex, 37.7681954, -76.7374594, 09/28/1979, 
1470693, Montpelier Station, Populated Place, 52888, U6, , , 51, VA, 1, 137, Orange, 38.2281885, -78.1766694, 09/28/1979, 07/02/2010
1470699, Moon, Populated Place, 53016, U6, 1644, 511644115, 51, VA, 1, 115, Mathews, 37.4434684, -76.2927195, 09/28/1979, 
1470714, Moorefield Store, Populated Place, 53035, U6, , , 51, VA, 1, 141, Patrick, 36.5565267, -80.1369931, 09/28/1979, 07/19/2011
1470728, Morattico, Populated Place, 53112, U6, 1646, 511646103, 51, VA, 1, 103, Lancaster, 37.7893054, -76.6291223, 09/28/1979, 
