FEATURE_ID, FEATURE_NAME, FEATURE_CLASS, CENSUS_CODE, CENSUS_CLASS_CODE, GSA_CODE, OPM_CODE, STATE_NUMERIC, STATE_ALPHA, COUNTY_SEQUENCE, COUNTY_NUMERIC, COUNTY_NAME, PRIMARY_LATITUDE, PRIMARY_LONGITUDE, DATE_CREATED, DATE_EDITED
1314481, Waycross, Populated Place, 78570, U6, , , 47, TN, 1, 073, Hawkins, 36.5931547, -82.6484897, 05/19/1980, 
1314481, Waycross, Populated Place, 78570, U6, , , 51, VA, 2, 169, Scott, 36.5931547, -82.6484897, 05/19/1980, 
1462355, Achilles, Populated Place, 00244, U6, 0026, 510026073, 51, VA, 1, 073, Gloucester, 37.2801422, -76.4402257, 09/28/1979, 
1462375, Adria, Populated Place, 00420, U6, , , 51, VA, 1, 185, Tazewell, 37.1687262, -81.5459425, 09/28/1979, 
1462395, Alfonso, Populated Place, 01016, U6, 0045, 510045103, 51, VA, 1, 103, Lancaster, 37.8087486, -76.5080076, 09/28/1979, 
1462400, Alleghany Springs, Populated Place, 01136, U6, , , 51, VA, 1, 121, Montgomery, 37.128188, -80.2650439, 09/28/1979, 
1462423, Allmondsville, Populated Place, 01272, U6, , , 51, VA, 1, 073, Gloucester, 37.3934773, -76.6507889, 09/28/1979, 
1462426, Altavista, Populated Place, 01528, P1, 0060, 510060031, 51, VA, 1, 031, Campbell, 37.1118094, -79.285579, 09/28/1979, 03/17/2008
1462437, Amburg, Populated Place, 01608, U6, 0068, 510068119, 51, VA, 1, 119, Middlesex, 37.5537462, -76.3582779, 09/28/1979, 
1462535, Ararat, Populated Place, 02152, U6, 0098, 510098141, 51, VA, 1, 141, Patrick, 36.599025, -80.5106192, 09/28/1979, 
1462558, Arrington, Populated Place, 03208, U5, 0105, 510105125, 51, VA, 1, 125, Nelson, 37.6840306, -78.9011326, 09/28/1979, 01/29/2011
1462565, Artrip, Populated Place, 03272, U6, , , 51, VA, 1, 167, Russell, 36.963997, -82.1184662, 09/28/1979, 
1462571, Arvonia, Populated Place, 03288, U6, 0106, 510106029, 51, VA, 1, 029, Buckingham, 37.683478, -78.3413918, 09/28/1979, 05/13/2011
1462755, Ballsville, Populated Place, 04200, U6, 0136, 510136145, 51, VA, 1, 145, Powhatan, 37.4984833, -78.066945, 09/28/1979, 
1462835, Bavon, Populated Place, 05064, U6, 0146, 510146115, 51, VA, 1, 115, Mathews, 37.3334711, -76.2882747, 09/28/1979, 
1462846, Bayview, Populated Place, 05224, U6, , , 51, VA, 1, 131, Northampton, 37.2768051, -75.9674317, 09/28/1979, 
1462937, Beaver Park, Populated Place, 05485, U6, , , 51, VA, 1, 113, Madison, 36.6634709, -79.3453, 09/28/1979, 
1462977, Beaverlett, Populated Place, 05480, U6, 0134, 510134115, 51, VA, 1, 115, Mathews, 37.4062475, -76.3088312, 09/28/1979, 
1463039, Belle Haven, Populated Place, 05912, P1, 0140, 510140001, 51, VA, 1, 001, Accomack, 37.5543003, -75.8204861, 09/28/1979, 03/17/2008
1463039, Belle Haven, Populated Place, 05912, P1, 0140, 510140131, 51, VA, 2, 131, Northampton, 37.5543003, -75.8204861, 09/28/1979, 03/17/2008
1463064, Belona, Populated Place, 06392, U6, , , 51, VA, 1, 145, Powhatan, 37.5212605, -78.0086129, 09/28/1979, 
1463069, Ben Hur, Populated Place, 06632, U6, 0144, 510144105, 51, VA, 1, 105, Lee, 36.7328663, -83.0821145, 09/28/1979, 
1463076, Benns Church, Populated Place, 06712, U5, , , 51, VA, 1, 093, Isle of Wight, 36.9379264, -76.5860642, 09/28/1979, 01/29/2011
1463247, Bethlehem Fork, Populated Place, 07164, U6, , , 51, VA, 1, 057, Essex, 38.0140238, -77.0894178, 09/28/1979, 
1463261, Beulah, Populated Place, 07168, U6, , , 51, VA, 1, 041, Chesterfield, 37.4245927, -77.4705402, 09/28/1979, 
1463454, Birdsnest, Populated Place, 07640, U6, 0174, 510174131, 51, VA, 1, 131, Northampton, 37.4390246, -75.8810418, 09/28/1979, 
1463455, Birmingham, Populated Place, 07656, U6, , , 51, VA, 1, 185, Tazewell, 37.0726134, -81.8137286, 09/28/1979, 
1463528, Blackstone, Populated Place, 07832, P1, 0190, 510190135, 51, VA, 1, 135, Nottoway, 37.080428, -77.9972259, 09/28/1979, 03/17/2008
1463757, Branchville, Populated Place, 09208, P1, 0280, 510280175, 51, VA, 1, 175, Southampton, 36.5704293, -77.2485797, 09/28/1979, 03/17/2008
1463830, Bristersburg, Populated Place, 09810, U6, , , 51, VA, 1, 061, Fauquier, 38.5834553, -77.6138777, 09/28/1979, 
1463848, Broad Run, Populated Place, 10008, U6, 0307, 510307061, 51, VA, 1, 061, Fauquier, 38.8237257, -77.7130483, 09/28/1979, 
1463870, Brodnax, Populated Place, 10072, P1, 0320, 510320025, 51, VA, 1, 025, Brunswick, 36.7065338, -78.0313851, 09/28/1979, 03/17/2008
1463870, Brodnax, Populated Place, 10072, P1, 0320, 510320117, 51, VA, 2, 117, Mecklenburg, 36.7065338, -78.0313851, 09/28/1979, 03/17/2008
1463884, Brookneal, Populated Place, 10296, P1, 0330, 510330031, 51, VA, 1, 031, Campbell, 37.0501416, -78.9441801, 09/28/1979, 03/17/2008
1463935, Browns Store, Populated Place, 10456, U6, 0335, 510335133, 51, VA, 1, 133, Northumberland, 37.8290235, -76.4288384, 09/28/1979, 
1464090, Bumpass, Populated Place, 11256, U6, 0373, 510373109, 51, VA, 1, 109, Louisa, 37.9634731, -77.7372133, 09/28/1979, 
1464115, Burkeville, Populated Place, 11560, P1, 0380, 510380135, 51, VA, 1, 135, Nottoway, 37.1876529, -78.2013859, 09/28/1979, 03/17/2008
1464121, Burlington Mills, Populated Place, 11592, U6, , , 51, VA, 1, 155, Pulaski, 37.0898449, -80.6847878, 09/28/1979, 
1464244, Caledonia, Populated Place, 12104, U6, , , 51, VA, 1, 075, Goochland, 37.8212541, -78.1063889, 09/28/1979, 
1464259, Callao, Populated Place, 12168, U6, 0385, 510385133, 51, VA, 1, 133, Northumberland, 37.9692981, -76.559677, 09/28/1979, 
1464425, Capahosic, Populated Place, 12792, U6, , , 51, VA, 1, 073, Gloucester, 37.3809771, -76.6330104, 09/28/1979, 05/11/2011
1464432, Capitol View, Populated Place, 12884, U6, , , 51, VA, 1, 087, Henrico, 37.4759805, -77.3905369, 09/28/1979, 
1464465, Carson, Populated Place, 13224, U6, 0405, 510405053, 51, VA, 1, 053, Dinwiddie, 37.0354278, -77.3952567, 09/28/1979, 
1464495, Carterton, Populated Place, 13320, U6, , , 51, VA, 1, 167, Russell, 36.9134392, -82.2209713, 09/28/1979, 
1464551, Cats Bridge, Populated Place, 13635, U5, , , 51, VA, 1, 001, Accomack, 37.5518007, -75.7818739, 09/28/1979, 01/29/2011
1464658, Cedarville, Populated Place, 14056, U6, , , 51, VA, 1, 187, Warren, 38.9770537, -78.1841666, 09/28/1979, 
1464663, Centenary, Populated Place, 14136, U6, , , 51, VA, 1, 029, Buckingham, 37.7093108, -78.5113969, 09/28/1979, 
1464672, Center Cross, Populated Place, 14152, U6, 0421, 510421057, 51, VA, 1, 057, Essex, 37.8045832, -76.7788496, 09/28/1979, 
1464687, Central Garage, Populated Place, 14312, U5, , , 51, VA, 1, 101, King William, 37.7440307, -77.13164, 09/28/1979, 07/12/2010
1464696, Central Hill, Populated Place, 14344, U6, , , 51, VA, 1, 093, Isle of Wight, 36.910705, -76.7405139, 09/28/1979, 
1464699, Central Point, Populated Place, 14408, U6, , , 51, VA, 1, 033, Caroline, 37.9890245, -77.1321968, 09/28/1979, 
1464752, Chase City, Populated Place, 14984, P1, 0450, 510450117, 51, VA, 1, 117, Mecklenburg, 36.7993087, -78.458331, 09/28/1979, 03/17/2008
1464753, Chase Crossing, Populated Place, 14995, U5, , , 51, VA, 1, 001, Accomack, 37.7626286, -75.6674293, 09/28/1979, 01/29/2011
1464768, Chenaults Shop, Populated Place, 15100, U6, , , 51, VA, 1, 033, Caroline, 37.9854138, -77.284701, 09/28/1979, 
1464808, Chestnut Grove, Populated Place, 16284, U6, , , 51, VA, 1, 103, Lancaster, 37.8223574, -76.4393942, 09/28/1979, 
1464808, Chestnut Grove, Populated Place, 16284, U6, , , 51, VA, 2, 133, Northumberland, 37.8223574, -76.4393942, 09/28/1979, 
1464849, Chilesburg, Populated Place, 16464, U6, , , 51, VA, 1, 033, Caroline, 37.999582, -77.5924855, 09/28/1979, 
1464850, Chilhowie, Populated Place, 16480, P1, 0480, 510480173, 51, VA, 1, 173, Smyth, 36.7984482, -81.6823411, 09/28/1979, 03/17/2008
1464885, Christchurch, Populated Place, 16560, U6, 0495, 510495119, 51, VA, 1, 119, Middlesex, 37.6048617, -76.5343958, 09/28/1979, 
1464923, Church View, Populated Place, 16720, U6, 0506, 510506119, 51, VA, 1, 119, Middlesex, 37.6776411, -76.6782906, 09/28/1979, 
1464930, Claraville, Populated Place, 16848, U6, , , 51, VA, 1, 133, Northumberland, 37.917354, -76.4455064, 09/28/1979, 
1464932, Claremont, Populated Place, 16880, P1, 0510, 510510181, 51, VA, 1, 181, Surry, 37.2279264, -76.9641321, 09/28/1979, 03/17/2008
1464956, Claudville, Populated Place, 17056, U6, 0521, 510521141, 51, VA, 1, 141, Patrick, 36.589581, -80.418393, 09/28/1979, 
1464963, Claypool Hill, Populated Place, 17120, U5, , , 51, VA, 1, 185, Tazewell, 37.0626143, -81.7517811, 09/28/1979, 03/17/2008
1464965, Clayville, Populated Place, 17152, U6, , , 51, VA, 1, 145, Powhatan, 37.4598714, -77.8169417, 09/28/1979, 
1464978, Cleveland, Populated Place, 17296, P1, 0530, 510530167, 51, VA, 1, 167, Russell, 36.9437185, -82.1518012, 09/28/1979, 03/17/2008
1464998, Clover, Populated Place, 17632, U5, 0590, 510590083, 51, VA, 1, 083, Halifax, 36.8326402, -78.7333385, 09/28/1979, 01/29/2011
1465109, Colleen, Populated Place, 18176, U6, , , 51, VA, 1, 125, Nelson, 37.709308, -78.9311339, 09/28/1979, 
1465152, Concord, Populated Place, 18880, U5, 0635, 510635031, 51, VA, 1, 031, Campbell, 37.3426444, -78.9750189, 09/28/1979, 01/29/2011
1465196, Cooks Corner, Populated Place, 19017, U6, , , 51, VA, 1, 119, Middlesex, 37.601529, -76.5660638, 09/28/1979, 
1465285, Coulwood, Populated Place, 19408, U6, 0647, 510647167, 51, VA, 1, 167, Russell, 36.9934427, -82.0542961, 09/28/1979, 
1465389, Craddockville, Populated Place, 19840, U6, 0662, 510662001, 51, VA, 1, 001, Accomack, 37.5817991, -75.8688212, 09/28/1979, 
1465433, Criglersville, Populated Place, 20224, U6, 0679, 510679113, 51, VA, 1, 113, Madison, 38.4579042, -78.3011149, 09/28/1979, 
1465440, Critz, Populated Place, 20288, U6, 0682, 510682141, 51, VA, 1, 141, Patrick, 36.630137, -80.144771, 09/28/1979, 
1465481, Crosses Corner, Populated Place, 20400, U6, , , 51, VA, 1, 085, Hanover, 37.7268096, -77.3660916, 09/28/1979, 
1465516, Cullen, Populated Place, 20704, U6, 0689, 510689037, 51, VA, 1, 037, Charlotte, 37.1176477, -78.6491684, 09/28/1979, 
1465571, Dahlgren, Populated Place, 21008, U5, 0695, 510695099, 51, VA, 1, 099, King George, 38.3312379, -77.0510857, 09/28/1979, 03/17/2008
1465597, Dante, Populated Place, 21312, U5, 0710, 510710167, 51, VA, 1, 167, Russell, 36.9784384, -82.2976424, 09/28/1979, 01/29/2011
1465671, DeWitt, Populated Place, 22368, U6, 0744, 510744053, 51, VA, 1, 053, Dinwiddie, 37.0387606, -77.6433239, 09/28/1979, 
1465804, Dillons Fork, Populated Place, 22550, U6, , , 51, VA, 1, 089, Henry, 36.6956928, -80.0061541, 09/28/1979, 
1465871, Doggetts Fork, Populated Place, 22810, U6, , , 51, VA, 1, 033, Caroline, 37.8987497, -77.3519244, 09/28/1979, 
1465875, Dogue, Populated Place, 22816, U6, 0757, 510757099, 51, VA, 1, 099, King George, 38.2320734, -77.2158117, 09/28/1979, 
