OBJECTID,FCODE,SOURCE,MODIFIED_DATE,SHAPElen
4426,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,86.467536
4427,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,81.218216
4428,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,149.425782
4429,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,119.299405
4430,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,10.083963
4431,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,158.129419
4432,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,178.015917
4433,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,71.709036
4434,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,51.39304
4435,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,32.656968
4436,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,56.661343
4437,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,84.606695
4438,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,69.357534
4439,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.412205
4440,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,82.591958
4441,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,187.024664
4442,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,226.56007
4443,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,72.561728
4444,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,222.806097
4445,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,96.923946
4446,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,43.191918
4447,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,40.853152
4448,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,50.355262
4449,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,119.326336
4450,Sea Wall,Aerial 2004,2009-07-21T11:26:33.000Z,2888.212183
4451,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,307.382942
4452,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,36.008497
4453,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,60.001725
4454,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,36.266741
4455,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,262.75747
4456,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,44.591051
4457,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,113.979612
4458,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,209.676197
4459,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,105.645522
4460,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,22.891575
4461,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.620871
4462,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,142.968159
4463,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,234.458701
4464,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,44.488662
4465,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,109.743311
4466,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,381.65786
4467,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,240.346471
4468,Bulkhead,Aerial 2004,2010-11-29T13:01:49.000Z,316.570136
4469,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,1053.446317
4470,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,37.386926
4471,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,63.560036
4472,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,164.758436
4473,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,75.627685
4474,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,77.879049
4475,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,117.222902
4476,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,113.230958
4477,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,84.930163
4478,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,181.648631
4479,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,18.139984
4480,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,53.469519
4481,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,370.496409
4482,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,61.966322
4483,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,57.519205
4484,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,289.973886
4485,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,241.794149
4486,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,41.204165
4487,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,123.618887
4488,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,245.793774
4489,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,74.100754
4490,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,426.252315
4491,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,157.43074
4492,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.378741
4493,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,68.147637
4494,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,76.301325
4495,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,25.759515
4496,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,59.083605
4497,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,87.446088
4498,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,79.304152
4499,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,55.27362
4500,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,17.685354
4501,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,16.5407
4502,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,178.085868
4503,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,43.744954
4504,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,197.473766
4505,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,124.946409
4506,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,335.501124
4507,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,426.037552
4508,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,107.657015
4509,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,148.13328
4510,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,68.081676
4511,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,31.714494
4512,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,24.704189
4513,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,123.576993
4514,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,90.190629
4515,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,57.46134
4516,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,22.389338
4517,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,81.784332
4518,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,363.512538
4519,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,9.542895
4520,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,202.944442
4521,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.847978
4522,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,50.643845
4523,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,69.188506
4524,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,36.632328
4525,Bulkhead,Permit,2010-04-20T15:19:55.000Z,631.272715
4526,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,42.893479
4527,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,134.010046
4528,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,125.084668
4529,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,62.830354
4530,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,127.151214
4531,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,92.210683
4532,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,289.390161
4533,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,46.717686
4534,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,111.654552
4535,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,179.009493
4536,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,51.708703
4537,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,48.546713
4538,Bulkhead,Aerial 2004,2010-04-14T12:01:09.000Z,1325.033908
4539,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,213.415563
4540,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,55.591084
4541,Sea Wall,Aerial 2004,2010-05-19T15:21:55.000Z,884.339678
4542,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,360.411645
4543,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,291.896623
4544,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,63.905441
4545,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,213.836456
4546,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,223.900472
4547,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,284.852031
4548,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,87.445875
4549,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,148.84224
4550,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,74.093243
4551,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,205.311826
4552,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,288.39637
4553,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,103.613149
4554,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,193.400317
4555,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,43.484141
4556,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,38.866173
4557,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,50.047411
4558,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.535261
4559,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,28.874989
4560,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.310757
4561,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,28.306271
4562,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,74.612246
4563,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,32.678492
4564,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,33.495509
4565,Bulkhead,Pictometry 2008,2010-04-20T15:19:55.000Z,181.009695
4566,Sea Wall,Aerial 2004,2010-04-20T15:19:55.000Z,644.62333
4567,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,121.367049
4568,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,91.824275
4569,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,102.108665
4570,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,126.935872
4571,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,93.338825
4572,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.595575
4573,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.616344
4574,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.55286
4575,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.714108
4576,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.767145
4577,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.973835
4578,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.41357
4579,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.935763
4580,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.729846
4581,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,75.966568
4582,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,165.694896
4583,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,48.242646
4584,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,20.143443
4585,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,137.401763
4586,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,108.169715
4587,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.968089
4588,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,126.005994
4589,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,14.488376
4590,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,147.166339
4591,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,244.822874
4592,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,30.416715
4593,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,42.590341
4594,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,161.019017
4595,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,19.769121
4596,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,1444.255218
4597,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,21.012804
4598,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,501.879482
4599,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,1635.500713
4600,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,133.232758
4601,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,156.098378
4602,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,526.351427
4603,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,11.874285
4604,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,80.536629
4605,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,29.119147
4606,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,38.864318
4607,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,510.164939
4608,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,501.774588
4609,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,176.575874
4610,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,62.00953
4611,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,32.41217
4612,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,3.06333
4613,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,1.095206
4614,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,611.041406
4615,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,289.87105
4616,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,288.401843
4617,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,55.030975
4618,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,67.257221
4619,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,398.040924
4620,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,364.925771
4621,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,83.432776
4622,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,44.361631
4623,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,51.908338
4624,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,92.242007
4625,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,32.31171
4626,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,27.421394
4627,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,90.170027
4628,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,22.416294
4629,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,16.363267
4630,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,37.949767
4631,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,247.740917
4632,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,220.128655
4633,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,339.431849
4634,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,149.658737
4635,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,48.862635
4636,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,47.904654
4637,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,88.840246
4638,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,55.349143
4639,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,142.066672
4640,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,157.668914
4641,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,97.194097
4642,Sea Wall,Aerial 2004,2005-08-03T13:08:23.000Z,211.529803
4643,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,73.931929
4644,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,84.223675
4645,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,37.134424
4646,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,26.886295
4647,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,187.265596
4648,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,219.514786
4649,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,44.821209
4650,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,73.257556
4651,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,78.768853
4652,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,194.541548
4653,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,38.283953
4654,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,108.341467
4655,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,98.121958
4656,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,93.443111
4657,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,79.727218
4658,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,173.778888
4659,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,171.79602
4660,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,62.433713
4661,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,97.498273
4662,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,59.298558
4663,Bulkhead,Permit,2009-02-26T10:02:53.000Z,100.286942
4664,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,101.991913
4665,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,57.073766
4666,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,34.386387
4667,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,25.106357
4668,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,33.918694
4669,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,55.217229
4670,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,127.405393
4671,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,24.402059
4672,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,163.133044
4673,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,275.490375
4674,Bulkhead,Aerial 2004,2011-08-22T15:44:40.000Z,285.756908
4675,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,93.175619
4676,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,424.88793
4677,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,97.081117
4678,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,92.38576
4679,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,105.001923
4680,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,373.543022
4681,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,82.747915
4682,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,89.082339
4683,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,12.991012
4684,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,109.628717
4685,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,41.601138
4686,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,57.839488
4687,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,44.397957
4688,Bulkhead,Permit,2010-11-29T13:13:53.000Z,120.371403
4689,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,32.976298
4690,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,57.248338
4691,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,92.993416
4692,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,20.54498
4693,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,227.517984
4694,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,153.228568
4695,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,149.176346
4696,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,126.285355
4697,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,44.332258
4698,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,83.938697
4699,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,54.634421
4700,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,12.528985
4701,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,70.358395
4702,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,511.093283
4703,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,304.785906
4704,Bulkhead,Aerial 2004,2010-11-29T09:43:12.000Z,427.651871
4705,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,189.83531
4706,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,60.474116
4707,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,253.683069
4708,Bulkhead,Aerial 2004,2009-02-26T10:02:53.000Z,99.529983
4709,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,215.91248
4710,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,309.466743
4711,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,0.055036
4712,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,196.717287
4713,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.60992
4714,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,12.650022
4715,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,0.549561
4716,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,0.550452
4717,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,273.517271
4718,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,107.519286
4719,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,8.708521
4720,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,183.622261
4721,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,0.167501
4722,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,539.677661
4723,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,462.541235
4724,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,5.59477
4725,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,5.51691
4726,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,205.962602
4727,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,36.848717
4728,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,0.118955
4729,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,165.317256
4730,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,0.17143
4731,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,0.602264
4732,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,505.152814
4733,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,144.961476
4734,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,105.260491
4735,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,90.869077
4736,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,103.436992
4737,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,105.581637
4738,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,109.268747
4739,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,106.582873
4740,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,106.61585
4741,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,112.026962
4742,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,103.148604
4743,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,114.582546
4744,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,101.831526
4745,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,114.604817
4746,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,101.954082
4747,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,101.597746
4748,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,113.862226
4749,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,109.732826
4750,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,114.463763
4751,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,105.189611
4752,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,245.858969
4753,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,118.402366
4754,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,294.593478
4755,Sea Wall,Aerial 2004,2004-03-12T12:00:00.000Z,137.788162
4756,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,16.810928
4757,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,2.397904
4758,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,7.183824
4759,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,32.853271
4760,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,58.392764
4761,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,158.313501
4762,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,87.254864
4763,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,30.439946
4764,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,36.362337
4765,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,47.777755
4766,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,48.177778
4767,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,234.721713
4768,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,122.349592
4769,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,237.222347
4770,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,16.538624
4771,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,155.897581
4772,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,748.743732
4773,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,57.608219
4774,Bulkhead,Aerial 2004,2004-03-12T12:00:00.000Z,35.802643
