OBJECTID,CE_PLAT_NUM,CE_CHAIN_ID,CE_RIGHT_FROM,CE_LEFT_FROM,CE_RIGHT_TO,CE_LEFT_TO,CE_RF_SUB,CE_LF_SUB,CE_RT_SUB,CE_LT_SUB,CE_C_STAT,CE_LOUD_ID,CE_UPD_DATE,ST_CHAIN_ID,ST_FROM,ST_TO,ST_STR_NAME,ST_DIR_SUF,ST_STR_TYPE,ST_DIR_PREF,ST_PO,ST_SUBDV,ST_CDATE,ST_SUBDV_SEC,ST_JURIS,ST_STR_DIR,ST_RTNO
182415, ,4170,0,0,0,0,0,0,0,0,1,16264,2005-08-12T00:00:00.000Z,4170,CARGO DR,WIND SOCK DR,COMMERCIAL VEHICLE, ,DR, ,STERLING/DULLES,DULLES AIRPORT,1998-01-15T00:00:00.000Z, ,DULLES,WE,PAE-U
182416, ,3189,15037,15036,15351,15350,0,0,0,0,4,369,,3189,HIBLER RD,END,HARRISON HILL, ,LA, ,LEESBURG, ,1998-08-05T00:00:00.000Z, ,COUNTY,NS,PAE-R
182417, ,732,0,0,0,0,601,600,821,820,1,635,2007-01-26T00:00:00.000Z,732,BELL RD,SOUTH NURSERY AV,MAIN, ,ST,W,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE,7
182418, ,14,0,0,0,0,100,101,120,121,1,636,2007-01-26T00:00:00.000Z,14,WEST MAIN ST,END,31ST, ,ST,N,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,NS, 
182419, ,3907,39907,39906,39969,39968,0,0,0,0,4,427,,3907,HAMILTON STATION RD,END,LOOKOUT, ,LA, ,WATERFORD,,1996-10-04T00:00:00.000Z, ,COUNTY,WE,PAE-R
182420,2003-0334,6566,0,47668,0,47674,0,0,0,0, ,16208,,6566,POTOMAC LANDING TE,DUNKIRK SQ,PAULSEN, ,SQ, ,STERLING,CASCADES,2005-07-19T00:00:00.000Z,20A,COUNTY,WE,PAE-U
182421,2001-0420,1196,42731,42730,43057,43056,0,0,0,0, ,11606,,1196,JAMES MONROE HWY,END,SPINKS FERRY, ,RD, ,LEESBURG, ,1992-07-08T00:00:00.000Z, ,COUNTY,WE,657
182422,2001-0420,1196,42679,42678,42729,42728,0,0,0,0, ,11608,,1196,JAMES MONROE HWY,END,SPINKS FERRY, ,RD, ,LEESBURG, ,1992-07-08T00:00:00.000Z, ,COUNTY,WE,657
182423,2002-0194,5620,41151,41150,41267,41266,0,0,0,0, ,11626,,5620,BANKFIELD DR,END,COTTER, ,CT, ,WATERFORD,WATERFORD RIDGE,2012-10-24T00:00:00.000Z,2,COUNTY,WE,2807
182424, ,1024,0,0,0,0,202,201,204,203,1,1234,,1024,CATOCTIN CIR SW,END,ROSEMEADE,SW,PL, ,LEESBURG,ROSEMEADE,1992-04-14T00:00:00.000Z,1,LEESBURG,WE,PAE-U
182425,1999-0185,4652,15053,15052,15179,15178,0,0,0,0, ,7513,,4652,SPINKS FERRY RD,TRAVELERS RUN LA,LEES CROSSING, ,LA, ,LEESBURG,LEES CROSSING,2000-01-28T00:00:00.000Z, ,COUNTY,NS,PAE-R
182426, ,12,0,0,0,0,100,101,210,211,1,640,2007-01-26T00:00:00.000Z,12,WEST MAIN ST,END,28TH, ,ST,N,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,NS, 
182427,1999-0185,4652,14979,14978,15051,15050,0,0,0,0, ,7514,,4652,SPINKS FERRY RD,TRAVELERS RUN LA,LEES CROSSING, ,LA, ,LEESBURG,LEES CROSSING,2000-01-28T00:00:00.000Z, ,COUNTY,NS,PAE-R
182428,1999-0185,4644,42629,42628,42737,42736,0,0,0,0, ,7515,,4644,LEES CROSSING LA,END,LITTLE SORREL, ,LA, ,LEESBURG,LEES CROSSING,2000-01-21T00:00:00.000Z,2,COUNTY,WE,PAE-R
182429,2002-0194,5610,15453,15452,15475,15474,0,0,0,0, ,12577,,5610,STUMPTOWN RD,STUMPTOWN RD,BANKFIELD, ,DR, ,WATERFORD,WATERFORD RIDGE,2010-01-22T00:00:00.000Z,1B-2,COUNTY,NS,2801
182430,2002-0194,5610,15477,15476,15551,15550,0,0,0,0, ,12578,,5610,STUMPTOWN RD,STUMPTOWN RD,BANKFIELD, ,DR, ,WATERFORD,WATERFORD RIDGE,2010-01-22T00:00:00.000Z,1B-2,COUNTY,NS,2801
182431, ,832,0,0,0,0,501,500,531,530,1,618,2007-01-26T00:00:00.000Z,832,NORTH 31ST ST,END,N, ,ST,W,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE, 
182432,2000-0026,4856,19507,19506,19529,19528,0,0,0,0,2,8684,2008-06-10T00:00:00.000Z,4856,RIVERSIDE PKWY,STONE HAVEN DR,SANDRIDGE, ,WY, ,LEESBURG,FAIRWAYS AT LANSDOWNE,2000-10-23T00:00:00.000Z, ,COUNTY,NS,PAE-U
182433, ,731,0,0,0,0,412,413,440,441,1,659,2007-01-26T00:00:00.000Z,731,SOUTH NURSERY AV,BERLIN TPKE,MAIN, ,ST,E,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE,7
182434,2002-0170,6308,16295,16294,16327,16326,0,0,0,0, ,15141,2007-04-05T00:00:00.000Z,6308,RASPBERRY DR,END,HUNTER, ,PL, ,LEESBURG,RASPBERRY FALLS,2012-10-24T00:00:00.000Z,F,COUNTY,NS,2709
182435, ,1236,23451,0,23513,0,0,0,0,0,1,5512,2010-06-14T00:00:00.000Z,1236,HARRY BYRD HWY,FAIRFAX COUNTY,SULLY, ,RD, ,STERLING, ,1911-01-01T00:00:00.000Z, ,COUNTY,NS,28
182436,2001-0420,5614,14747,14746,14931,14930,0,0,0,0, ,11604,,5614,SPINKS FERRY RD,END,CONFEDERATE, ,CT, ,LEESBURG,LEES CROSSING,2003-02-11T00:00:00.000Z, ,COUNTY,NS, 
182437,1999-0185,4652,14755,14754,14977,14976,0,0,0,0, ,11605,,4652,SPINKS FERRY RD,TRAVELERS RUN LA,LEES CROSSING, ,LA, ,LEESBURG,LEES CROSSING,2000-01-28T00:00:00.000Z, ,COUNTY,NS,PAE-R
182438,2002-0194,5610,15365,15364,15451,15450,0,0,0,0, ,12576,,5610,STUMPTOWN RD,STUMPTOWN RD,BANKFIELD, ,DR, ,WATERFORD,WATERFORD RIDGE,2010-01-22T00:00:00.000Z,1B-2,COUNTY,NS,2801
182439,2002-0228,5788,15203,15202,15333,15332,0,0,0,0, ,12572,,5788,BANKFIELD DR,END,PAVLO, ,PL, ,WATERFORD,WATERFORD RIDGE,2012-12-19T00:00:00.000Z,2,COUNTY,NS,2808
182440,2002-0228,5610,15203,15202,15363,15362,0,0,0,0, ,12575,,5610,STUMPTOWN RD,STUMPTOWN RD,BANKFIELD, ,DR, ,WATERFORD,WATERFORD RIDGE,2010-01-22T00:00:00.000Z,1B-2,COUNTY,NS,2801
182441,2004-0303,6105,42483,0,42491,0,0,0,0,0, ,15881,,6105,OLYMPIA DR,PARKVIEW DR,GREENSIDE, ,DR, ,ASHBURN,BRAMBLETON,2012-03-27T00:00:00.000Z,2-1,COUNTY,WE,2461
182442, ,731,0,0,0,0,500,501,630,631,1,661,2007-01-26T00:00:00.000Z,731,SOUTH NURSERY AV,BERLIN TPKE,MAIN, ,ST,E,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE,7
182443,2002-0194,5618,41131,41130,41297,41296,0,0,0,0, ,11627,,5618,BANKFIELD DR,END,DUTTON, ,CT, ,WATERFORD,WATERFORD RIDGE,2012-10-24T00:00:00.000Z,2,COUNTY,WE,2805
182444, ,2338,46901,0,46915,0,0,0,0,0, ,18170,2007-01-17T00:00:00.000Z,2338,HARRY BYRD HWY,HARRY BYRD HWY,COMMUNITY, ,PLAZA, ,STERLING,SUG PLAZA/VILLAGE CTR,1911-01-01T00:00:00.000Z,1,COUNTY,WE, 
182445, ,747,0,0,0,0,201,202,227,228,1,1235,,747,NORTH KING ST,LEESBURG TOWN LIMITS,MARKET, ,ST,E,LEESBURG, ,1999-10-26T00:00:00.000Z, ,LEESBURG,WE,7
182446,2002-0194,5619,40971,40970,41121,41120,0,0,0,0, ,11628,,5619,BANKFIELD DR,END,TESLA, ,CT, ,WATERFORD,WATERFORD RIDGE,2012-10-24T00:00:00.000Z,2,COUNTY,WE,2806
182447,1999-0185,4651,42781,42780,43065,43064,0,0,0,0, ,12563,,4651,LEES CROSSING LA,LIMESTONE SCHOOL RD,CULPS HILL, ,LA, ,LEESBURG,LEES CROSSING,2003-08-13T00:00:00.000Z,2,COUNTY,WE, 
182448,2002-0228,5789,41131,41130,41227,41226,0,0,0,0, ,12569,,5789,PAVLO PL,END,HOLT, ,CT, ,WATERFORD,WATERFORD RIDGE,2012-12-19T00:00:00.000Z,2,COUNTY,WE,2809
182449, ,3146,42925,42924,42937,42936,0,0,0,0,1,2104,2014-01-24T00:00:00.000Z,3146,CHESTERTON ST,CHARTER OAK DR,BACKLOT, ,AL, ,ASHBURN,BELMONT FOREST,1996-11-13T00:00:00.000Z,1-1,COUNTY,WE,PAE-U
182450, ,5308,0,0,0,0,501,504,503,506, ,10647,2005-12-19T00:00:00.000Z,5308,HOPE PKWY,END,SUNSET VIEW,SE,TE, ,LEESBURG,STRATFORD,2002-04-03T00:00:00.000Z,E,LEESBURG,NS,PAE-U
182451, ,1615,22977,22976,23031,23030,0,0,0,0,1,5388,,1615,FALCON PL,END,EAGLEWOOD, ,CT, ,STERLING,LE BOURGET BUSINESS PARK,1998-07-30T00:00:00.000Z, ,COUNTY,NS, 
182452, ,2850,42841,42840,42857,42856,0,0,0,0,1,2121,,2850,BELMONT RIDGE RD,LEIER PL,CHESTERTON, ,ST, ,ASHBURN,BELMONT FOREST,2004-05-18T00:00:00.000Z,1,COUNTY,WE,2038
182453, ,5308,0,0,0,0,0,508,0,510, ,10648,2005-12-19T00:00:00.000Z,5308,HOPE PKWY,END,SUNSET VIEW,SE,TE, ,LEESBURG,STRATFORD,2002-04-03T00:00:00.000Z,E,LEESBURG,NS,PAE-U
182454, ,13,0,0,0,0,101,100,115,114,1,675,2007-01-26T00:00:00.000Z,13,WEST MAIN ST,WEST J ST,29TH, ,ST,S,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,NS, 
182455, ,6198,24525,24524,24709,24708,0,0,0,0,1,16764,2010-06-21T00:00:00.000Z,6198,FLIGHT LINE RD,VORTAC RD,HAUL, ,RD,W,STERLING,DULLES AIRPORT,2005-11-22T00:00:00.000Z, ,DULLES,NS,PAE-U
182456, ,6198,24785,24784,24799,24798,0,0,0,0,1,16805,2010-03-19T00:00:00.000Z,6198,FLIGHT LINE RD,VORTAC RD,HAUL, ,RD,W,STERLING,DULLES AIRPORT,2005-11-22T00:00:00.000Z, ,DULLES,NS,PAE-U
182457, ,5308,0,0,0,0,0,500,0,502, ,10643,2005-12-19T00:00:00.000Z,5308,HOPE PKWY,END,SUNSET VIEW,SE,TE, ,LEESBURG,STRATFORD,2002-04-03T00:00:00.000Z,E,LEESBURG,NS,PAE-U
182458, ,7460,44715,44714,44719,44718,0,0,0,0,1,16806,2010-03-18T00:00:00.000Z,7460,WILLARD RD,W HAUL RD,RUNWAY, ,RD, ,STERLING,DULLES AIRPORT,2010-03-18T00:00:00.000Z, ,DULLES,WE,PAE-U
182459, ,2850,0,0,0,0,0,0,0,0,1,2124,,2850,BELMONT RIDGE RD,LEIER PL,CHESTERTON, ,ST, ,ASHBURN,BELMONT FOREST,2004-05-18T00:00:00.000Z,1,COUNTY,WE,2038
182460, ,7460,44721,44720,44769,44768,0,0,0,0,1,16807,2010-06-21T00:00:00.000Z,7460,WILLARD RD,W HAUL RD,RUNWAY, ,RD, ,STERLING,DULLES AIRPORT,2010-03-18T00:00:00.000Z, ,DULLES,WE,PAE-U
182461,2001-0164,1228,40859,40858,41197,41196,0,0,0,0, ,14202,,1228,LOYALTY RD,JAMES MONROE HWY,STUMPTOWN, ,RD, ,COUNTY, ,1992-07-08T00:00:00.000Z, ,COUNTY,WE,662
182462, ,1384,0,0,0,0,101,102,109,110,1,1228,,1384,EAST MARKET ST,SOUTH ST SE,CHURCH,SE,ST, ,LEESBURG, ,1911-01-01T00:00:00.000Z, ,LEESBURG,NS, 
182463, ,329,22347,22346,22371,22370,0,0,0,0,1,5158,2007-08-15T00:00:00.000Z,329,SOUTH STERLING BLVD,ENDS,DAVIS, ,DR, ,STERLING,STERLING IP,1996-10-09T00:00:00.000Z, ,COUNTY,NS,868
182464, ,704,0,0,0,0,203,202,225,226,1,1236,2006-06-02T00:00:00.000Z,704,SOUTH KING ST,EAST MARKET ST,LOUDOUN,SE,ST, ,LEESBURG, ,1911-01-01T00:00:00.000Z, ,LEESBURG,WE,PAE-U
182465, ,513,34021,0,34069,0,0,0,0,0,1,1237,,513,CLARK COUNTY,FAIRFAX COUNTY,HARRY BYRD, ,HWY, ,COUNTY, ,1994-11-04T00:00:00.000Z, ,COUNTY,WE,7
182466,2003-0286,6098,25715,25714,25729,25728,0,0,0,0, ,13969,2005-09-22T00:00:00.000Z,6098,HOLLYBANK PL,END,HOPEFIELD, ,PL, ,CHANTILLY,POLAND ROAD PROPERTY,2008-10-16T00:00:00.000Z,1,COUNTY,NS,2753
182467, ,200,0,0,0,0,100,101,110,111,1,5258,2005-11-01T00:00:00.000Z,200,DAVIS DR,GLENN DR,CARPENTER, ,DR, ,STERLING,STERLING IP,1911-01-01T00:00:00.000Z, ,COUNTY,NS,890
182468, ,472,22653,22652,22667,22666,0,0,0,0,1,5268,,472,SOUTH STERLING BLVD,ENDS,GLENN, ,DR, ,STERLING,STERLING IP,1998-08-03T00:00:00.000Z, ,COUNTY,NS,864
182469, ,2059,45615,45614,45623,45622,0,0,0,0,1,5292,,2059,GLENN DR,END,WILLOWPOND, ,PLAZA, ,STERLING,STERLING IP L46-48,1991-04-02T00:00:00.000Z,1,COUNTY,WE, 
182470, ,1117,0,0,0,0,1,2,17,18,1,1229,,1117,SOUTH KING ST,CHURCH ST SE,ROYAL,SE,ST, ,LEESBURG, ,1911-01-01T00:00:00.000Z, ,LEESBURG,WE,PAE-U
182471, ,1355,0,0,0,0,202,201,224,237,1,1065,,1355,UNION ST NW,WEST MARKET ST,WIRT,NW,ST, ,LEESBURG, ,1911-01-01T00:00:00.000Z, ,LEESBURG,NS,PAE-U
182472, ,3283,22963,22962,23039,23038,0,0,0,0,1,5366,,3283, , ,CONCRETE, ,PLAZA, ,STERLING,TARMAC,1992-09-22T00:00:00.000Z, INC,COUNTY,NS, 
182473, ,4024,37661,37660,37987,37986,0,0,0,0, ,12697,,4024,MOUNTAIN RD,END,NICEWARNER, ,LA, ,LOVETTSVILLE, ,1997-05-16T00:00:00.000Z, ,COUNTY,WE,PAE-R
182474, ,613,0,0,0,0,401,400,421,420,1,699,2007-01-26T00:00:00.000Z,613,SOUTH 32ND ST,SOUTH NURSERY AV,K, ,ST,W,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE, 
182475, ,1221,0,0,0,0,800,801,808,807,1,13209,,1221,MAPLE ST,NORTH PICKERING ST,STONEWALL, ,AV, ,MIDDLEBURG, ,1911-01-01T00:00:00.000Z, ,MIDDLEBURG,WE,T1202
182476, ,7253,0,0,0,0,0,0,0,0,1,10323,2008-09-26T00:00:00.000Z,7253,OLD OX RD,END,RELOCATION, ,DR, ,STERLING, ,2008-09-25T00:00:00.000Z, ,COUNTY,NS,775
182477,2004-0243,6098,25697,25696,25713,25712,0,0,0,0, ,16372,,6098,HOLLYBANK PL,END,HOPEFIELD, ,PL, ,CHANTILLY,POLAND ROAD PROPERTY,2008-10-16T00:00:00.000Z,1,COUNTY,NS,2753
182478, ,2937,21353,21352,21369,21368,0,0,0,0,3,5986,,2937,GLEBE VIEW DR,END,SCARA, ,PL, ,ASHBURN,BROADLANDS,2006-05-02T00:00:00.000Z,19,COUNTY,NS,2362
182479, ,2937,21371,21372,21385,21384,0,0,0,0,3,5987,,2937,GLEBE VIEW DR,END,SCARA, ,PL, ,ASHBURN,BROADLANDS,2006-05-02T00:00:00.000Z,19,COUNTY,NS,2362
182480, ,13,0,0,0,0,117,116,149,148,1,700,2007-01-26T00:00:00.000Z,13,WEST MAIN ST,WEST J ST,29TH, ,ST,S,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,NS, 
182481, ,885,44901,0,44931,0,0,0,0,0,1,20187,2009-12-21T00:00:00.000Z,885,JOHN MOSBY HWY,FAIRFAX COUNTY,OLD OX, ,RD, ,COUNTY, ,1992-09-22T00:00:00.000Z, ,COUNTY,WE,606
182482, ,885,0,44900,0,44930,0,0,0,0,1,20190,2009-12-21T00:00:00.000Z,885,JOHN MOSBY HWY,FAIRFAX COUNTY,OLD OX, ,RD, ,COUNTY, ,1992-09-22T00:00:00.000Z, ,COUNTY,WE,606
182483,2005-0285,6786,25285,25284,25323,25322,0,0,0,0, ,16976,,6786,RIDING CENTER DR,RIDING CENTER DR,JUSTICE, ,DR, ,CHANTILLY,SOUTH RIDING,2013-02-26T00:00:00.000Z,83-89,COUNTY,NS,3154
182484, ,9,0,0,0,0,100,101,134,135,1,650,2007-01-26T00:00:00.000Z,9,NORTH 21ST ST,WEST MAIN ST,23RD, ,ST,N,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,NS,T690
182485, ,503,0,0,0,0,1,2,135,136,1,1262,,503,EDWARDS FERRY RD NE,EDWARDS FERRY RD NE,HANCOCK,NE,PL, ,LEESBURG,HERITAGE SQUARE,1911-01-01T00:00:00.000Z, ,LEESBURG,NS,PAE-U
182486, ,2938,21419,21418,21433,21432,0,0,0,0,1,6787,,2938,BROADLANDS BLVD,END,GLEBE VIEW, ,DR, ,ASHBURN,BROADLANDS,2005-07-20T00:00:00.000Z, ,COUNTY,NS,2348
182487, ,630,0,0,0,0,301,302,305,306,1,1263,,630,BELMONT DR SW,END,LAFAYETTE,SW,PL, ,LEESBURG,PROSPECT HILLS,1911-01-01T00:00:00.000Z, ,LEESBURG,NS,PAE-U
182488, ,732,0,0,0,0,101,100,171,170,1,652,2007-01-26T00:00:00.000Z,732,BELL RD,SOUTH NURSERY AV,MAIN, ,ST,W,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE,7
182489,2004-0035,6742,25367,25366,25409,25408,0,0,0,0, ,16830,,6742,INSPIRATION TE,INSPIRATION TE,PATRIOT, ,TE, ,ALDIE,KIRKPATRICK FARMS,2005-12-19T00:00:00.000Z,F,COUNTY,NS,PAE-U
182490, ,2938,21411,21410,21417,21416,0,0,0,0,1,5988,,2938,BROADLANDS BLVD,END,GLEBE VIEW, ,DR, ,ASHBURN,BROADLANDS,2005-07-20T00:00:00.000Z, ,COUNTY,NS,2348
182491, ,2939,42651,42650,42675,42674,0,0,0,0,1,5989,,2939,GLEBE VIEW DR,END,KITCHEN PRIM, ,CT, ,ASHBURN,BROADLANDS,2005-07-20T00:00:00.000Z,17,COUNTY,WE,2349
182492, ,11,0,0,0,0,201,200,239,238,1,717,2007-01-26T00:00:00.000Z,11,WEST K ST,SCHOOL ST,26TH, ,ST,S,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,NS, 
182493, ,453,0,0,0,0,500,501,560,561,1,774,,453,SOUTH 20TH ST,SOUTH MAPLE AV,G, ,ST,E,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE,T1607
182494, ,2940,21413,21412,21479,21478,0,0,0,0, ,6782,,2940,GLEBE VIEW DR,END,BASIL, ,CT, ,ASHBURN,BROADLANDS,2008-12-12T00:00:00.000Z,20,COUNTY,NS,2364
182495, ,585,0,0,0,0,301,300,341,340,1,718,2007-01-26T00:00:00.000Z,585,SOUTH 32ND ST,SOUTH NURSERY AV,J, ,ST,W,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE, 
182496,1999-0199,4465,0,0,0,0,601,602,637,638, ,9293,,4465,SILCOTT SPRING RD,LOCUST GROVE DR,WINTERGREEN, ,DR, ,PURCELLVILLE,LOCUST GROVE,1999-12-07T00:00:00.000Z,3/4,PURCELLVILLE,NS,PAE-U
182497,1999-0476,4547,0,0,0,0,601,600,613,612, ,11592,,4547,EAST A ST,END,ELLIOT, ,DR, ,PURCELLVILLE,GARDNER MEADOWS,1999-11-15T00:00:00.000Z, ,PURCELLVILLE,NS, 
182498, ,2938,21441,21440,21457,21456,0,0,0,0, ,6788,,2938,BROADLANDS BLVD,END,GLEBE VIEW, ,DR, ,ASHBURN,BROADLANDS,2005-07-20T00:00:00.000Z, ,COUNTY,NS,2348
182499, ,585,0,0,0,0,401,400,421,420,1,720,2007-01-26T00:00:00.000Z,585,SOUTH 32ND ST,SOUTH NURSERY AV,J, ,ST,W,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE, 
182500, ,2935,21365,21364,21381,21380,0,0,0,0, ,6959,,2935,GLEBE VIEW DR,END,STURMAN, ,PL, ,ASHBURN,BROADLANDS,2006-05-02T00:00:00.000Z,18,COUNTY,NS,2360
182501, ,2935,21383,21382,21417,21416,0,0,0,0, ,6960,,2935,GLEBE VIEW DR,END,STURMAN, ,PL, ,ASHBURN,BROADLANDS,2006-05-02T00:00:00.000Z,18,COUNTY,NS,2360
182502, ,2936,42607,42606,42623,42622,0,0,0,0, ,6961,,2936,STURMAN PL,SCARA PL,REAMY, ,WY, ,ASHBURN,BROADLANDS,2006-05-02T00:00:00.000Z,19,COUNTY,WE,2361
182503, ,513,33559,0,33823,0,0,0,0,0,1,1248,,513,CLARK COUNTY,FAIRFAX COUNTY,HARRY BYRD, ,HWY, ,COUNTY, ,1994-11-04T00:00:00.000Z, ,COUNTY,WE,7
182504,2000-0434,1587,0,21906,0,21978,0,0,0,0, ,13643,2012-04-18T00:00:00.000Z,1587,HAY RD,WAXPOOL RD,CLAIBORNE, ,PKWY, ,ASHBURN, ,1998-08-04T00:00:00.000Z, ,COUNTY,NS,901
182505, ,2938,21435,21434,21439,21438,0,0,0,0, ,13753,,2938,BROADLANDS BLVD,END,GLEBE VIEW, ,DR, ,ASHBURN,BROADLANDS,2005-07-20T00:00:00.000Z, ,COUNTY,NS,2348
182506,1996-0387,3933,44321,44320,44357,44354,0,0,0,0, ,6334,,3933,ESTATE PL,END,OLDETOWNE, ,PL, ,ASHBURN,CAMERON CHASE,2013-12-09T00:00:00.000Z, ,COUNTY,WE,2916
182507, ,613,0,0,0,0,501,500,521,520,1,702,2013-09-04T00:00:00.000Z,613,SOUTH 32ND ST,SOUTH NURSERY AV,K, ,ST,W,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,WE, 
182508,1996-0387,3931,21429,21428,21481,21480,0,0,0,0, ,6332,,3931,FARMWELL RD,END,ESTATE, ,PL, ,ASHBURN,CAMERON CHASE,2013-12-09T00:00:00.000Z, ,COUNTY,NS,2915
182509,1996-0387,3933,44247,44246,44313,44312,0,0,0,0, ,6333,,3933,ESTATE PL,END,OLDETOWNE, ,PL, ,ASHBURN,CAMERON CHASE,2013-12-09T00:00:00.000Z, ,COUNTY,WE,2916
182510, ,2938,21375,21374,21409,21408,0,0,0,0, ,6972,,2938,BROADLANDS BLVD,END,GLEBE VIEW, ,DR, ,ASHBURN,BROADLANDS,2005-07-20T00:00:00.000Z, ,COUNTY,NS,2348
182511, ,1116,0,0,0,0,201,202,223,224,1,1250,,1116,HARRISON ST SE,END,ROYAL,SE,ST, ,LEESBURG, ,1911-01-01T00:00:00.000Z, ,LEESBURG,WE,PAE-U
182512, ,112,0,0,0,0,209,210,221,222,1,1256,,112,PROSPECT DR SW,END,BELMONT,SW,DR, ,LEESBURG,PROSPECT HILLS,1911-01-01T00:00:00.000Z,1,LEESBURG,NS,PAE-U
182513, ,1444,0,0,0,0,101,102,111,110,1,1279,,1444,HERITAGE WY NE,END,CHELSEA,NE,CT, ,LEESBURG,FOX CREEK,1993-03-09T00:00:00.000Z,1,LEESBURG,WE,PAE-U
182514, ,626,0,0,0,0,301,302,307,308,1,1264,,626,EAST MARKET ST,LEESBURG TOWN LIMITS,KING, ,ST,S,LEESBURG, ,1999-10-26T00:00:00.000Z, ,LEESBURG,NS,15
182515,1996-0387,3930,21457,21456,21493,21492,0,0,0,0, ,6336,,3930,LORD FAIRFAX PL,OLDETOWNE PL,COLONIAL VILLAGE, ,WY, ,ASHBURN,CAMERON CHASE,2013-12-09T00:00:00.000Z, ,COUNTY,NS,2917
182516, ,3932,42277,42276,42287,42286,0,0,0,0, ,7256,,3932,COLONIAL VILLAGE WY,ENDS,LORD FAIRFAX, ,PL, ,ASHBURN,CAMERON CHASE,2013-12-09T00:00:00.000Z,1/2,COUNTY,WE,2918
182517,1996-0387,3932,42289,42288,44319,44318,0,0,0,0, ,7257,,3932,COLONIAL VILLAGE WY,ENDS,LORD FAIRFAX, ,PL, ,ASHBURN,CAMERON CHASE,2013-12-09T00:00:00.000Z,1/2,COUNTY,WE,2918
182518, ,1085,18199,18198,18205,18204,0,0,0,0,1,1238,,1085,HARRY BYRD HWY,SNICKERSVILLE TPKE,CLAYTON HALL, ,RD, ,BLUEMONT, ,1994-11-04T00:00:00.000Z, ,COUNTY,NS,760
182519, ,112,0,0,0,0,201,202,207,208,1,1239,,112,PROSPECT DR SW,END,BELMONT,SW,DR, ,LEESBURG,PROSPECT HILLS,1911-01-01T00:00:00.000Z,1,LEESBURG,NS,PAE-U
182520, ,2938,0,0,0,0,0,0,0,0, ,13755,,2938,BROADLANDS BLVD,END,GLEBE VIEW, ,DR, ,ASHBURN,BROADLANDS,2005-07-20T00:00:00.000Z, ,COUNTY,NS,2348
182521, ,2062,44249,0,44307,0,0,0,0,0,1,13044,2011-08-03T00:00:00.000Z,2062,ASHBURN RD,WAXPOOL RD,FARMWELL, ,RD, ,ASHBURN, ,2010-04-02T00:00:00.000Z, ,COUNTY,WE,625
182522, ,1453,0,0,0,0,301,302,405,406,1,1254,,1453,FOXRIDGE DR SW,END,DEERPATH,SW,AV, ,LEESBURG,FOXRIDGE,1911-01-01T00:00:00.000Z, ,LEESBURG,WE,PAE-U
182523, ,1470,0,0,0,0,401,402,507,506,1,1255,,1470,CATOCTIN CIR SW,END,FOXRIDGE,SW,DR, ,LEESBURG,FOXRIDGE,1911-01-01T00:00:00.000Z, ,LEESBURG,WE,PAE-U
182524,2005-0107,6766,20711,20710,20745,20744,0,0,0,0, ,16851,,6766,ADAMS MILL PL,END,ADAMS MILL, ,PL, ,ASHBURN,POTOMAC GREEN,2006-01-12T00:00:00.000Z,7,COUNTY,NS,PAE-U
182525, ,1518,0,0,0,0,115,116,127,126,1,1267,,1518,HERITAGE WY NE,END,PADDINGTON,NE,WY, ,LEESBURG,FOX CREEK,1993-03-09T00:00:00.000Z, ,LEESBURG,WE,PAE-U
182526,2005-0107,6766,20747,20746,20763,20762,0,0,0,0, ,16852,,6766,ADAMS MILL PL,END,ADAMS MILL, ,PL, ,ASHBURN,POTOMAC GREEN,2006-01-12T00:00:00.000Z,7,COUNTY,NS,PAE-U
182527,2005-0107,6766,20765,20764,20779,20778,0,0,0,0, ,16853,,6766,ADAMS MILL PL,END,ADAMS MILL, ,PL, ,ASHBURN,POTOMAC GREEN,2006-01-12T00:00:00.000Z,7,COUNTY,NS,PAE-U
182528,2005-0107,6767,44391,44390,44415,44414,0,0,0,0, ,16857,,6767,ADAMS MILL PL,ADAMS MILL PL,WEDGEFORD, ,WY, ,ASHBURN,POTOMAC GREEN,2006-01-12T00:00:00.000Z,7,COUNTY,WE,PAE-U
