FID,STPFX,STNAME,STTYPE,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,FULLNAME,BLK_NUM,RD_CLASS,FLOW,OWNER,SPEED_P
4035, ,KELLER,AV,3827,3813,N/A,N/A,KELLER AV,3800,Local,Normal,City,25
1061, ,FORREST,ST,N/A,N/A,N/A,N/A,FORREST ST,0,Local,Normal,City,25
146,N,WEST,ST,200,260,201,259,N WEST ST,200,Primary Collector,Normal,City,25
1062,N,BEAUREGARD,ST,N/A,N/A,N/A,N/A,N BEAUREGARD ST,0,Arterial,Divided,City,25
147, ,RAYBURN,AV,N/A,N/A,N/A,N/A,RAYBURN AV,0,Local,Circle,City,25
3047, ,EARL,ST,400,418,401,423,EARL ST,400,Local,Normal,City,25
4036, ,MONTGOMERY,PL,120,124,121,125,MONTGOMERY PL,100,Local,Normal,Private,25
1063,N,WASHINGTON,ST,N/A,N/A,159,101,N WASHINGTON ST,100,Arterial,Divided,City,25
3048, ,TANEY,AV,5330,5350,5319,5329,TANEY AV,5300,Local,Normal,City,25
148,N,ROYAL,ST,300,360,301,359,N ROYAL ST,300,Local,Normal,City,25
149, ,RAYBURN,AV,N/A,N/A,N/A,N/A,RAYBURN AV,0,Local,Circle,City,25
3049, ,ORONOCO,ST,500,560,501,559,ORONOCO ST,500,Residential Collector,Normal,City,25
4037, ,KELLER,AV,3900,3920,N/A,N/A,KELLER AV,3900,Local,Normal,City,25
1064, ,BRENMAN PARK,DR,N/A,N/A,N/A,N/A,BRENMAN PARK DR,0,Ramp,Divided,City,25
4038, ,MADISON,PL,120,124,119,121,MADISON PL,100,Local,Normal,Private,25
3050, ,EDDINGTON,TR,N/A,N/A,N/A,N/A,EDDINGTON TR,0,Local,Normal,Private,25
150,N,PAYNE,ST,200,260,201,259,N PAYNE ST,200,Local,Normal,City,25
1065, ,FORREST,ST,N/A,N/A,N/A,N/A,FORREST ST,0,Local,Normal,City,25
1066, ,ANCELL,ST,N/A,N/A,N/A,N/A,ANCELL ST,0,Local,Normal,City,25
3051, ,ORONOCO,ST,400,460,401,459,ORONOCO ST,400,Residential Collector,Normal,City,25
4039, ,COURTLAND,CR,N/A,N/A,3801,3827,COURTLAND CR,3800,Local,Normal,Private,25
151, ,READING,AV,N/A,N/A,N/A,N/A,READING AV,0,Local,Circle,City,25
152,N,LEE,ST,300,306,301,307,N LEE ST,300,Local,Normal,City,25
1067,W,BRADDOCK,RD,N/A,N/A,N/A,N/A,W BRADDOCK RD,0,Primary Collector,Divided,City,35
3052, ,TANEY,AV,5300,5328,5301,5317,TANEY AV,5300,Local,Normal,City,25
4040, ,COURTLAND,CR,N/A,N/A,3901,3923,COURTLAND CR,3900,Local,Normal,Private,25
153,S,GORDON,ST,100,112,101,113,S GORDON ST,100,Local,Normal,City,25
1068,N,WASHINGTON,ST,N/A,N/A,100,160,N WASHINGTON ST,100,Arterial,Divided,City,25
3053, ,PRINCESS,ST,600,660,601,659,PRINCESS ST,600,Local,Normal,City,25
4041, ,MONTGOMERY,ST,2,60,1,59,MONTGOMERY ST,1,Local,Normal,City,25
154,N,UNION,ST,300,330,301,329,N UNION ST,300,Local,Normal,City,25
4042, ,FONTAINE,ST,738,742,726,724,FONTAINE ST,700,Local,Normal,City,25
1069, ,EISENHOWER,AV,5711,5759,5710,5760,EISENHOWER AV,5700,Arterial,Normal,City,25
3054, ,QUANTRELL,AV,5900,5936,5901,5937,QUANTRELL AV,5900,Primary Collector,Normal,City,25
4043, ,WHEELER,AV,3900,3950,3951,3953,WHEELER AV,4900,Primary Collector,Normal,City,25
1070, ,ANCELL,ST,N/A,N/A,N/A,N/A,ANCELL ST,0,Local,Normal,City,25
3055, ,PRINCE,ST,1700,1760,1701,1759,PRINCE ST,1700,Residential Collector,Normal,City,25
3056, ,EXECUTIVE,AV,3800,3810,3801,3811,EXECUTIVE AV,3800,Local,Normal,City,25
155,N,PATRICK,ST,200,260,201,259,N PATRICK ST,200,Arterial,One Way,City,25
4044, ,MAYER,PL,2900,2916,2901,2911,MAYER PL,2900,Local,Normal,City,25
1071,W,BRADDOCK,RD,N/A,N/A,N/A,N/A,W BRADDOCK RD,0,Primary Collector,One Way,City,25
3057, ,PRINCE,ST,1663,1601,1660,1600,PRINCE ST,1600,Residential Collector,One Way,City,25
156,W,WALNUT,ST,2,20,1,21,W WALNUT ST,1,Local,Normal,City,25
1072,S,REYNOLDS,ST,100,100,101,101,S REYNOLDS ST,100,Residential Collector,Normal,City,25
4045, ,WHEELER,AV,4000,4016,4001,4017,WHEELER AV,4000,Primary Collector,Normal,City,25
3058, ,STONEWALL,RD,1500,1512,1501,1511,STONEWALL RD,1500,Local,Normal,City,25
157,W,WALNUT,ST,100,108,101,107,W WALNUT ST,100,Local,Normal,City,25
3059, ,PRINCE,ST,1559,1501,1560,1500,PRINCE ST,1500,Residential Collector,One Way,City,25
158,W,WALNUT,ST,200,210,201,211,W WALNUT ST,200,Local,Normal,City,25
1073,N,VAN DORN,ST,2201,2205,N/A,N/A,N VAN DORN ST,2200,Local,Normal,Private,25
4046, ,USHER,AV,4100,4118,4101,4123,USHER AV,4100,Local,Normal,City,25
159,W,MAPLE,ST,2,20,1,19,W MAPLE ST,1,Local,Normal,City,25
3060, ,HOLMES RUN,PY,N/A,N/A,5501,5571,HOLMES RUN PY,5500,Residential Collector,Normal,City,25
1074,N,BEAUREGARD,ST,N/A,N/A,N/A,N/A,N BEAUREGARD ST,0,Arterial,Divided,City,25
4047, ,MAPLEWOOD,PL,2900,2908,2901,2909,MAPLEWOOD PL,2900,Local,Normal,City,25
1075, ,EISENHOWER,AV,5711,5759,5710,5760,EISENHOWER AV,5700,Arterial,Normal,City,25
160,E,LINDEN,ST,2,36,1,39,E LINDEN ST,1,Local,Normal,City,25
3061, ,KING,ST,200,260,201,259,KING ST,200,Primary Collector,Normal,City,25
4048, ,FARRINGTON,AV,5800,5860,5801,5859,FARRINGTON AV,5800,Local,Normal,City,25
161,W,MAPLE,ST,100,120,101,123,W MAPLE ST,100,Local,Normal,City,25
1076,S,REYNOLDS,ST,200,270,201,251,S REYNOLDS ST,200,Residential Collector,Normal,City,25
3062, ,PENDLETON,ST,100,160,101,159,PENDLETON ST,100,Primary Collector,Normal,City,25
4049, ,RAVENSWORTH,PL,3200,3232,3201,3241,RAVENSWORTH PL,3200,Local,Normal,City,25
162,E,ROSEMONT,AV,100,110,N/A,N/A,E ROSEMONT AV,100,Local,Normal,City,25
1077,E,ABINGDON,DR,N/A,N/A,1301,1359,E ABINGDON DR,1300,Local,One Way,City,25
1078,S,VAN DORN,ST,N/A,N/A,920,900,S VAN DORN ST,900,Arterial,Divided,City,25
163,W,ROSEMONT,AV,N/A,N/A,1,21,W ROSEMONT AV,1,Local,Divided,City,25
3063, ,KING,ST,2,6,1,1,KING ST,1,Local,Normal,City,25
4050, ,OAKVILLE,ST,2400,2420,2401,2403,OAKVILLE ST,2400,Local,Normal,City,25
164,W,ROSEMONT,AV,N/A,N/A,101,103,W ROSEMONT AV,100,Local,Divided,City,25
4051, ,RIPON,PL,1600,1636,1601,1637,RIPON PL,1600,Local,Normal,City,25
3064, ,PENDLETON,ST,200,260,201,259,PENDLETON ST,200,Primary Collector,Normal,City,25
1079,N,BEAUREGARD,ST,N/A,N/A,3100,3198,N BEAUREGARD ST,3100,Arterial,Divided,City,25
165,W,ROSEMONT,AV,N/A,N/A,201,203,W ROSEMONT AV,200,Local,Divided,City,25
3065, ,DUKE,ST,300,360,301,359,DUKE ST,300,Residential Collector,Normal,City,25
4052, ,OAKVILLE,ST,2500,2520,2501,2503,OAKVILLE ST,2400,Local,Normal,City,25
1080,W,ABINGDON,DR,1300,1360,N/A,N/A,W ABINGDON DR,1300,Local,One Way,City,25
166,W,MASONIC VIEW,AV,2,26,1,25,W MASONIC VIEW AV,1,Local,Normal,City,25
3066, ,POLK,AV,4700,4702,4701,4703,POLK AV,4700,Local,Normal,City,25
1081,N,FAYETTE,ST,N/A,N/A,N/A,N/A,N FAYETTE ST,1100,Local,Normal,City,25
4053, ,LESLIE,AV,N/A,N/A,2301,2303,LESLIE AV,2300,Local,Normal,City,25
167,W,MASONIC VIEW,AV,100,110,101,111,W MASONIC VIEW AV,100,Local,Normal,City,25
3067, ,ROUNDHOUSE,LA,1400,1424,1401,1417,ROUNDHOUSE LA,1400,Local,Normal,Private,25
1082,S,VAN DORN,ST,N/A,N/A,961,999,S VAN DORN ST,900,Arterial,Divided,City,25
4054, ,MOUNT EAGLE,PL,1500,1582,1501,1583,MOUNT EAGLE PL,1500,Local,Normal,City,25
168,E,CHAPMAN,ST,2,30,1,31,E CHAPMAN ST,1,Local,Normal,City,25
1083,W,ABINGDON,DR,1400,1460,N/A,N/A,W ABINGDON DR,1400,Local,One Way,City,25
169,E,OAK,ST,300,312,301,323,E OAK ST,300,Local,Normal,City,25
3068, ,BASHFORD,LA,400,418,N/A,N/A,BASHFORD LA,400,Primary Collector,Normal,City,25
4055, ,LESLIE,AV,2400,2412,2401,2411,LESLIE AV,2400,Local,Normal,City,25
1084,N,FAYETTE,ST,N/A,N/A,N/A,N/A,N FAYETTE ST,1100,Local,Normal,City,25
3069, ,DUKE,ST,200,260,201,259,DUKE ST,200,Local,Normal,City,25
4056, ,GREENWAY,PL,3600,3626,3601,3625,GREENWAY PL,3600,Local,Normal,City,25
170,E,OAK,ST,200,206,201,217,E OAK ST,200,Local,Normal,City,25
1085,S,VAN DORN,ST,N/A,N/A,N/A,N/A,S VAN DORN ST,0,Ramp,One Way,City,25
3070, ,TANEY,AV,5200,5220,5201,5209,TANEY AV,5200,Local,Normal,City,25
4057, ,MENOKIN,DR,N/A,N/A,N/A,N/A,MENOKIN DR,0,Arterial,Normal,City,25
1086,W,ABINGDON,DR,1500,1560,N/A,N/A,W ABINGDON DR,1500,Local,One Way,City,25
171,E,OAK,ST,10,26,7,27,E OAK ST,1,Local,Normal,City,25
3071, ,ROUNDHOUSE,LA,1300,1324,N/A,N/A,ROUNDHOUSE LA,1300,Local,Normal,Private,25
4058, ,TAYLOR,ST,N/A,N/A,N/A,N/A,TAYLOR ST,0,Local,Normal,City,25
172,E,OAK,ST,2,8,1,5,E OAK ST,1,Local,Normal,City,25
3072, ,COLONIAL,AV,1200,1260,1201,1259,COLONIAL AV,1200,Local,Normal,City,25
1087,N,BEAUREGARD,ST,N/A,N/A,2060,2000,N BEAUREGARD ST,2000,Arterial,Divided,City,25
4059, ,OVAL,DR,3608,3612,3618,3614,OVAL DR,3600,Local,Normal,City,25
173,W,OAK,ST,2,26,1,25,W OAK ST,1,Local,Normal,City,25
3073, ,ROUNDHOUSE,LA,1100,1112,1101,1113,ROUNDHOUSE LA,1100,Local,Normal,Private,25
1088,N,RIPLEY,ST,500,504,501,523,N RIPLEY ST,600,Local,Normal,City,25
4060, ,HOLLY,ST,3400,3406,3401,3409,HOLLY ST,3400,Local,Normal,Private,25
174,W,ALEXANDRIA,AV,100,118,101,115,W ALEXANDRIA AV,100,Local,Normal,City,25
3074, ,EXECUTIVE,AV,3900,3904,3901,3903,EXECUTIVE AV,3900,Local,Normal,City,25
1089,E,ABINGDON,DR,N/A,N/A,1401,1459,E ABINGDON DR,1400,Local,One Way,City,25
4061, ,OVAL,DR,3611,3605,3613,3617,OVAL DR,3600,Local,Normal,City,25
175,W,LURAY,AV,2,10,1,7,W LURAY AV,1,Local,Normal,City,25
1090,N,ASHTON,ST,700,746,701,747,N ASHTON ST,700,Local,Normal,City,25
3075, ,DUKE,ST,100,160,101,159,DUKE ST,100,Local,Normal,City,25
4062, ,HOLLY,ST,3500,3504,3501,3501,HOLLY ST,3400,Local,Normal,Private,25
176,E,TIMBER BRANCH,PY,N/A,N/A,901,905,E TIMBER BRANCH PY,900,Local,Normal,City,25
1091,N,BEAUREGARD,ST,N/A,N/A,N/A,N/A,N BEAUREGARD ST,0,Arterial,Divided,City,25
177, ,PHOENIX MILL,PL,2,10,1,9,PHOENIX MILL PL,1,Local,Normal,Private,25
4063, ,ORLANDO,PL,3600,3628,3601,3621,ORLANDO PL,3600,Local,Normal,City,25
3076, ,ELBERT,AV,3800,3834,3801,3843,ELBERT AV,3800,Local,Normal,City,25
1092,N,RIPLEY,ST,600,676,601,655,N RIPLEY ST,600,Local,Normal,City,25
178, ,EISENHOWER,AV,N/A,N/A,2060,2000,EISENHOWER AV,2000,Arterial,Divided,City,25
1093, ,MARK CENTER,DR,N/A,N/A,5081,5099,MARK CENTER DR,5000,Local,Divided,City,25
4064, ,MOUNT VERNON,AV,100,120,101,123,MOUNT VERNON AV,1,Local,Normal,City,25
3077, ,ROUNDHOUSE,LA,1200,1232,1201,1233,ROUNDHOUSE LA,1200,Local,Normal,Private,25
1094,N,MORGAN,ST,5400,5400,5401,5465,N MORGAN ST,5400,Local,Normal,City,25
4065, ,CALHOUN,AV,5400,5446,5401,5459,CALHOUN AV,5400,Local,Normal,City,25
179, ,EISENHOWER,AV,N/A,N/A,2160,2100,EISENHOWER AV,2100,Arterial,Divided,City,25
3078, ,TANEY,AV,5100,5102,5101,5103,TANEY AV,5100,Local,Normal,City,25
180,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
1095,E,ABINGDON,DR,N/A,N/A,1501,1559,E ABINGDON DR,1500,Local,One Way,City,25
4066, ,NORWOOD,PL,3600,3608,3601,3607,NORWOOD PL,3600,Local,Normal,City,25
181,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
1096,S,BRAGG,ST,100,110,1,99,S BRAGG ST,1,Local,Normal,City,25
3079, ,HICKORY,ST,2900,2952,2901,2953,HICKORY ST,2900,Local,Normal,City,25
4067, ,MOORE,PL,3800,3812,3801,3813,MOORE PL,3800,Local,Normal,City,25
4068, ,COURTNEY,AV,N/A,N/A,N/A,N/A,COURTNEY AV,5600,Local,Normal,City,25
182,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
3080, ,TRUMAN,AV,5300,5354,5301,5355,TRUMAN AV,5300,Local,Normal,City,25
1097, ,MARK CENTER,DR,N/A,N/A,N/A,N/A,MARK CENTER DR,0,Local,Divided,City,25
4069, ,GRESHAM,PL,3900,3916,3903,3911,GRESHAM PL,3900,Local,Normal,City,25
183,N,QUAKER,LA,N/A,N/A,N/A,N/A,N QUAKER LA,0,Arterial,Divided,City,25
3081, ,VIRGINIA,AV,500,510,501,509,VIRGINIA AV,500,Local,Normal,City,25
1098,E,ABINGDON,DR,N/A,N/A,1601,1659,E ABINGDON DR,1600,Local,One Way,City,25
4070, ,STEVENSON,AV,N/A,N/A,N/A,N/A,STEVENSON AV,5800,Primary Collector,Normal,City,25
184,N,IMBODEN,ST,700,710,701,709,N IMBODEN ST,500,Local,Normal,City,25
3082, ,HOLMES RUN,PY,N/A,N/A,5485,5497,HOLMES RUN PY,5400,Residential Collector,Normal,City,25
4071, ,STEVENSON,AV,5800,5810,5801,5809,STEVENSON AV,5800,Primary Collector,Normal,City,25
185,S,WHITING,ST,414,424,413,425,S WHITING ST,400,Residential Collector,Normal,City,25
1099,N,FRENCH,ST,2,32,1,33,N FRENCH ST,1,Local,Normal,City,25
3083, ,VIRGINIA,AV,600,610,601,609,VIRGINIA AV,600,Local,Normal,City,25
4072, ,PULMAN,PL,600,630,601,635,PULMAN PL,600,Local,Normal,City,25
186,N,PEYTON,ST,110,124,111,125,N PEYTON ST,100,Local,Normal,City,25
4073, ,CRESTWOOD,DR,N/A,N/A,N/A,N/A,CRESTWOOD DR,1700,Local,Normal,City,25
3084, ,MICHIGAN,CT,1100,1108,1101,1125,MICHIGAN CT,1100,Local,Normal,Private,25
1100,N,HIGHVIEW,LA,5000,5498,5001,5499,N HIGHVIEW LA,5000,Local,Normal,Private,25
3085, ,VIRGINIA,AV,408,412,405,407,VIRGINIA AV,400,Local,Normal,City,25
4074, ,OAKCREST,DR,N/A,N/A,N/A,N/A,OAKCREST DR,1700,Local,Normal,City,25
187,N,WASHINGTON,ST,200,260,201,259,N WASHINGTON ST,200,Arterial,Normal,City,25
1101,N,FRENCH,ST,100,126,101,111,N FRENCH ST,1,Local,Normal,City,25
3086, ,TANEY,AV,5000,5010,5001,5007,TANEY AV,5000,Local,Normal,City,25
4075, ,RICHMOND,LA,2900,2928,2901,2929,RICHMOND LA,2900,Local,Normal,City,25
3087, ,VIRGINIA,AV,700,710,701,709,VIRGINIA AV,700,Local,Normal,City,25
188,N,LEE,ST,200,208,201,209,N LEE ST,200,Local,Normal,City,25
1102,E,ABINGDON,DR,N/A,N/A,1701,1759,E ABINGDON DR,1700,Local,One Way,City,25
4076, ,OAKCREST,DR,N/A,N/A,N/A,N/A,OAKCREST DR,1700,Local,Normal,City,25
3088, ,DEWITT,AV,1200,1212,1201,1211,DEWITT AV,1200,Local,Normal,City,25
189,S,FAYETTE,ST,N/A,N/A,N/A,N/A,S FAYETTE ST,0,Local,Normal,City,25
1103,S,DINWIDDIE,ST,2900,2946,2901,2947,S DINWIDDIE ST,2900,Local,Normal,City,25
4077, ,ARGYLE,DR,2900,2924,2901,2925,ARGYLE DR,2900,Local,Normal,City,25
190,N,PATRICK,ST,100,160,101,159,N PATRICK ST,100,Arterial,One Way,City,25
4078, ,DOGWOOD,DR,N/A,N/A,N/A,N/A,DOGWOOD DR,1700,Local,Normal,City,25
1104,N,HAMPTON,DR,N/A,N/A,2419,2427,N HAMPTON DR,2400,Local,Divided,Private,25
3089, ,VIRGINIA,AV,400,406,401,403,VIRGINIA AV,400,Local,Normal,City,25
191,S,FAIRFAX,ST,200,260,201,259,S FAIRFAX ST,200,Residential Collector,Normal,City,25
1105,N,FURMAN,ST,100,124,101,105,N FURMAN ST,100,Local,Normal,City,25
4079, ,CENTRE,PZ,N/A,N/A,N/A,N/A,CENTRE PZ,1700,Local,Normal,Private,25
3090, ,BELLVUE,PL,500,560,501,559,BELLVUE PL,500,Local,Normal,Private,25
192,S,FAYETTE,ST,300,326,301,343,S FAYETTE ST,300,Local,Normal,Private,25
1106,E,ABINGDON,DR,N/A,N/A,1201,1259,E ABINGDON DR,1200,Local,One Way,City,25
4080, ,WESTMINSTER,PL,2700,2706,2701,2707,WESTMINSTER PL,2700,Local,Normal,City,25
3091, ,VIRGINIA,AV,800,810,801,809,VIRGINIA AV,800,Local,Normal,City,25
1107,N,EARLY,ST,2300,2356,2301,2357,N EARLY ST,2300,Local,Normal,City,25
193,S,HENRY,ST,N/A,N/A,N/A,N/A,S HENRY ST,0,Arterial,One Way,City,25
3092, ,RUFFNER,RD,1400,1416,1401,1413,RUFFNER RD,1400,Local,Normal,City,25
4081, ,OSAGE,ST,N/A,N/A,N/A,N/A,OSAGE ST,0,Local,Normal,City,25
194,S,ALFRED,ST,300,360,301,359,S ALFRED ST,300,Local,Normal,City,25
4082, ,GEORGE MASON,PL,2700,2712,2701,2717,GEORGE MASON PL,2700,Local,Normal,City,25
1108,N,FURMAN,ST,200,216,201,209,N FURMAN ST,100,Local,Normal,City,25
195,S,VAN DORN,ST,N/A,N/A,698,600,S VAN DORN ST,600,Arterial,Divided,City,25
4083, ,36TH,ST,N/A,N/A,N/A,N/A,36TH ST,0,Local,Normal,City,25
3093, ,VIRGINIA,AV,900,910,901,909,VIRGINIA AV,900,Local,Normal,City,25
196,S,SAINT ASAPH,ST,300,360,301,359,S SAINT ASAPH ST,300,Local,Normal,City,25
1109,N,HAMPTON,DR,N/A,N/A,N/A,N/A,N HAMPTON DR,2400,Local,Divided,City,25
4084, ,UNDERHILL,PL,400,428,401,427,UNDERHILL PL,400,Local,Normal,City,25
3094, ,QUANTRELL,AV,5800,5850,5833,5851,QUANTRELL AV,5800,Primary Collector,Normal,City,25
197,S,PITT,ST,300,360,301,359,S PITT ST,300,Local,Normal,City,25
1110, ,PRESTON,ST,N/A,N/A,N/A,N/A,POWHATAN ST,0,Local,Divided,City,25
4085, ,CAMERON STATION,BV,N/A,N/A,N/A,N/A,CAMERON STATION BV,0,Local,Circle,City,25
3095, ,VIRGINIA,AV,1000,1010,1001,1009,VIRGINIA AV,1000,Local,Normal,City,25
1111, ,POWHATAN,ST,N/A,N/A,1510,1500,POWHATAN ST,1500,Local,Divided,City,25
198,S,ROYAL,ST,300,360,301,359,S ROYAL ST,300,Local,Normal,City,25
4086, ,ARGYLE,DR,414,460,415,459,ARGYLE DR,400,Local,Normal,City,25
3096, ,TANEY,AV,4900,4904,4901,4903,TANEY AV,4900,Local,Normal,City,25
199,S,FAIRFAX,ST,300,360,301,359,S FAIRFAX ST,300,Residential Collector,Normal,City,25
4087, ,CAMERON STATION,BV,N/A,N/A,N/A,N/A,CAMERON STATION BV,0,Local,Circle,City,25
1112,N,GREENMOUNT,DR,N/A,N/A,N/A,N/A,N GREENMOUNT DR,0,Local,Normal,Private,25
3097, ,WOODLAND,TR,200,218,201,219,WOODLAND TR,200,Local,Normal,City,25
200,N,ALFRED,ST,500,560,501,559,N ALFRED ST,500,Local,Normal,City,25
1113,N,OVERLOOK,DR,600,620,601,615,N OVERLOOK DR,600,Local,Normal,City,25
4088, ,CAMERON STATION,BV,168,182,N/A,N/A,CAMERON STATION BV,100,Local,Circle,City,25
201,N,FAIRFAX,ST,514,560,515,559,N FAIRFAX ST,500,Residential Collector,Normal,City,25
3098, ,VIRGINIA,AV,300,310,301,311,VIRGINIA AV,300,Local,Normal,City,25
3099, ,TANEY,AV,4808,4808,4807,4809,TANEY AV,4800,Local,Normal,City,25
1114,W,BRADDOCK,RD,N/A,N/A,N/A,N/A,W BRADDOCK RD,0,Primary Collector,Divided,City,35
202,N,SAINT ASAPH,ST,500,576,501,559,N SAINT ASAPH ST,500,Local,Normal,City,25
4089, ,MANOR,RD,900,930,901,929,MANOR RD,900,Local,Normal,City,25
3100, ,TANEY,AV,4806,4806,4805,4805,TANEY AV,4800,Local,Normal,City,25
4090, ,MARK CENTER,AV,N/A,N/A,N/A,N/A,MARK CENTER AV,0,Local,Divided,City,25
203,N,PEYTON,ST,400,460,401,459,N PEYTON ST,400,Local,Normal,City,25
1115, ,READING,AV,N/A,N/A,N/A,N/A,READING AV,5500,Local,Divided,Private,25
3101, ,TAYLOR,AV,2422,2428,2419,2423,TAYLOR AV,2400,Local,Normal,City,25
4091, ,SANGER,AV,N/A,N/A,N/A,N/A,SANGER AV,5500,Residential Collector,Normal,City,25
1116,N,GREENMOUNT,DR,N/A,N/A,1460,1460,N GREENMOUNT DR,1400,Local,Normal,Private,25
4092, ,BRUCE,ST,3900,3918,3901,3917,BRUCE ST,3900,Local,Normal,City,25
3102, ,HOLMES RUN,PY,5500,5560,N/A,N/A,HOLMES RUN PY,5500,Residential Collector,Normal,City,25
204,N,FAYETTE,ST,400,460,401,459,N FAYETTE ST,400,Local,Normal,City,25
1117,N,OVERLOOK,DR,700,702,701,703,N OVERLOOK DR,600,Local,Normal,City,25
3103, ,TYLER,PL,422,422,501,509,TYLER PL,500,Local,Normal,City,25
4093, ,SANGER,AV,5600,5650,N/A,N/A,SANGER AV,5600,Residential Collector,Normal,City,25
1118, ,BERNARD,ST,N/A,N/A,N/A,N/A,BERNARD ST,0,Local,Divided,City,25
205,N,FAIRFAX,ST,500,512,501,513,N FAIRFAX ST,500,Residential Collector,Normal,City,25
4094, ,EDISON,ST,3800,3818,3801,3821,EDISON ST,3800,Local,Normal,City,25
3104, ,FARM,RD,2400,2422,2401,2421,FARM RD,2400,Local,Normal,City,25
206,N,HENRY,ST,459,401,460,400,N HENRY ST,400,Arterial,One Way,City,25
1119,W,BRADDOCK,RD,N/A,N/A,4648,4600,W BRADDOCK RD,4600,Primary Collector,Divided,City,35
3105, ,LINCOLNIA,RD,6000,6008,6001,6009,LINCOLNIA RD,6000,Primary Collector,Normal,City,25
207,N,UNION,ST,500,560,501,559,N UNION ST,500,Local,Normal,City,25
1120, ,POWHATAN,ST,N/A,N/A,1460,1400,POWHATAN ST,1400,Residential Collector,Divided,City,25
4095, ,ROANOKE,AV,N/A,N/A,N/A,N/A,ROANOKE AV,5400,Local,Normal,City,25
3106, ,ALBANY,AV,800,808,801,809,ALBANY AV,800,Local,Normal,City,25
1121,N,ARMISTEAD,ST,418,444,433,459,N ARMISTEAD ST,400,Local,Normal,City,25
208,N,ALFRED,ST,400,460,401,459,N ALFRED ST,400,Local,Normal,City,25
4096, ,DALE,ST,40,60,45,63,DALE ST,1,Local,Normal,City,25
209,N,FAIRFAX,ST,412,460,413,499,N FAIRFAX ST,400,Residential Collector,Normal,City,25
4097, ,RAYBURN,AV,5500,5532,N/A,N/A,RAYBURN AV,5500,Local,Normal,Private,25
3107, ,CENTRAL,AV,2416,2426,2413,2427,CENTRAL AV,2400,Local,Normal,City,25
210,N,SAINT ASAPH,ST,400,460,401,459,N SAINT ASAPH ST,400,Local,Normal,City,25
1122,W,BRADDOCK,RD,N/A,N/A,4601,4659,W BRADDOCK RD,4600,Primary Collector,Divided,City,35
3108, ,TANEY,AV,4800,4804,4801,4803,TANEY AV,4800,Local,Normal,City,25
4098, ,NORRIS,PL,3606,3610,3607,3609,NORRIS PL,3600,Local,Normal,City,25
1123,N,GREENMOUNT,DR,N/A,N/A,N/A,N/A,N GREENMOUNT DR,0,Local,Normal,Private,25
211,N,ALFRED,ST,100,160,101,159,N ALFRED ST,100,Local,Normal,City,25
3109, ,OAKCREST,DR,1500,1512,1501,1513,OAKCREST DR,1500,Local,Normal,City,25
4099, ,ASPEN,PL,300,306,301,307,ASPEN PL,300,Local,Normal,City,25
1124,S,QUAKER,LA,100,116,101,133,S QUAKER LA,100,Local,Normal,City,25
212,N,FAIRFAX,ST,110,160,111,159,N FAIRFAX ST,100,Residential Collector,Normal,City,25
3110, ,THAYER,AV,5310,5360,5301,5357,THAYER AV,5300,Local,Normal,City,25
4100, ,RAYBURN,AV,N/A,N/A,N/A,N/A,RAYBURN AV,5500,Local,Normal,City,25
1125,W,BRADDOCK,RD,N/A,N/A,N/A,N/A,W BRADDOCK RD,4600,Primary Collector,Divided,City,35
213,N,PITT,ST,100,124,101,125,N PITT ST,100,Local,Normal,City,25
4101, ,MOUNT,PL,300,306,301,307,MOUNT PL,300,Local,Normal,City,25
3111, ,CIRCLE,TR,900,902,901,905,CIRCLE TR,900,Local,Normal,City,25
1126, ,EISENHOWER,AV,N/A,N/A,3660,3600,EISENHOWER AV,3600,Arterial,Divided,City,35
214,N,FAIRFAX,ST,100,108,101,109,N FAIRFAX ST,100,Residential Collector,Normal,City,25
4102, ,RAYBURN,AV,5601,5649,5600,5640,RAYBURN AV,5600,Local,Normal,City,25
3112, ,SAINT STEPHENS,RD,906,912,907,917,SAINT STEPHENS RD,900,Local,Normal,City,25
1127, ,READING,AV,N/A,N/A,N/A,N/A,READING AV,5500,Local,Divided,Private,25
215,S,UNION,ST,100,104,101,105,S UNION ST,100,Local,Normal,City,25
4103, ,HICKORY,ST,3000,3014,3001,3015,HICKORY ST,3000,Local,Normal,City,25
3113, ,WOODLAND,TR,300,306,301,311,WOODLAND TR,300,Local,Normal,City,25
216,S,UNION,ST,200,260,201,259,S UNION ST,200,Local,Normal,City,25
1128,S,VAN DORN,ST,N/A,N/A,201,299,S VAN DORN ST,200,Arterial,Divided,City,25
4104, ,SYCAMORE,ST,2900,2952,2901,2965,SYCAMORE ST,2900,Local,Normal,City,25
3114, ,LINCOLNIA,RD,6010,6024,6011,6025,LINCOLNIA RD,6000,Primary Collector,Normal,City,25
1129,N,HAMPTON,DR,N/A,N/A,2428,2418,N HAMPTON DR,2400,Local,Divided,Private,25
217,E,RAYMOND,AV,200,210,201,213,E RAYMOND AV,200,Residential Collector,Normal,City,25
