OBJECTID,ZONECLASS,ZONEDESC,LASTUPDATE,LASTEDITOR,ACCOUNT,NOTES,SHAPE_Length,SHAPE_Area
66547,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  9      9,,392.699654,4375.61204
66548,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12I 12     32,,610.625295,21841.319426
66549,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12D  8     16,,210.416109,2134.343741
66550,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  9     54,,382.438751,4169.815656
66551,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  9     23,,373.690605,3811.368855
66552,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12D  9      7,,190.546406,1384.381557
66553,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12D 11     12,,192.389719,1521.23544
66554,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12D  8     14,,195.05101,1522.190222
66555,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12J 10      1A,,877.783103,40760.996422
66556,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12I 12     11,,830.123586,36939.476551
66557,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11C  1     36,,604.797753,19894.643271
66558,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  9     48,,389.152622,4412.546993
66559,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11B  6     21,,681.94334,19461.459168
66560,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 17B  3     14,,1070.477869,69818.710151
66561,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 17   A     91H,,3374.071279,653645.065932
66562,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 17B  2      2,,973.430586,45740.229095
66563,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  9     24,,522.410775,16028.127703
66564,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 18B  7      5,,2447.640338,258347.220067
66565,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 75   A     48,,8019.985054,3323965.472701
66566,B-HC,Business - Heavy Commercial,2005-08-15T00:00:00.000Z,, 75   A     34C,,6299.307769,1363081.669195
66567,B-HC,Business - Heavy Commercial,2005-08-15T00:00:00.000Z,, 75   A     34C,,19969.931989,11544326.304981
66568,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 75   A     48,,2197.722318,309761.403289
66569,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12D 10      2,,212.851888,1703.433771
66570,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J 10      3,,602.474358,22261.203474
66571,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11C  1     46,,633.72011,21591.21985
66572,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12D 10      5,,218.701478,1959.670469
66573,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12I  8      2,,658.082394,23202.957727
66574,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11C  1     38,,626.070527,21762.357982
66575,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12I 12     13,,923.356221,48867.713367
66576,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12I 12     15,,856.140517,40483.844017
66577,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12D 12      4,,182.701906,1491.124773
66578,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  9     33,,396.319263,4402.436656
66579,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  5  4  25,,598.39779,19844.378416
66580,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,,<Null>,ROW,477.427467,10544.657785
66581,999,N/A,2005-07-01T00:00:00.000Z,, 13C  1      2,OUTSIDE OF COUNTY,1963.464704,114838.47909
66589,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A     15A,,813.576665,40335.483825
66590,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   8      3,,2219.069714,213197.838024
66591,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   9      9,,4111.127891,632314.081034
66592,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 89   A      8B,,9301.429962,2176779.418219
66593,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90B  1     23,,606.803195,20115.707844
66594,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90B  1     22,,612.37008,20749.121288
66595,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90B  1     21,,604.771993,20027.329606
66596,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91   A      1A,,1334.818171,107335.481951
66597,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 76   A      7C,,662.519571,24875.36248
66614,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   1     17,,3894.029442,437829.867288
66615,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   1     20,,4390.741641,446908.889968
66616,BRKN,Contact the Town of Brookneal,2005-07-01T00:00:00.000Z,,103   A     33,ZONED BY THE TOWN OF BROOKNEAL,4169.352924,484990.720625
66617,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F  11,,345.957446,3695.419331
66618,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 99A  1  E   3,,536.239413,14714.765832
66619,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  E  23,,353.913236,4509.108017
66620,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56E  3      1,,709.049599,30973.424118
66621,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56E  3      6,,644.505776,21435.353699
66622,B-LC,Business - Limited Commercial,2005-08-15T00:00:00.000Z,, 90   A     79,,648.028128,11207.15352
66623,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   3      2,,609.647513,20735.73044
66624,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   1      6,,9441.016661,4241812.433843
66625,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91F  1      1,,1081.041944,73100.782928
66626,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 32   A     64A, ,267.067004,4397.154148
66627,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 35G  2      3B,,2021.425579,261223.50798
66637,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56B  1  2  21,,968.365581,46385.640706
66638,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F  13,,346.531985,3736.1046
66639,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56B  1  2  22,,862.816869,37018.307866
66640,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 56   A      7,,1228.566117,84436.219762
66641,A-1,Agricultural,2005-07-01T00:00:00.000Z,,,RAILROAD,1647.100886,59936.545564
66642,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  B  17,,372.648302,4579.672003
66643,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56E  3      7,,660.885736,23929.426854
66644,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90B  4      1,,1831.38063,126453.589896
66645,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A     80,,3790.132366,310452.278307
66646,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A     88,,6446.418982,1992979.137584
66647,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91F  1      3,,886.894171,44730.764338
66648,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91   1      9,,1171.64501,68461.941651
66649,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91   1     15B,,2315.550423,176105.83982
66650,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91   1     13,,7540.773027,1648337.91856
66651,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 32   A     64, ,7858.514966,1325572.131466
66652,A-1,Agricultural,2005-07-01T00:00:00.000Z,,104   A     18G,,2316.615377,252399.777566
66653,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 57   1      4,,4240.696659,788366.855465
66654,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56D  1  1   6,,2263.015903,264946.071069
66655,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56B  1  1  34,,1160.890466,69534.398988
66656,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 56A  1      5F,,2926.304504,202482.325257
66657,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F   6,,925.245326,46288.427441
66658,I-H,Industrial - Heavy,2005-08-15T00:00:00.000Z,, 99A  1  A  69,,357.330689,3618.347777
66659,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   2  A  10,,1000.409621,59988.057926
66660,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  D  20,,615.143372,13321.590079
66661,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F  23,,1116.289505,52269.323073
66672,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99   2  A  13A,,988.689104,58595.450943
66673,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 97   1      1,,3689.371333,458796.009582
66674,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55   A     89A,,798.165843,25745.076716
66675,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  D  12,,454.57617,5323.331245
66676,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 72   6      5C,,1912.929229,125621.749295
66677,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 72   6      5B,,1712.210737,119827.017745
66678,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 73A  1      8B,,999.750139,34792.99198
66679,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68G  A     21,,1636.430659,94420.520017
66680,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68G  A     18,,1126.340214,30331.062955
66681,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68G  A     19,,1801.729957,112543.928064
66697,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  7   A     68,,8677.611246,2406525.488762
66698,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55   A     83C,,662.609704,22872.914366
66699,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87D  1      6,,679.724538,23471.698956
66700,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87D  1      5,,685.085398,24030.573512
66701,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 73A  1      8A,,918.783669,27362.322868
66722,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 18   A     24,,1272.124414,94580.515552
66723,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55C  1      7,,1526.894777,146959.508321
66724,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 71   9      3A,,1442.800692,120533.054353
66725,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55D  1      2,,828.660367,42057.503159
66726,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 72   6      5,,6409.967599,1443150.819629
66727,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 72   6      5A,,1636.404726,99378.145284
66772,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68E  6  5  31,,767.110025,9042.39776
66773,999,N/A,2005-07-01T00:00:00.000Z,, 13C  3      3,OUTSIDE OF COUNTY,128.978673,215.376735
66774,999,N/A,2007-03-06T00:00:00.000Z,, 13E  6  V  20,OUTSIDE OF COUNTY,763.527221,30292.594911
66775,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 14A  2      2B,,621.810451,21057.142685
66776,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 14   A     17,,3770.397244,585982.086154
66777,A-1,Agricultural,2005-07-01T00:00:00.000Z,,<Null>,RAILROAD,2900.826876,219520.866128
66778,I-G,Industrial - General,2005-08-15T00:00:00.000Z,, 15A  1      1,,4467.603371,984047.766675
66779,999,N/A,,,,TAXED IN LYNCHBURG,596.563056,4971.391554
66780,I-G,Industrial - General,2005-08-15T00:00:00.000Z,, 15   A     10,,5841.281551,1883237.184236
66781,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  6  2   9,,590.374614,19006.514121
66782,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  6  3  16A,,465.438397,10935.22585
66783,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  5  9  12,,600.240109,20125.347978
66784,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 12   A     45A,,1422.774585,50595.252978
66785,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11A  6  7   7,,675.186434,23319.059512
66786,999,N/A,2005-07-01T00:00:00.000Z,, 11D  1     15,OUTSIDE OF COUNTY,1009.38382,58948.755372
66787,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  5     22,,494.439223,14785.54445
66788,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  8     10,,619.251619,20223.447412
66789,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 11C  1     42,,699.362842,28910.428216
66790,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J 11      3,,536.628628,16830.066475
66792,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   2  A  33,,1396.136159,65321.651208
66793,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55   4      3D1,,1005.478261,50834.515087
66794,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 57   8     10,,4786.028504,711434.867748
66795,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 57   8     11,,1573.744618,127451.460677
66796,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87A  2      1,,1058.298947,44768.765975
66797,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   1      1A,,2225.890378,205973.301047
66798,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56B  1  1  22,,1230.077205,51039.203356
66799,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56B  1  1  39,,645.877556,22781.767874
66800,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56C  6  1  10,,611.911131,20898.672724
66801,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56C  6  1  11,,601.007406,19705.444267
66802,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56C  6  1  12,,620.558807,21491.511847
66803,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56C  6  1  13,,597.403612,18870.081949
66804,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55B  1      6,,2603.611159,237782.998584
66805,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55B  1      5,,2530.7827,220034.153382
66806,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55B  1      4,,2764.00555,392804.465701
66807,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56B  1  2  23,,807.257581,31377.434051
66808,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F  17,,344.247862,3564.543495
66809,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F  16,,345.788623,3679.538084
66810,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F  15,,343.143215,3484.469363
66811,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99   2  A  12,,1068.762628,71021.790277
66812,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F   9,,345.441318,3658.33754
66813,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F   8,,346.174712,3702.972132
66814,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F   7,,345.514259,3632.966598
66815,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A     87,,942.965318,47261.538912
66816,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   4      8,,1959.176744,181196.978773
66817,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90B  3     16,,2219.806027,173151.066919
66818,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90B  3     15,,2090.757398,203887.808021
66819,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A     78,,1669.472123,43853.529944
66822,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 68E  6  5  57,,526.135256,6030.703111
66823,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 53B  1     13,,1077.751556,69603.732889
66824,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 53B  1     10,,1007.710867,51034.574379
66825,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 53B  1      9,,1007.496394,47272.100618
66830,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  4      7, ,659.755673,23423.172046
66831,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  4     18, ,689.790181,24675.643411
66832,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22   A     30,,3311.944558,573385.917809
66833,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 41   A    100, ,17184.650922,15785147.397311
66834,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A     95,,1800.361085,196431.164345
66835,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21K  1     16A,,2620.314572,107770.366568
66838,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  D  21A,,649.791898,24791.805418
66839,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 75   A     31,,6384.784617,1075905.73182
66840,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87A  1      7,,996.132093,25082.356628
66841,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A     84,,1872.363125,121850.509395
66842,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91A  1      5,,856.824646,34070.187609
66843,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91C  1      4,,3162.803536,534839.144911
66844,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 75   A      5,,3893.934767,731918.424502
66845,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 74   2      2A,,607.400272,20819.735415
66849,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 68E  6  5  59,,455.716879,5151.199
66854,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56B  1  1  36,,668.16701,24171.83355
66855,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56B  1  1  37,,668.824984,24210.720624
66856,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56B  1  1  38,,618.958731,18478.627841
66857,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 55D  4      4,,1520.492976,118528.579864
66858,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  D  19A,,660.574456,17398.736223
66859,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  D  19B,,508.181874,12945.825244
66860,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  D  20,,552.44206,13650.73473
66861,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F  24,,1309.19212,73711.17169
66862,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  D  19C,,155.19853,1370.756494
66863,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88A  1      1,,1131.51481,74350.942361
66864,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   2      4,,1100.700255,55672.681385
66865,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   2      6,,3119.972367,447284.577813
66866,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A     17A,,1839.713239,208743.196904
66867,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   A      8,,10338.776329,5069134.215925
66868,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 76   A     18,,6806.435522,1490881.014512
66869,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 76   A      1C,,892.95537,48656.770754
66870,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 76   A      1,,10879.685333,4617056.216546
66871,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 74  12     22,,1847.286529,150361.367706
66872,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90   3      1,,585.033443,20261.679517
66873,A-1,Agricultural,2005-07-01T00:00:00.000Z,,<Null>,ROW,828.343436,7501.469805
66874,A-1,Agricultural,2005-07-01T00:00:00.000Z,,104   4      5,,4711.708863,1021535.45231
66875,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55   A     67F,,1464.364611,117384.375196
66876,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55   A     64,,3513.273775,603661.086153
66877,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 58   1      1A,,2795.120111,452437.457927
66878,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 55   2      2A,,1014.377419,44614.080538
66879,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 58   A     34,,1696.657481,171318.643268
66880,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   2  A  32,,2620.560949,316910.632633
66881,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  F  22A,,788.70555,28403.454823
66882,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 99A  1  D  21,,251.096961,2751.93829
66883,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   1      3,,4963.012089,493312.028124
66884,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91   A     66A,,1044.41789,66387.543775
66885,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91D  1      2,,2862.975726,246791.738617
66886,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91   8      4A,,1391.797513,103798.943107
66887,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 90   A     71,,1578.40934,149984.456942
66888,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 91C  1      5,,2648.874062,377134.378587
66889,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 74   9     14,,2723.623513,264706.366404
66890,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 75   3      2B,,5725.78671,1327452.94576
66891,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 75   A      4,,3294.954823,529295.123062
66892,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 74  12     21,,1767.151959,119047.539139
66893,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 59   A     41B,,771.288725,37051.174613
66894,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   1      6,,4469.926848,579044.782445
66895,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   1      7,,4060.241019,483621.277884
66896,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   1      8,,3467.645795,393440.428834
66897,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   1      9,,4040.760279,723366.725836
66898,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88  12      4,,5060.377593,1657653.120818
66899,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 74A  2      A,,91.901386,459.984218
66900,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 90B  2     44,,697.182111,24648.929869
66901,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 59   A     41D,,925.234683,52838.810729
66902,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 59   A     73A,,1926.926914,168295.65719
66903,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 61   A     31A,,1314.98563,83181.072123
66904,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   2  A  11,,619.571026,14282.017687
66905,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   2  A   9,,4999.313933,1557606.637842
66906,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88  12      1A,,653.992586,26629.646049
66907,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88   A     35,,4531.67549,595237.403886
66908,A-1,Agricultural,2005-07-01T00:00:00.000Z,,,RAILROAD,7634.115498,531533.926445
66909,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88   A     33,,5212.176846,1243188.075804
66910,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   A     40A,,616.134954,21097.393612
66911,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   5      6,,1636.345534,130971.913563
66912,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   A     36A,,4882.86334,979230.368757
66913,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   A     53,,1606.717643,130351.671599
66914,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88  14     12,,2737.85021,392514.942631
66915,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88  14     15,,2999.845995,398967.72297
66916,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   A     36,,3557.440398,382359.083317
66917,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88  14      7B,,937.512068,51877.819965
66918,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86B  1     19,,1077.271709,48360.673188
66919,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88  14      1A,,878.796473,47625.599658
66920,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56C  6  2   6,,601.247593,20359.134314
66921,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88   8      1D,,805.189303,39711.711283
66922,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88  14      7A,,4465.969067,537694.594528
66923,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88   A     10C,,2058.443435,200469.152636
66924,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88  11  A   5C,,8459.601426,1394327.294512
66925,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 74   A     69,,10541.812543,5160591.139217
66926,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 59   A     73,,5089.68619,768999.283617
66927,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 59   A     53,,2025.029894,114117.735025
66928,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 59   A     68D,,3660.755871,321406.062458
66929,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 61   A     21A,,1468.816113,130883.2245
66930,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 59   A     68C,,4031.578339,320259.878533
66931,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56C  6  2  10,,599.622528,19946.959846
66932,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,,ROW,491.618748,9290.682913
66933,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 98   A      5,,4737.296497,1040906.140304
66934,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   1      4,,4873.654426,562925.598821
66935,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   A     15,,3296.38748,492020.394993
66936,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   A     10,,14513.465828,11704455.234777
66937,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 56C  6  2   8,,595.364217,19662.97342
66938,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 99   3      2,,14194.521695,9051164.128949
66939,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 88   A     35,,4116.030452,396458.222037
66940,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 97   A      5,,29800.018356,3544527.245098
66941,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   5      1,,1419.776044,101840.200655
66942,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 86   5      2,,1354.815695,87412.553674
