OBJECTID,PERIMETER,SQ_MILES,CBG_ID,SHAPEarea,SHAPElen
13,18573.8698848,0.21762408,0462186,880246.97730368,7072.01756186512
263,7070.65173155,0.11283099,0458082,456809.40614,2696.11013374106
281,13540.4737854,0.24068692,0462113,974073.97305408,5157.17854104748
206,11549.5813449,0.22712892,0442002,920214.23253934,4399.04928998593
11,7749.58791153,0.0841702,0402001,341209.32561424,2956.55938941398
229,8300.53422005,0.13818224,0460103,559773.41491792,3166.22983215621
124,9149.56692763,0.1463327,0408013,593297.07050272,3489.83085758161
164,15779.9963623,0.29600574,0448081,1199614.45725612,6015.912267541
278,49024.0540825,2.32820395,0460087,9411091.94290248,18670.8720878933
34,27833.6803133,1.09641436,0454171,4435264.32617096,10603.8428274524
91,7704.71464617,0.12186111,0458063,493431.90762672,2935.50742388043
236,17233.0560182,0.46506027,0460064,1883163.56201724,6569.68013115578
189,8644.92560556,0.14829945,0410032,601134.75135328,3295.71149035831
110,8965.47214707,0.14888865,0404022,603599.03261232,3419.4530988274
15,9329.50315047,0.11672164,0448082,473002.70548176,3559.36204412898
245,16138.0030364,0.30489569,0448062,1235295.01184896,6146.66329639377
201,28319.4907817,1.5669866,0434001,6359164.12530944,10814.1920844625
9,9614.16389093,0.1182959,0454052,478807.96915312,3661.70519482325
271,8071.97884589,0.13733731,0454054,555809.64218968,3076.08763525533
187,6512.82013923,0.08646359,0404024,350578.75077528,2483.79381395411
38,16628.1814413,0.3609452,0448053,1462594.2173144,6332.01779141953
117,80120.5448572,10.79921625,0454102,43614944.223815,30502.8866912963
224,18945.5243548,0.63515651,0444021,2575400.70457328,7225.92459203853
135,15711.8304259,0.40122929,0462163,1622695.31062592,5980.03984999739
267,23421.3923522,0.96774787,0446003,3923063.93956,8929.25268015205
43,17440.7823581,0.55411262,0462062,2242969.01507632,6647.57779170504
159,15480.5770206,0.42037451,0462183,1700495.52821,5892.81281751322
84,12417.2207109,0.14006817,0462053,566900.17618616,4731.7342110245
230,14596.3848532,0.2247853,0410034,910941.82290716,5569.01969481742
166,13211.4364137,0.29214401,0448083,1183710.59300464,5036.27939220024
151,14501.577777,0.29985718,0448051,1215160.18883152,5523.56370051605
204,11391.3066923,0.16967132,0462112,686790.85929552,4339.7960356717
203,7161.92565854,0.09116573,0462055,369036.17863608,2730.96463334816
70,25682.3429858,0.8421397,0438001,3415360.06705464,9797.45564296546
283,10814.1341576,0.19998284,0460054,809949.58264176,4121.47906176934
160,22724.5461239,0.38038669,0428021,1540939.94540734,8656.16096793172
155,9835.16034284,0.2170986,0460102,879514.2338908,3749.52019792687
102,31544.8249837,0.37980295,0456024,1538597.80272996,12012.6442114546
49,21111.3701351,0.84121286,0444013,3410548.75677728,8057.6884502287
185,39237.5652963,1.74935862,0454081,7078441.60419364,14932.67401363
273,9357.99061696,0.18304314,0460092,741468.4570064,3568.43455879392
58,25957.5263397,1.11486345,0454182,4510396.47646768,9883.91541375671
98,16966.5553295,0.22195245,0444024,899713.00500584,6469.75773763154
62,17981.3604266,0.55130244,0418022,2237274.85569792,6860.16571351662
47,55298.612255,6.5315469,0454103,26392549.2253507,21051.5200133194
258,23917.5419775,1.02382696,0402004,4153730.068688,9130.5295143252
264,25109.31782,0.65959188,0404042,2675232.63279552,9577.46715678484
257,16651.8209541,0.5427482,0458032,2197686.98566912,6345.90137982
213,9116.05597568,0.10424197,0408021,422622.34929152,3479.69124794396
223,33684.4645364,0.89007012,0422022,3607385.48023104,12846.3584117359
67,12082.066089,0.16549144,0460125,669758.69322466,4603.17319301361
158,15737.0467105,0.33062562,0418023,1341682.42111814,5998.41245789977
74,15597.3062428,0.38568009,0428014,1561799.07358784,5943.24044723072
35,14113.0058647,0.43110935,0454191,1743812.99155264,5375.9352752651
81,9875.55908855,0.19516149,0428011,790593.55308864,3765.28772577847
97,10536.3168423,0.22479795,0460062,910065.52776604,4014.66388040233
162,10298.3241939,0.14028645,0460085,567393.7868758,3922.33740308413
121,10516.1972276,0.15651205,0460123,633403.72071,4005.7527604201
133,36410.2633051,1.43431031,0430011,5823001.38006976,13891.2754313506
154,13890.1884247,0.2111374,0462153,854065.0204908,5290.31107077372
196,18572.5710098,0.55441984,0454172,2242280.04792032,7069.33556190946
146,25103.5299331,1.22824462,0446001,4982506.11439552,9579.70995403738
210,74665.5263897,8.24997981,0450001,33401530.3354901,28453.2839625756
76,18499.6640895,0.58991376,0440021,2391047.63381888,7048.50981005078
197,12748.2819101,0.1325715,0462131,536447.22909464,4856.3502776372
150,34526.5742312,1.64458906,0462074,6654232.21214656,13163.0543159528
25,22896.1212285,0.44947057,0404033,1823566.90622732,8733.62457397689
205,17979.5476953,0.25071162,0454173,1013874.65028552,6847.6102247775
122,15514.8554882,0.35167864,0462152,1422735.99662088,5908.65245470799
51,28068.6962638,1.30758228,0412002,5304191.42427552,10706.7855745423
30,18563.4775451,0.66794285,0440023,2706785.58237184,7072.42540232624
4,105154.18375,13.48099971,0464003,54337850.8153805,40010.1229186826
217,12512.8179011,0.27320535,0458101,1105684.95958624,4766.22688005743
161,201528.376839,56.02763733,0464001,225843995.271964,76644.9185762935
177,19112.2397219,0.50939057,0460024,2062830.1958836,7288.78025083262
198,10608.0529569,0.17314875,0462072,700575.52752672,4041.45462616491
83,20361.2347023,0.49839787,0402002,2020628.69047968,7764.72856421448
149,12786.8552831,0.22327907,0460093,904495.58945328,4872.85335555141
56,10182.1674401,0.21533278,0458061,871998.92727624,3879.86892684436
111,74086.44912,10.51226829,0432001,42676703.9477798,28262.4191873659
48,17847.1024982,0.43633153,0460081,1765443.11638992,6803.14138503946
19,25587.7330427,1.02731292,0418024,4170308.69746816,9767.8868120322
132,12826.9801916,0.26933798,0440011,1091629.53244432,4887.6705897703
96,9146.86377395,0.18188274,0458012,736614.92250512,3484.57156369692
113,18859.3245775,0.48723526,0412003,1975863.21991968,7192.64356026905
216,22994.3053965,0.44008025,0422013,1784181.15275792,8766.73150449034
130,30482.5576596,1.31079992,0454063,5303311.05988288,11613.6267004211
57,25098.7826922,0.69927358,0406001,2834235.6704712,9568.98294940139
139,10235.6767813,0.1616534,0454143,654392.27139344,3903.59608600698
126,12736.487026,0.30786147,0460084,1244980.92714688,4852.45650509176
61,10247.2750006,0.18787686,0454073,760488.59591196,3903.43007652417
233,38499.4439284,1.71120996,0414001,6943005.55561376,14682.5795051124
60,49914.2005409,1.20499659,0420002,4887021.15535184,19041.0931180501
101,9245.36971286,0.17914901,0458092,725240.35975056,3524.17572527291
123,8997.1416037,0.15000099,0462188,606777.48858992,3428.17795932512
235,47750.1000458,1.4565508,0442004,5898984.11403616,18197.0162583479
240,25750.5596573,1.17318588,0440026,4751244.6695808,9808.55248301847
95,12235.7140955,0.26408984,0462061,1069092.8857342,4663.23797399363
105,7324.88438615,0.0814835,0454055,329818.27481448,2790.16788390236
23,32917.6564918,1.5261741,0454183,6172185.28875328,12537.8185270793
219,11856.31469,0.15059531,0454152,609650.10081908,4519.22432022677
68,11352.7500188,0.26007829,0462124,1052551.69417176,4321.87482221674
115,10619.6483702,0.20410453,0462156,825656.07068944,4047.08870291009
255,7999.07560116,0.13536451,0404044,549038.83924868,3052.00089707211
37,26049.7924822,0.43248256,0462132,1749932.75675848,9922.38075240008
195,11098.1773255,0.18675926,0430014,757653.9764792,4232.39586616441
174,13701.5099914,0.30913754,0448061,1252622.28201936,5217.29329427292
157,13024.3116065,0.36369509,0462162,1470616.04607344,4958.02718734988
85,30059.1486262,0.84490308,0438002,3425538.5470896,11463.3717799278
53,39545.2602999,1.59680147,0454192,6456147.48017384,15057.2758389719
212,19189.1829015,0.36243053,0416001,1469149.79541696,7317.29814187045
234,31031.8241838,1.09747098,0430012,4454351.49967424,11830.1080499792
266,7623.32928651,0.11228093,0462187,454139.58512476,2903.33114804503
277,18568.4468139,0.25692397,0448073,1041148.25979372,7077.62712835734
200,23844.4932926,0.59453062,0454201,2403497.86010352,9072.33040294625
270,20939.5784838,0.64467775,0426001,2612210.8273632,7985.77878728465
183,11106.6401808,0.14852831,0456023,601700.17407936,4231.64301343007
16,30547.6312655,0.49112248,0420003,1991374.52295376,11647.5807370601
246,44803.8355859,1.79703977,0454161,7268156.6559672,17069.0844923133
211,14036.6828629,0.273615,0424004,1108798.37072704,5350.32728824356
24,20375.6518475,0.49365512,0416003,2001818.05701248,7770.72819767016
250,10107.4575447,0.19235986,0462073,778243.64111193,3852.5847706964
55,11501.0139413,0.19992165,0408023,810377.95635448,4385.05230966506
140,13589.0549642,0.29292058,0462181,1185250.34104096,5177.53183097859
168,19717.3218998,0.20704322,0454141,838297.19508568,7512.58812905452
238,9868.06395471,0.19139703,0462111,774812.56127136,3759.02930742433
178,25835.8016178,0.68520151,0458013,2775223.08829464,9840.781169202
141,11737.8997513,0.17648469,0428023,714868.60072484,4474.48378469746
5,9317.61545348,0.19162367,0410044,776599.6723216,3551.9310507488
241,31194.9327858,0.50791898,0422021,2058858.04685768,11894.7631496208
8,15777.10312,0.21081636,0462122,853219.6732352,6005.93960537746
214,8307.05667798,0.09874244,0462064,399754.56405824,3166.03893089892
80,20932.8782897,0.66557032,0442003,2695806.62356312,7977.28387317101
165,27428.3779068,0.74899235,0416004,3037000.61176408,10463.7424424254
247,6880.58676886,0.06880565,0460133,278421.20769264,2621.47980820348
148,18591.5251912,0.34123483,0410022,1382457.4842696,7085.15965173676
138,14718.2158306,0.31843966,0404021,1291091.48327888,5607.1982545228
39,6294.15889895,0.08749771,0410042,354547.52340928,2399.07196817041
173,11143.4238391,0.12702861,0462054,514195.12653304,4249.64032464851
207,20460.8809818,0.62217384,0462071,2517793.57852,7795.94677282611
114,8376.93504783,0.13137027,0458093,531734.1190052,3191.47255430373
29,7793.96069321,0.10241652,0404043,415356.49266448,2971.06299862261
66,20064.6856291,0.46846298,0454163,1894748.50129136,7641.49493634124
275,12238.6392308,0.15956677,0440012,646636.27506616,4661.83681242795
276,38047.0316797,2.06421112,0462172,8347337.98621344,14479.2893840725
88,40623.7886655,1.34374059,0454174,5433152.87961072,15465.899386414
272,55434.4215432,5.13416034,0400001,20844551.9168768,21145.1137690315
17,14153.3974489,0.32765182,0454062,1325980.35584728,5392.89854255264
182,26790.0299769,0.75107377,0456011,3044058.161992,10216.6615850186
45,13692.6692562,0.39215526,0460111,1587584.3535224,5219.62935434457
287,36106.7367557,1.93557122,0454082,7829426.99163912,13740.7805539096
108,8597.67221686,0.11385685,0408022,461571.9108324,3278.98416924651
194,13745.8251909,0.35549619,0454202,1436945.2985808,5231.55559578704
193,8007.89496513,0.06925605,0460124,280283.68741288,3050.57215668333
78,134313.51261,33.334172,0464002,134154238.363595,51022.3773512488
179,14525.1372609,0.32038477,0460063,1297126.24823072,5534.33893238517
22,21890.5835281,1.03426742,0438004,4193511.61737728,8351.2659793398
131,9663.50859599,0.09123859,0454072,370173.96225828,3689.14751675906
190,17339.7657049,0.19966142,0462056,808104.67719776,6606.01269665844
169,13773.6789885,0.20989815,0408012,850994.60992,5254.0411910255
252,24744.0146212,0.93881521,0462042,3802237.65001868,9434.47948741
44,37565.7318426,1.46475711,0446002,5939626.72909504,14335.0880323396
232,16431.36473,0.53728508,0460052,2175859.91689792,6261.4689278978
54,8783.44601327,0.13662301,0460082,552732.43058624,3344.14337641712
209,7918.86151884,0.14848392,0458071,601255.06181312,3018.13733521762
107,19691.2328412,0.44813002,0430013,1818757.54808544,7509.25849259826
239,13935.3887854,0.23871046,0462063,966384.25077952,5309.58772438906
128,9039.15629826,0.16689932,0454051,675626.61615344,3444.91006612271
265,15826.3443795,0.45013334,0458091,1822246.57805584,6031.69078072135
192,13631.09976,0.34099061,0462123,1380211.0149848,5193.07335106749
7,29732.7685704,0.49030407,0460022,1985421.5370348,11328.6303820389
171,20759.1223829,0.49331102,0426002,1998644.7730514,7902.25447861561
262,20513.7879234,0.8948759,0412001,3631396.74445632,7823.12940886989
127,11154.2113622,0.14846604,0462171,600342.79558114,4247.93051808553
167,9598.88245283,0.19208988,0460061,777561.7085064,3657.14573613944
71,23289.9043995,1.06272675,0440025,4305419.87785728,8876.15796195561
100,26570.7171642,1.34741894,0418021,5469703.11040512,10134.9157830017
274,16988.2397302,0.3894314,0442001,1577912.49383104,6472.16270551998
147,35370.8558087,1.54725744,0430021,6277338.25803904,13487.1926304768
254,19259.7373154,0.47471103,0408024,1924289.55118648,7340.67543554131
282,8299.42517435,0.13046123,0454053,527987.91334576,3162.54415300607
40,12671.522949,0.23351625,0458081,945423.45208856,4831.17411235494
199,9764.20896956,0.13118207,0416002,531789.09249,3724.87424242994
279,17788.543687,0.58257328,0462161,2356085.11300608,6777.55990273821
202,22349.6633635,0.61611624,0418011,2501305.63240256,8539.14228937507
112,10748.2147507,0.16320468,0462184,660293.23782172,4094.25579694225
26,13327.5241383,0.21077423,0454144,853213.23982264,5081.17326129616
75,9987.52094742,0.17380822,0460122,703493.75758944,3804.39606432229
18,9088.67669405,0.15309814,0458031,619920.59307136,3466.72751626947
153,10053.84451,0.1989013,0410031,806157.24049216,3830.09361033764
72,60295.2637916,2.84922372,0454071,11534046.8416277,22993.957850239
186,14868.4669215,0.37512443,0448065,1519597.37873582,5665.46470575866
92,18567.9654191,0.45376762,0404032,1841251.29426,7080.73501020881
237,7609.7128545,0.10335833,0458051,418617.63999616,2898.6342357858
109,14399.0992133,0.37031117,0460121,1498966.84114048,5488.0597028515
46,8581.43804065,0.11459429,0462144,463702.56323328,3269.76390036962
1,20938.3201028,0.82907811,0444011,3361789.82358336,7984.95605362322
2,7156.61771887,0.10155655,0458064,411198.96239064,2726.9889855825
106,15467.1391673,0.23151365,0428013,937575.66871176,5896.32754262573
145,19250.3623631,0.50079495,0458011,2028569.46102464,7330.68928854385
227,11933.0534726,0.17955854,0440022,727548.8018776,4554.72764720898
285,10832.3159102,0.20496223,0462154,828995.20871664,4124.47249140936
259,141751.299134,33.74933481,0464004,135903164.426359,53899.1438815253
225,25883.5076918,0.71861283,0446004,2912720.98628288,9868.44450074432
50,65976.9350142,5.1001912,0454101,20614585.9142502,25123.6013532456
118,9073.22199566,0.18657005,0424002,755962.46057856,3458.42900442449
64,11069.1214252,0.20444867,0454151,827563.53531622,4218.62868019794
87,494825.794524,162.7960547,0000000,659885523.556952,188745.299269201
12,8563.74966979,0.10604444,0404031,430371.2161928,3263.47222826579
93,10370.6611265,0.21061742,0460053,853065.49083456,3952.05366877972
94,10501.1729375,0.17143818,0462191,693397.88250912,4002.53915842085
