OBJECTID,CLASS,HRT_LINK,SHAPElen
1,Light Rail,http://www.gohrt.com/routes/lightrail-schedule.pdf,9995.70590275077
2,Light Rail,http://www.gohrt.com/routes/lightrail-schedule.pdf,9842.01632270726
3,Light Rail,http://www.gohrt.com/routes/lightrail-schedule.pdf,4861.80233071422
4,Light Rail,http://www.gohrt.com/routes/lightrail-schedule.pdf,4873.13797439912
5,Light Rail,http://www.gohrt.com/routes/lightrail-schedule.pdf,31.0176556374708
6,Light Rail,http://www.gohrt.com/routes/lightrail-schedule.pdf,15.9960569804654
7,Light Rail,http://www.gohrt.com/routes/lightrail-schedule.pdf,25.5457174300702
