X,Y,OBJECTID,PUID,UNITID,FEEDERDIAM,MAINDIAM
-76.012739891290423,36.758022037976652,1,1267861,H-K12C40026,6,10
-76.014521337635344,36.75847794346366,2,1267871,H-K12B40010,6,16
-76.015170583328853,36.757978162692709,3,1268027,H-K12B40011,6,20
-76.070870826438252,36.824177429695169,4,1203213,H-H08F40030,6,12
-76.070837094699385,36.822929122479408,5,1203350,H-H08F40029,6,12
-76.060059109717088,36.897621006803938,6,1141325,H-I03A30008,6,8
-76.058441114533025,36.897292110014078,7,1141326,H-I03A30009,6,8
-76.060197496084953,36.898160757456978,8,1141327,H-I03A30010,6,8
-76.058434325964456,36.898963267562728,9,1141328,H-I03A20008,6,8
