OBJECTID,PAR_GPIN,PCDESC,LEGAL1,DISTNUM,PROPCLAS,ZONING,OWNER1,MAILADDR,MAILCITY,MAILSTAT,MAILZIP,AREA_DOC,SHAPEarea,SHAPElen
558,14786362900000,SCHOOLS,,,,,,,,,,,92516.805272,1173.604294
559,14786441000000,PUBLIC UTILITIES,,,,,,,,,,,1326.476782,164.441339
560,14785883790000, ,,,,,,,,,,,194.681678,61.729989
561,14794198990000,PUBLIC UTILITIES,,,,,,,,,,,582.142302,96.661724
562,14794209470000, ,,,,,,,,,,,335.429183,108.021267
563,14794251500000,SCHOOLS,,,,,,,,,,,79836.126491,1329.689244
564,14794547360000, ,,,,,,,,,,,4314.833021,1055.639197
565,14796545010000,PARKS AND RECREATION,,,,,,,,,,,118549.114069,1546.593212
566,14796643310000, ,,,,,,,,,,,9010.946921,1009.045835
567,14795407440000,PUBLIC UTILITIES,,,,,,,,,,,356.975345,75.588324
568,14795885730000, ,,,,,,,,,,,60.044913,30.99834
569,14796886290000,PUBLIC UTILITIES,,,,,,,,,,,3159.043543,225.032158
570,14796771430000,PUBLIC UTILITIES,,,,,,,,,,,279.983349,67.235652
571,15706133850000,PUBLIC UTILITIES,,,,,,,,,,,179.105283,56.866654
572,15705039160000,PUBLIC UTILITIES,,,,,,,,,,,508.839923,163.460603
573,15705017760000,FIRE,,,,,,,,,,,2807.523959,224.696822
574,15705027730000,FIRE,,,,,,,,,,,2254.763407,212.497312
575,15706206280000, ,,,,,,,,,,,1100.07844,153.571908
576,15706206770000, ,,,,,,,,,,,1097.470759,153.298373
577,15705224560000, ,,,,,,,,,,,2644.748579,288.093941
578,15705223590000, ,,,,,,,,,,,684.594585,109.667327
579,15705233550000, ,,,,,,,,,,,2724.661267,224.433052
580,15705243420000, ,,,,,,,,,,,841.975529,146.30329
581,15705204930000, ,,,,,,,,,,,5136.73971,310.649743
582,14832802970000,PARKS AND RECREATION,,,,,,,,,,,311953.504989,2662.486634
583,14841404500000, ,,,,,,,,,,,60070.872036,1046.23109
584,14842362320000, ,,,,,,,,,,,13070.752678,704.839818
585,14842380370000, ,,,,,,,,,,,39335.602815,880.003991
586,14842263060000, ,,,,,,,,,,,116254.530677,1670.105623
587,14841092710000,PARKS AND RECREATION,,,,,,,,,,,189557.454644,1785.414874
588,14748333070000, ,,,,,,,,,,,194201.933703,1959.516372
589,14748370040000, ,,,,,,,,,,,57541.301507,1488.642545
590,14748230560000, ,,,,,,,,,,,4732.651008,305.860043
591,14842500760000, ,,,,,,,,,,,100179.430317,1908.692671
592,14842159940000, ,,,,,,,,,,,81088.248097,1429.194941
593,14842160470000, ,,,,,,,,,,,124688.130354,2108.637485
594,14747166080000, ,,,,,,,,,,,24701.37533,1130.916701
595,14747199320000, ,,,,,,,,,,,4691.027992,312.086748
596,14841450450000, ,,,,,,,,,,,18874.05318,572.901151
597,14749876710000,PARKS AND RECREATION,,,,,,,,,,,10204.618773,501.431245
598,14749818220000, ,,,,,,,,,,,1806.525458,193.720412
599,14749817350000, ,,,,,,,,,,,1881.706809,192.287197
600,14749801940000, ,,,,,,,,,,,820.281365,118.427129
601,14749867150000,PARKS AND RECREATION,,,,,,,,,,,7189.437511,360.13204
602,14747761070000,PARKS AND RECREATION,,,,,,,,,,,11904.976295,439.07297
603,14748685010000,PUBLIC UTILITIES,,,,,,,,,,,678.83068,155.657141
604,14749957760000,SCHOOLS,,,,,,,,,,,89854.481327,1195.214473
605,14749930190000,PARKS AND RECREATION,,,,,,,,,,,1454.933382,155.456955
606,14747987980000,PARKS AND RECREATION,,,,,,,,,,,22815.518641,616.694144
607,14747972770000,PARKS AND RECREATION,,,,,,,,,,,87244.533642,1776.13504
608,14759134430000,PUBLIC UTILITIES,,,,,,,,,,,303.662806,69.748939
609,14757342470000,SCHOOLS,,,,,,,,,,,95584.6848,1282.851783
610,14759386070000,PARKS AND RECREATION,,,,,,,,,,,31144.713109,788.875578
611,14759313530000, ,,,,,,,,,,,1455.646369,156.955421
612,14757368000000,PARKS AND RECREATION,,,,,,,,,,,16275.400136,505.724583
613,14758517620000, ,,,,,,,,,,,2162.64596,183.714286
614,14757756810000,PARKS AND RECREATION,,,,,,,,,,,66623.842447,1023.332097
615,14758626890000, ,,,,,,,,,,,2278.956896,194.284267
616,14758626910000, ,,,,,,,,,,,2187.778015,190.447792
617,14758634190000, ,,,,,,,,,,,2130.077765,188.404992
618,14758633290000, ,,,,,,,,,,,2214.920035,191.734355
619,14758633300000, ,,,,,,,,,,,2256.16643,193.177507
620,14758631590000, ,,,,,,,,,,,1974.301405,180.193973
621,14757789590000, ,,,,,,,,,,,284.417231,88.050684
622,14757780580000,PARKS AND RECREATION,,,,,,,,,,,10176.641641,408.305943
623,14758720710000, ,,,,,,,,,,,2363.573688,194.931392
624,14758629700000, ,,,,,,,,,,,2212.841516,190.642434
625,14758627790000, ,,,,,,,,,,,2166.374906,190.052474
626,14757544100000, ,,,,,,,,,,,2564.738629,241.409147
627,14757536800000, ,,,,,,,,,,,3890.830263,277.535935
628,14768087800000,SCHOOLS,,,,,,,,,,,100534.050136,1240.857388
629,14767426060000,PARKS AND RECREATION,,,,,,,,,,,26429.284624,791.494924
630,14768441000000, ,,,,,,,,,,,33946.41522,3006.09189
631,14768888900000, ,,,,,,,,,,,202.57695,108.887761
632,14778535450000, ,,,,,,,,,,,1411.818245,166.886908
633,14777426010000,PUBLIC UTILITIES,,,,,,,,,,,243.527807,62.494833
634,14779595770000,SCHOOLS,,,,,,,,,,,15271.022393,542.259467
635,14777694480000,SCHOOLS,,,,,,,,,,,273465.863134,2734.415615
636,14778790340000, ,,,,,,,,,,,4240.768798,545.621847
637,14778828500000,PUBLIC UTILITIES,,,,,,,,,,,284.532587,67.646418
638,14778674940000,SCHOOLS,,,,,,,,,,,97557.048699,1540.337819
639,14787193290000,PUBLIC UTILITIES,,,,,,,,,,,420.46823,84.868889
640,14789137020000,PUBLIC UTILITIES,,,,,,,,,,,1086.80045,229.294997
641,14788494640000,PUBLIC UTILITIES,,,,,,,,,,,4137.704826,284.775516
642,14789403570000,PARKS AND RECREATION,,,,,,,,,,,4350.877262,287.654144
643,14789413520000,PARKS AND RECREATION,,,,,,,,,,,4634.032575,302.254348
644,14789422590000,PARKS AND RECREATION,,,,,,,,,,,4392.128375,308.191385
645,14789270140000, ,,,,,,,,,,,1748.011167,407.977162
646,14787819550000,SCHOOLS,,,,,,,,,,,156870.343599,1746.064894
647,14787876430000,PUBLIC UTILITIES,,,,,,,,,,,773.986022,113.045181
648,14798084610000,PUBLIC UTILITIES,,,,,,,,,,,248.058461,63.320957
649,14797330250000,PUBLIC UTILITIES,,,,,,,,,,,399.177807,80.240179
650,14798632660000,PARKS AND RECREATION,,,,,,,,,,,13871.24782,557.242986
651,14798537230000,PARKS AND RECREATION,,,,,,,,,,,289332.718728,3123.196754
652,14799950480000,PUBLIC UTILITIES,,,,,,,,,,,343.648355,74.490624
653,14798767950000,PUBLIC UTILITIES,,,,,,,,,,,3901.638419,279.673766
654,14798736520000, ,,,,,,,,,,,27471.225479,1052.528919
655,14798918890000,PUBLIC UTILITIES,,,,,,,,,,,58.287195,27.072486
656,15708024380000, ,,,,,,,,,,,554408.706963,8971.167083
657,14851024860000,PUBLIC UTILITIES,,,,,,,,,,,866.193537,123.811303
658,14852112730000,PARKS AND RECREATION,,,,,,,,,,,12770.100399,478.278936
659,14850090450000,PARKS AND RECREATION,,,,,,,,,,,20208.387347,598.744707
660,14850365110000,PUBLIC UTILITIES,,,,,,,,,,,1575.996961,185.089208
661,14851392890000,PARKS AND RECREATION,,,,,,,,,,,12230.150571,499.356275
662,14851297030000,PUBLIC UTILITIES,,,,,,,,,,,360.937596,76.003755
663,14852725350000,PUBLIC UTILITIES,,,,,,,,,,,528.260042,91.937718
664,14851690650000, ,,,,,,,,,,,24463.115002,847.792369
665,14851921540000,PUBLIC UTILITIES,,,,,,,,,,,532.195827,92.305654
666,14852949740000, ,,,,,,,,,,,62519.213795,5274.424362
667,14850811530000,PUBLIC UTILITIES,,,,,,,,,,,324.486454,72.095359
668,14860414040000,PUBLIC UTILITIES,,,,,,,,,,,1536.333425,153.984619
669,14861696490000,PUBLIC UTILITIES,,,,,,,,,,,416.928101,85.730048
670,14860804630000,PUBLIC UTILITIES,,,,,,,,,,,602.430038,104.666197
671,14861787590000,PARKS AND RECREATION,,,,,,,,,,,13101.700563,513.670012
672,14871141950000,PUBLIC UTILITIES,,,,,,,,,,,606.136835,106.621531
673,14871125440000, ,,,,,,,,,,,28161.066404,2516.61701
674,14872223950000,PUBLIC UTILITIES,,,,,,,,,,,839.882949,129.601229
675,14870080910000, ,,,,,,,,,,,3066.801813,370.681052
676,14870091650000, ,,,,,,,,,,,3542.209165,319.175333
677,14872247110000,PARKS AND RECREATION,,,,,,,,,,,6440.245234,390.887342
678,14871297840000,PARKS AND RECREATION,,,,,,,,,,,3588.129725,309.386528
679,14872249500000,PARKS AND RECREATION,,,,,,,,,,,1637.344348,278.67328
680,14870534480000, ,,,,,,,,,,,45112.523259,849.937553
681,14871811780000,PUBLIC UTILITIES,,,,,,,,,,,1299.237392,171.62628
682,14872824210000,PUBLIC UTILITIES,,,,,,,,,,,275.208286,67.426084
683,14880045150000,PUBLIC UTILITIES,,,,,,,,,,,329.243516,73.411952
684,14882286820000,PUBLIC UTILITIES,,,,,,,,,,,1322.099674,160.775222
685,14880500220000,PUBLIC UTILITIES,,,,,,,,,,,267.692539,65.906801
686,14890044030000,PUBLIC UTILITIES,,,,,,,,,,,232.817999,61.033777
687,14890918910000,PUBLIC UTILITIES,,,,,,,,,,,524.601339,95.403681
688,15801017510000,PARKS AND RECREATION,,,,,,,,,,,59113.216596,1615.761263
689,13894431130000,PARKS AND RECREATION,,,,,,,,,,,44211.704989,969.376574
690,14833863000000, ,,,,,,,,,,,322182.034093,3134.653784
691,14835801000000, ,,,,,,,,,,,294189.828309,2431.989326
692,14835984900000, ,,,,,,,,,,,104195.884384,1759.596803
693,14836849390000, ,,,,,,,,,,,149070.737674,1945.67635
694,14844587200000,PARKS AND RECREATION,,,,,,,,,,,568212.30476,3769.850537
695,14843532500000, ,,,,,,,,,,,167086.429316,1830.97631
696,14843089940000, ,,,,,,,,,,,6364.308522,344.072755
697,14844101900000, ,,,,,,,,,,,109745.501944,2526.083933
698,14843199640000, ,,,,,,,,,,,60314.954581,1048.451766
699,14845210230000, ,,,,,,,,,,,519050.228889,4184.875618
700,14835919070000, ,,,,,,,,,,,4882.202609,331.890345
701,14845030220000, ,,,,,,,,,,,13616.836981,675.972268
702,14845080550000, ,,,,,,,,,,,9705.750627,411.067432
703,14845175050000, ,,,,,,,,,,,159145.698869,3223.623014
704,14846125060000, ,,,,,,,,,,,201132.350314,3054.633458
705,14846037260000, ,,,,,,,,,,,150641.661601,2920.12492
706,14858115240000, ,,,,,,,,,,,100000.730259,1362.114428
707,14848718190000,PARKS AND RECREATION,,,,,,,,,,,17700.124405,616.380238
708,14848799980000, ,,,,,,,,,,,842586.64306,5535.647646
709,14847620330000,PARKS AND RECREATION,,,,,,,,,,,426042.937701,2845.246674
710,14848692450000,PARKS AND RECREATION,,,,,,,,,,,809987.544576,3616.77767
711,14854421540000, ,,,,,,,,,,,15856.521439,563.348478
712,14853466670000, ,,,,,,,,,,,20189.379307,781.586043
713,14855582060000,PUBLIC UTILITIES,,,,,,,,,,,502.98983,89.930455
714,14853494140000, ,,,,,,,,,,,25027.988402,626.177879
715,14855797200000,PUBLIC UTILITIES,,,,,,,,,,,544.933724,93.243693
716,14854748010000, ,,,,,,,,,,,6744.876215,368.244284
717,14853575390000,PUBLIC UTILITIES,,,,,,,,,,,326.530556,72.378345
718,14863071280000,PUBLIC UTILITIES,,,,,,,,,,,988.604875,216.012858
719,14855839590000,SCHOOLS,,,,,,,,,,,88164.790173,1287.879304
720,14863219230000,PUBLIC UTILITIES,,,,,,,,,,,1000.358209,200.915263
721,14864348990000,PUBLIC UTILITIES,,,,,,,,,,,583.595462,98.744725
722,14864225220000,PUBLIC UTILITIES,,,,,,,,,,,877.269809,181.138371
723,14865877730000,PARKS AND RECREATION,,,,,,,,,,,14882.239713,500.8522
724,14873092540000,PUBLIC UTILITIES,,,,,,,,,,,1046.496453,129.848444
725,14874141150000,SCHOOLS,,,,,,,,,,,102236.033386,1395.909254
726,14873560920000,PUBLIC UTILITIES,,,,,,,,,,,456.027375,85.53458
727,14873572820000,PARKS AND RECREATION,,,,,,,,,,,8863.24022,434.537359
728,14875451980000,PUBLIC UTILITIES,,,,,,,,,,,534.907162,127.519373
729,14874370870000, ,,,,,,,,,,,1992.15926,266.479245
730,14874332900000,PUBLIC UTILITIES,,,,,,,,,,,277.804631,68.178101
731,14873779290000,PUBLIC UTILITIES,,,,,,,,,,,1762.156496,216.543553
732,14873864490000, ,,,,,,,,,,,8339.427371,1607.872289
733,14875820760000,PARKS AND RECREATION,,,,,,,,,,,3643.82933,270.422179
734,14875800520000,PARKS AND RECREATION,,,,,,,,,,,2996.944514,224.358384
735,14875810580000,PARKS AND RECREATION,,,,,,,,,,,2786.536465,216.664859
736,14875769080000,PARKS AND RECREATION,,,,,,,,,,,19992.509655,644.666905
737,14875739550000,PARKS AND RECREATION,,,,,,,,,,,4405.126875,284.388553
738,14874893510000,PARKS AND RECREATION,,,,,,,,,,,68385.7234,1314.986316
739,14875668020000,SCHOOLS,,,,,,,,,,,74747.86343,1166.315037
740,14883185740000,PARKS AND RECREATION,,,,,,,,,,,44819.243609,951.67183
741,14885157810000,PUBLIC UTILITIES,,,,,,,,,,,760.590436,164.864309
742,14885726080000,PARKS AND RECREATION,,,,,,,,,,,22663.915365,737.964478
743,14885733970000, ,,,,,,,,,,,19793.062995,1018.188425
744,14885753660000,PUBLIC UTILITIES,,,,,,,,,,,436.500212,83.914362
745,14893084120000, ,,,,,,,,,,,4099.189361,467.089533
746,14893425080000,PUBLIC UTILITIES,,,,,,,,,,,232.888832,61.044459
747,14895934320000,PARKS AND RECREATION,,,,,,,,,,,122439.229786,3759.633762
748,14893867160000,FIRE,,,,,,,,,,,4881.477266,288.038134
749,14893876180000,FIRE,,,,,,,,,,,550.456637,104.719908
750,14894835640000,PUBLIC UTILITIES,,,,,,,,,,,940.374381,137.156903
751,14895868910000,PARKS AND RECREATION,,,,,,,,,,,3961.924495,280.396571
752,14895892340000,PARKS AND RECREATION,,,,,,,,,,,77641.421567,2131.998002
753,14893902460000,PUBLIC UTILITIES,,,,,,,,,,,679.393656,113.594726
754,14895898220000,PARKS AND RECREATION,,,,,,,,,,,1958.641966,208.68125
755,14894882510000,PUBLIC UTILITIES,,,,,,,,,,,773.207397,109.871472
756,14895871670000, ,,,,,,,,,,,160.88552,117.186552
757,14895884130000, ,,,,,,,,,,,10673.274088,726.719949
758,14895787760000, ,,,,,,,,,,,7823.456122,504.830845
759,14857380220000,PUBLIC UTILITIES,,,,,,,,,,,522.334445,91.418575
760,14856564060000, ,,,,,,,,,,,10006.188103,602.242954
761,14856569670000, ,,,,,,,,,,,19002.954862,583.170915
762,14856693030000,PARKS AND RECREATION,,,,,,,,,,,28990.03424,728.19391
763,14859803050000,PUBLIC UTILITIES,,,,,,,,,,,327.758488,73.089892
764,14857995340000,PUBLIC UTILITIES,,,,,,,,,,,185.178964,54.893947
765,14868194360000,SCHOOLS,,,,,,,,,,,106844.318568,1384.043252
766,14867299220000, ,,,,,,,,,,,9218.750313,419.882442
767,14866137980000,PUBLIC UTILITIES,,,,,,,,,,,500.439097,90.4694
768,14866232840000,PARKS AND RECREATION,,,,,,,,,,,50726.134674,937.940952
769,14866277230000,PUBLIC UTILITIES,,,,,,,,,,,379.79731,77.963813
770,14866653880000,PUBLIC UTILITIES,,,,,,,,,,,650.436314,109.354007
771,14867582500000,PARKS AND RECREATION,,,,,,,,,,,120462.079501,1603.593118
772,14868677650000,PUBLIC UTILITIES,,,,,,,,,,,422.534174,89.338479
773,14867438990000,PARKS AND RECREATION,,,,,,,,,,,57514.239675,1123.990989
774,14867500070000,PARKS AND RECREATION,,,,,,,,,,,7063.121104,419.463667
775,14867418360000,PARKS AND RECREATION,,,,,,,,,,,2809.036294,232.477102
776,14867474710000,PARKS AND RECREATION,,,,,,,,,,,5724.338719,408.683524
777,14867490830000,PARKS AND RECREATION,,,,,,,,,,,12667.815698,660.458065
778,14866400590000,PUBLIC UTILITIES,,,,,,,,,,,324.610643,74.74244
779,14866814210000, ,,,,,,,,,,,3161.289252,243.848125
780,14866813520000, ,,,,,,,,,,,1222.163668,142.200327
781,14866803500000, ,,,,,,,,,,,1814.568438,171.434258
782,14866811060000, ,,,,,,,,,,,2092.614498,197.443893
783,14866700840000, ,,,,,,,,,,,7.916291,16.175653
784,14876037500000, ,,,,,,,,,,,4187.247985,267.605531
785,14876017110000, ,,,,,,,,,,,6814.101977,328.806408
786,14878210570000,PUBLIC UTILITIES,,,,,,,,,,,519.302369,101.400006
787,14876530100000,PUBLIC UTILITIES,,,,,,,,,,,419.807515,82.483948
788,14877522870000, ,,,,,,,,,,,37906.896307,941.962862
789,14876705600000,PUBLIC UTILITIES,,,,,,,,,,,419.510352,102.753012
790,14877654430000,PARKS AND RECREATION,,,,,,,,,,,14488.534266,826.676057
791,14877744340000,PARKS AND RECREATION,,,,,,,,,,,14436.839157,829.926849
792,14877834240000,PARKS AND RECREATION,,,,,,,,,,,14965.578561,794.829862
793,14878643970000,PUBLIC UTILITIES,,,,,,,,,,,567.83048,137.71153
794,14887148940000, ,,,,,,,,,,,3272.316555,871.078393
795,14877829870000, ,,,,,,,,,,,3049.600676,237.304568
796,14887178140000, ,,,,,,,,,,,509.323703,150.452648
797,14886171060000,PUBLIC UTILITIES,,,,,,,,,,,460.260855,121.451385
798,14888371610000, ,,,,,,,,,,,394.271102,192.558308
799,14888390740000, ,,,,,,,,,,,10529.879726,579.423232
800,14886662870000,PUBLIC UTILITIES,,,,,,,,,,,505.011749,104.748141
801,15808071860000, ,,,,,,,,,,,1253.516705,150.183998
802,13982135880000,PARKS AND RECREATION,,,,,,,,,,,30901.581107,755.959913
803,13973908070000, ,,,,,,,,,,,14184.95858,487.378134
804,14934708440000,SCHOOLS,,,,,,,,,,,252742.064462,2232.14657
805,14954040740000,PARKS AND RECREATION,,,,,,,,,,,30944.660791,893.511196
806,14942782340000, ,,,,,,,,,,,3939.686065,319.921665
807,14944878610000, ,,,,,,,,,,,26365.087666,727.517342
808,14944672640000, ,,,,,,,,,,,3321.949183,266.211744
809,14942736290000, ,,,,,,,,,,,5202.567188,468.594817
810,14942733990000, ,,,,,,,,,,,31287.039164,720.292531
811,14942668190000, ,,,,,,,,,,,82299.339465,1387.867631
812,14942772240000, ,,,,,,,,,,,5879.594783,361.085648
813,14942781870000, ,,,,,,,,,,,3449.823909,301.132427
814,14942790270000, ,,,,,,,,,,,3024.881777,284.677816
815,14943701440000, ,,,,,,,,,,,2633.045506,210.260866
816,14942806150000, ,,,,,,,,,,,171322.397239,1987.953683
817,14940963160000, ,,,,,,,,,,,10500.434634,409.614928
818,14940931640000, ,,,,,,,,,,,3619.216197,259.75417
819,14953112820000,PUBLIC UTILITIES,,,,,,,,,,,814.915601,151.714505
820,14950064300000,PARKS AND RECREATION,,,,,,,,,,,19812.281413,601.229065
821,14954111720000, ,,,,,,,,,,,1202.738164,138.684149
822,14944961800000,PARKS AND RECREATION,,,,,,,,,,,11649.209828,675.000071
823,14943858620000, ,,,,,,,,,,,6319.655372,385.379358
824,14951781290000,PUBLIC UTILITIES,,,,,,,,,,,352.932002,75.148425
825,14950204000000,PUBLIC UTILITIES,,,,,,,,,,,8391.064113,566.717775
826,14951225350000,PARKS AND RECREATION,,,,,,,,,,,31579.693872,801.838308
827,14954617460000, ,,,,,,,,,,,155400.150997,2241.990317
828,14952462900000, ,,,,,,,,,,,109857.185235,1480.387319
829,14953660500000, ,,,,,,,,,,,22208.464644,701.469965
830,14952796880000, ,,,,,,,,,,,2672.604042,482.567528
831,14951260690000,PUBLIC UTILITIES,,,,,,,,,,,468.305112,86.715858
832,14951915430000,PUBLIC UTILITIES,,,,,,,,,,,749.465657,112.787259
833,14961051480000,PARKS AND RECREATION,,,,,,,,,,,10224.946928,406.891076
834,14960173700000, ,,,,,,,,,,,2507.529916,240.64766
835,14961134370000, ,,,,,,,,,,,7623.665867,574.583176
836,14869360320000,PARKS AND RECREATION,,,,,,,,,,,9995.092416,450.557434
837,14960195420000, ,,,,,,,,,,,674.993644,196.710344
838,14960154230000,PARKS AND RECREATION,,,,,,,,,,,5133.792861,332.739012
839,14961182670000, ,,,,,,,,,,,3465.414541,283.953637
840,14961436160000,PUBLIC UTILITIES,,,,,,,,,,,1115.014284,135.994186
841,14869422220000,PUBLIC UTILITIES,,,,,,,,,,,53.005392,35.402472
842,14961674560000,SCHOOLS,,,,,,,,,,,94285.225206,1285.875288
843,14961763770000, ,,,,,,,,,,,28997.03951,1407.784352
844,14961752160000,PUBLIC UTILITIES,,,,,,,,,,,1033.645249,141.834143
845,14869720460000,PUBLIC UTILITIES,,,,,,,,,,,46781.138113,1083.018628
846,14960949520000,PUBLIC UTILITIES,,,,,,,,,,,559.519298,105.927136
847,14971120840000, ,,,,,,,,,,,3234.355716,242.783197
848,14879274770000,SCHOOLS,,,,,,,,,,,103915.31106,1318.847175
849,14971221800000,PUBLIC UTILITIES,,,,,,,,,,,1039.907396,149.663793
850,14879303290000, ,,,,,,,,,,,391.0309,118.820614
851,14971512270000, ,,,,,,,,,,,20245.14633,633.39185
852,14971541270000, ,,,,,,,,,,,6695.551157,336.944229
853,14971437700000, ,,,,,,,,,,,9639.420545,422.977275
854,14971428400000,PUBLIC UTILITIES,,,,,,,,,,,376.200679,79.907215
855,14971467550000,PARKS AND RECREATION,,,,,,,,,,,12055.66591,472.867696
856,14971352550000,PARKS AND RECREATION,,,,,,,,,,,28093.533874,829.869541
857,14879395400000, ,,,,,,,,,,,20633.756676,1380.562849
858,14981836000000,PUBLIC UTILITIES,,,,,,,,,,,231.494553,63.262604
859,14991762170000, ,,,,,,,,,,,3900.190949,361.697695
860,14991782390000, ,,,,,,,,,,,692.914608,113.234361
861,14991710530000,PUBLIC UTILITIES,,,,,,,,,,,401.060628,87.417444
862,14899822460000,PARKS AND RECREATION,,,,,,,,,,,14736.309033,553.453172
863,14990936340000,PARKS AND RECREATION,,,,,,,,,,,10576.221117,464.211305
864,15900018060000, ,,,,,,,,,,,2398.864224,209.498673
865,15901121970000, ,,,,,,,,,,,44799.633992,2581.642039
866,14976229260000, ,,,,,,,,,,,762.701301,131.019353
867,14977329940000, ,,,,,,,,,,,15861.81823,701.567482
868,14977510750000,PUBLIC UTILITIES,,,,,,,,,,,214.063725,58.623205
869,14975730410000,PUBLIC UTILITIES,,,,,,,,,,,228.579994,60.490646
870,14977904620000,PUBLIC UTILITIES,,,,,,,,,,,607.470273,115.938468
871,14985441570000,PARKS AND RECREATION,,,,,,,,,,,17523.234259,1202.79914
872,14985483740000,PARKS AND RECREATION,,,,,,,,,,,13085.876451,581.023041
873,14987216300000,PUBLIC UTILITIES,,,,,,,,,,,267.039043,67.647988
874,24033866590000,PARKS AND RECREATION,,,,,,,,,,,26120.72377,698.375861
875,24033951160000,PARKS AND RECREATION,,,,,,,,,,,27456.424573,771.308465
876,24045347210000, ,,,,,,,,,,,2774.822128,225.716254
877,24045306210000, ,,,,,,,,,,,1323.81116,181.444488
878,24171521240000, ,,,,,,,,,,,1441.283777,148.979229
879,24171531740000, ,,,,,,,,,,,1469.226154,155.126701
880,24171578900000, ,,,,,,,,,,,1866.456172,183.520603
881,24171597290000, ,,,,,,,,,,,3720.734894,245.4862
882,24171596090000, ,,,,,,,,,,,1133.868445,181.235436
883,24171572940000, ,,,,,,,,,,,1953.078186,225.105421
884,24171580840000, ,,,,,,,,,,,3488.025758,259.002431
885,24172518060000, ,,,,,,,,,,,362.211212,93.014057
886,24178166630000, ,,,,,,,,,,,575.46989,108.025025
887,24178125490000, ,,,,,,,,,,,970.321486,156.283843
888,24178134070000, ,,,,,,,,,,,604.740427,107.784238
889,24178175180000, ,,,,,,,,,,,1470.465573,157.658518
890,24177295770000, ,,,,,,,,,,,203.966952,69.155231
891,15900089740000, ,,,,,,,,,,,3142.669497,237.568268
892,15900049240000, ,,,,,,,,,,,17347.885227,585.254767
893,14953759510000, ,,,,,,,,,,,1480.565337,315.634297
894,14963094620000, ,,,,,,,,,,,18005.913218,1321.789288
895,14952929150000,PARKS AND RECREATION,,,,,,,,,,,22739.449644,1079.346958
896,14962045310000,PARKS AND RECREATION,,,,,,,,,,,4550.956189,285.012229
897,14953965740000, ,,,,,,,,,,,23095.003694,1310.154385
898,14953877770000,PARKS AND RECREATION,,,,,,,,,,,10740.763083,444.688247
899,14953951420000,PUBLIC UTILITIES,,,,,,,,,,,238.806692,63.573818
900,14963050650000, ,,,,,,,,,,,88294.830513,2383.9897
901,14962244310000, ,,,,,,,,,,,5097.001448,391.318842
902,14962180830000, ,,,,,,,,,,,8507.109285,558.126258
903,14963107530000,PUBLIC UTILITIES,,,,,,,,,,,777.239262,115.944347
904,14964335710000,PARKS AND RECREATION,,,,,,,,,,,14310.670299,517.216516
905,14963382700000, ,,,,,,,,,,,7024.239541,446.838148
906,14963256710000, ,,,,,,,,,,,29439.58672,1632.871676
907,14964147410000,PUBLIC UTILITIES,,,,,,,,,,,444.965977,84.308874
908,14964190320000, ,,,,,,,,,,,7012.441304,431.275981
909,14964686460000, ,,,,,,,,,,,28115.156261,766.519855
910,14962720240000,SCHOOLS,,,,,,,,,,,80250.36707,1312.932372
911,14962968100000,PUBLIC UTILITIES,,,,,,,,,,,252.794181,63.612597
912,14962973130000, ,,,,,,,,,,,30453.404886,1171.65204
913,14962815730000, ,,,,,,,,,,,3432.971897,651.277888
914,14974207820000, ,,,,,,,,,,,47555.876927,1108.065176
915,14972123030000,SCHOOLS,,,,,,,,,,,154395.056715,1629.10788
916,14974221530000, ,,,,,,,,,,,8099.663842,363.405262
917,14974168660000, ,,,,,,,,,,,8443.559908,405.402042
918,14974197070000, ,,,,,,,,,,,2055.595978,221.673552
919,14973265130000,PUBLIC UTILITIES,,,,,,,,,,,341.285258,73.901425
920,14974076630000,PUBLIC UTILITIES,,,,,,,,,,,516.576675,95.11225
921,14972417490000, ,,,,,,,,,,,9534.452598,436.714637
922,14973346410000,PARKS AND RECREATION,,,,,,,,,,,16882.001897,628.238005
923,14973470170000, ,,,,,,,,,,,347.380603,81.816701
924,14972846550000,PUBLIC UTILITIES,,,,,,,,,,,295.946725,70.8334
925,14973678030000,PUBLIC UTILITIES,,,,,,,,,,,7725.849825,354.563781
926,14973631440000,PUBLIC UTILITIES,,,,,,,,,,,282.667116,72.607832
927,14973768090000,PUBLIC UTILITIES,,,,,,,,,,,264.489658,65.370615
928,14972999660000,PUBLIC UTILITIES,,,,,,,,,,,232.942927,61.050338
929,14994674690000, ,,,,,,,,,,,71459.306601,2686.729248
930,14992631410000,PUBLIC UTILITIES,,,,,,,,,,,390.848907,88.027122
931,14993893310000, ,,,,,,,,,,,7873.379478,895.91411
932,14993950840000,PUBLIC UTILITIES,,,,,,,,,,,236.799709,62.208418
933,14993716100000, ,,,,,,,,,,,14286.265585,830.059429
934,14994714700000, ,,,,,,,,,,,653.286968,106.849721
935,14994703490000, ,,,,,,,,,,,1006.992568,135.191555
936,14993794620000, ,,,,,,,,,,,396.133159,106.753279
937,14994982760000, ,,,,,,,,,,,3166.302476,378.775761
938,14993946430000, ,,,,,,,,,,,9237.487351,845.327266
939,14994921380000,PUBLIC UTILITIES,,,,,,,,,,,363.965942,76.31178
940,15903186820000, ,,,,,,,,,,,4984.072567,343.252937
