OBJECTID,FCODE,SOURCE,MODIFIED_DATE,SHAPEarea,SHAPElen
32,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1937.67891206,193.454493349757
33,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1472.94895,178.144832601183
34,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,2557.4775573,301.549904813291
35,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,640.64764292,119.156598699761
36,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,273.50037062,66.1580878575266
37,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,283.701330295,67.3927803854556
38,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,117.84276684,69.4290526614478
39,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,82.794715,52.788937359838
40,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,104.76959422,55.649982344879
41,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,120.74974251,45.8610072584874
42,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,134.10615891,53.1699320716151
43,Vehicular Bridge,Aerial 2004,2010-09-20T15:44:22.000Z,4199.24418488,274.70778376512
44,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5347.02499826,329.919350752987
45,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,41.87146613,38.4761096271061
46,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1291.873245235,214.945060490394
47,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1301.33484422,215.303808830966
48,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,662.82885276,110.429211975223
49,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,885.184957615,150.706545615777
50,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,938.057578015,152.01905017303
51,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,104.38529927,41.1566738336839
52,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,55.15386109,29.7488305342744
53,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,404.81825178,101.789310334774
54,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,91.354788405,38.5818160314164
55,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,281.329623995,73.8787283849444
56,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,615.10111486,101.464765487257
57,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,391.36909128,79.4182523354587
58,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,117.33278234,70.3294002825361
59,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,102.99038377,60.7326145683354
60,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,155.77813725,89.3525797548634
61,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16265.5362416,1181.70654430929
62,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16867.62544544,1241.64864681404
63,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,137.23969363,79.6333573021112
64,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,163.16257272,88.134714783218
65,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,654.83384269,115.179205652166
66,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,8482.777210695,765.5615485316
67,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,81.59353377,47.0298034200946
68,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,8947.15521027,787.050449195718
69,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,934.255185835,134.618065492935
70,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,922.82728122,136.855068490873
71,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4122.65508392,256.894939825817
72,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,76.31869749,36.016877130902
73,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4559.30692756,573.523804640056
74,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3551.67783692,548.940029235219
75,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,2159.10507716,234.735361102359
76,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4987.90298212,297.785259697707
77,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4311.41781256,275.946470410047
78,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3667.90759024,242.658314329241
79,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3976.88296132,252.903040404615
80,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,102.30100772,73.5359302121851
81,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3225.8315912,228.994394372221
82,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,191.92721113,99.63053146648
83,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5210.55969666,378.118731866232
84,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,252.221687785,131.59212852643
85,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6637.05517468,500.518273200537
86,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4194.76295893,297.225712779887
87,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3690.29889487,243.842754106343
88,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,2632.383674985,206.372052557801
89,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1450.68718894,304.763687186665
90,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3561.024644,337.959918095032
91,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7179.41689332,383.629845312323
92,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3789.58123952,425.460566560422
93,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3817.78776268,439.918794413124
94,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1745.94443836,264.674018475609
95,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4530.27763784,274.271668335025
96,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,9.83101842,13.6894620251405
97,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4142.40583531,272.946245134245
98,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3925.02145024,256.635170764326
99,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,146.668872635,67.9705037191101
100,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1304.30715085,151.763988266619
101,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,437.33830484,95.9192629933958
102,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,142.92566682,70.586622544703
103,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,66.406241605,32.7570493936041
104,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,59.12443872,40.3520987208861
105,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,126.27498472,95.5856586646454
106,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,28.216431525,21.5008639080802
107,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1452.99141498,197.071991854065
108,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1471.69733261,197.550391819719
109,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,224.59687682,60.1302324162373
110,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,54.92676774,32.3404831881949
111,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1034.06106934,186.309080042234
112,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,1026.62236345,186.717605249835
113,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,58.17138969,30.5173351590836
114,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,2774.00443118,251.013858230694
115,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5337.67715776,839.439549838371
116,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6024.88522948,890.198606663566
117,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6763.62375752,907.859882957189
118,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4237.25313548,713.677776927884
119,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,248.47189044,70.1261166735407
120,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7991.93942511,1191.15810039395
121,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,330.39049684,91.8267558096269
122,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7998.884903665,1191.4151672088
123,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,260.7763289,70.2552683754696
124,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6481.61891946,1093.84861293979
125,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,8085.40175804,1112.25315644017
126,Vehicular Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,95.9218146,40.8895812075499
127,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,65.93477316,48.7698623602013
128,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,9.37649665,15.2114759894268
129,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,9.41757548,13.7040446425934
130,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7.47897022,11.9444367468991
131,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,34.2904341,23.4940147251055
132,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,10.782315525,16.0113998503927
133,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,13.265003175,15.9513977674215
134,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5.34491863,10.3890006598494
135,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,11.45336803,14.0118849544464
136,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,29.039123215,35.014043480211
137,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16.73343592,19.4435350144544
138,Pedestrian Bridge,Permit,2010-08-25T15:12:06.000Z,16.04158415,19.3430099352473
139,Pedestrian Bridge,Permit,2010-08-25T15:12:06.000Z,22.59850763,22.5605674346973
140,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,20.56659864,21.2247791117073
141,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,18.92387609,18.13023465881
142,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6.53274665,12.526793169248
143,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,11.499590735,18.4846330573498
144,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5.22894201,9.21874014092847
145,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,8.082137155,12.0343593354364
146,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,9.033843085,12.6287849469153
147,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,27.9826039,36.4879512909931
148,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6.84075697,15.496632067306
149,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,13.1813149,15.6606275322648
150,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,72.68700743,38.3297557543498
151,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,19.1651119,29.614414084883
152,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,30.8019097,25.5396791372031
153,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,36.104192655,29.9184554644132
154,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16.442112405,17.8491119545713
155,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,10.359785535,17.6093464286793
156,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,2.99585676,7.69820009364097
157,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,15.05290056,18.7768916646124
158,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,11.80255817,15.5643167579663
159,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4.091916385,8.77413215457594
160,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,25.016283,21.7388546248801
161,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,157.20300162,52.2091343538975
162,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,321.60183549,297.371519363022
163,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,467.88453476,387.168430266873
164,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,17.99424757,19.3458890790749
165,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,112.6765698,95.593693918694
166,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5.91959331,10.1136858432159
167,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,3.968388195,8.30841446477364
168,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,2.9632596,7.67141324683407
169,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,498.2458244,422.417527416168
170,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,9.542371975,12.4114138372394
171,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,23.79531722,28.3573018897868
172,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,20.765396295,28.1286966798725
173,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,30.57975459,28.9879346663567
174,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7.325425925,11.3898026713067
175,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,9.12356669,23.1770884778044
176,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4.895526115,11.1550800334096
177,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,30.77678008,36.3473646459745
178,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,183.20916416,200.539987590775
179,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,13.39499394,16.3968685576474
180,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,27.66110496,39.7546457691575
181,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,9.57897072,13.5026439556818
182,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,8.80022323,13.1814241841227
183,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,11.85533982,15.2009856629087
184,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,12.494863,15.2269015746355
185,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,19.98040055,22.3441951244683
186,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,32.08170677,28.1268870206087
187,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,302.933586985,139.033262948984
188,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,137.53959908,82.9556968873701
189,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,13.867074225,19.2162718562528
190,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,44.23344215,31.3993575846612
191,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,48.96484585,34.074800772362
192,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,56.21047142,37.0229057855454
193,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,42.07723762,29.8242025788176
194,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,158.95701482,89.948904815622
195,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,109.57483285,59.5027094898729
196,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,11.22686755,16.9583600082603
197,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,18.886406805,27.0583014620718
198,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,15.4686095,16.2670015567203
199,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,19.4276769,18.6009551068233
200,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,33.45987363,31.3603846260471
201,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,6.30368462,11.0662164418
202,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7.798291665,14.6402819649229
203,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4.73929203,9.24557580758672
204,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,269.03869464,117.606430759191
205,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,12.429643075,16.1132032036313
206,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,14.69156305,20.8122205348607
207,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,38.41573598,32.4754301203452
208,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,48.83276208,29.1704823225243
209,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,29.07354718,23.696635311323
210,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,10.39804934,14.3705070960329
211,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,9.616995305,13.4467857573844
212,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,18.1155545,18.5020096874709
213,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,208.12239016,114.047259799965
214,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,209.2124304,180.453732332506
215,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,17.796314,17.4320675285148
216,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4.0289495,8.86255428757559
217,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7.695587715,12.5498460726454
218,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,7.58576472,12.2125763353396
219,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16.07541077,26.565953062467
220,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,17.609643995,17.2712098391646
221,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16.7981735,16.8132941475195
222,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,396.48306558,379.408884226566
223,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,56.38017752,52.6417282086573
224,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,197.16792922,93.2504600219716
225,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,26.96471633,21.7298164872611
226,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,253.95430146,97.1031350898973
227,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,10.15830469,21.7671074793477
228,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,168.03790354,92.1379521544142
229,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,126.57946132,104.127355857913
230,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,13.053170845,16.2261830691792
231,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16.39653251,25.7440796966398
232,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,39.34505333,33.8371570864713
233,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,24.50251586,26.7025642099098
234,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,174.62639064,128.582787333499
235,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,136.94175872,116.136362601023
236,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,24.39655906,25.9832959273431
237,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,133.52692894,105.998887731303
238,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,49.56418211,31.574111702167
239,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,23.041206135,30.0944663292591
240,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,140.91363759,104.942449609935
241,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,174.39298479,125.667127646603
242,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,60.65114389,38.9642974834036
243,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,14.86441024,17.3277914894031
244,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,31.42652017,25.5572756480372
245,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,15.91790353,22.1561366262071
246,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,5.817242115,11.5974691419456
247,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,130.47339564,105.387210483375
248,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,95.0192152,74.7334779685947
249,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,21.97966266,25.4302921368162
250,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,40.8293303,55.7863434679088
251,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,39.80427996,30.099991042322
252,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,16.05812335,20.6460946749986
253,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,93.89704224,60.1989303715192
254,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,71.08489465,51.887398995628
255,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,55.227402685,54.0739968744668
256,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,30.33896341,42.338087671666
257,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,34.051184605,35.5682794147784
258,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,100.84430576,63.7704885099375
259,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,66.83996534,59.8733482074446
260,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,74.89067976,81.499791869871
261,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,99.51543992,92.5712831620465
262,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,23.82506016,30.6109794211858
263,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,4.08826488,8.61356492068847
264,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,24.68035044,25.2333497122769
265,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,17.39287114,20.7644868128537
266,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,20.12183419,21.7957532427899
267,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,24.0156677,25.2521845823745
268,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,10.853286865,14.0181522404371
269,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,23.48911016,23.3059507990155
270,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,19.72422964,20.3711465578667
271,Pedestrian Bridge,Aerial 2004,2004-03-12T12:00:00.000Z,19.04603583,21.8361449802212
