objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224016","1017986","FCC: Antenna Structure Registration (GIS)","5/23/1997","36.6992","-77.5483","","705 WASHINGTON ST","EMPORIA","VA","","51","595","41.995895","73.2","","5","","","STONE BROADCASTING CORPORATION  DBA =  WEVA RADIO","","","","","","","","","","","","","","","","",""
"1224296","1027861","FCC: Antenna Structure Registration (GIS)","5/16/2011","36.7102","-77.5465","","3330' N OF I-58 &amp; U.S. 58","Emporia","VA","","51","595","39.296813","65.2","","5","","","Alltel Communications of Petersburg, Inc.","","","","","","","","","","","","","","","","",""
"1225044","1223273","FCC: Antenna Structure Registration (GIS)","3/5/2001","36.6932","-77.5375","","310 BUDD STREET","EMPORIA","VA","","51","595","31.576189","45.7","","3","","","City of Emporia","","","","","","","","","","","","","","","","",""
"1223966","1017677","FCC: Antenna Structure Registration (GIS)","3/14/2008","36.6914","-77.542199","","121 N MAIN ST","EMPORIA","VA","","51","595","25.335559","60.9","","5","","","Comcast of Connecticut/Georgia/Massachusetts/New Hampshire/New York/","","","","","","","","","","","","","","","","",""
"1225279","1237639","FCC: Antenna Structure Registration (GIS)","2/7/2003","36.6926","-77.529999","","608-A Davis Street","Emporia","VA","","51","595","32.221435","79.3","","5","","","Mid Atlantic Tower, LLC","","","","","","","","","","","","","","","","",""
"1247056","","Virginia Municipal League","2/28/2014","36.69845331","-77.55994838","","Wiggins Road","Emporia","VA","23847","51","595","118.8024924","","Water Champ","","","","Emporia, City of","","","","","","","","","","","","","","","","",""
"1247057","","Virginia Municipal League","2/28/2014","36.69843427","-77.55875865","","Wiggins Road","Emporia","VA","23847","51","595","140.028968","","Water Tower","","","","Emporia, City of","","","","","","","","","","","","","","","","",""
"1224895","1209710","FCC: Antenna Structure Registration (GIS)","2/18/2000","36.6946","-77.5249","","634 DAVIS ST.","EMPORIA","VA","","51","595","30.117752","24.4","","","","","Georgia Pacific","","","","","","","","","","","","","","","","",""
"1224614","1059112","FCC: Antenna Structure Registration (GIS)","1/30/2007","36.6979","-77.5541","","315 W ATLANTIC ST","EMPORIA","VA","","51","595","40.459388","57.9","","5","","","Pinnacle Towers LLC","","","","","","","","","","","","","","","","",""
"1241721","0","FCC: Land Mobile - Private (GIS)","","36.6944","-77.5247","","","EMPORIA","VA","","51","595","29.993383","0","","5","","","GEORGIA-PACIFIC LLC","","","","","","","","","","","","","","","","",""
"1241649","0","FCC: Land Mobile - Private (GIS)","","36.6997","-77.536699","","709 N MAIN ST","EMPORIA","VA","","51","595","37.458053","12.2","POLE","5","","","SOUTHERN CARS INC","","","","","","","","","","","","","","","","",""
"1240703","0","FCC: Land Mobile - Private (GIS)","","36.7014","-77.5386","","","EMPORIA","VA","","51","595","36.338241","0","","5","","","Emporia Hospital Corporation","","","","","","","","","","","","","","","","",""
"1240702","0","FCC: Land Mobile - Private (GIS)","","36.7014","-77.5381","","727 N Main St","Emporia","VA","","51","595","36.336601","19.8","BANT","5","","","Emporia Hospital Corporation","","","","","","","","","","","","","","","","",""
"1240589","0","FCC: Land Mobile - Private (GIS)","","36.6745","-77.5503","","935 S MAIN STREET","EMPORIA","VA","","51","595","36.367176","19.2","TOWER","5","","","LIFESTAR AMBULANCE SERVICE INC","","","","","","","","","","","","","","","","",""
"1240271","0","FCC: Land Mobile - Private (GIS)","","36.71","-77.5219","","","EMPORIA","VA","","51","595","44.566005","0","","5","","","WILLIAMS VAULT CO, INC","","","","","","","","","","","","","","","","",""
"1240181","0","FCC: Land Mobile - Private (GIS)","","36.7147","-77.5186","","","Emporia","VA","","51","595","39.119922","0","","5","","","Creative Playthings Ltd","","","","","","","","","","","","","","","","",""
"1239504","0","FCC: Land Mobile - Private (GIS)","","36.6917","-77.5375","","209 HALIFAX ST","EMPORIA","VA","","51","595","31.34316","24","UPOLE","5","","","RAWLINGS BROS GARAGE INC","","","","","","","","","","","","","","","","",""
"1238813","0","FCC: Land Mobile - Private (GIS)","","36.6914","-77.5303","","508 E ATLANTIC ST","EMPORIA","VA","","51","595","32.431144","15","B","5","","","LIFESTAR AMBULANCE SERVICE INC","","","","","","","","","","","","","","","","",""
"1238645","0","FCC: Land Mobile - Private (GIS)","","36.695299","-77.5339","","189 M N OF ATLANTIC E SIDE OF THE TRACKS","EMPORIA","VA","","51","595","31.397209","16","POLE","5","","","CSX TRANSPORTATION INC.","","","","","","","","","","","","","","","","",""
"1238495","0","FCC: Land Mobile - Private (GIS)","","36.695299","-77.5403","","Dispatch Base, 411 N MAIN ST","EMPORIA","VA","","51","595","32.913196","31","TOWER","5","","","Norfolk Southern Railway Company","","","","","","","","","","","","","","","","",""
