objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1225250","1236068","FCC: Antenna Structure Registration (GIS)","9/27/2002","37.3063","-78.531","","120 First Rock Road","Prospect","VA","","51","147","167.034561","86.9","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1224229","1024546","FCC: Antenna Structure Registration (GIS)","9/24/2007","37.2047","-78.3578","","5 MI SW","GREEN BAY","VA","","51","147","207.584411","57.3","","5","","","Spire Telecom, LP","","","","","","","","","","","","","","","","",""
"1224171","1023578","FCC: Antenna Structure Registration (GIS)","8/1/2001","37.2533","-78.6789","","OFF OF STATE HWY 72, APPROX. 1 MILE N OF STATE HWY 19","PAMPLIN","VA","","51","147","211.621597","76.2","","5","","","United States Cellular Corporation","","","","","","","","","","","","","","","","",""
"1225596","1254930","FCC: Antenna Structure Registration (GIS)","6/3/2008","37.2973","-78.3835","","0.07 mi SW of US Route 15 Bus","Farmville","VA","","51","147","129.77304","57.6","","5","","","SBA Towers II LLC","","","","","","","","","","","","","","","","",""
"1223750","1016589","FCC: Antenna Structure Registration (GIS)","5/18/2007","37.2879","-78.3558","","RT. 638/PERSIMMON TREE FORK RD.","FARMVILLE","VA","","51","147","110.026687","86.5","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1224029","1018124","FCC: Antenna Structure Registration (GIS)","4/8/1997","37.2853","-78.4939","","W SIDE OF ST RT 648 .3 KM S OF ST RT 649 9.2 KM WSW","FARMVILLE","VA","","51","147","145.754089","100","","5","","","FARMVILLE HERALD INC","","","","","","","","","","","","","","","","",""
"1225584","1254136","FCC: Antenna Structure Registration (GIS)","3/31/2011","37.1058","-78.467","","15763 Farmville Rd (Agee)","Keysville","VA","","51","147","182.632797","57.9","","5","","","SBA Towers III LLC","","","","","","","","","","","","","","","","",""
"1225548","1252319","FCC: Antenna Structure Registration (GIS)","3/20/2008","37.2951","-78.5879","","5256 Prince Edward Highway","Prospect","VA","","51","147","192.480224","91.4","","5","","","SBA Towers II LLC","","","","","","","","","","","","","","","","",""
"1246862","","Virginia Municipal League","2/28/2014","37.28773691","-78.39526615","","Andrews Drive","Farmville","VA","23901","51","147","435.4321376","","Water Storage Tank (2)","","","","Farmville, Town of","","","","","","","","","","","","","","","","",""
"1246937","","Virginia Municipal League","2/28/2014","37.32359936","-78.43692942","","Industrial Park","Farmville","VA","23901","51","147","380.0474124","","Water Storage Tank","","","","Farmville, Town of","","","","","","","","","","","","","","","","",""
"1246948","","Virginia Municipal League","2/28/2014","37.3144685","-78.43168352","","Layne Street","Farmville","VA","23901","51","147","423.6161874","","Water Tank","","","","Farmville, Town of","","","","","","","","","","","","","","","","",""
"1247009","","Virginia Municipal League","2/28/2014","37.31084175","-78.41823297","","Route 460 West","Farmville","VA","23901","51","147","352.6593367","","Water Storage Tank","","","","Farmville, Town of","","","","","","","","","","","","","","","","",""
"1247035","","Virginia Municipal League","2/28/2014","37.297097","-78.383345","","Town Shop","Farmville","VA","23901","51","147","431.8182376","","Water Storage Tank","","","","Farmville, Town of","","","","","","","","","","","","","","","","",""
"1224781","1203067","FCC: Antenna Structure Registration (GIS)","2/2/2012","37.2912","-78.376","","int. of Persimmon Tree Fork Road and U.S. Rt. 460","Farmville","VA","","51","147","135.463806","100.5","","5","","","Virginia Electric and Power Company","","","","","","","","","","","","","","","","",""
"1225445","1247157","FCC: Antenna Structure Registration (GIS)","2/11/2005","37.204","-78.3575","","Leigh Mountain","Farmville","VA","","51","147","198.870178","121.9","","2","","","Virginia, Commonwealth of","","","","","","","","","","","","","","","","",""
"1223978","1017753","FCC: Antenna Structure Registration (GIS)","12/16/2010","37.2892","-78.4372","","ST RT 644","FARMVILLE","VA","","51","147","122.153266","61.8","","5","","","Shentel Cable Company","","","","","","","","","","","","","","","","",""
"1225121","1228320","FCC: Antenna Structure Registration (GIS)","12/15/2011","37.2346","-78.237399","","State Route 616  (029537  /  Eppes)","Burkeville","VA","","51","147","159.90866","76.2","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1225085","1225628","FCC: Antenna Structure Registration (GIS)","12/15/2011","37.2754","-78.3392","","RT 696 P.O.A.","Rice","VA","","51","147","125.143722","59.4","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1225067","1224605","FCC: Antenna Structure Registration (GIS)","12/15/2011","37.3161","-78.4775","","29 Creek House Lane (029512)","Farmville","VA","","51","147","142.828872","61.3","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1225048","1223650","FCC: Antenna Structure Registration (GIS)","12/15/2011","37.2652","-78.4059","","1775 Zion Hill Rd. (029510)","Farmville","VA","","51","147","128.035644","69.4","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1223654","1015410","FCC: Antenna Structure Registration (GIS)","12/15/2011","37.172599","-78.5099","","County 666 at County 604    (90217)","Farmville","VA","","51","147","182.758834","108.2","","5","","","American Towers, LLC.","","","","","","","","","","","","","","","","",""
"1225539","1251760","FCC: Antenna Structure Registration (GIS)","11/28/2006","37.1186","-78.3313","","282 Burley Drive","Meherrin,","VA","","51","147","180.731048","86.8","","5","","","Cellco Partnership","","","","","","","","","","","","","","","","",""
"1225449","1247293","FCC: Antenna Structure Registration (GIS)","11/28/2006","37.2634","-78.4556","","5192 Back Hampden-Sydney Rd.","Prince Edward","VA","","51","147","152.094085","88.4","","5","","","Cellco Partnership","","","","","","","","","","","","","","","","",""
"1224736","1200076","FCC: Antenna Structure Registration (GIS)","1/23/2006","37.2771","-78.2562","","SR 731 &amp; SR 307","Rice","VA","","51","147","147.877548","76.2","","","","","SBA Properties","","","","","","","","","","","","","","","","",""
"1242168","0","FCC: Land Mobile - Private (GIS)","","37.3025","-78.559399","","","PROSPECT","VA","","51","147","174.096023","0","","7","","","PROSPECT VOLUNTEER FIRE DEPT.","","","","","","","","","","","","","","","","",""
"1242167","0","FCC: Land Mobile - Private (GIS)","","37.3025","-78.559399","","45 CAMPBELLS HILL ROAD","PROSPECT","VA","","51","147","174.096023","27.4","POLE","7","","","PROSPECT VOLUNTEER FIRE DEPT.","","","","","","","","","","","","","","","","",""
"1242119","0","FCC: Land Mobile - Private (GIS)","","37.2408","-78.4583","","","Hampden Sydney","VA","","51","147","157.727569","0","","7","","","Hampden Sydney College","","","","","","","","","","","","","","","","",""
"1241799","0","FCC: Land Mobile - Private (GIS)","","37.3222","-78.4278","","801 INDUSTRIAL PARK RD","FARMVILLE","VA","","51","147","115.48703","20","B","7","","","PIEDMONT REGIONAL JAIL","","","","","","","","","","","","","","","","",""
"1241701","1247157","FCC: Land Mobile - Private (GIS)","","37.2039","-78.3572","","LEIGH MOUNTAIN","FARMVILLE","VA","","51","147","194.631637","128","TOWER","2","","","VIRGINIA DEPARTMENT OF FORESTRY","","","","","","","","","","","","","","","","",""
"1241470","0","FCC: Land Mobile - Private (GIS)","","37.2714","-78.3836","","","FARMVILLE","VA","","51","147","105.125297","0","","","","","POPLAR HILL GOLF CLUB","","","","","","","","","","","","","","","","",""
"1240962","0","FCC: Land Mobile - Private (GIS)","","37.3047","-78.3972","","Appomattox St RR crossing at MP N150.20","Farmville","VA","","51","147","99.697326","3.1","BANT","5","","","Norfolk Southern Railway Company","","","","","","","","","","","","","","","","",""
"1240796","0","FCC: Land Mobile - Private (GIS)","","37.2722","-78.2892","","","Rice","VA","","51","147","145.54277","0","","5","","","RICE VOL FIRE DEPT, INC","","","","","","","","","","","","","","","","",""
"1240795","0","FCC: Land Mobile - Private (GIS)","","37.2722","-78.2892","","948 RICE DEPOT ROAD","Rice","VA","","51","147","145.54277","19.8","UPOLE","5","","","RICE VOL FIRE DEPT, INC","","","","","","","","","","","","","","","","",""
"1240466","0","FCC: Land Mobile - Private (GIS)","","37.3006","-78.395499","","","FARMVILLE","VA","","51","147","105.301483","0","","2","","","VIRGINIA, COMMONWEALTH OF","","","","","","","","","","","","","","","","",""
"1240129","0","FCC: Land Mobile - Private (GIS)","","37.24","-78.6817","","RT.719 RR CROSSING @ M.P. B035.50","PAMPLIN","VA","","51","147","203.538208","3.1","BANT","5","","","Norfolk Southern Railway Company","","","","","","","","","","","","","","","","",""
"1240127","0","FCC: Land Mobile - Private (GIS)","","37.1695","-78.631899","","RT. 671 RR CROSSING @ M.P. B28.90","MALONEY","VA","","51","147","183.063308","3.1","BANT","5","","","Norfolk Southern Railway Company","","","","","","","","","","","","","","","","",""
