objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224789","1203745","FCC: Antenna Structure Registration (GIS)","7/12/2000","37.2449","-77.3824","","Off Charles H. Dimmock Parkway","Colonial Heights","VA","","51","570","3.540566","121.9","","6","","","CITY OF COLONIAL HEIGHTS, VIRGINIA","","","","","","","","","","","","","","","","",""
"1246851","","Virginia Municipal League","2/28/2014","37.24392052","-77.38621953","","901 East Roslyn Road","Colonial Heights","VA","23834","51","570","18.93409654","","Tower Site","","","","Colonial Heights, City of","","","","","","","","","","","","","","","","",""
"1246895","","Virginia Municipal League","2/28/2014","37.27014198","-77.40812367","","Ellerslie and I95","Colonial Heights","VA","23834","51","570","61.15910458","","Water Tank","","","","Colonial Heights, City of","","","","","","","","","","","","","","","","",""
"1224648","1061839","FCC: Antenna Structure Registration (GIS)","2/12/2010","37.2569","-77.3997","","RI-159D","PETERSBURG","VA","","51","570","10.864571","59.4","","6","","","Virginia, Commonwealth of, Dept of Trans","","","","","","","","","","","","","","","","",""
"1223906","1017499","FCC: Antenna Structure Registration (GIS)","1/27/2005","37.2586","-77.3942","","NE CORNER OF CONDUIT RD AND TEMPLE AVE","COLONIAL HEIGHTS","VA","","51","570","3.415231","131.1","","5","","","Radio Disney Group, LLC","","","","","","","","","","","","","","","","",""
"1242891","0","FCC: Land Mobile - Private (GIS)","","37.2542","-77.3903","","","Colonial Heights","VA","","51","570","11.023698","0","","5","","","Toys R Us Inc","","","","","","","","","","","","","","","","",""
"1242699","0","FCC: Land Mobile - Private (GIS)","","37.2583","-77.396099","","2600 Conduit Road","Colonial Heights","VA","","51","570","4.459007","0","","5","","","HOME DEPOT U.S.A., INC.","","","","","","","","","","","","","","","","",""
"1242335","1203745","FCC: Land Mobile - Private (GIS)","","37.2447","-77.3822","","Off Charles H. Dimmock Parkway","Colonial Heights","VA","","51","570","2.929783","125.9","TOWER","3","","","City of Richmond","","","","","","","","","","","","","","","","",""
"1242123","0","FCC: Land Mobile - Private (GIS)","","37.2636","-77.3911","","3110 GREENWOOD AVE.","COLONIAL HEIGHTS","VA","","51","570","17.754165","0","","7","","","MOUNT PLEASANT BAPTIST CHURCH","","","","","","","","","","","","","","","","",""
"1242013","0","FCC: Land Mobile - Private (GIS)","","37.2478","-77.3889","","","COLONIAL HEIGHTS","VA","","51","570","12.177761","0","","5","","","GAP INC","","","","","","","","","","","","","","","","",""
