OBJECTID,ZONE,LINK,ORDINANCE,ORDDATE,ZONEDFROM,ITEMNO,url,Shapearea
8978,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,108477.767916
8979,R-6,Residential - SF Suburban,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,262019.164395
8980,R-6,Residential - SF Suburban,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,56666.839531
8981,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,36223.372852
8983,R-6,Residential - SF Suburban,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,145310.061089
8984,IN-1,Institutional,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,103627.038619
8985,IN-1,Institutional,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,103433.552041
8986,IN-1,Institutional,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,72795.696419
8987,IN-1,Institutional,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,71495.611789
8988,R-6,Residential - SF Suburban,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,63903.079765
8989,R-6,Residential - SF Suburban,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,61875.664714
8990,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,123717.38136
8994,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,19715.875558
8995,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,173065.144899
8997,IN-1,Institutional,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,682281.906014
8998,R-10,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,22994.765854
8999,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,10237.458109
9000,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,35710.429921
9002,R-8,Residential - SF Traditional,42705,2007-06-19T00:00:00.000Z,C-1,070306,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,63808.815901
8268,R-12,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,77181.945915
8621,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,457741.266021
8030,R-6,Residential - SF Suburban,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,165578.049676
8107,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,74531.921284
8111,BC-1,Office,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH5OFBUCODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH5OFBUCODI_5-2BUCOPADI,768861.826639
8126,BC-1,Office,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH5OFBUCODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH5OFBUCODI_5-2BUCOPADI,1088419.835948
8933,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,26066.886292
8296,OSP,Open Space,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-6OPSPPRDIOS,10908135.176751
13303,I-3,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-3GEINDI,35280.731071
13703,I-1,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-1LIINDI,29340.874074
13704,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,31365.543831
8896,I-5,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-5DEWAINDI,1109618.002077
8456,IN-1,Institutional,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,398524.241411
8882,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,495586.466309
8732,I-1,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-1LIINDI,1744348.184019
14103,O-1,Office,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH5OFBUCODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH5OFBUCODI_5-1OFDI,1275422.514462
14503,R-8,Residential - SF Traditional,45453,2014-02-25T00:00:00.000Z,IN-1,140101,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,61138.631583
14903,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,7992.517667
14905,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,6017.924402
14906,PDR Church St Station,Residential - MF,45471,2014-03-04T00:00:00.000Z,I-2,131202,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTVAMSPAP_CH27PLDEPD.html#COCI_APXAZOOR_ARTVAMSPAP_CH27PLDEPD_27-38CHSTSTREPLDECHSTST,105578.70817
14907,PDR Church St Station,Residential - MF,45471,2014-03-04T00:00:00.000Z,R-11,131202,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTVAMSPAP_CH27PLDEPD.html#COCI_APXAZOOR_ARTVAMSPAP_CH27PLDEPD_27-38CHSTSTREPLDECHSTST,84782.191661
16103,IN-1,Institutional,45494,2014-03-25T00:00:00.000Z,R-8,140206,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,55731.438136
16104,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,28917.003054
16105,IN-1,Institutional,44323,2011-08-16T00:00:00.000Z,R-8,110501,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,26540.716142
16113,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,496419.459505
16114,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,167073.293824
16115,IN-1,Institutional,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,187710.772161
16116,HC-G2,Historic District,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH9HICUCODIHC.html#COCI_APXAZOOR_ARTIISPDIRE_CH9HICUCODIHC_9-1GHHICUCODI123,108675.170763
16117,C-2,Commercial,42069,2013-04-23T00:00:00.000Z,HC-G2,130202,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,19171.063807
15303,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,36009.206948
16118,R-8,Residential - SF Traditional,42013,2005-09-27T00:00:00.000Z,R-11,050603,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,355545.080351
15304,R-15,Residential - MF,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,25691.040464
16119,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,266276.886833
15305,I-3,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-3GEINDI,3669942.077561
16120,R-12,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,44987.600299
15307,I-1,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-1LIINDI,539810.703307
16121,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,92684.535413
15308,R-4,Residential - SF Suburban,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,1132621.187555
16122,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,3677660.725451
16123,C-2,Commercial,42670,2007-05-22T00:00:00.000Z,I-2,070311,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,246239.779642
16513,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,21669.810541
16514,R-13,Residential - MF,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,187738.039537
16913,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,88335.610679
15309,D-5,Downtown,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH8DODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH8DODI_8-5WAMIUSDI,1169095.023628
16914,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,68037.337749
15310,MI,Military,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-7MIINDIMI,429132.897515
15703,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,195708.934013
18113,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,61295.694677
18114,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,90857.165713
18513,I-1,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-1LIINDI,242408.144823
18913,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,112540.360159
18914,C-2,Commercial,45252,2013-10-08T00:00:00.000Z,I-2,130703,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,350176.204903
17313,C-2,Commercial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,99515.198863
17314,R-7,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,94272.497463
17315,R-7,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,794264.581474
17713,D-3,Downtown,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH8DODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH8DODI_8-3FRGRCOMIUSDI,170791.92201
17714,OSP,Open Space,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-6OPSPPRDIOS,399871.110261
17715,OSP,Open Space,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-6OPSPPRDIOS,7766356.383802
9803,R-12,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,90843.354483
9804,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,75527.73748
9007,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,58171.123964
9009,IN-2,Institutional,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-3INCADI,525868.6191
17716,GA,Airport,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-5GEAIDIGA,40925684.431064
9010,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,114158.082022
9011,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,80983.782758
9012,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,81458.894067
9013,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,6706.479058
9014,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,34547.22496
17717,GA,Airport,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-5GEAIDIGA,38347.632542
9015,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,40591.82868
9016,R-7,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,52512.009735
9017,R-7,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,56752.817896
9018,R-7,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,97762.413524
9019,R-5,Residential - SF Suburban,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,202945.505155
9020,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,56131.50629
9021,R-7,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,90381.55824
9022,R-7,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,56733.406388
9023,R-7,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,23529.071699
9024,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,101160.459861
9025,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,75674.729055
9028,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,184325.408477
9029,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,84136.071679
9030,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,40677.473396
9031,IN-1,Institutional,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-2INDI,25350.106573
9032,R-11,Residential - MF Corridor,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,122807.999036
9033,C-2,Commercial,42050,2005-10-18T00:00:00.000Z,C-1,050701D,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH6CODI.html#COCI_APXAZOOR_ARTIISPDIRE_CH6CODI_6-2COCODI,10998.126028
9034,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,106346.558808
9035,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,127807.255414
9036,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,60461.184496
9037,R-8,Residential - SF Traditional,,,,,https://www.municode.com/library/va/norfolk/codes/code_of_ordinances?nodeId=COCI_APXAZOOR_ARTIISPDIRE_CH4REDI_4-0GEPR,45963.130108
9038,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,105287.045585
9039,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,186500.57719
9040,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,190825.974696
19313,OSP,Open Space,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH10SPPUDI_10-6OPSPPRDIOS,2041526.913194
9042,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,78769.2095
9043,I-2,Industrial,,,,,http://library.municode.com/HTML/10121/level4/COCI_APXAZOOR_ARTIISPDIRE_CH7INDI.html#COCI_APXAZOOR_ARTIISPDIRE_CH7INDI_7-2LIINDI,129752.908528
