X,Y,OBJECTID,GPIN,NAME,ADDRESS,WEB_LINK,SP_Y,SP_X,LATI,LONG_,SUB_CATEGORY,NOTE_
-76.059349315776871,36.883671443697558,135,14996081840000,Great Neck Park,2513 SHOREHAVEN DR, ,3490429.19406288,12196657.5349654,36.88366413,-76.05934777,City Park,Great Neck ParkCity Park
-76.119969809563813,36.902567646181915,142,14798537230000,Bayville Farms Park,4132 FIRST COURT RD, ,3496854.19991363,12178760.1429387,36.90256033,-76.11996825,City Park,Bayville Farms ParkCity Park
-76.034705613398671,36.866700217021382,146,24083572780000,Lynnhaven Park,1246 BAYNE DR, ,3484439.59383738,12204024.0139988,36.8666929,-76.03470408,City Park,Lynnhaven ParkCity Park
-76.038125806010825,36.582400021907233,152,23086120390000,Munden Point Park/Boat Ramp/Info Center,2001 PEFLEY LN, ,3380939.12892271,12205722.8613229,36.58239277,-76.03812428,City Park,Munden Point Park/Boat Ramp/Info CenterCity Park
-76.199603988060574,36.777026616354725,157,14556088900000,City View Park,2073 KEMPSVILLE RD, ,3450583.03261363,12156596.0862171,36.77701933,-76.19960241,City Park,City View ParkCity Park
-76.09332796653284,36.776043041046449,161,14856140280000,Princess Anne Park,3475 PRINCESS ANNE RD, ,3451000.96255205,12187721.9127448,36.77603575,-76.09332642,City Park,Princess Anne ParkCity Park
-75.985531460148493,36.85636547319654,169,24188171330000,Beach Garden Park,2838 HOLLY RD, ,3481057.57041771,12218504.4558384,36.85635816,-75.98552994,City Park,Beach Garden ParkCity Park
-76.122410352527709,36.831326844086554,170,14767978800000,Mount Trashmore Park,310 EDWIN DR, ,3470906.74951205,12178699.9412875,36.83131954,-76.12240879,City Park,Mount Trashmore ParkCity Park
-75.923314970918767,36.692618614801539,185,24328118560000,Little Island Park,3820 SANDPIPER RD, ,3421952.8129713,12238327.9407976,36.69261133,-75.92331348,City Park,Little Island ParkCity Park
-76.192385170454827,36.811587874186721,189,14568332440000,Woodstock Park,5709 PROVIDENCE RD, ,3463214.0926533,12158402.165,36.81158058,-76.19238359,City Park,Woodstock ParkCity Park
-75.98806922508065,36.790683823209456,192,24158711600000,Red Wing Park,1398 GENERAL BOOTH BLVD, ,3457132.58972447,12218398.4596593,36.79067652,-75.98806771,City Park,Red Wing ParkCity Park
-76.022899114009974,36.841709762208708,208,24077574330000,Oceana Neighborhood Park,229 First Colonial Rd., ,3475434.48291063,12207715.3793195,36.84170245,-76.02289758,City Park,Oceana Neighborhood ParkCity Park
-76.003663447508615,36.748592296080801,212,24144126490000,Red Mill Farms Park,1900 Sandbridge Rd., ,3441691.95000213,12214238.8075456,36.74858501,-76.00366193,City Park,Red Mill Farms ParkCity Park
-76.027101828167815,36.912714669626894,279,24098875140000,First Landing State Park,2500 SHORE DR, ,3501245.1898193,12205808.8391693,36.91270735,-76.02710029,State Park,First Landing State ParkState Park
-75.99814996199386,36.888694160541228,280,24098875140000,64th Street First Landing State Park, ,http://www.dcr.virginia.gov/state_parks/fir.shtml,3492725.74688446,12214501.9848407,36.88868684,-75.99814844,State Park,64th Street First Landing State ParkState Park
-75.886443821304695,36.587138876908746,281,23581351080000,False Cape State Park, , ,3383860.95542813,12250197.8379896,36.58713162,-75.88644234,State Park,False Cape State ParkState Park
-75.941355151355168,36.553090261481458,282,23373154310000,MacKay Island Wildlife Refuge, ,http://www.fws.gov/mackayisland/,3371027.20878596,12234417.0634488,36.55308301,-75.94135366,Wildlife Refuge,MacKay Island Wildlife RefugeWildlife Refuge
-75.941355151355168,36.553090261481458,283,23373154310000,MacKay Island Wildlife Refuge, ,http://www.fws.gov/mackayisland/,3371027.20878596,12234417.0634488,36.55308301,-75.94135366,Wildlife Refuge,MacKay Island Wildlife RefugeWildlife Refuge
-75.941355151355168,36.553090261481458,284,23373154310000,MacKay Island Wildlife Refuge, ,http://www.fws.gov/mackayisland/,3371027.20878596,12234417.0634488,36.55308301,-75.94135366,Wildlife Refuge,MacKay Island Wildlife RefugeWildlife Refuge
-75.918726210259138,36.681632753238667,285,24309634300000,Back Bay National Wildlife Refuge, ,http://www.fws.gov/backbay/,3417991.26741672,12239782.2521935,36.68162548,-75.91872472,Wildlife Refuge,Back Bay National Wildlife RefugeWildlife Refuge
-75.918726210259138,36.681632753238667,286,24309634300000,Back Bay National Wildlife Refuge, ,http://www.fws.gov/backbay/,3417991.26741672,12239782.2521935,36.68162548,-75.91872472,Wildlife Refuge,Back Bay National Wildlife RefugeWildlife Refuge
-75.918726210259138,36.681632753238667,287,24309634300000,Back Bay National Wildlife Refuge, ,http://www.fws.gov/backbay/,3417991.26741672,12239782.2521935,36.68162548,-75.91872472,Wildlife Refuge,Back Bay National Wildlife RefugeWildlife Refuge
-75.918726210259138,36.681632753238667,288,24309634300000,Back Bay National Wildlife Refuge, ,http://www.fws.gov/backbay/,3417991.26741672,12239782.2521935,36.68162548,-75.91872472,Wildlife Refuge,Back Bay National Wildlife RefugeWildlife Refuge
