X,Y,OBJECTID,SCHOOL_NAME,SCHID_3,GRADES,STREET_NUMBER,STREET_NAME,CITY,STATE,ZIP,ADDRESS,HOME_URL,SCHOOL_TYPE,TYPE_DESC,SCHOOL_NUMBER,WEB_ADDRESS,NAME_FINALIZED
-77.072282,38.774305,2,WEST POTOMAC,200,9-12,6500,QUANDER RD,ALEXANDRIA,VA,22307,6500 QUANDER RD,http://www.fcps.edu/WestPotomacHS/,HS,High,1200,www.fcps.edu/WestPotomacHS,Y
-77.074044,38.766585,1,BUCKNELL,207,K-6,6925,UNIVERSITY DR,ALEXANDRIA,VA,22307,6925 UNIVERSITY DR,http://www.fcps.edu/bucknelles/,ES,Elementary,1207,www.fcps.edu/bucknelles,Y
-77.094975,38.768805,3,GROVETON,205,K-6,6900,HARRISON LN,ALEXANDRIA,VA,22306,6900 HARRISON LN,http://www.fcps.edu/GrovetonES/,ES,Elementary,1205,www.fcps.edu/GrovetonES,Y
-77.169584,38.77625,4,FORESTDALE,165,K-6,6530,ELDER AVE,SPRINGFIELD,VA,22150,6530 ELDER AVE,http://www.fcps.edu/ForestdaleES/,ES,Elementary,1165,www.fcps.edu/ForestdaleES,Y
-77.189931,38.777519,5,GARFIELD,162,K-6,7101,OLD KEENE MILL RD,SPRINGFIELD,VA,22150,7101 OLD KEENE MILL RD,http://www.fcps.edu/GarfieldES/,ES,Elementary,1162,www.fcps.edu/GarfieldES,Y
-77.219254,38.769237,6,WEST SPRINGFIELD,152,K-6,6802,DELAND DR,SPRINGFIELD,VA,22152,6802 DELAND DR,http://www.fcps.edu/WestSpringfieldES/,ES,Elementary,1152,www.fcps.edu/WestSpringfieldES,Y
-77.231425,38.768923,7,ROLLING VALLEY,156,K-6,6703,BARNACK DR,SPRINGFIELD,VA,22152,6703 BARNACK DR,http://www.fcps.edu/RollingValleyES/,ES,Elementary,1156,www.fcps.edu/RollingValleyES,Y
-77.255455,38.765872,8,ORANGE HUNT,374,K-6,6820,SYDENSTRICKER RD,SPRINGFIELD,VA,22152,6820 SYDENSTRICKER RD,http://www.fcps.edu/OrangeHuntES/,ES,Elementary,1374,www.fcps.edu/OrangeHuntES,Y
-77.28442,38.768068,9,CHERRY RUN,372,K-6,9732,IRONMASTER DR,BURKE,VA,22015,9732 IRONMASTER DR,http://www.fcps.edu/CherryRunES/,ES,Elementary,1372,www.fcps.edu/CherryRunES,Y
-77.089635,38.758987,11,HYBLA VALLEY,206,K-6,3415,LOCKHEED BLVD,ALEXANDRIA,VA,22306,3415 LOCKHEED BLVD,http://www.fcps.edu/HyblaValleyES/,ES,Elementary,1206,www.fcps.edu/HyblaValleyES,Y
-77.071692,38.750481,10,HOLLIN MEADOWS,214,K-6,2310,NORDOK PL,ALEXANDRIA,VA,22306,2310 NORDOK PL,http://www.fcps.edu/HollinMeadowsES/,ES,Elementary,1214,www.fcps.edu/HollinMeadowsES,Y
-77.143961,38.750814,12,HAYFIELD,180,9-12,7630,TELEGRAPH RD,ALEXANDRIA,VA,22315,7630 TELEGRAPH RD,http://www.fcps.edu/HayfieldSS/,HS,High,1180,www.fcps.edu/HayfieldSS,Y
-77.157334,38.761081,13,LANE,127,K-6,7137,BEULAH ST,ALEXANDRIA,VA,22315,7137 BEULAH ST,http://www.fcps.edu/LaneES/,ES,Elementary,1127,www.fcps.edu/LaneES,Y
-77.243666,38.762094,14,HUNT VALLEY,378,K-6,7107,SYDENSTRICKER RD,SPRINGFIELD,VA,22152,7107 SYDENSTRICKER RD,http://www.fcps.edu/HuntValleyES/,ES,Elementary,1378,www.fcps.edu/HuntValleyES,Y
-77.295854,38.814038,17,LAUREL RIDGE,394,K-6,10110,COMMONWEALTH BLVD,FAIRFAX,VA,22032,10110 COMMONWEALTH BLVD,http://www.fcps.edu/LaurelRidgeES/,ES,Elementary,2394,www.fcps.edu/LaurelRidgeES,Y
-77.309842,38.818842,18,OAK VIEW,392,K-6,5004,SIDEBURN RD,FAIRFAX,VA,22032,5004 SIDEBURN RD,http://www.fcps.edu/OakViewES/,ES,Elementary,2392,www.fcps.edu/OakViewES,Y
-77.272482,38.755164,15,SANGSTER,377,K-6,7420,RESERVATION DR,SPRINGFIELD,VA,22153,7420 RESERVATION DR,http://www.fcps.edu/SangsterES/,ES,Elementary,1377,www.fcps.edu/SangsterES,Y
-77.074851,38.742113,16,WHITMAN,221,7-8,2500,PARKERS LN,ALEXANDRIA,VA,22306,2500 PARKERS LN,http://www.fcps.edu/WhitmanMS/,MS,Middle,1221,www.fcps.edu/WhitmanMS,Y
-77.302466,38.816578,20,ROBINSON,391,7-8,5035,SIDEBURN RD,FAIRFAX,VA,22032,5035 SIDEBURN RD,http://www.fcps.edu/RobinsonSS/,MS,Middle,2391,www.fcps.edu/RobinsonSS,Y
-77.091367,38.800185,21,CAMERON,192,K-6,3434,CAMPBELL DR,ALEXANDRIA,VA,22303,3434 CAMPBELL DR,http://www.fcps.edu/CameronES/,ES,Elementary,1192,www.fcps.edu/CameronES,Y
-77.18584,38.792109,23,LYNBROOK,164,K-6,5801,BACKLICK RD,SPRINGFIELD,VA,22150,5801 BACKLICK RD,http://www.fcps.edu/LynbrookES/,ES,Elementary,1164,www.fcps.edu/LynbrookES,Y
-77.207162,38.801567,24,NORTH SPRINGFIELD,142,K-5,7602,HEMING CT,SPRINGFIELD,VA,22151,7602 HEMING CT,http://www.fcps.edu/NorthSpringfieldES/,ES,Elementary,2142,www.fcps.edu/NorthSpringfieldES,Y
-77.301874,38.815931,19,ROBINSON,390,9-12,5035,SIDEBURN RD,FAIRFAX,VA,22032,5035 SIDEBURN RD,http://www.fcps.edu/RobinsonSS/,HS,High,2390,www.fcps.edu/RobinsonSS,Y
-77.111191,38.794887,22,CLERMONT,193,K-6,5720,CLERMONT DR,ALEXANDRIA,VA,22310,5720 CLERMONT DR,http://www.fcps.edu/ClermontES/,ES,Elementary,1193,www.fcps.edu/ClermontES,Y
-77.22509,38.84828,25,CAMELOT,86,K-6,8100,GUINEVERE DR,ANNANDALE,VA,22003,8100 GUINEVERE DR,http://www.fcps.edu/CamelotES/,ES,Elementary,3086,www.fcps.edu/CamelotES/,Y
-77.213758,38.851936,26,WOODBURN,452,K-6,3401,HEMLOCK DR,FALLS CHURCH,VA,22042,3401 HEMLOCK DR,http://www.fcps.edu/WoodburnES/,ES,Elementary,3452,www.fcps.edu/WoodburnES,Y
-77.286426,38.859866,27,FAIRFAX,500,9-12,3501,REBEL RUN,FAIRFAX,VA,22030,3501 REBEL RUN,http://www.fcps.edu/FairfaxHS/,HS,High,2500,www.fcps.edu/FairfaxHS,Y
-77.327264,38.860121,29,LANIER,501,7-8,3801,JERMANTOWN RD,FAIRFAX,VA,22030,3801 JERMANTOWN RD,http://www.fcps.edu/LanierMS/,MS,Middle,2501,www.fcps.edu/LanierMS,Y
-77.295835,38.852133,28,DANIELS RUN,397,K-6,3705,OLD LEE HWY,FAIRFAX,VA,22030,3705 OLD LEE HWY,http://www.fcps.edu/DanielsRunES/,ES,Elementary,8397,www.fcps.edu/DanielsRunES,Y
-77.362873,38.851402,30,EAGLE VIEW,136,K-6,4500,DIXIE HILL RD,FAIRFAX,VA,22030,4500 DIXIE HILL RD,http://www.fcps.edu/eagleviewes,ES,Elementary,8136,www.fcps.edu/eagleviewes,Y
-77.454816,38.857521,31,STONE,241,7-8,5500,SULLY PARK DR,CENTREVILLE,VA,20120,5500 SULLY PARK DR,http://www.fcps.edu/StoneMS/,MS,Middle,2241,www.fcps.edu/StoneMS,Y
-77.471093,38.855802,32,DEER PARK,242,K-6,15109,CARLBERN DR,CENTREVILLE,VA,20120,15109 CARLBERN DR,http://www.fcps.edu/DeerParkES/,ES,Elementary,2242,www.fcps.edu/DeerParkES,Y
-77.485731,38.852099,33,VIRGINIA RUN,232,K-6,15450,MARTINS HUNDRED DR,CENTREVILLE,VA,20120,15450 MARTINS HUNDRED DR,http://www.fcps.edu/VirginiaRunES/,ES,Elementary,2232,www.fcps.edu/VirginiaRunES,Y
-77.140824,38.83804,34,GLASGOW,101,6-8,4101,FAIRFAX PKWY,ALEXANDRIA,VA,22312,4101 FAIRFAX PKWY,http://www.fcps.edu/GlasgowMS/,MS,Middle,2101,www.fcps.edu/FrostMS,Y
-77.153124,38.833925,35,PARKLAWN,102,K-5,4116,BRADDOCK RD,ALEXANDRIA,VA,22312,4116 BRADDOCK RD,http://www.fcps.edu/ParklawnES/,ES,Elementary,2102,www.fcps.edu/ParklawnES,Y
-77.246652,38.836056,37,WAKEFIELD FOREST,132,K-6,4011,IVA LN,FAIRFAX,VA,22032,4011 IVA LN,http://www.fcps.edu/WakefieldForestES/,ES,Elementary,2132,www.fcps.edu/WakefieldForestES,Y
-77.168569,38.838543,36,BELVEDERE,456,K-5,6540,COLUMBIA PIKE,FALLS CHURCH,VA,22041,6540 COLUMBIA PIKE,http://www.fcps.edu/BelvedereES/,ES,Elementary,2456,www.fcps.edu/BelvedereES,Y
-77.134314,38.782137,38,EDISON,120,9-12,5801,FRANCONIA RD,ALEXANDRIA,VA,22310,5801 FRANCONIA RD,http://www.fcps.edu/EdisonHS/,HS,High,1120,www.fcps.edu/EdisonHS,Y
-77.161758,38.780382,39,KEY,161,7-8,6402,FRANCONIA RD,SPRINGFIELD,VA,22150,6402 FRANCONIA RD,http://www.fcps.edu/KeyMS/,MS,Middle,1161,www.fcps.edu/KeyMS,Y
