X,Y,OBJECTID,SCHOOL_NAME,SCHID_3,GRADES,STREET_NUMBER,STREET_NAME,CITY,STATE,ZIP,ADDRESS,HOME_URL,SCHOOL_TYPE,TYPE_DESC,SCHOOL_NUMBER,WEB_ADDRESS,NAME_FINALIZED
-77.169887,38.780377,41,LEE,160,9-12,6540,FRANCONIA RD,SPRINGFIELD,VA,22150,6540 FRANCONIA RD,http://www.fcps.edu/LeeHS/,HS,High,1160,www.fcps.edu/LeeHS,Y
-77.164083,38.783975,40,SPRINGFIELD ESTATES,163,K-6,6200,CHARLES C GOFF DR,SPRINGFIELD,VA,22150,6200 CHARLES C GOFF DR,http://www.fcps.edu/SpringfieldEstatesES/,ES,Elementary,1163,www.fcps.edu/SpringfieldEstatesES,Y
-77.194922,38.787394,42,CRESTWOOD,166,K-6,6010,HANOVER AVE,SPRINGFIELD,VA,22150,6010 HANOVER AVE,http://www.fcps.edu/CrestwoodES/,ES,Elementary,1166,www.fcps.edu/CrestwoodES,Y
-77.189359,38.946445,43,CHURCHILL ROAD,26,K-6,7100,CHURCHILL RD,MCLEAN,VA,22101,7100 CHURCHILL RD,http://www.fcps.edu/ChurchillRoadES/,ES,Elementary,3026,www.fcps.edu/ChurchillRoadES,Y
-77.240434,38.786073,45,WEST SPRINGFIELD,150,9-12,6100,ROLLING RD,SPRINGFIELD,VA,22152,6100 ROLLING RD,http://www.fcps.edu/westspringfieldhs/,HS,High,1150,www.fcps.edu/westspringfieldhs,Y
-77.362233,38.91495,44,CROSSFIELD,337,K-6,2791,FOX MILL RD,HERNDON,VA,20171,2791 FOX MILL RD,http://www.fcps.edu/CrossfieldES/,ES,Elementary,3337,www.fcps.edu/CrossfieldES,Y
-77.270335,38.783124,46,WHITE OAKS,387,K-6,6130,SHIPLETT BLVD,BURKE,VA,22015,6130 SHIPLETT BLVD,http://www.fcps.edu/WhiteOaksES/,ES,Elementary,1387,www.fcps.edu/WhiteOaksES,Y
-77.223265,38.803163,47,RAVENSWORTH,143,K-6,5411,NUTTING DR,SPRINGFIELD,VA,22151,5411 NUTTING DR,http://www.fcps.edu/RavensworthES/,ES,Elementary,2143,www.fcps.edu/RavensworthES,Y
-77.240332,38.792091,48,CARDINAL FOREST,154,K-6,8600,FORRESTER BLVD,SPRINGFIELD,VA,22152,8600 FORRESTER BLVD,http://www.fcps.edu/CardinalForestES/,ES,Elementary,1154,www.fcps.edu/CardinalForestES,Y
-77.241662,38.80485,49,KINGS PARK,407,K-6,5400,HARROW WAY,SPRINGFIELD,VA,22151,5400 HARROW WAY,http://www.fcps.edu/KingsParkES/,ES,Elementary,1407,www.fcps.edu/KingsParkES,Y
-77.234619,38.80386,50,KINGS GLEN,406,K-6,5401,DANBURY FOREST DR,SPRINGFIELD,VA,22151,5401 DANBURY FOREST DR,http://www.fcps.edu/KingsGlenES/,ES,Elementary,1406,www.fcps.edu/KingsGlenES,Y
-77.266115,38.802329,51,LAKE BRADDOCK,401,7-8,9200,BURKE LAKE RD,BURKE,VA,22015,9200 BURKE LAKE RD,http://www.fcps.edu/LakeBraddockSS/,MS,Middle,1400,www.fcps.edu/LakeBraddockSS,Y
-77.092773,38.726764,55,MOUNT VERNON,220,9-12,8515,OLD MOUNT VERNON RD,ALEXANDRIA,VA,22309,8515 OLD MT VERNON RD,http://www.fcps.edu/MtVernonHS/,HS,High,1220,www.fcps.edu/MtVernonHS,Y
-77.218546,38.706568,53,LORTON STATION,343,K-6,9298,LEWIS CHAPEL RD,LORTON,VA,22079,9298 LEWIS CHAPEL RD,http://www.fcps.edu/lortonstationes/,ES,Elementary,1343,www.fcps.edu/lortonstationes,Y
-77.265707,38.804015,52,LAKE BRADDOCK,400,9-12,9200,BURKE LAKE RD,BURKE,VA,22015,9200 BURKE LAKE RD,http://www.fcps.edu/LakeBraddockSS/,HS,High,1401,www.fcps.edu/LakeBraddockSS,Y
-77.099981,38.742367,59,MOUNT VERNON WOODS,223,K-6,4015,FIELDING ST,ALEXANDRIA,VA,22309,4015 FIELDING ST,http://www.fcps.edu/MtVernonWoodsES/,ES,Elementary,1223,www.fcps.edu/MtVernonWoodsES,Y
-77.346523,38.965452,58,LAKE ANNE,307,K-6,11510,NORTH SHORE DR,RESTON,VA,20190,11510 NORTH SHORE DR,http://www.fcps.edu/LakeAnneES/,ES,Elementary,3307,www.fcps.edu/LakeAnneES,Y
-77.140687,38.749153,60,HAYFIELD,184,K-6,7633,TELEGRAPH RD,ALEXANDRIA,VA,22315,7633 TELEGRAPH RD,http://www.fcps.edu/HayfieldES/,ES,Elementary,1184,www.fcps.edu/HayfieldES,Y
-77.094817,38.729775,56,RIVERSIDE,226,K-6,8410,OLD MT VERNON RD,ALEXANDRIA,VA,22309,8410 OLD MT VERNON RD,http://www.fcps.edu/RiversideES/,ES,Elementary,1226,www.fcps.edu/RiversideES,Y
-77.157341,38.80215,57,BREN MAR PARK,114,K-5,6344,BERYL RD,ALEXANDRIA,VA,22312,6344 BERYL RD,http://www.fcps.edu/BrenMarParkES/,ES,Elementary,2114,www.fcps.edu/BrenMarParkES,Y
-77.209676,38.684899,54,GUNSTON,348,K-6,10100,GUNSTON RD,LORTON,VA,22079,10100 GUNSTON RD,http://www.fcps.edu/GunstonES/,ES,Elementary,1348,www.fcps.edu/GunstonES,Y
-77.144229,38.749567,61,HAYFIELD,181,7-8,7630,TELEGRAPH RD,ALEXANDRIA,VA,22315,7630 TELEGRAPH RD,http://www.fcps.edu/HayfieldSS/,MS,Middle,1181,www.fcps.edu/HayfieldSS,Y
-77.240358,38.739182,62,NEWINGTON FOREST,352,K-6,8001,NEWINGTON FOREST AVE,SPRINGFIELD,VA,22153,8001 NEWINGTON FOREST AVE,http://www.fcps.edu/NewingtonForestES/,ES,Elementary,1352,www.fcps.edu/NewingtonForestES,Y
-77.114002,38.790245,64,TWAIN,191,7-8,4700,FRANCONIA RD,ALEXANDRIA,VA,22310,4700 FRANCONIA RD,http://www.fcps.edu/TwainMS/,MS,Middle,1191,www.fcps.edu/TwainMS,Y
-77.259727,38.847709,67,MANTUA,138,K-6,9107,HORNER CT,FAIRFAX,VA,22031,9107 HORNER CT,http://www.fcps.edu/MantuaES/,ES,Elementary,2138,www.fcps.edu/MantuaES,Y
-77.14514,38.781118,65,FRANCONIA,122,K-6,6301,BEULAH ST,ALEXANDRIA,VA,22310,6301 BEULAH ST,http://www.fcps.edu/FranconiaES/,ES,Elementary,1122,www.fcps.edu/FranconiaES,Y
-77.123876,38.790306,63,BUSH HILL,123,K-6,5927,WESTCHESTER ST,ALEXANDRIA,VA,22310,5927 WESTCHESTER ST,http://www.fcps.edu/BushHillES/,ES,Elementary,1123,www.fcps.edu/BushHillES,Y
-77.173626,38.903874,66,HAYCOCK,33,K-6,6616,HAYCOCK RD,FALLS CHURCH,VA,22043,6616 HAYCOCK RD,http://www.fcps.edu/HaycockES/,ES,Elementary,3033,www.fcps.edu/HaycockES,Y
-77.080091,38.764307,68,BRYANT,201,K-12,2709,POPKINS LN,ALEXANDRIA,VA,22306,2709 POPKINS LN,http://www.fcps.edu/BryantAltHS/,ACE,Adult Community Education,201,www.fcps.edu/BryantAltHS,Y
-77.192069,38.952299,70,COOPER,21,7-8,977,BALLS HILL RD,MCLEAN,VA,22101,977 BALLS HILL RD,http://www.fcps.edu/CooperMS/,MS,Middle,3021,www.fcps.edu/CooperMS,Y
-77.224162,38.868549,69,MAIN ADMIN CENTER,610,N/A,8115,GATEHOUSE RD,FALLS CHURCH,VA,22042,8115 GATEHOUSE RD,,AC,Administrative Center,610, ,Y
-77.264811,38.946632,71,COLVIN RUN,17,K-6,1400,TRAP RD,VIENNA,VA,22182,1400 TRAP RD,http://www.fcps.edu/colvinrunes/,ES,Elementary,3017,www.fcps.edu/colvinrunes,Y
-77.404588,38.946375,72,MCNAIR,335,K-6,2499,THOMAS JEFFERSON DR,HERNDON,VA,20171,2499 THOMAS JEFFERSON DR,http://www.fcps.edu/McNairES/,ES,Elementary,3335,www.fcps.edu/McNairES,Y
-77.419193,38.952086,73,COATES,285,K-6,2480,RIVER BIRCH RD,HERNDON,VA,20171,2480 RIVER BIRCH RD,http://www.fcps.edu/coateses,ES,Elementary,8285,www.fcps.edu/coateses,Y
-77.174612,38.93534,74,FRANKLIN SHERMAN,25,K-6,6633,BRAWNER ST,MCLEAN,VA,22101,6633 BRAWNER ST,http://www.fcps.edu/FranklinShermanES/,ES,Elementary,3025,www.fcps.edu/FranklinShermanES,Y
-77.228441,38.939407,75,SPRING HILL,18,K-6,8201,LEWINSVILLE RD,MCLEAN,VA,22102,8201 LEWINSVILLE RD,http://www.fcps.edu/SpringHillES/,ES,Elementary,3018,www.fcps.edu/SpringHillES,Y
-77.338842,38.935329,78,HUGHES,321,7-8,11401,RIDGE HEIGHTS RD,RESTON,VA,20191,11401 RIDGE HEIGHTS RD,http://www.fcps.edu/HughesMS/,MS,Middle,3321,www.fcps.edu/HughesMS,Y
-77.320221,38.940271,76,SUNRISE VALLEY,325,K-6,10824,CROSS SCHOOL RD,RESTON,VA,20191,10824 CROSS SCHOOL RD,http://www.fcps.edu/SunriseValleyES/,ES,Elementary,3325,www.fcps.edu/SunriseValleyES,Y
-77.33934,38.932461,77,SOUTH LAKES,320,9-12,11400,SOUTH LAKES DR,RESTON,VA,20191,11400 SOUTH LAKES DR,http://www.fcps.edu/SouthLakesHS/,HS,High,3320,www.fcps.edu/SouthLakesHS,Y
-77.342976,38.936739,79,TERRASET,323,K-6,11411,RIDGE HEIGHTS RD,RESTON,VA,20191,11411 RIDGE HEIGHTS RD,http://www.fcps.edu/TerrasetES/,ES,Elementary,3323,www.fcps.edu/TerrasetES,Y
-77.371032,38.942711,81,DOGWOOD,336,K-6,12300,GLADE DR,RESTON,VA,20191,12300 GLADE DR,http://www.fcps.edu/DogwoodES/,ES,Elementary,3336,www.fcps.edu/DogwoodES,Y
-77.414393,38.935691,82,FLORIS,286,K-6,2708,CENTREVILLE RD,HERNDON,VA,20171,2708 CENTREVILLE RD,http://www.fcps.edu/FlorisES/,ES,Elementary,3286,www.fcps.edu/FlorisES,Y
-77.361499,38.932228,80,HUNTERS WOODS,327,K-6,2401,COLTS NECK RD,RESTON,VA,20191,2401 COLTS NECK RD,http://www.fcps.edu/HuntersWoodsES/,ES,Elementary,3327,www.fcps.edu/HuntersWoodsES,Y
-77.155426,38.918646,83,CHESTERBROOK,35,K-6,1753,KIRBY RD,MCLEAN,VA,22101,1753 KIRBY RD,http://www.fcps.edu/ChesterbrookES/,ES,Elementary,3035,www.fcps.edu/ChesterbrookES,Y
-77.175347,38.921434,84,KENT GARDENS,36,K-6,1717,MELBOURNE DR,MCLEAN,VA,22101,1717 MELBOURNE DR,http://www.fcps.edu/KentGardensES/,ES,Elementary,3036,www.fcps.edu/KentGardensES,Y
-77.18521,38.923225,85,MCLEAN,30,9-12,1633,DAVIDSON RD,MCLEAN,VA,22101,1633 DAVIDSON RD,http://www.fcps.edu/McLeanHS/,HS,High,3030,www.fcps.edu/McLeanHS,Y
-77.29223,39.0015,86,GREAT FALLS,297,K-6,701,WALKER RD,GREAT FALLS,VA,22066,701 WALKER RD,http://www.fcps.edu/GreatFallsES/,ES,Elementary,3297,www.fcps.edu/GreatFallsES,Y
-77.328301,38.993571,87,FORESTVILLE,295,K-6,1085,UTTERBACK STORE RD,GREAT FALLS,VA,22066,1085 UTTERBACK STORE RD,http://www.fcps.edu/ForestvilleES/,ES,Elementary,3295,www.fcps.edu/ForestvilleES,Y
-77.221508,38.781196,89,KEENE MILL,157,K-6,6310,BARDU AVE,SPRINGFIELD,VA,22152,6310 BARDU AVE,http://www.fcps.edu/KeeneMillES/,ES,Elementary,1157,www.fcps.edu/KeeneMillES,Y
-77.425517,38.837539,88,MOUNTAIN VIEW,432,9-12,5775,SPINDLE CT,CENTREVILLE,VA,20121,5775 SPINDLE CT,http://www.fcps.edu/MountainViewS/,AHS,Alternative High School,2432,www.fcps.edu/MountainViewS,Y
-77.224995,38.781686,90,IRVING,151,7-8,8100,OLD KEENE MILL RD,SPRINGFIELD,VA,22152,8100 OLD KEENE MILL RD,http://www.fcps.edu/IrvingMS/,MS,Middle,1151,www.fcps.edu/IrvingMS,Y
-77.128538,38.855798,92,GLEN FOREST,104,K-5,5829,GLEN FOREST DR,FALLS CHURCH,VA,22041,5829 GLEN FOREST DR,http://www.fcps.edu/GlenForestES/,ES,Elementary,2104,www.fcps.edu/GlenForestES,Y
-77.145373,38.852101,91,BAILEYS,103,K-5,6111,KNOLLWOOD DR,FALLS CHURCH,VA,22041,6111 KNOLLWOOD DR,http://www.fcps.edu/BaileysES/,ES,Elementary,2103,www.fcps.edu/BaileysES,Y
-77.456407,38.839837,93,LONDON TOWNE,245,K-6,6100,STONE RD,CENTREVILLE,VA,20120,6100 STONE RD,http://www.fcps.edu/LondonTowneES/,ES,Elementary,2245,http://www.fcps.edu/LondonTowneES,Y
-77.249799,38.820721,94,CANTERBURY WOODS,402,K-6,4910,WILLET DR,ANNANDALE,VA,22003,4910 WILLET DR,http://www.fcps.edu/CanterburyWoodsES/,ES,Elementary,2402,www.fcps.edu/CanterburyWoodsES,Y
-77.472316,38.890788,96,WESTFIELDS ES SITE,522,N/A, , , ,VA,0,   ,,FE,Future Elementary,522, ,N
-77.225911,38.895762,95,DUNN LORING,72,N/A,2334,GALLOWS RD,DUNN LORING,VA,22027,2334 GALLOWS RD,,AC,Administrative Center,72, ,Y
-77.268478,38.869159,97,STONEHURST ES SITE,137,N/A, , , ,VA,0,   ,,FE,Future Elementary,3137, , 
-77.201764,38.857345,98,LEIS CTR,94,N/A,7423,CAMP ALGER AVE,FALLS CHURCH,VA,22042,7423 CAMP ALGER AVE,,AC,Administrative Center,3094, ,Y
-77.196393,38.842554,99,MASON CREST,453,K-5,3705,CREST DR,ANNANDALE,VA,22003,3705 CREST DR,http://www.fcps.edu/masoncrestes/,ES,Elementary,2453,www.fcps.edu/masoncrestes,Y
-77.236478,38.826827,100,NANCY SPRAGUE CTR,134,N/A,4414,HOLBORN AVE,ANNANDALE,VA,22003,4414 HOLBORN AVE,,AC,Administrative Center,2134, ,Y
-77.181559,38.806122,101,PLUM CENTER,365,N/A,6815,EDSALL RD,SPRINGFIELD,VA,22151,6815 EDSALL RD,http://www.fcps.edu/is/ace/index.shtml,ACE,Adult Community Education,365,www.fcps.edu/is/ace/index.shtml,Y
-77.303124,38.819241,102,SIDEBURN,536,N/A,5025,SIDEBURN RD,FAIRFAX,VA,22032,5025 SIDEBURN RD,,AC,Administrative Center,536, ,
-77.102331,38.774499,104,VIRGINIA HILLS CTR,196,N/A,6520,DIANA LN,ALEXANDRIA,VA,22310,6520 DIANA LN,,AC,Administrative Center,1196,www.fcps.edu/WeyanokeES,Y
-77.096278,38.790714,103,WILTON WOODS,195,N/A,3701,FRANCONIA RD,ALEXANDRIA,VA,22310,3701 FRANCONIA RD,,AC,Administrative Center,1195, ,Y
-77.204757,38.916505,106,PIMMIT HILLS,73,N/A,7510,LISLE AVE,FALLS CHURCH,VA,22043,7510 LISLE AVE,,AHS,Alternative High School,3073,,Y
-77.105141,38.735598,105,FAIRFIELD ES SITE,225,N/A, , , ,VA,0,   ,,FE,Future Elementary,1225, , 
-77.225531,38.70391,107,LORTON,358,N/A,8101,LORTON RD,LORTON,VA,22079,8101 LORTON RD,,AC,Administrative Center,1358, ,Y
-77.055997,38.72478,108,WAYNEWOOD,213,K-6,1205,WAYNEWOOD BLVD,ALEXANDRIA,VA,22308,1205 WAYNEWOOD BLVD,http://www.fcps.edu/WaynewoodES/,ES,Elementary,1213,www.fcps.edu/WaynewoodES,Y
-77.061897,38.728893,109,SANDBURG,231,7-8,8428,FORT HUNT RD,ALEXANDRIA,VA,22308,8428 FORT HUNT RD,http://www.fcps.edu/SandburgMS/,MS,Middle,1231,www.fcps.edu/SandburgMS,Y
-77.117867,38.726531,111,WOODLAWN,227,K-6,8505,HIGHLAND LN,ALEXANDRIA,VA,22309,8505 HIGHLAND LN,http://www.fcps.edu/WoodlawnES/,ES,Elementary,1227,www.fcps.edu/WoodlawnES,Y
-77.068771,38.728119,110,STRATFORD LANDING,212,K-6,8484,RIVERSIDE RD,ALEXANDRIA,VA,22308,8484 RIVERSIDE RD,http://www.fcps.edu/StratfordLandingES/,ES,Elementary,1212,www.fcps.edu/StratfordLandingES,Y
-77.204762,38.919183,112,WESTGATE,75,K-6,7500,MAGARITY RD,FALLS CHURCH,VA,22043,7500 MAGARITY RD,http://www.fcps.edu/WestgateES/,ES,Elementary,3075,www.fcps.edu/WestgateES,Y
-77.410844,38.824837,113,CENTREVILLE,410,9-12,6001,UNION MILL RD,CLIFTON,VA,20124,6001 UNION MILL RD,http://www.fcps.edu/CentrevilleHS/,HS,High,2410,www.fcps.edu/CentrevilleHS,Y
-77.16817,38.745548,114,ISLAND CREEK,429,K-6,7855,MORNING VIEW LN,ALEXANDRIA,VA,22315,7855 MORNING VIEW LN,http://www.fcps.edu/islandcreekes/,ES,Elementary,8429,www.fcps.edu/islandcreekes,Y
-77.269069,38.728959,116,SILVERBROOK,375,K-6,9350,CROSSPOINTE DR,FAIRFAX STATION,VA,22039,9350 CROSSPOINTE DR,http://www.fcps.edu/SilverbrookES/,ES,Elementary,1375,www.fcps.edu/SilverbrookES,Y
-77.213733,38.735763,115,SARATOGA,354,K-6,8111,NORTHUMBERLAND RD,SPRINGFIELD,VA,22153,8111 NORTHUMBERLAND RD,http://www.fcps.edu/SaratogaES/,ES,Elementary,1354,www.fcps.edu/SaratogaES,Y
-77.096446,38.72029,118,WOODLEY HILLS,229,K-6,8718,OLD MT VERNON RD,ALEXANDRIA,VA,22309,8718 OLD MT VERNON RD,http://www.fcps.edu/WoodleyHillsES/,ES,Elementary,1229,www.fcps.edu/WoodleyHillsES,Y
-77.066444,38.718973,117,FORT HUNT,217,K-6,8832,LINTON LN,ALEXANDRIA,VA,22308,8832 LINTON LN,http://www.fcps.edu/FortHuntES/,ES,Elementary,1217,www.fcps.edu/FortHuntES,Y
-77.104527,38.709983,119,WASHINGTON MILL,222,K-6,9100,CHERRYTREE DR,ALEXANDRIA,VA,22309,9100 CHERRYTREE DR,http://www.fcps.edu/WashingtonMillES/,ES,Elementary,1222,www.fcps.edu/WashingtonMillES,Y
