OBJECTID,DESIGNATIO,SHAPEarea
1,RPA,12522049.2771381
3,IDA,178125.461347559
2,IDA,94899465.9248856
4,IDA,292789.465520779
5,RPA,175321.74611361
407,IDA,133266.230408416
806,,131356.957541233
