OBJECTID,STATEFP,LINEARID,FULLNAME,RTTYP,MTFCC,SHAPElen
24,51,110271617956,I- 64,I,S1100,42376.3150755429
25,51,110271617957,I- 64,I,S1100,42335.6996874452
26,51,110795653903,US Hwy 17,U,S1100,9622.93704582471
27,51,110795653904,US Hwy 17,U,S1100,9843.59426531835
28,51,110764479680,I- 664,I,S1100,11180.2715410351
29,51,110764479681,I- 664,I,S1100,11303.11830783
30,51,110745266355,I- 264,I,S1100,11609.9194178219
31,51,110745266356,I- 264,I,S1100,11613.993803138
32,51,1103074399094,I- 64,I,S1100,521.834789885864
33,51,1103074399095,I- 64,I,S1100,25269.6607815792
34,51,110760930549,I- 664,I,S1100,11326.1719100612
113,51,110795653910,US Hwy 17,U,S1200,9842.87877549875
114,51,110795653911,US Hwy 17,U,S1200,1440.79874879751
115,51,110795653912,US Hwy 17,U,S1200,380.402493818893
116,51,110795653913,US Hwy 17,U,S1200,1415.34644848541
117,51,110795653914,US Hwy 17,U,S1200,9858.92082993722
118,51,110795654023,US Hwy 17,U,S1200,1026.78155134781
119,51,110795654025,US Hwy 17,U,S1200,69697.7222693657
120,51,110795654026,US Hwy 17,U,S1200,16057.0912974488
121,51,110795654027,US Hwy 17,U,S1200,1102.07273286365
122,51,110795654028,US Hwy 17,U,S1200,25116.3757273152
123,51,110795654029,US Hwy 17,U,S1200,25152.4320430258
124,51,110795654030,US Hwy 17,U,S1200,4993.02995206562
125,51,110795654031,US Hwy 17,U,S1200,2276.47624972183
126,51,110482789931,US Hwy 17,U,S1200,13626.89983612
127,51,110482789932,US Hwy 17,U,S1200,13585.6555723456
128,51,110482789933,US Hwy 17,U,S1200,861.661407807135
129,51,110412819978,US Hwy 17,U,S1200,2322.1164676808
130,51,110412819980,US Hwy 17,U,S1200,287.471885945284
131,51,110425704177,US Hwy 17,U,S1200,20600.3012272225
132,51,110425704179,US Hwy 17,U,S1200,20594.0091725904
133,51,110764479549,US Hwy 17,U,S1200,2517.51797059353
134,51,110764479550,US Hwy 17,U,S1200,2004.33564436302
135,51,110764479551,US Hwy 17,U,S1200,2515.75030808623
136,51,110764479552,US Hwy 17,U,S1200,614.583343550289
137,51,110764479553,US Hwy 17,U,S1200,9505.39893822582
138,51,110764479554,US Hwy 17,U,S1200,9524.47837027435
139,51,110764479564,US Hwy 58,U,S1200,23625.2603504957
140,51,110764479565,US Hwy 58,U,S1200,23638.0163415336
141,51,110764479566,US Hwy 58,U,S1200,2064.94357271199
142,51,110764479569,US Hwy 58,U,S1200,89.0843956898627
143,51,110764479570,US Hwy 58,U,S1200,93.7791404532374
73,51,1101112413304,I- 64,I,S1100,22796.3159655303
74,51,1101112413305,I- 64,I,S1100,97.7806600778665
75,51,1101115253122,I- 64,I,S1100,4694.39994816237
76,51,1101115253123,I- 64,I,S1100,17492.1950661919
77,51,1101115253124,I- 64,I,S1100,4616.57549317835
78,51,1101115253125,I- 64,I,S1100,17533.6905333866
79,51,1103699181836,I- 64,I,S1100,21393.8011786586
80,51,1103699671898,I- 64,I,S1100,21606.6243137073
81,51,110374957004,I- 64,I,S1100,8612.1662362703
82,51,1101226099349,I- 64,I,S1100,5815.72328425026
83,51,1101226099350,I- 64,I,S1100,5922.67840227592
84,51,1101226099373,I- 264,I,S1100,22887.6875271618
85,51,1101226099374,I- 264,I,S1100,22857.3377103417
86,51,110452117501,I- 64,I,S1100,661.514003606634
87,51,110452117502,I- 64,I,S1100,454.583893730037
88,51,110408318945,US Hwy 17,U,S1100,8192.67733010084
89,51,110408318946,US Hwy 17,U,S1100,8164.6777214812
90,51,1101226564073,US Hwy 17,U,S1200,1039.1342925954
91,51,1101226564074,US Hwy 17,U,S1200,1037.19954823878
92,51,1101226564075,US Hwy 17,U,S1200,29307.8385600381
93,51,1101226564076,US Hwy 17,U,S1200,65.4582267537663
94,51,1101226564077,US Hwy 17,U,S1200,73.2520974079652
95,51,1101226564078,US Hwy 17,U,S1200,2261.5182817167
96,51,1101226564079,US Hwy 17,U,S1200,4812.49679651088
97,51,1101226564080,US Hwy 17,U,S1200,180.361899426799
98,51,1101226564081,US Hwy 17,U,S1200,276.638221976384
99,51,1101226564082,US Hwy 17,U,S1200,198.649101190711
100,51,1101226564083,US Hwy 17,U,S1200,283.627574691948
101,51,1101226564084,US Hwy 58,U,S1200,3010.24900296288
102,51,1101226564085,US Hwy 58,U,S1200,3037.36080716549
103,51,1101226564089,US Hwy 58,U,S1200,2020.15544069994
104,51,1101226564090,US Hwy 58,U,S1200,2091.14836784629
105,51,110382321663,US Hwy 17,U,S1200,29355.4429129322
106,51,110382321664,US Hwy 17,U,S1200,29347.0551701318
107,51,1102216006485,US Hwy 58,U,S1200,39.5621057258889
108,51,1102216006486,US Hwy 58,U,S1200,3727.00800898103
109,51,1102216006487,US Hwy 58,U,S1200,1161.28378910762
110,51,1102216006488,US Hwy 58,U,S1200,9.55656737847019
111,51,110281898907,US Hwy 17,U,S1200,20512.8688588143
112,51,110281898908,US Hwy 17,U,S1200,20517.9701799989
173,51,110451980695,US Hwy 58,U,S1200,2691.8343996052
174,51,110451980697,US Hwy 58,U,S1200,15733.4648699162
175,51,110274673748,US Hwy 17,U,S1200,11730.1773161482
176,51,110274673749,US Hwy 17,U,S1200,11695.9205351532
177,51,1103674611153,US Hwy 58,U,S1200,4424.98289519278
178,51,1103674611176,US Hwy 58,U,S1200,10953.7641554158
179,51,110297657809,US Hwy 17,U,S1200,40710.4269781795
180,51,110297657813,US Hwy 17,U,S1200,3463.3438235434
181,51,110297657814,US Hwy 17,U,S1200,30158.6217351227
182,51,110297657815,US Hwy 17,U,S1200,30201.1524895095
183,51,110297657816,US Hwy 17,U,S1200,40690.7824226531
184,51,1101112413292,US Hwy 17,U,S1200,22513.9999428839
185,51,1101112413293,US Hwy 17,U,S1200,22510.9830363377
186,51,110416483016,US Hwy 58,U,S1200,3021.74301817244
187,51,110416483031,US Hwy 58,U,S1200,12828.4755450399
188,51,110416483032,US Hwy 58,U,S1200,2998.66842369268
189,51,110438880373,US Hwy 58,U,S1200,62236.5853416774
190,51,110438880374,US Hwy 58,U,S1200,62236.5552693162
191,51,110454240450,US Hwy 17,U,S1200,52775.3624241528
192,51,110454240451,US Hwy 17,U,S1200,52806.7124303533
193,51,110454240452,US Hwy 17,U,S1200,2462.24888224542
194,51,110454240453,US Hwy 17,U,S1200,406.409327093159
195,51,110454240454,US Hwy 17,U,S1200,410.264026006425
196,51,110697427060,US Hwy 58,U,S1200,62842.615586202
197,51,110697427062,US Hwy 58,U,S1200,4136.03326071107
198,51,1102216006489,US Hwy 58,U,S1200,59958.0620250901
199,51,1102216006490,US Hwy 58,U,S1200,860.887984098907
200,51,1102216006491,US Hwy 58,U,S1200,704.268538888822
201,51,1102216006492,US Hwy 58,U,S1200,1953.69171783872
202,51,110483879369,US Hwy 58,U,S1200,6232.92058580623
203,51,110483879370,US Hwy 58,U,S1200,1379.97468421459
204,51,110483879371,US Hwy 58,U,S1200,1850.55443878646
205,51,110483879407,US Hwy 58,U,S1200,16471.7131447848
206,51,110483879409,US Hwy 58,U,S1200,14647.8261225532
144,51,110745266228,US Hwy 17,U,S1200,1164.13961788706
145,51,110745266229,US Hwy 17,U,S1200,1178.57284750367
146,51,110745266230,US Hwy 17,U,S1200,574.961016303846
147,51,110745266231,US Hwy 17,U,S1200,1168.53788987894
148,51,110745266232,US Hwy 17,U,S1200,5741.85119895777
149,51,110745266233,US Hwy 17,U,S1200,5766.67015326549
150,51,110745266234,US Hwy 17,U,S1200,317.578875539325
151,51,110745266235,US Hwy 17,U,S1200,2505.04759541618
152,51,110745266236,US Hwy 17,U,S1200,2497.42974080592
153,51,110745266237,US Hwy 17,U,S1200,15.4248844007372
154,51,110745266238,US Hwy 17,U,S1200,3613.38875685359
155,51,110745266239,US Hwy 17,U,S1200,3610.6574859183
156,51,110760930340,US Hwy 17,U,S1200,4673.41784106178
157,51,110760930341,US Hwy 17,U,S1200,4658.2792105321
158,51,110760930342,US Hwy 17,U,S1200,41.8714701161011
159,51,110760930343,US Hwy 17,U,S1200,19.5825226948789
160,51,110760930344,US Hwy 17,U,S1200,8315.30761077982
161,51,110760930345,US Hwy 17,U,S1200,22.9939805338697
162,51,110760930346,US Hwy 17,U,S1200,14684.1124939882
163,51,110760930347,US Hwy 17,U,S1200,6383.66568740544
164,51,110343621271,US Hwy 58,U,S1200,10642.0383505801
165,51,110343621272,US Hwy 58,U,S1200,10638.7299616258
166,51,1102214942976,US Hwy 58,U,S1200,30430.4453515464
167,51,1102214942977,US Hwy 58,U,S1200,30389.6811901965
168,51,1103717118424,US Hwy 17,U,S1200,7.95173697027573
169,51,1103717118425,US Hwy 17,U,S1200,1185.93614462738
170,51,1103717118426,US Hwy 17,U,S1200,1069.53534057444
171,51,110451980693,US Hwy 58,U,S1200,7884.08589902946
172,51,110451980694,US Hwy 58,U,S1200,7882.82577897126
207,51,110483879410,US Hwy 58,U,S1200,962.967672771576
208,51,110483879411,US Hwy 58,U,S1200,16364.3654055663
209,51,110483879413,US Hwy 58,U,S1200,153.130149084291
210,51,110483879415,US Hwy 58,U,S1200,1191.43800771104
211,51,110483879416,US Hwy 58,U,S1200,21717.6760453049
212,51,110483879417,US Hwy 58,U,S1200,21730.3419331698
213,51,110483879418,US Hwy 58,U,S1200,14561.8446881032
214,51,110483879419,US Hwy 58,U,S1200,922.018878400445
215,51,1101913446512,US Hwy 58,U,S1200,1238.16240774426
216,51,1101913446513,US Hwy 58,U,S1200,45331.1388847225
217,51,1101913446514,US Hwy 58,U,S1200,45364.1009939629
218,51,110800754795,US Hwy 17,U,S1200,321.135482950568
219,51,110800754797,US Hwy 17,U,S1200,317.920873833362
220,51,110800754799,US Hwy 17,U,S1200,798.260027994392
221,51,110800754802,US Hwy 17,U,S1200,10466.5085105777
222,51,110800754803,US Hwy 17,U,S1200,10460.8620055797
223,51,1101226099376,I- 264,I,S1200,1067.22185100994
224,51,1103731148790,US Hwy 58,U,S1200,2707.03219162817
225,51,1103731148791,US Hwy 58,U,S1200,2705.04031261674
226,51,1103731148792,US Hwy 58,U,S1200,13960.1915748339
227,51,1103731148793,US Hwy 58,U,S1200,13897.763067301
228,51,1102476682490,US Hwy 58,U,S1200,12568.9729400016
229,51,110483806639,US Hwy 58,U,S1200,7232.58889611065
230,51,1102214942981,US Hwy 58,U,S1200,242.547633465355
231,51,1102214942983,US Hwy 58,U,S1200,7221.40064224476
232,51,110274673747,US Hwy 17,U,S1200,26132.342867657
233,51,110408318957,US Hwy 17,U,S1200,14188.2063623947
234,51,1101112413316,State Rte 143,S,S1200,2443.3297132358
235,51,1101112413319,State Rte 143,S,S1200,2616.44796394561
236,51,1101112413321,State Rte 143,S,S1200,114.383294954548
237,51,110760930482,State Rte 143,S,S1200,13524.6773878921
238,51,1102216055892,State Rte 143,S,S1200,45.69351117338
239,51,1102216055894,State Rte 143,S,S1200,2364.94208362152
240,51,110760394297,State Rte 143,S,S1200,126.931912165244
241,51,110760394298,State Rte 143,S,S1200,186.321226395255
242,51,110760394301,State Rte 143,S,S1200,87.6572962016651
243,51,1102215161772,State Rte 143,S,S1200,334.743233110866
244,51,1102215161773,State Rte 143,S,S1200,368.5200960861
245,51,1101115253127,State Rte 143,S,S1200,5028.13376731777
246,51,110760930481,State Rte 143,S,S1200,18679.3381269346
247,51,110760930483,State Rte 143,S,S1200,18672.4409843435
248,51,110760930488,State Rte 143,S,S1200,943.273044550542
249,51,110760930488,State Rte 143,S,S1200,8.94811200846215
250,51,110482793544,Georgie DTyler Dr,M,S1100,255.275490848672
279,51,110697427081,US Hwy 460,U,S1200,16843.4290223619
280,51,110431386146,US Hwy 460,U,S1100,1662.02802373506
281,51,110431386147,US Hwy 460,U,S1100,7444.2489076898
282,51,110431386148,US Hwy 460,U,S1100,7437.84965104894
283,51,110431386149,US Hwy 460,U,S1100,1687.31346839503
284,51,110437698774,US Hwy 460,U,S1100,1998.24681994613
285,51,110437698775,US Hwy 460,U,S1100,1970.63619157029
286,51,1101226567586,US Hwy 460,U,S1200,1318.95407968284
287,51,1101226567587,US Hwy 460,U,S1200,1513.37999801014
288,51,1101226567588,US Hwy 460,U,S1200,1487.78506476511
289,51,1101226567589,US Hwy 460,U,S1200,14631.0729672177
290,51,1101226567590,US Hwy 460,U,S1200,10.3343210994617
291,51,1101226567591,US Hwy 460,U,S1200,14555.5454546776
292,51,1101226567592,US Hwy 460,U,S1200,3060.25082673521
293,51,1101226567593,US Hwy 460,U,S1200,3037.36080716549
294,51,1101226567757,US Hwy 460,U,S1200,834.201376289168
295,51,1101226567759,US Hwy 460,U,S1200,7116.70133723545
296,51,1101226567761,US Hwy 460,U,S1200,708.689478740134
297,51,110431386151,US Hwy 460,U,S1200,599.605823577523
298,51,110431386152,US Hwy 460,U,S1200,776.689078481161
299,51,110431386153,US Hwy 460,U,S1200,4861.86019279816
300,51,110431386154,US Hwy 460,U,S1200,770.044786353963
301,51,110431386155,US Hwy 460,U,S1200,1212.41113630612
302,51,110482790011,US Hwy 460,U,S1200,19356.8992957052
303,51,110450315171,US Hwy 460,U,S1200,236.55738737739
304,51,110764479592,US Hwy 460,U,S1200,17033.5108838671
305,51,110764479593,US Hwy 460,U,S1200,17039.2071809391
251,51,110482790011,US Hwy 460,U,S1200,19356.8992957052
252,51,110450315162,State Rte 10,S,S1200,26901.8215968115
253,51,110450315164,State Rte 10,S,S1200,19904.8892617629
254,51,110482791374,N Prince Blvd,M,S1200,480.589065250393
255,51,110482791376,S Prince Blvd,M,S1200,481.782139686184
256,51,110764479594,US Hwy 460,U,S1200,10740.958289895
257,51,110482792684,Walters Hwy,M,S1200,25341.5538273133
258,51,110482793119,Courthouse Hwy,M,S1200,27057.7632907314
259,51,110482792696,Windsor Blvd,M,S1200,12280.9673628609
260,51,110482792697,Windsor Blvd,M,S1200,4629.64543255058
261,51,110482792700,E Windsor Blvd,M,S1200,1540.5786931819
262,51,110482792701,W Windsor Blvd,M,S1200,905.707807111864
263,51,110697429090,General Mahone Blvd,M,S1200,16843.4290223619
264,51,110697427081,US Hwy 460,U,S1200,16843.4290223619
265,51,110482793544,Georgie DTyler Dr,M,S1100,255.275490848672
266,51,110482790011,US Hwy 460,U,S1200,19356.8992957052
267,51,110450315162,State Rte 10,S,S1200,26901.8215968115
268,51,110450315164,State Rte 10,S,S1200,19904.8892617629
269,51,110482791374,N Prince Blvd,M,S1200,480.589065250393
270,51,110482791376,S Prince Blvd,M,S1200,481.782139686184
271,51,110764479594,US Hwy 460,U,S1200,10740.958289895
272,51,110482792684,Walters Hwy,M,S1200,25341.5538273133
273,51,110482793119,Courthouse Hwy,M,S1200,27057.7632907314
274,51,110482792696,Windsor Blvd,M,S1200,12280.9673628609
275,51,110482792697,Windsor Blvd,M,S1200,4629.64543255058
276,51,110482792700,E Windsor Blvd,M,S1200,1540.5786931819
277,51,110482792701,W Windsor Blvd,M,S1200,905.707807111864
278,51,110697429090,General Mahone Blvd,M,S1200,16843.4290223619
343,51,110444692915,Clay St,M,S1200,4514.86274199855
344,51,110444692916,Clay St,M,S1200,370.360165592404
345,51,110482789966,US Hwy 258,U,S1200,3146.87954908972
346,51,110697427064,US Hwy 58 Bus,U,S1200,4350.28393138793
347,51,110697427067,US Hwy 58 Bus,U,S1200,4383.98204196491
348,51,110697427403,Camp Pkwy,M,S1200,4350.28393138793
349,51,110697427404,Camp Pkwy,M,S1200,4383.98204196491
350,51,110444692851,US Hwy 58 Bus,U,S1200,5692.11104213942
351,51,110444692853,US Hwy 58 Bus,U,S1200,368.074919083426
352,51,110444692854,US Hwy 58 Bus,U,S1200,370.360165592404
353,51,110482793089,Carrsville Hwy,M,S1200,3146.87954910178
354,51,110377797887,State Rte 10,S,S1200,25176.8310319663
355,51,110377817931,James River Dr,M,S1200,25176.8310319663
356,51,110764480209,Pruden Blvd,M,S1200,10403.6038461392
357,51,110764479571,US Hwy 58 Bus,U,S1200,7649.38297121647
358,51,110764479572,US Hwy 58 Bus,U,S1200,5863.60112274669
359,51,110764479573,US Hwy 58 Bus,U,S1200,4998.66700718954
360,51,110764479595,US Hwy 460 Bus,U,S1200,4998.66700718954
361,51,110764479596,US Hwy 460 Bus,U,S1200,5863.60112274669
362,51,110764480832,W Constance Rd,M,S1200,2289.39730300431
363,51,110764481077,Portsmouth Blvd,M,S1200,2054.07882802742
364,51,110764481078,Portsmouth Blvd,M,S1200,5412.963691008
365,51,110482791065,Old Stage Hwy,M,S1200,8313.17054597823
366,51,110482789999,US Hwy 258,U,S1200,54858.5672653817
367,51,110450315168,State Rte 31,S,S1200,2091.90573839315
306,51,110764479594,US Hwy 460,U,S1200,10740.958289895
307,51,110380271726,US Hwy 460,U,S1200,9084.67487043391
308,51,110380271727,US Hwy 460,U,S1200,9054.61111267511
309,51,110380271749,US Hwy 460,U,S1200,23590.7369483349
310,51,110380271750,US Hwy 460,U,S1200,23855.0196720065
311,51,110380271751,US Hwy 460,U,S1200,25288.1595929872
312,51,110380271752,US Hwy 460,U,S1200,25258.8515133707
313,51,110408635297,US Hwy 460,U,S1200,33757.3299740725
314,51,110437698804,US Hwy 460,U,S1200,48758.9070430397
315,51,110437698805,US Hwy 460,U,S1200,48681.2553133745
316,51,110763358572,US Hwy 460,U,S1200,455.643103330521
317,51,110763358573,US Hwy 460,U,S1200,440.347113366871
318,51,110763358574,US Hwy 460,U,S1200,14501.8313479803
319,51,110763358575,US Hwy 460,U,S1200,754.383569346865
320,51,110763358576,US Hwy 460,U,S1200,572.92524218891
321,51,110763358577,US Hwy 460,U,S1200,568.78596654438
322,51,110763358578,US Hwy 460,U,S1200,14465.9697525603
323,51,110763358579,US Hwy 460,U,S1200,3497.02495861774
324,51,110763358580,US Hwy 460,U,S1200,3469.03750073838
325,51,110342007860,US Hwy 460,U,S1200,3740.77118676511
326,51,110342007861,US Hwy 460,U,S1200,3739.23544766347
327,51,110342007871,US Hwy 460,U,S1200,4341.93972150023
328,51,110342007872,US Hwy 460,U,S1200,5043.73881217553
329,51,110342007873,US Hwy 460,U,S1200,4999.98442235729
330,51,110342007874,US Hwy 460,U,S1200,231.338605171904
331,51,110342007875,US Hwy 460,U,S1200,4878.26292702794
332,51,110342007876,US Hwy 460,U,S1200,27991.0257760232
333,51,110342007877,US Hwy 460,U,S1200,440.826727468879
334,51,110342007878,US Hwy 460,U,S1200,4867.35711443744
335,51,110342007879,US Hwy 460,U,S1200,27929.8472004425
336,51,110272828483,US Hwy 460,U,S1200,40217.3587512386
337,51,110272828484,US Hwy 460,U,S1200,40270.4444192226
338,51,110377798597,US Hwy 460,U,S1200,1876.98284327987
339,51,110377798598,US Hwy 460,U,S1200,1878.80440164371
340,51,110377798599,US Hwy 460,U,S1200,19210.8082490501
341,51,110697427081,US Hwy 460,U,S1200,16843.4290223619
342,51,110444692914,Clay St,M,S1200,368.074919083426
391,51,1101115254151,Richmond Rd,M,S1200,13031.9867072419
392,51,1101115254153,Richmond Rd,M,S1200,3776.94063852173
393,51,1101115254154,Richmond Rd,M,S1200,3769.74491660106
394,51,1101115253134,State Rte 199,S,S1200,12802.288459879
395,51,1101112456623,Richmond Rd,M,S1200,771.179750870417
396,51,1102216063573,US Hwy 60,U,S1200,734.528657200892
397,51,1101115253133,State Rte 199,S,S1200,12759.8959943244
398,51,1101115253114,US Hwy 60,U,S1200,488.527285058156
399,51,1101115253157,State Rte 603,S,S1200,488.527285058156
400,51,1101115254152,Richmond Rd,M,S1200,488.527285058156
401,51,1102382001066,US Hwy 60,U,S1200,563.409545001537
402,51,110568974315,Williamsburg Rd,M,S1200,3073.68357218731
403,51,110568974318,Williamsburg Rd,M,S1200,3069.71883442203
404,51,110568974320,Williamsburg Rd,M,S1200,3663.14684943561
405,51,110568974782,E Williamsburg Rd,M,S1200,3747.99401533365
406,51,110568974785,E Williamsburg Rd,M,S1200,7103.13550097
407,51,110568974789,E Williamsburg Rd,M,S1200,580.413074340282
408,51,110568975069,W Williamsburg Rd,M,S1200,2074.42920675691
409,51,110568896991,US Hwy 60,U,S1200,3989.48324085256
410,51,110568896992,US Hwy 60,U,S1200,3983.28727879387
411,51,110568896994,US Hwy 60,U,S1200,3663.14684943561
412,51,1102289680466,Pocahontas Trl,M,S1200,4667.87927650859
413,51,1102289708561,Pocahontas Trl,M,S1200,15909.3994493477
414,51,110484303456,Pocahontas Trl,M,S1200,6714.40345672446
415,51,110484303463,E Pocahontas Trl,M,S1200,2191.03597364732
416,51,1102212381941,Pocahontas Trl,M,S1200,4048.894181422
417,51,1102212382232,US Hwy 60,U,S1200,4048.894181422
368,51,110482790001,US Hwy 258,U,S1200,4190.24016022465
369,51,110482790003,US Hwy 258,U,S1200,728.951327744297
370,51,110482790004,US Hwy 258,U,S1200,726.818693177895
371,51,110482789924,State Rte 10 Byp,S,S1200,8529.06448803412
372,51,110482789925,State Rte 10 Byp,S,S1200,728.951327744297
373,51,110482789926,State Rte 10 Byp,S,S1200,726.818693177895
374,51,110482789927,State Rte 10 Byp,S,S1200,2646.82265028319
375,51,110482789949,State Rte 32,S,S1200,11410.4723612237
376,51,110482790000,US Hwy 258,U,S1200,2646.82265028319
377,51,1101927907190,State Rte 199,S,S1200,548.919640656161
378,51,1103026656023,Richmond Rd,M,S1200,13282.0887627302
379,51,1102464753904,State Rte 603,S,S1200,2891.82825418645
380,51,1102216676641,State Rte 199,S,S1200,7818.52006439727
381,51,1101115253115,US Hwy 60,U,S1200,3776.94063852173
382,51,1101115253116,US Hwy 60,U,S1200,3769.74491660106
383,51,1101115253117,US Hwy 60,U,S1200,13082.4148842316
384,51,1101115253118,US Hwy 60,U,S1200,13235.4343157916
385,51,1101115253119,US Hwy 60,U,S1200,1675.4447416167
386,51,1101115253120,US Hwy 60,U,S1200,2857.13921289338
387,51,1101115253151,State Rte 603,S,S1200,1675.4447416167
388,51,1101115253159,State Rte 603,S,S1200,3776.94063852173
389,51,1101115253160,State Rte 603,S,S1200,3769.74491660106
390,51,1101115254146,Richmond Rd,M,S1200,1675.4447416167
418,51,1102212386697,Pocahontas Trl,M,S1200,18395.7059634445
419,51,1102214601325,US Hwy 60,U,S1200,19421.9005363526
420,51,1102214601330,US Hwy 60,U,S1200,19535.8799705679
421,51,1102214601331,US Hwy 60,U,S1200,9455.66539356301
422,51,1102214601332,US Hwy 60,U,S1200,9491.67361020814
423,51,1102214601333,US Hwy 60,U,S1200,4667.87927650859
424,51,1102214601334,US Hwy 60,U,S1200,6920.9619995787
425,51,1103717087687,State Rte 3,S,S1200,20600.5086678059
426,51,110382321659,State Rte 3,S,S1200,9622.63701573005
427,51,110382321660,State Rte 3,S,S1200,605.957894875214
428,51,110382321661,State Rte 3,S,S1200,582.822142374285
429,51,1102174711196,State Rte 3,S,S1200,5366.54264352883
430,51,1102216397887,State Rte 3,S,S1200,5363.14674692473
431,51,1102216397889,State Rte 3,S,S1200,14449.4503605567
432,51,110430286677,State Rte 3,S,S1200,2105.20847947221
433,51,110430286678,State Rte 3,S,S1200,3677.16744615972
434,51,110430286679,State Rte 3,S,S1200,3655.17116676871
435,51,110371848453,State Rte 3,S,S1200,24425.3039426634
436,51,110371848454,State Rte 3,S,S1200,2865.69784835044
437,51,110371848455,State Rte 3,S,S1200,2879.90051369245
438,51,110371848456,State Rte 3,S,S1200,5187.41094330282
439,51,110371848457,State Rte 3,S,S1200,7475.4117499539
440,51,110371848458,State Rte 3,S,S1200,7464.40706783826
441,51,110371848459,State Rte 3,S,S1200,5649.17288428648
442,51,110454240360,State Rte 3,S,S1200,12703.6396355836
443,51,110454240363,State Rte 3,S,S1200,12737.7831823423
444,51,110382321657,State Rte 3,S,S1200,13321.6312137633
445,51,110409394655,State Rte 3,S,S1200,36015.555812835
446,51,110409394662,State Rte 3,S,S1200,5354.38275923853
447,51,110409394663,State Rte 3,S,S1200,5364.00863078706
448,51,110409394664,State Rte 3,S,S1200,9860.23714902914
449,51,110491637788,State Rte 3,S,S1200,8304.47635518339
450,51,110491637789,State Rte 3,S,S1200,18324.9960732292
451,51,110491637790,State Rte 3,S,S1200,10434.6059971496
452,51,110491637791,State Rte 3,S,S1200,10468.3101136179
453,51,110330589281,State Rte 3,S,S1200,9765.02464608867
