X,Y,FID,FEATURE,LOCATION,WARRANTYDA
-77.058236,38.823869,186,Traffic Signal Hanging, ,
-77.128762,38.815307,187,Traffic Signal Pole, ,
-77.105792,38.839866,1230,Traffic Signal Hanging, ,
-77.057698,38.820607,188,Traffic Signal Hanging, ,
-77.08117,38.807541,1231,Traffic Signal Hanging, ,
-77.128586,38.815599,189,Traffic Signal Pole, ,
-77.047314,38.802741,1232,Traffic Signal Hanging, ,
-77.057698,38.820588,190,Traffic Signal Hanging, ,
-77.128278,38.81541,191,Traffic Signal Pole, ,
-77.105824,38.839851,1233,Traffic Signal Hanging, ,
-77.081057,38.807296,1234,Traffic Signal Hanging, ,
-77.057609,38.820651,192,Traffic Signal Hanging, ,
-77.128413,38.815239,193,Traffic Signal Pole, ,
-77.047309,38.802761,1235,Traffic Signal Hanging, ,
-77.105726,38.840011,1236,Traffic Signal Hanging, ,
-77.057577,38.820655,194,Traffic Signal Hanging, ,
-77.133708,38.814424,195,Traffic Signal Pole, ,
-77.081042,38.807334,1237,Traffic Signal Hanging, ,
-77.057544,38.820576,196,Traffic Signal Hanging, ,
-77.049019,38.800751,1238,Traffic Signal Hanging, ,
-77.13215,38.810514,197,Traffic Signal Pole, ,
-77.105703,38.839987,1239,Traffic Signal Hanging, ,
-77.057644,38.82049,198,Traffic Signal Hanging, ,
-77.081033,38.807363,1240,Traffic Signal Hanging, ,
-77.131934,38.811164,199,Traffic Signal Pole, ,
-77.04905,38.800756,1241,Traffic Signal Hanging, ,
-77.057616,38.820493,200,Traffic Signal Hanging, ,
-77.10507,38.838977,1242,Traffic Signal Hanging, ,
-77.049073,38.800608,1243,Traffic Signal Hanging, ,
-77.057541,38.820514,201,Traffic Signal Pole, ,
-77.132114,38.8112,202,Traffic Signal Pole, ,
-77.081328,38.807422,1244,Traffic Signal Hanging, ,
-77.105036,38.838998,1245,Traffic Signal Hanging, ,
-77.05772,38.820484,203,Traffic Signal Pole, ,
-77.049116,38.800614,1246,Traffic Signal Hanging, ,
-77.133004,38.811973,204,Traffic Signal Pole, ,
-77.081329,38.807453,1247,Traffic Signal Hanging, ,
-77.05773,38.820643,205,Traffic Signal Pole, ,
-77.132795,38.812064,206,Traffic Signal Pole, ,
-77.104913,38.839151,1248,Traffic Signal Hanging, ,
-77.04916,38.800669,1249,Traffic Signal Hanging, ,
-77.05752,38.820676,207,Traffic Signal Pole, ,
-77.133155,38.812147,208,Traffic Signal Pole, ,
-77.081327,38.8075,1250,Traffic Signal Hanging, ,
-77.057815,38.835419,1251,Traffic Signal Hanging, ,
-77.058411,38.823953,209,Traffic Signal Pole, ,
-77.049159,38.800694,1252,Traffic Signal Hanging, ,
-77.132968,38.812262,210,Traffic Signal Pole, ,
-77.047907,38.800625,1253,Traffic Signal Hanging, ,
-77.058313,38.823851,211,Traffic Signal Pole, ,
-77.057844,38.835424,1254,Traffic Signal Hanging, ,
-77.134163,38.812483,212,Traffic Signal Pole, ,
-77.079322,38.802535,1255,Traffic Signal Hanging, ,
-77.058102,38.823901,213,Traffic Signal Pole, ,
-77.061246,38.83645,1256,Traffic Signal Hanging, ,
-77.134498,38.812529,214,Traffic Signal Pole, ,
-77.079358,38.802538,1257,Traffic Signal Hanging, ,
-77.058184,38.824021,215,Traffic Signal Pole, ,
-77.134113,38.812709,216,Traffic Signal Pole, ,
-77.047875,38.800621,1258,Traffic Signal Hanging, ,
-77.061268,38.83645,1259,Traffic Signal Hanging, ,
-77.044197,38.821571,217,Traffic Signal Hanging, ,
-77.079531,38.802478,1260,Traffic Signal Hanging, ,
-77.134445,38.812736,218,Traffic Signal Pole, ,
-77.048093,38.800552,1261,Traffic Signal Hanging, ,
-77.049168,38.819577,219,Traffic Signal Hanging, ,
-77.126847,38.813414,220,Traffic Signal Pole, ,
-77.061618,38.836725,1262,Traffic Signal Hanging, ,
-77.049136,38.819574,221,Traffic Signal Hanging, ,
-77.079535,38.80244,1263,Traffic Signal Hanging, ,
-77.048097,38.800532,1264,Traffic Signal Hanging, ,
-77.119844,38.812279,222,Traffic Signal Hanging, ,
-77.119849,38.812247,223,Traffic Signal Hanging, ,
-77.061635,38.836701,1265,Traffic Signal Hanging, ,
-77.119853,38.812213,224,Traffic Signal Hanging, ,
-77.079536,38.80242,1266,Traffic Signal Hanging, ,
-77.11986,38.812181,225,Traffic Signal Hanging, ,
-77.048009,38.800442,1267,Traffic Signal Hanging, ,
-77.061341,38.836721,1268,Traffic Signal Hanging, ,
-77.119814,38.811981,226,Traffic Signal Hanging, ,
-77.119775,38.811976,227,Traffic Signal Hanging, ,
-77.079234,38.80237,1269,Traffic Signal Hanging, ,
-77.047981,38.800439,1270,Traffic Signal Hanging, ,
-77.119542,38.811992,228,Traffic Signal Hanging, ,
-77.119532,38.81203,229,Traffic Signal Hanging, ,
-77.061398,38.836725,1271,Traffic Signal Hanging, ,
-77.119527,38.812063,230,Traffic Signal Hanging, ,
-77.079242,38.802336,1272,Traffic Signal Hanging, ,
-77.119516,38.8121,231,Traffic Signal Hanging, ,
-77.047768,38.800467,1273,Traffic Signal Hanging, ,
-77.119608,38.81228,232,Traffic Signal Hanging, ,
-77.060993,38.836444,1274,Traffic Signal Hanging, ,
-77.079448,38.802253,1275,Traffic Signal Hanging, ,
-77.119638,38.812285,233,Traffic Signal Hanging, ,
-77.047762,38.800485,1276,Traffic Signal Hanging, ,
-77.12153,38.812244,234,Traffic Signal Hanging, ,
-77.121523,38.812276,235,Traffic Signal Hanging, ,
-77.060978,38.836475,1277,Traffic Signal Hanging, ,
-77.079418,38.802252,1278,Traffic Signal Hanging, ,
-77.121517,38.812308,236,Traffic Signal Hanging, ,
-77.121612,38.812492,237,Traffic Signal Hanging, ,
-77.049155,38.80546,1279,Traffic Signal Hanging, ,
-77.06135,38.836498,1280,Traffic Signal Hanging, ,
-77.121559,38.812485,238,Traffic Signal Hanging, ,
-77.049128,38.805457,1281,Traffic Signal Hanging, ,
-77.121761,38.812491,239,Traffic Signal Hanging, ,
-77.083913,38.807905,1282,Traffic Signal Hanging, ,
-77.121768,38.812463,240,Traffic Signal Hanging, ,
-77.061057,38.836411,1283,Traffic Signal Hanging, ,
-77.121777,38.812426,241,Traffic Signal Hanging, ,
-77.048216,38.805264,1284,Traffic Signal Hanging, ,
-77.121781,38.812402,242,Traffic Signal Hanging, ,
-77.083936,38.807908,1285,Traffic Signal Hanging, ,
-77.125348,38.812796,243,Traffic Signal Hanging, ,
-77.125303,38.812781,244,Traffic Signal Hanging, ,
-77.083844,38.807812,1286,Traffic Signal Hanging, ,
-77.125411,38.813048,245,Traffic Signal Hanging, ,
-77.048224,38.805242,1287,Traffic Signal Hanging, ,
-77.050455,38.824487,246,Traffic Signal Hanging, ,
-77.061052,38.836417,1288,Traffic Signal Hanging, ,
-77.125396,38.813081,247,Traffic Signal Hanging, ,
-77.08385,38.807785,1289,Traffic Signal Hanging, ,
-77.050413,38.824484,248,Traffic Signal Hanging, ,
-77.061361,38.836722,1290,Traffic Signal Hanging, ,
-77.12538,38.813115,249,Traffic Signal Hanging, ,
-77.047024,38.803895,1291,Traffic Signal Hanging, ,
-77.050374,38.824483,250,Traffic Signal Hanging, ,
-77.083796,38.807756,1292,Traffic Signal Hanging, ,
-77.051776,38.821134,251,Traffic Signal Hanging, ,
-77.061211,38.836449,1293,Traffic Signal Hanging, ,
-77.125096,38.813063,252,Traffic Signal Hanging, ,
-77.047018,38.803923,1294,Traffic Signal Hanging, ,
-77.051737,38.821123,253,Traffic Signal Hanging, ,
-77.083803,38.807727,1295,Traffic Signal Hanging, ,
-77.125055,38.813053,254,Traffic Signal Hanging, ,
-77.052072,38.84008,1296,Traffic Signal Pole, ,
-77.047078,38.804032,1297,Traffic Signal Hanging, ,
-77.051702,38.821111,255,Traffic Signal Hanging, ,
-77.051559,38.821111,256,Traffic Signal Hanging, ,
-77.083809,38.8077,1298,Traffic Signal Hanging, ,
-77.052034,38.839813,1299,Traffic Signal Pole, ,
-77.125014,38.81284,257,Traffic Signal Hanging, ,
-77.047118,38.804037,1300,Traffic Signal Hanging, ,
-77.051577,38.821082,258,Traffic Signal Hanging, ,
-77.125032,38.812811,259,Traffic Signal Hanging, ,
-77.084012,38.807663,1301,Traffic Signal Hanging, ,
-77.12505,38.812773,260,Traffic Signal Hanging, ,
-77.052467,38.839834,1302,Traffic Signal Pole, ,
-77.047146,38.804041,1303,Traffic Signal Hanging, ,
-77.052005,38.82089,261,Traffic Signal Hanging, ,
-77.123967,38.81276,262,Traffic Signal Hanging, ,
-77.05251,38.840059,1304,Traffic Signal Pole, ,
-77.047321,38.803782,1305,Traffic Signal Hanging, ,
-77.052044,38.820905,263,Traffic Signal Hanging, ,
-77.123979,38.812726,264,Traffic Signal Hanging, ,
-77.08129,38.807278,1306,Traffic Signal Hanging, ,
-77.081249,38.807273,1307,Traffic Signal Hanging, ,
-77.12399,38.812692,265,Traffic Signal Hanging, ,
-77.052085,38.820926,266,Traffic Signal Hanging, ,
-77.051865,38.83859,1308,Traffic Signal Pole, ,
-77.047296,38.803779,1309,Traffic Signal Hanging, ,
-77.047388,38.802886,1310,Traffic Signal Hanging, ,
-77.124002,38.812661,267,Traffic Signal Hanging, ,
-77.052226,38.838318,1311,Traffic Signal Pole, ,
-77.049452,38.819738,268,Traffic Signal Hanging, ,
-77.075791,38.806547,1312,Traffic Signal Pole, ,
-77.123701,38.812517,269,Traffic Signal Hanging, ,
-77.047425,38.802892,1313,Traffic Signal Hanging, ,
-77.049424,38.819755,270,Traffic Signal Hanging, ,
-77.049399,38.819771,271,Traffic Signal Hanging, ,
-77.051836,38.838378,1314,Traffic Signal Pole, ,
-77.123693,38.812557,272,Traffic Signal Hanging, ,
-77.075971,38.806858,1315,Traffic Signal Pole, ,
-77.076048,38.806575,1316,Traffic Signal Pole, ,
-77.123689,38.812588,273,Traffic Signal Hanging, ,
-77.049523,38.819513,274,Traffic Signal Hanging, ,
-77.052021,38.837174,1317,Traffic Signal Pole, ,
-77.047607,38.802818,1318,Traffic Signal Hanging, ,
-77.049488,38.819534,275,Traffic Signal Hanging, ,
-77.123686,38.812611,276,Traffic Signal Hanging, ,
-77.051966,38.837003,1319,Traffic Signal Pole, ,
-77.049459,38.819554,277,Traffic Signal Hanging, ,
-77.075953,38.806932,1320,Traffic Signal Pole, ,
-77.123745,38.812795,278,Traffic Signal Hanging, ,
-77.047603,38.802842,1321,Traffic Signal Hanging, ,
-77.047595,38.818714,279,Traffic Signal Hanging, ,
-77.057605,38.835534,1322,Traffic Signal Pole, ,
-77.123762,38.812798,280,Traffic Signal Hanging, ,
-77.075737,38.806951,1323,Traffic Signal Pole, ,
-77.046194,38.803839,1324,Traffic Signal Hanging, ,
-77.047556,38.818727,281,Traffic Signal Hanging, ,
-77.125425,38.813032,282,Traffic Signal Hanging, ,
-77.057808,38.835603,1325,Traffic Signal Pole, ,
-77.046201,38.803813,1326,Traffic Signal Hanging, ,
-77.047657,38.818576,283,Traffic Signal Hanging, ,
-77.075916,38.80712,1327,Traffic Signal Pole, ,
-77.125001,38.81287,284,Traffic Signal Hanging, ,
-77.081059,38.807527,1328,Traffic Signal Pole, ,
-77.047685,38.818606,285,Traffic Signal Hanging, ,
-77.046131,38.803691,1329,Traffic Signal Hanging, ,
-77.123913,38.812487,286,Traffic Signal Hanging, ,
-77.057882,38.835431,1330,Traffic Signal Pole, ,
-77.047518,38.818521,287,Traffic Signal Hanging, ,
-77.123877,38.812485,288,Traffic Signal Hanging, ,
-77.081077,38.807218,1331,Traffic Signal Pole, ,
-77.046103,38.803687,1332,Traffic Signal Hanging, ,
-77.121515,38.812333,289,Traffic Signal Hanging, ,
-77.061314,38.83645,1333,Traffic Signal Pole, ,
-77.044672,38.818495,290,Traffic Signal Hanging, ,
-77.081336,38.807535,1334,Traffic Signal Pole, ,
-77.044637,38.818495,291,Traffic Signal Hanging, ,
-77.119839,38.812307,292,Traffic Signal Hanging, ,
-77.048422,38.803974,1335,Traffic Signal Hanging, ,
-77.119945,38.811995,293,Traffic Signal Pole, ,
-77.06158,38.836783,1336,Traffic Signal Pole, ,
-77.044598,38.81849,294,Traffic Signal Hanging, ,
-77.048391,38.80397,1337,Traffic Signal Hanging, ,
-77.061285,38.836716,1338,Traffic Signal Pole, ,
-77.044768,38.818611,295,Traffic Signal Hanging, ,
-77.079263,38.802532,1339,Traffic Signal Pole, ,
-77.048323,38.80418,1340,Traffic Signal Hanging, ,
-77.119547,38.811948,296,Traffic Signal Pole, ,
-77.04476,38.818636,297,Traffic Signal Hanging, ,
-77.079534,38.802521,1341,Traffic Signal Pole, ,
-77.119549,38.812279,298,Traffic Signal Pole, ,
-77.061006,38.83641,1342,Traffic Signal Pole, ,
-77.119843,38.812319,299,Traffic Signal Pole, ,
-77.044548,38.818537,300,Traffic Signal Hanging, ,
-77.07924,38.802289,1343,Traffic Signal Pole, ,
-77.051781,38.837273,1344,Traffic Signal Hanging, ,
-77.12166,38.812505,301,Traffic Signal Pole, ,
-77.044541,38.818555,302,Traffic Signal Hanging, ,
-77.048295,38.804176,1345,Traffic Signal Hanging, ,
-77.121762,38.812518,303,Traffic Signal Pole, ,
-77.079506,38.802253,1346,Traffic Signal Pole, ,
-77.04441,38.818588,304,Traffic Signal Hanging, ,
-77.051827,38.837271,1347,Traffic Signal Hanging, ,
-77.121531,38.812215,305,Traffic Signal Pole, ,
-77.04829,38.804057,1348,Traffic Signal Hanging, ,
-77.083831,38.807899,1349,Traffic Signal Pole, ,
-77.044406,38.818606,306,Traffic Signal Hanging, ,
-77.125515,38.812842,307,Traffic Signal Pole, ,
-77.048285,38.804082,1350,Traffic Signal Hanging, ,
-77.044371,38.818449,308,Traffic Signal Hanging, ,
-77.051643,38.837073,1351,Traffic Signal Hanging, ,
-77.125084,38.81271,309,Traffic Signal Pole, ,
-77.083811,38.807656,1352,Traffic Signal Pole, ,
-77.047993,38.805172,1353,Traffic Signal Hanging, ,
-77.044329,38.818444,310,Traffic Signal Hanging, ,
-77.124916,38.813011,311,Traffic Signal Pole, ,
-77.051647,38.837106,1354,Traffic Signal Hanging, ,
-77.044139,38.81847,312,Traffic Signal Hanging, ,
-77.081346,38.807281,1355,Traffic Signal Pole, ,
-77.044131,38.818495,313,Traffic Signal Hanging, ,
-77.047989,38.805186,1356,Traffic Signal Hanging, ,
-77.044029,38.818524,314,Traffic Signal Hanging, ,
-77.051462,38.834879,1357,Traffic Signal Hanging, ,
-77.044025,38.818556,315,Traffic Signal Hanging, ,
-77.063301,38.804975,1358,Traffic Signal Hanging, ,
-77.051228,38.806683,316,Traffic Signal Pole, ,
-77.051505,38.834876,1359,Traffic Signal Hanging, ,
-77.050171,38.806712,317,Traffic Signal Pole, ,
-77.048051,38.805333,1360,Traffic Signal Hanging, ,
-77.051411,38.80085,318,Traffic Signal Pole, ,
-77.063336,38.804982,1361,Traffic Signal Hanging, ,
-77.051042,38.800925,319,Traffic Signal Pole, ,
-77.051549,38.834875,1362,Traffic Signal Hanging, ,
-77.052058,38.803063,320,Traffic Signal Pole, ,
-77.048075,38.805338,1363,Traffic Signal Hanging, ,
-77.063556,38.804762,1364,Traffic Signal Hanging, ,
-77.051774,38.803225,321,Traffic Signal Pole, ,
-77.051687,38.834779,1365,Traffic Signal Hanging, ,
-77.052,38.803442,322,Traffic Signal Pole, ,
-77.048166,38.805124,1366,Traffic Signal Hanging, ,
-77.049777,38.802967,323,Traffic Signal Pole, ,
-77.063547,38.804794,1367,Traffic Signal Hanging, ,
-77.125363,38.813153,324,Traffic Signal Pole, ,
-77.051378,38.805538,1368,Traffic Signal Hanging, ,
-77.049598,38.802996,325,Traffic Signal Pole, ,
-77.048137,38.805122,1369,Traffic Signal Hanging, ,
-77.087994,38.827256,326,Traffic Signal Hanging, ,
-77.06354,38.804823,1370,Traffic Signal Hanging, ,
-77.087966,38.827274,327,Traffic Signal Hanging, ,
-77.087916,38.827304,328,Traffic Signal Hanging, ,
-77.051341,38.805533,1371,Traffic Signal Hanging, ,
-77.047095,38.804986,1372,Traffic Signal Hanging, ,
-77.087883,38.827326,329,Traffic Signal Hanging, ,
-77.123648,38.812786,330,Traffic Signal Pole, ,
-77.063634,38.804901,1373,Traffic Signal Hanging, ,
-77.087809,38.827352,331,Traffic Signal Hanging, ,
-77.051222,38.805582,1374,Traffic Signal Hanging, ,
-77.047059,38.804983,1375,Traffic Signal Hanging, ,
-77.087789,38.827337,332,Traffic Signal Hanging, ,
-77.087768,38.827318,333,Traffic Signal Hanging, ,
-77.063627,38.80493,1376,Traffic Signal Hanging, ,
-77.087431,38.826816,334,Traffic Signal Hanging, ,
-77.051215,38.805605,1377,Traffic Signal Hanging, ,
-77.04703,38.80498,1378,Traffic Signal Hanging, ,
-77.08742,38.82682,335,Traffic Signal Hanging, ,
-77.049581,38.803165,336,Traffic Signal Pole, ,
-77.063623,38.804948,1379,Traffic Signal Hanging, ,
-77.051476,38.805651,1380,Traffic Signal Hanging, ,
-77.0874,38.826831,337,Traffic Signal Hanging, ,
-77.087377,38.826841,338,Traffic Signal Hanging, ,
-77.047154,38.805127,1381,Traffic Signal Hanging, ,
-77.06362,38.80496,1382,Traffic Signal Hanging, ,
-77.08737,38.826845,339,Traffic Signal Hanging, ,
-77.087348,38.826854,340,Traffic Signal Hanging, ,
-77.051473,38.805675,1383,Traffic Signal Hanging, ,
-77.087339,38.826858,341,Traffic Signal Hanging, ,
-77.04716,38.805103,1384,Traffic Signal Hanging, ,
-77.087311,38.82687,342,Traffic Signal Hanging, ,
-77.063614,38.804983,1385,Traffic Signal Hanging, ,
-77.051188,38.806682,1386,Traffic Signal Hanging, ,
-77.123947,38.812824,343,Traffic Signal Pole, ,
-77.087294,38.826878,344,Traffic Signal Hanging, ,
-77.049356,38.804205,1387,Traffic Signal Hanging, ,
-77.067584,38.802424,1388,Traffic Signal Hanging, ,
-77.049788,38.803149,345,Traffic Signal Pole, ,
-77.087268,38.826932,346,Traffic Signal Hanging, ,
-77.05114,38.806676,1389,Traffic Signal Hanging, ,
-77.124062,38.812488,347,Traffic Signal Pole, ,
-77.049352,38.804243,1390,Traffic Signal Hanging, ,
-77.048544,38.802817,348,Traffic Signal Pole, ,
-77.067579,38.802393,1391,Traffic Signal Hanging, ,
-77.084947,38.8267,349,Traffic Signal Hanging, ,
-77.051105,38.806671,1392,Traffic Signal Hanging, ,
-77.12371,38.812466,350,Traffic Signal Pole, ,
-77.049471,38.804103,1393,Traffic Signal Hanging, ,
-77.084941,38.826696,351,Traffic Signal Hanging, ,
-77.067575,38.80237,1394,Traffic Signal Hanging, ,
-77.051236,38.806776,1395,Traffic Signal Hanging, ,
-77.084936,38.826699,352,Traffic Signal Hanging, ,
-77.049257,38.805275,1396,Traffic Signal Hanging, ,
-77.105468,38.812033,353,Traffic Signal Hanging, ,
-77.067558,38.802221,1397,Traffic Signal Hanging, ,
-77.049226,38.805273,1398,Traffic Signal Hanging, ,
-77.084941,38.826704,354,Traffic Signal Hanging, ,
-77.0849,38.826668,355,Traffic Signal Hanging, ,
-77.0485,38.803025,356,Traffic Signal Pole, ,
-77.067523,38.802219,1399,Traffic Signal Hanging, ,
-77.084905,38.826664,357,Traffic Signal Hanging, ,
-77.05123,38.806807,1400,Traffic Signal Hanging, ,
-77.105433,38.812,358,Traffic Signal Hanging, ,
-77.049327,38.805374,1401,Traffic Signal Hanging, ,
-77.084899,38.82666,359,Traffic Signal Hanging, ,
-77.067363,38.802335,1402,Traffic Signal Hanging, ,
-77.084893,38.826664,360,Traffic Signal Hanging, ,
-77.050176,38.806663,1403,Traffic Signal Hanging, ,
-77.085702,38.829812,361,Traffic Signal Hanging, ,
-77.049318,38.805401,1404,Traffic Signal Hanging, ,
-77.085734,38.829821,362,Traffic Signal Hanging, ,
-77.067359,38.802363,1405,Traffic Signal Hanging, ,
-77.085759,38.82993,363,Traffic Signal Hanging, ,
-77.05018,38.806631,1406,Traffic Signal Hanging, ,
-77.085747,38.82995,364,Traffic Signal Hanging, ,
-77.049154,38.80546,1407,Traffic Signal Hanging, ,
-77.048767,38.803017,365,Traffic Signal Pole, ,
-77.067357,38.802392,1408,Traffic Signal Hanging, ,
-77.049127,38.805457,1409,Traffic Signal Hanging, ,
-77.085519,38.829937,366,Traffic Signal Hanging, ,
-77.105371,38.811942,367,Traffic Signal Hanging, ,
-77.05134,38.80085,1410,Traffic Signal Hanging, ,
-77.08549,38.82993,368,Traffic Signal Hanging, ,
-77.067461,38.802501,1411,Traffic Signal Hanging, ,
-77.090322,38.829218,369,Traffic Signal Hanging, ,
-77.049079,38.805312,1412,Traffic Signal Hanging, ,
-77.051304,38.800845,1413,Traffic Signal Hanging, ,
-77.090318,38.829202,370,Traffic Signal Hanging, ,
-77.090314,38.829171,371,Traffic Signal Hanging, ,
-77.067499,38.802502,1414,Traffic Signal Hanging, ,
-77.090311,38.82915,372,Traffic Signal Hanging, ,
-77.049074,38.805336,1415,Traffic Signal Hanging, ,
-77.090386,38.829284,373,Traffic Signal Hanging, ,
-77.05128,38.800842,1416,Traffic Signal Hanging, ,
-77.072988,38.801689,1417,Traffic Signal Hanging, ,
-77.051712,38.804413,374,Traffic Signal Pole, ,
-77.105318,38.811895,375,Traffic Signal Hanging, ,
-77.050294,38.805622,1418,Traffic Signal Hanging, ,
-77.09041,38.829263,376,Traffic Signal Hanging, ,
-77.051182,38.800941,1419,Traffic Signal Hanging, ,
-77.073024,38.80169,1420,Traffic Signal Hanging, ,
-77.090441,38.829239,377,Traffic Signal Hanging, ,
-77.090626,38.829089,378,Traffic Signal Hanging, ,
-77.050265,38.805618,1421,Traffic Signal Hanging, ,
-77.090602,38.829107,379,Traffic Signal Hanging, ,
-77.051151,38.800938,1422,Traffic Signal Hanging, ,
-77.090478,38.828901,380,Traffic Signal Hanging, ,
-77.050224,38.805611,1423,Traffic Signal Hanging, ,
-77.090458,38.828919,381,Traffic Signal Hanging, ,
-77.073266,38.801645,1424,Traffic Signal Hanging, ,
-77.051113,38.800931,1425,Traffic Signal Hanging, ,
-77.090337,38.829037,382,Traffic Signal Hanging, ,
-77.050431,38.805519,1426,Traffic Signal Hanging, ,
-77.051466,38.804542,383,Traffic Signal Pole, ,
-77.090313,38.82906,384,Traffic Signal Hanging, ,
-77.073273,38.801618,1427,Traffic Signal Hanging, ,
-77.073228,38.801414,1428,Traffic Signal Hanging, ,
-77.105436,38.811901,385,Traffic Signal Hanging, ,
-77.092918,38.831251,386,Traffic Signal Hanging, ,
-77.050424,38.805542,1429,Traffic Signal Hanging, ,
-77.092944,38.831231,387,Traffic Signal Hanging, ,
-77.051053,38.800897,1430,Traffic Signal Hanging, ,
-77.092967,38.831216,388,Traffic Signal Hanging, ,
-77.073187,38.801409,1431,Traffic Signal Hanging, ,
-77.109789,38.812197,389,Traffic Signal Hanging, ,
-77.051056,38.800874,1432,Traffic Signal Hanging, ,
-77.092873,38.831117,390,Traffic Signal Hanging, ,
-77.05011,38.805441,1433,Traffic Signal Hanging, ,
-77.072993,38.801442,1434,Traffic Signal Hanging, ,
-77.050612,38.803129,391,Traffic Signal Pole, ,
-77.092866,38.831108,392,Traffic Signal Hanging, ,
-77.10978,38.812136,393,Traffic Signal Hanging, ,
-77.052016,38.803125,1435,Traffic Signal Hanging, ,
-77.105461,38.811908,394,Traffic Signal Hanging, ,
-77.050103,38.805472,1436,Traffic Signal Hanging, ,
-77.092856,38.831099,395,Traffic Signal Hanging, ,
-77.072987,38.801473,1437,Traffic Signal Hanging, ,
-77.09285,38.831091,396,Traffic Signal Hanging, ,
-77.051991,38.803154,1438,Traffic Signal Hanging, ,
-77.109773,38.8121,397,Traffic Signal Hanging, ,
-77.092815,38.83101,398,Traffic Signal Hanging, ,
-77.051419,38.805544,1439,Traffic Signal Hanging, ,
-77.072829,38.802906,1440,Traffic Signal Hanging, ,
-77.109769,38.812077,399,Traffic Signal Hanging, ,
-77.072801,38.802906,1441,Traffic Signal Hanging, ,
-77.092839,38.830993,400,Traffic Signal Hanging, ,
-77.05177,38.803288,1442,Traffic Signal Hanging, ,
-77.109763,38.812053,401,Traffic Signal Hanging, ,
-77.119294,38.837207,1443,Traffic Signal Pole, ,
-77.05084,38.803347,402,Traffic Signal Pole, ,
-77.072735,38.802771,1444,Traffic Signal Hanging, ,
-77.10549,38.811917,403,Traffic Signal Hanging, ,
-77.109695,38.811848,404,Traffic Signal Hanging, ,
-77.051764,38.803307,1445,Traffic Signal Hanging, ,
-77.119203,38.837085,1446,Traffic Signal Pole, ,
-77.092874,38.830967,405,Traffic Signal Hanging, ,
-77.051833,38.803237,1447,Traffic Signal Hanging, ,
-77.04954,38.804116,406,Traffic Signal Pole, ,
-77.106984,38.84126,1448,Traffic Signal Hanging, ,
-77.092986,38.830887,407,Traffic Signal Hanging, ,
-77.109657,38.811853,408,Traffic Signal Hanging, ,
-77.072736,38.802799,1449,Traffic Signal Hanging, ,
-77.051872,38.803241,1450,Traffic Signal Hanging, ,
-77.093001,38.830875,409,Traffic Signal Hanging, ,
-77.091104,38.827069,410,Traffic Signal Hanging, ,
-77.107011,38.841248,1451,Traffic Signal Hanging, ,
-77.072928,38.80274,1452,Traffic Signal Hanging, ,
-77.112311,38.811941,411,Traffic Signal Hanging, ,
-77.107044,38.841233,1453,Traffic Signal Hanging, ,
-77.07296,38.802738,1454,Traffic Signal Hanging, ,
-77.091123,38.827095,412,Traffic Signal Hanging, ,
-77.112345,38.811938,413,Traffic Signal Hanging, ,
-77.049341,38.804294,414,Traffic Signal Pole, ,
-77.051917,38.803247,1455,Traffic Signal Hanging, ,
-77.091147,38.827124,415,Traffic Signal Hanging, ,
-77.106943,38.841077,1456,Traffic Signal Hanging, ,
-77.105509,38.811923,416,Traffic Signal Hanging, ,
-77.068945,38.805629,1457,Traffic Signal Hanging, ,
-77.05201,38.803357,1458,Traffic Signal Hanging, ,
-77.091162,38.827149,417,Traffic Signal Hanging, ,
-77.091176,38.827166,418,Traffic Signal Hanging, ,
-77.052005,38.803384,1459,Traffic Signal Hanging, ,
-77.091181,38.827173,419,Traffic Signal Hanging, ,
-77.106962,38.841058,1460,Traffic Signal Hanging, ,
-77.068953,38.805597,1461,Traffic Signal Hanging, ,
-77.050416,38.804431,420,Traffic Signal Pole, ,
-77.109463,38.811947,421,Traffic Signal Hanging, ,
-77.06896,38.805563,1462,Traffic Signal Hanging, ,
-77.051999,38.803411,1463,Traffic Signal Hanging, ,
-77.091198,38.827198,422,Traffic Signal Hanging, ,
-77.093204,38.831049,423,Traffic Signal Hanging, ,
-77.106994,38.841022,1464,Traffic Signal Hanging, ,
-77.106898,38.84123,1465,Traffic Signal Hanging, ,
-77.109467,38.81198,424,Traffic Signal Hanging, ,
-77.093189,38.83106,425,Traffic Signal Hanging, ,
-77.068668,38.805456,1466,Traffic Signal Hanging, ,
-77.049789,38.803116,1467,Traffic Signal Hanging, ,
-77.050341,38.804267,426,Traffic Signal Pole, ,
-77.11256,38.811887,427,Traffic Signal Hanging, ,
-77.106923,38.841257,1468,Traffic Signal Hanging, ,
-77.068675,38.805423,1469,Traffic Signal Hanging, ,
-77.090283,38.829064,428,Traffic Signal Hanging, ,
-77.090344,38.829014,429,Traffic Signal Hanging, ,
-77.049794,38.803087,1470,Traffic Signal Hanging, ,
-77.10891,38.834106,1471,Traffic Signal Hanging, ,
-77.088525,38.826829,430,Traffic Signal Pole, ,
-77.112556,38.811852,431,Traffic Signal Hanging, ,
-77.049736,38.802965,1472,Traffic Signal Hanging, ,
-77.085512,38.825468,432,Traffic Signal Pole, ,
-77.068683,38.80539,1473,Traffic Signal Hanging, ,
-77.108876,38.834116,1474,Traffic Signal Hanging, ,
-77.10947,38.812012,433,Traffic Signal Hanging, ,
