OBJECTID,MAPNO,INS,DC,BLK,LOT,SUBLOT,ACCOUNT,GPIN,CONDO_NAME,NOTES,CHGDATE,ParcelType,SHAPE_Length,SHAPE_Area
40155,20,E,1,,6,, 20E  1      6,2664-21-5455,,,,101,727.565742,28284.148256
40156,22,C,3,,25,, 22C  3     25,2684-21-8857,,,,101,496.192114,5443.145419
40157,20,E,1,,10,, 20E  1     10,2664-21-3716,,,,101,725.783912,26961.722
40158,20,E,1,,61,, 20E  1     61,2664-11-8796,,,,101,718.426771,26037.639769
40159,21,B,1,,216,, 21B  1    216,2664-71-4812,,,2005-06-15T00:00:00.000Z,101,562.792513,19658.336118
40160,91,,A,,62,, 91   A     62,3545-85-3486,,,2004-02-11T00:00:00.000Z,101,3966.482834,695287.89832
40161,21,B,6,,5,, 21B  6      5,2664-81-0625,,,,101,1437.343527,65519.337411
40162,23,,A,,134,A, 23   A    134A,2694-81-3883,,,,101,758.765758,30391.483993
40163,23,E,2,,24,, 23E  2     24,2694-51-2869,,,,101,649.493693,22158.046458
40164,20,R,1,,45,, 20R  1     45,2654-92-2031,,,,101,504.417797,14959.219604
40165,23,E,2,,25,, 23E  2     25,2694-51-2939,,,,101,655.689789,22983.522514
40166,21,E,2,3,9,, 21E  2  3   9,2674-12-7080,,,2014-12-01T00:00:00.000Z,101,706.767369,24091.269182
40167,20,E,1,,13,, 20E  1     13,2664-21-0997,,,,101,758.299106,28142.673251
40169,21,B,4,,3,, 21B  4      3,2664-62-8020,,,,101,600.796104,19981.818467
40170,23,E,2,,26,, 23E  2     26,2694-52-2009,,,,101,669.166409,24650.050692
40171,21,B,1,,236,, 21B  1    236,2664-72-0101,,,,101,401.889057,4206.653869
40172,21,B,3,,29,, 21B  3     29,2664-62-2096,,,,101,710.121271,30789.91853
40173,22,B,2,,3,, 22B  2      3,2684-32-0161,,,,101,760.532504,27750.605006
40174,20,R,1,,30,, 20R  1     30,2654-92-6194,,,,101,722.066689,26301.51317
40175,21,B,1,,239,, 21B  1    239,2664-62-9145,,,,101,414.056268,4932.872844
40176,21,B,6,,14,, 21B  6     14,2664-80-4963,,,2005-06-15T00:00:00.000Z,101,754.024821,35537.03012
40178,21,B,1,,237,, 21B  1    237,2664-62-9182,,,,101,408.419172,4671.948697
40179,21,B,1,,238,, 21B  1    238,2664-62-9164,,,,101,408.885167,4593.088202
40180,12,I,12,,1,, 12I 12      1,2664-56-7394,,,2003-11-22T00:00:00.000Z,101,672.561327,25791.657004
40181,12,I,6,,5,, 12I  6      5,2664-68-2614,,,2003-11-21T00:00:00.000Z,101,696.201953,24526.211154
40182,21,E,2,2,2,, 21E  2  2   2,2674-12-7282,,,,101,617.927024,17901.258839
40183,21,B,1,,151,, 21B  1    151,2664-72-0350,,,,101,315.525265,3401.122558
40184,23,A,2,,79,, 23A  2     79,2694-23-9963,,,,101,490.000005,9268.700226
40185,23,,A,,19,A2, 23   A     19A2,2684-92-7320,,,2003-11-20T00:00:00.000Z,101,918.505916,51919.559348
40186,21,E,2,2,4,, 21E  2  2   4,2674-22-0205,,,,101,808.72443,31633.443885
40187,23,E,2,,A,, 23E  2      A,2694-52-4329,,,,101,717.57497,12810.520007
40188,20,R,1,,41,, 20R  1     41,2654-92-1400,,,,101,590.888083,19736.444983
40189,21,E,1,,8,A, 21E  1      8A,2674-02-3288,,,,101,1031.516996,32408.409939
40190,20,R,1,,13,, 20R  1     13,2654-92-8368,,,,101,654.161674,26441.137227
40191,21,B,3,,12,, 21B  3     12,2664-62-2359,,,,101,609.712177,20397.998843
43258,29,B,3, ,15, , 29B  3     15,2652-33-9995, , ,2003-12-10T00:00:00.000Z,101,1786.650742,175973.48837
43259,33,,A, ,22, , 33   A     22,2692-13-3918, , ,2003-12-14T00:00:00.000Z,101,1227.527503,72836.628779
43260,35,E,2,,13,, 35E  2     13,3622-37-6931,,,2004-01-06T00:00:00.000Z,101,1988.379002,241977.22349
43261,17,A,1,,358,, 17A  1    358,3636-30-0675,,,2003-12-10T00:00:00.000Z,101,385.307442,2298.057673
43262,17,A,1,,359,, 17A  1    359,3636-30-0685,,,2003-12-10T00:00:00.000Z,101,377.306941,1324.512126
43263,17,A,1,,350,A, 17A  1    350A,3636-20-8649,,,2003-12-10T00:00:00.000Z,101,532.705773,3430.243953
43264,17,A,1,,350,, 17A  1    350,3636-20-8760,,,2003-12-10T00:00:00.000Z,101,526.150154,2605.437231
43265,17,A,1,,351,, 17A  1    351,3636-20-8770,,,2003-12-10T00:00:00.000Z,101,551.546887,5807.928139
43266,17,A,1,,356,, 17A  1    356,3636-30-0710,,,2003-12-10T00:00:00.000Z,101,515.931266,5395.520599
43267,17,A,1,,355,, 17A  1    355,3636-20-9781,,,2003-12-10T00:00:00.000Z,101,588.084909,6796.148164
43268,17,A,1,,132,, 17A  1    132,3636-30-1870,,,2003-12-10T00:00:00.000Z,101,459.519878,5287.832858
43269,17,A,1,,126,, 17A  1    126,3636-30-0970,,,2003-12-10T00:00:00.000Z,101,454.581237,4545.045182
43270,17,A,1,,118,, 17A  1    118,3636-20-9906,,,2003-12-10T00:00:00.000Z,101,582.120244,6962.526215
43271,17,A,1,,117,, 17A  1    117,3636-20-8976,,,2003-12-10T00:00:00.000Z,101,591.421325,5864.367576
43272,18,C,4,,19,, 18C  4     19,3644-08-8141,,,2003-12-01T00:00:00.000Z,101,601.699734,21310.504693
43273,17,A,1,,110,, 17A  1    110,3636-20-7907,,,2003-12-10T00:00:00.000Z,101,755.027033,10494.104953
43274,17,A,1,,85,, 17A  1     85,3636-31-1191,,,2003-12-09T00:00:00.000Z,101,450.986617,6241.895604
43275,10,,1,,5,, 10   1      5,3636-81-3325,,,2014-03-20T00:00:00.000Z,101,4340.773292,983777.853977
43276,9,,10,,1,,  9  10      1,3636-82-0489,,,2003-12-03T00:00:00.000Z,101,2097.843489,210268.110678
43277,10,,1,,6,, 10   1      6,3636-81-8914,,,2003-12-04T00:00:00.000Z,101,4658.868206,803255.51829
43278,7,,A,,75,,  7   A     75,3616-23-1051,,,2003-11-19T00:00:00.000Z,101,1554.557816,141630.240728
43279,8,C,1,,1,,  8C  1      1,3626-32-3899,,,2003-11-26T00:00:00.000Z,101,2301.766537,276331.782027
43280,8,,A,,42,C,  8   A     42C,3626-24-4343,,,2003-12-01T00:00:00.000Z,101,890.318012,47142.311644
43281,8,,A,,42,,  8   A     42,3626-24-6070,,,2003-12-01T00:00:00.000Z,101,2888.800365,481647.742515
43282,91,,8,,1,A, 91   8      1A,3545-15-3287,,,2004-02-11T00:00:00.000Z,101,892.483254,41235.912704
43283,35,C,1,,18,, 35C  1     18,3622-47-2984,,,2014-06-05T00:00:00.000Z,101,1722.990543,97095.77479
43284,17,A,1,,130,, 17A  1    130,3636-30-1833,,,2003-12-10T00:00:00.000Z,101,464.450498,5703.195119
43285,17,A,1,,129,, 17A  1    129,3636-30-1825,,,2003-12-10T00:00:00.000Z,101,451.380013,4328.570702
43286,7,,A,,65,,  7   A     65,3616-10-1617,,,2003-11-19T00:00:00.000Z,101,4073.971542,820681.229042
43287,17,A,1,,287,, 17A  1    287,3636-30-1483,,,2003-12-09T00:00:00.000Z,101,580.143153,10786.801056
43288,17,A,1,,284,A, 17A  1    284A,3636-30-2545,,,2003-12-09T00:00:00.000Z,101,298.663039,3650.808454
43289,15,A,1,,5,, 15A  1      5,3605-79-2968,,,2014-06-20T00:00:00.000Z,101,4310.439337,517463.137526
43290,15,A,16,,3,, 15A 16      3,3606-60-3184,,,2014-06-20T00:00:00.000Z,101,2292.261653,232190.873682
43291,17,A,1,,137,, 17A  1    137,3636-30-2697,,,2003-12-09T00:00:00.000Z,101,463.332623,4705.058889
43292,17,A,1,,360,, 17A  1    360,3636-30-1605,,,2003-12-10T00:00:00.000Z,101,395.607209,2677.954282
43293,17,A,1,,362,, 17A  1    362,3636-30-1637,,,2003-12-10T00:00:00.000Z,101,396.57763,2103.718187
43294,17,A,1,,347,, 17A  1    347,3636-20-8608,,,2003-12-10T00:00:00.000Z,101,559.463164,6798.605566
43295,17,A,1,,135,, 17A  1    135,3636-30-2734,,,2003-12-10T00:00:00.000Z,101,480.70387,7554.016583
43296,9,,A,,39,B,  9   A     39B,3626-72-3514,,,2003-12-04T00:00:00.000Z,101,1066.840765,74505.682069
43298,17,A,1,,125,, 17A  1    125,3636-30-0942,,,2003-12-10T00:00:00.000Z,101,473.224309,6482.75291
43299,17,A,1,,120,, 17A  1    120,3636-20-9956,,,2003-12-10T00:00:00.000Z,101,537.922565,5942.544606
43300,17,A,1,,119,, 17A  1    119,3636-20-9935,,,2003-12-10T00:00:00.000Z,101,563.588081,6845.636613
43301,18,C,4,,1,, 18C  4      1,3644-08-6138,,TAX EXEMPT,2003-12-01T00:00:00.000Z,202,592.551861,22088.953291
43302,18,,A,,23,A, 18   A     23A,3645-01-6983,,,2003-12-08T00:00:00.000Z,101,826.519793,21702.67589
43303,17,A,1,,113,, 17A  1    113,3636-20-7986,,,2003-12-10T00:00:00.000Z,101,668.067629,6668.632715
43304,17,A,1,,111,, 17A  1    111,3636-20-7937,,,2003-12-10T00:00:00.000Z,101,725.370344,9280.185232
43305,17,A,1,,86,, 17A  1     86,3636-31-1174,,,2003-12-09T00:00:00.000Z,101,441.665915,6213.653502
43306,34,E,1,,10,, 34E  1     10,3602-95-9703,,,2003-12-31T00:00:00.000Z,101,295.148471,3202.62294
43307,17,A,1,,357,, 17A  1    357,3636-30-0648,,,2003-12-10T00:00:00.000Z,101,465.608214,5526.101288
43308,17,A,1,,342,, 17A  1    342,3636-20-6699,,,2003-12-10T00:00:00.000Z,101,774.836541,33261.207119
43309,53,,A,,2,B, 53   A      2B,2549-25-2228,,,2005-06-28T00:00:00.000Z,101,4871.672421,538845.994092
43310,54,,1,,2,A, 54   1      2A,2558-95-9309,,,2005-06-28T00:00:00.000Z,101,3779.178945,267987.415581
43311,54,,1,,2,, 54   1      2,2568-07-7181,,,2005-06-28T00:00:00.000Z,101,10067.60708,2669090.815782
43312,9,,10,,3,,  9  10      3,3636-72-3068,,,2003-12-03T00:00:00.000Z,101,2974.238311,444619.417444
43313,17,A,1,,123,, 17A  1    123,3636-30-0927,,,2003-12-10T00:00:00.000Z,101,513.634985,4561.446403
43314,17,A,1,,122,, 17A  1    122,3636-30-0908,,,2003-12-10T00:00:00.000Z,101,502.735792,3238.193334
43315,17,A,1,,121,, 17A  1    121,3636-20-9999,,,2003-12-10T00:00:00.000Z,101,507.519734,3657.791738
43317,17,A,1,,116,, 17A  1    116,3636-20-8956,,,2003-12-10T00:00:00.000Z,101,615.89263,6842.887934
43318,17,A,1,,115,, 17A  1    115,3636-20-8926,,,2003-12-10T00:00:00.000Z,101,644.225758,8077.161472
43319,17,A,1,,114,, 17A  1    114,3636-20-8907,,,2003-12-10T00:00:00.000Z,101,650.504104,6496.64091
43320,18,,A,,36,D, 18   A     36D,3634-98-7739,,,2005-06-30T00:00:00.000Z,101,1526.889859,109312.295431
43321,18,,3,,10,F, 18   3     10F,3634-99-6250,,,2005-06-30T00:00:00.000Z,101,1266.287499,45614.042335
43322,8,,A,,17,,  8   A     17,3626-00-1953,,,2003-12-04T00:00:00.000Z,101,4436.431749,1071764.05991
43323,8,,A,,13,A,  8   A     13A,3616-83-3071,,TAX EXEMPT,2003-12-01T00:00:00.000Z,202,310.592002,6005.491878
43324,8,,8,,3,,  8   8      3,3616-91-1342,,,2014-08-05T00:00:00.000Z,101,9370.689212,3304571.749865
43325,10,,2,,2,, 10   2      2,3636-83-4462,,,2003-12-04T00:00:00.000Z,101,1176.985425,76627.395819
43326,8,,A,,43,,  8   A     43,3626-23-6485,,,2003-12-01T00:00:00.000Z,101,1211.115682,75089.574507
43327,9,,A,,66,C,  9   A     66C,3636-53-8951,,,2003-12-03T00:00:00.000Z,101,3696.505421,814424.450929
43328,33,C,1, ,9, , 33C  1      9,2692-84-7497, , ,2003-12-12T00:00:00.000Z,101,2082.710793,217935.263061
43329,30,B,2, ,14, , 30B  2     14,2662-34-9505, , ,2003-12-11T00:00:00.000Z,101,998.563709,56624.881528
43330,29,B,2, ,10, , 29B  2     10,2652-24-2665, , ,2003-12-10T00:00:00.000Z,101,766.454767,34130.887098
43331,32,,A, ,149, , 32   A    149,2682-86-4656, , ,2005-05-16T00:00:00.000Z,101,1317.633762,104631.400322
43332,32,G,2, ,12, , 32G  2     12,2672-74-7720, , ,2003-12-21T00:00:00.000Z,101,1324.870888,87782.176812
43333,29,B,2, ,9, , 29B  2      9,2652-24-2707, , ,2003-12-10T00:00:00.000Z,101,768.095547,34229.115023
43334,29,B,2, ,38, , 29B  2     38,2652-25-2360, , ,2003-12-10T00:00:00.000Z,101,825.394669,41292.610344
43335,29,B,3, ,4, , 29B  3      4,2652-35-6262, , ,2003-12-10T00:00:00.000Z,101,1229.797267,90793.453453
43336,29,B,3, ,6, , 29B  3      6,2652-45-2334, , ,2003-12-10T00:00:00.000Z,101,1667.809232,140593.741155
43337,29,B,1, ,2, , 29B  1      2,2652-15-5660, , ,2003-12-10T00:00:00.000Z,101,1004.680239,51422.094731
43338,31,C,2, ,11,H, 31C  2     11H,2672-05-0414, , ,2003-12-12T00:00:00.000Z,101,2108.933349,279113.233136
43339,29,B,2, ,3, , 29B  2      3,2652-15-8707, , ,2003-12-10T00:00:00.000Z,101,728.037697,31795.464049
43340,32,G,1, ,4, , 32G  1      4,2672-77-4190, , ,2003-12-21T00:00:00.000Z,101,1529.60391,85581.195429
43341,32,G,1, ,3, , 32G  1      3,2672-77-6203, , ,2003-12-21T00:00:00.000Z,101,1332.205841,84391.632639
43342,31,,A, ,35,B, 31   A     35B,2672-37-2109, , ,2003-12-15T00:00:00.000Z,101,2214.326965,263390.404691
43343,32,,A, ,147,B, 32   A    147B,2682-87-8570, , ,,101,570.904506,18409.557599
43344,32,Q,1, ,4, , 32Q  1      4,2682-27-4295, , ,2003-12-21T00:00:00.000Z,101,2422.548155,145039.817069
43345,33,A,1, ,57, , 33A  1     57,2692-67-5526, , ,2003-12-12T00:00:00.000Z,101,496.940493,5620.055905
43346,17,A,1,,316,, 17A  1    316,3636-20-4253,,,2003-12-09T00:00:00.000Z,101,383.908907,3871.638092
43347,17,A,1,,156,, 17A  1    156,3636-30-4340,,,2003-12-09T00:00:00.000Z,101,455.706169,5433.848682
43348,41,,A, ,72, , 41   A     72,2650-59-1354, , ,2003-12-29T00:00:00.000Z,101,816.076973,39610.596677
43349,34,A,12,,3,A, 34A 12      3A,3602-85-0263,,,2003-12-23T00:00:00.000Z,101,384.529345,9218.804247
43350,34,A,16,C,9,, 34A 16  C   9,3602-95-7283,,,2003-12-27T00:00:00.000Z,101,786.285478,23937.29069
43351,18,,A,,6,, 18   A      6,3645-35-3287,,,2003-12-08T00:00:00.000Z,101,8731.110948,3393827.29512
43352,15,A,15,,6,, 15A 15      6,3615-06-0368,,,2003-12-12T00:00:00.000Z,101,1496.512559,22406.998942
43353,17,B,3,,23,, 17B  3     23,3635-56-7346,,,2005-06-13T00:00:00.000Z,101,860.627095,33356.622089
43354,17,C,2,,7,, 17C  2      7,3625-76-3449,,,2003-12-15T00:00:00.000Z,101,609.848747,20970.648994
43355,17,C,1,,1,, 17C  1      1,3625-77-7099,,,2003-12-15T00:00:00.000Z,101,679.819813,22436.053279
43356,15,A,7,,2,, 15A  7      2,3605-57-2206,,,2003-12-09T00:00:00.000Z,101,1237.996497,90439.191721
43357,15,A,11,,82,, 15A 11     82,3605-77-5137,,,2003-12-09T00:00:00.000Z,101,1461.444739,19852.834115
43358,15,A,11,,81,, 15A 11     81,3605-77-5249,,,2003-12-09T00:00:00.000Z,101,2321.297191,18903.777151
43359,15,A,13,,8,A, 15A 13      8A,3605-97-1401,,,2003-12-09T00:00:00.000Z,101,1101.265617,45617.713075
43360,15,A,11,,87,, 15A 11     87,3605-77-8768,,,2003-12-09T00:00:00.000Z,101,1119.02724,14011.192768
43361,17,,1,,8,B, 17   1      8B,3625-97-6571,,,2003-12-17T00:00:00.000Z,101,1137.359707,60793.661939
43362,15,A,11,,63,A, 15A 11     63A,3605-77-1428,,,2003-12-09T00:00:00.000Z,101,2377.067426,27387.104791
43363,15,A,11,,62,A, 15A 11     62A,3605-77-1500,,,2003-12-09T00:00:00.000Z,101,2387.851314,30688.87871
43364,15,A,11,,20,A, 15A 11     20A,3605-68-1083,,,2003-12-09T00:00:00.000Z,101,232.460899,1849.986343
43365,46,,A,,1,, 46   A      1,3611-63-3269,,,2005-06-28T00:00:00.000Z,101,12162.42645,2265599.436503
43366,15,A,13,,1,A, 15A 13      1A,3605-88-4195,,,,101,681.932445,25711.858965
43367,17,A,2,,30,, 17A  2     30,3635-38-7101,,,2003-12-09T00:00:00.000Z,101,444.52888,6292.806557
43368,15,A,11,,32,, 15A 11     32,3605-68-6245,,,2003-12-09T00:00:00.000Z,101,693.516774,29439.643048
43369,15,A,6,,4,A3, 15A  6      4A3,3605-58-2148,,,2003-12-09T00:00:00.000Z,101,1217.33023,59641.53114
43370,17,A,2,,61,, 17A  2     61,3635-38-5507,,,2003-12-09T00:00:00.000Z,101,443.143933,5033.674269
43371,15,A,1,,22,, 15A  1     22,3605-68-9488,,,2003-12-09T00:00:00.000Z,101,742.424855,32159.438787
43372,17,A,2,,14,, 17A  2     14,3635-38-2544,,,2003-12-09T00:00:00.000Z,101,430.697092,5271.162775
43373,17,A,2,,108,, 17A  2    108,3635-29-8052,,,2003-12-09T00:00:00.000Z,101,399.420666,4451.832323
43374,17,A,2,,79,A, 17A  2     79A,3635-38-5907,,,2003-12-09T00:00:00.000Z,101,367.530367,3720.955654
43375,17,A,2,,77,A, 17A  2     77A,3635-38-5957,,,2003-12-09T00:00:00.000Z,101,366.942372,3959.399541
43376,17,A,2,,80,, 17A  2     80,3635-39-4077,,,2003-12-09T00:00:00.000Z,101,128.096516,970.686981
43377,17,A,2,,78,, 17A  2     78,3635-39-5027,,,2003-12-09T00:00:00.000Z,101,127.292479,975.129488
43378,17,A,2,,93,, 17A  2     93,3635-39-0053,,,2003-12-09T00:00:00.000Z,101,475.859922,8145.847521
43379,17,A,1,,202,, 17A  1    202,3635-39-5101,,,2003-12-09T00:00:00.000Z,101,420.164307,4349.11116
43380,17,A,2,,111,, 17A  2    111,3635-29-8160,,,2003-12-09T00:00:00.000Z,101,477.47814,5558.002901
43381,15,A,1,,21,A, 15A  1     21A,3605-69-7051,,,2003-12-09T00:00:00.000Z,101,697.474553,27854.756482
43382,17,A,2,,87,, 17A  2     87,3635-39-2095,,,2003-12-09T00:00:00.000Z,101,457.138242,5826.466979
43383,15,A,1,,12,A, 15A  1     12A,3605-69-2056,,,2014-06-20T00:00:00.000Z,101,603.434758,18267.777131
43384,17,A,1,,198,, 17A  1    198,3635-39-4281,,,2003-12-09T00:00:00.000Z,101,438.898073,5287.159873
43385,17,A,A,,5,A, 17A  A      5A,3635-29-6133,,,2003-12-10T00:00:00.000Z,101,800.261086,34899.644073
43386,15,A,3,,2,, 15A  3      2,3605-79-6137,,,2003-12-09T00:00:00.000Z,101,468.437831,12949.583915
43387,17,A,A,,2,, 17A  A      2,3635-29-4107,,,2003-12-10T00:00:00.000Z,101,993.442478,48155.614411
43388,12,J,7,,8,A, 12J  7      8A,2664-76-3734,,,2003-11-23T00:00:00.000Z,101,711.542143,31613.535394
43389,12,,11,,2,, 12  11      2,2674-06-5762,,,2003-11-22T00:00:00.000Z,101,943.104106,50120.135871
43390,11,C,1,,56,, 11C  1     56,2654-96-7810,,,,101,677.521869,26996.198729
43391,12,I,12,,23,, 12I 12     23,2664-66-1802,,,2003-11-21T00:00:00.000Z,101,640.673786,24240.260465
43392,12,I,12,,29,, 12I 12     29,2664-56-9939,,,2003-11-21T00:00:00.000Z,101,621.828198,21640.871728
43393,12,I,8,,8,, 12I  8      8,2664-57-2067,,,2003-11-22T00:00:00.000Z,101,588.12913,19613.41693
43394,12,I,12,,38,, 12I 12     38,2664-57-7016,,,2003-11-21T00:00:00.000Z,101,577.49231,15907.952701
43395,11,C,3,,22,, 11C  3     22,2664-07-3055,,,,101,661.94954,23100.041787
43396,12,E,2,,3,, 12E  2      3,2674-07-5085,,,2003-11-21T00:00:00.000Z,101,598.393237,18809.38761
43397,11,C,3,,4,, 11C  3      4,2664-07-0097,,,,101,608.345129,20412.944479
43398,89,,A,,10,, 89   A     10,3525-24-3837,,,2004-02-06T00:00:00.000Z,101,6926.511794,1812537.836229
43399,91,,6,,1,B, 91   6      1B,3535-85-4615,,,2004-02-11T00:00:00.000Z,101,243.658631,3704.125095
43400,91,,1,,17,, 91   1     17,3536-73-5605,,,2004-02-11T00:00:00.000Z,101,1114.284175,68829.134298
43401,83,A,11,81,16,, 83A 11 81  16,2556-37-8798,,,2004-01-16T00:00:00.000Z,101,431.74552,9373.948628
43402,81,C,1,A,80,, 81C  1  A  80,2526-47-4715,,,2004-01-13T00:00:00.000Z,101,579.560146,19289.65571
43403,83,A,32,1,1,, 83A 32  1   1,2556-47-0813,,,2004-01-17T00:00:00.000Z,101,64.651769,128.070485
43404,81,C,1,A,51,B, 81C  1  A  51B,2526-58-7552,,,2004-01-13T00:00:00.000Z,101,504.384532,15216.470634
43405,81,C,1,B,25,, 81C  1  B  25,2526-37-9683,,,2004-01-13T00:00:00.000Z,101,561.130036,17927.135574
43406,81,C,1,A,45,, 81C  1  A  45,2526-57-0983,,,2004-01-13T00:00:00.000Z,101,586.404318,19862.94709
43407,,,,,,,,2526-38-4205,,ROW,2004-01-13T00:00:00.000Z,102,1469.14014,43373.611861
43408,,,,,,,,2526-36-7875,,RAILROAD,2004-01-13T00:00:00.000Z,106,3143.56916,294664.69261
43409,81,C,1,B,46,, 81C  1  B  46,2526-36-5979,,,2004-01-13T00:00:00.000Z,101,684.359641,25816.603319
43410,81,C,1,B,45,, 81C  1  B  45,2526-37-6090,,,2004-01-13T00:00:00.000Z,101,659.478211,24363.510327
43411,81,C,1,B,44,, 81C  1  B  44,2526-37-7091,,,2004-01-13T00:00:00.000Z,101,590.101841,18916.456759
43412,52,,3,,3,, 52   3      3,2538-88-5299,,,2004-01-09T00:00:00.000Z,101,1981.438379,215078.093045
43413,83,A,19,,14,, 83A 19     14,2556-18-2178,,,2004-01-16T00:00:00.000Z,101,464.987024,10405.845586
43414,83,A,18,,6,, 83A 18      6,2556-18-0147,,,2004-01-16T00:00:00.000Z,101,537.547233,10991.172031
43415,83,A,58,,7,, 83A 58      7,2556-28-1244,,,2004-01-16T00:00:00.000Z,101,486.474902,14109.711835
43416,83,A,17,,35,, 83A 17     35,2556-18-8275,,,2004-01-16T00:00:00.000Z,101,390.85736,7672.159706
43417,81,C,1,B,10,, 81C  1  B  10,2526-38-6273,,,2004-01-13T00:00:00.000Z,101,592.799313,19772.819178
43418,34,B,A,,1,, 34B  A      1,3612-18-2278,,TAX EXEMPT,2003-12-29T00:00:00.000Z,202,815.274685,41687.372008
43419,96,A,8,,247,, 96A  8    247,2515-75-9847,,,2004-01-26T00:00:00.000Z,101,734.73157,27376.96267
43420,69,,A,,43,A, 69   A     43A,2557-21-4846,,,2004-01-19T00:00:00.000Z,101,911.196467,47825.562285
43421,69,B,1,88,7,, 69B  1 88   7,2557-32-0066,,,2004-01-13T00:00:00.000Z,101,527.042765,15166.937766
43423,15,,A,,168,, 15   A    168,3615-29-9838,,,,101,10198.498651,5885256.67431
43424,7,,A,,72,,  7   A     72,3616-31-1435,,,2003-11-19T00:00:00.000Z,101,4308.687985,911576.60553
43425,8,C,1,,2,,  8C  1      2,3626-32-7535,,,2003-11-26T00:00:00.000Z,101,2186.7818,282621.156685
43426,9,,10,,2,,  9  10      2,3636-72-6319,,,2003-12-03T00:00:00.000Z,101,2988.301779,373333.932908
43427,10,,2,,5,, 10   2      5,3636-82-6754,,,2003-12-04T00:00:00.000Z,101,2177.135333,228905.03766
43428,7,,A,,72,A,  7   A     72A,3616-22-6493,,,2003-11-19T00:00:00.000Z,101,4455.739424,1180430.729179
43429,7,,A,,74,,  7   A     74,3616-33-1102,,,2003-11-19T00:00:00.000Z,101,3337.950199,509813.301913
43431,8,,A,,44,A,  8   A     44A,3626-33-1491,,,2003-12-01T00:00:00.000Z,101,1415.521815,92741.853318
43432,8,,A,,21,A,  8   A     21A,3626-14-2031,,,2003-12-01T00:00:00.000Z,101,3021.75487,261442.501428
43433,70,F,1, ,5, , 70F  1      5,2578-12-2848, ,,2004-01-19T00:00:00.000Z,101,2103.203457,146617.393403
43434,70,F,1, ,4, , 70F  1      4,2578-12-2740, ,,2004-01-19T00:00:00.000Z,101,2151.410962,166275.553382
43435,71,,1, ,1,A, 71   1      1A,2578-80-9093, ,TAX EXEMPT,2004-01-23T00:00:00.000Z,202,458.744139,13121.510601
43436,91,,A,,59,, 91   A     59,3545-75-9006,,,2004-02-11T00:00:00.000Z,101,1478.99334,119226.875629
43437,91,,1,,16,, 91   1     16,3536-64-9041,,,2004-02-11T00:00:00.000Z,101,5032.095634,782700.012283
43438,91,,A,,64,A, 91   A     64A,3545-76-6240,,,2004-02-11T00:00:00.000Z,101,1124.108088,45366.432725
43439,83,A,32,2,10,, 83A 32  2  10,2556-47-1789,,,2004-01-17T00:00:00.000Z,101,285.670756,2683.474972
43440,83,A,32,2,19,, 83A 32  2  19,2556-47-4718,,,2004-01-17T00:00:00.000Z,101,323.645319,4058.952517
43441,83,A,32,1,10,, 83A 32  1  10,2556-48-1060,,,2004-01-17T00:00:00.000Z,101,231.078238,2235.98437
43442,81,C,1,A,46,, 81C  1  A  46,2526-57-1996,,,2004-01-13T00:00:00.000Z,101,601.961382,21217.853339
43443,81,C,1,B,16,, 81C  1  B  16,2526-38-6075,,,2004-01-13T00:00:00.000Z,101,606.290885,20370.841039
43444,69,B,1,88,6,, 69B  1 88   6,2557-32-1037,,,2004-01-13T00:00:00.000Z,101,464.992459,8646.395216
43445,81,D,1,B,4,A, 81D  1  B   4A,2527-41-0088,,TAX EXEMPT,2004-01-13T00:00:00.000Z,202,298.928563,4010.081097
43446,69,B,9,83,10,, 69B  9 83  10,2557-31-4075,,,2004-01-13T00:00:00.000Z,101,399.797669,8672.833198
43447,68,H,2,,3,, 68H  2      3,2547-60-2923,,,2004-01-23T00:00:00.000Z,101,1203.884257,85650.300661
43448,69,B,5,1,34,, 69B  5  1  34,2557-21-3076,,,2004-01-13T00:00:00.000Z,101,587.371425,18971.443832
43449,68,E,6,6,10,, 68E  6  6  10,2557-15-7969,,,2004-01-15T00:00:00.000Z,101,523.079461,5922.532243
43450,68,A,5,,7,, 68A  5      7,2547-01-3898,,,2004-01-15T00:00:00.000Z,101,1437.266897,99261.372348
43451,68,H,6,,2,, 68H  6      2,2547-62-3033,,,2004-01-23T00:00:00.000Z,101,727.485439,29722.935235
43452,37,,1,,1,C, 37   1      1C,3642-19-1004,,,2004-01-05T00:00:00.000Z,101,1128.698121,75246.373382
