OBJECTID,BLOCKID10,HOUSING10,POP10,LandSqMi,PopSqMi
2331,518100460052019,0,0,0.00086,0
2332,518100458081014,0,0,0.00349,0
2333,518100462041027,0,0,0.00148,0
2334,518100458093015,0,0,0.00465,0
2335,518100454061005,0,0,0.00192,0
2336,518100454061006,0,0,0.00088,0
2337,518100454081001,0,0,0.00165,0
2338,518100462231008,0,0,0.0014,0
2339,518100460141008,0,0,0.00758,0
2340,518100460141017,0,0,0.00102,0
2341,518100460021012,34,103,0.01914,5381.400209
2342,518100462061000,0,0,0.00143,0
2343,518100460064025,23,61,0.03245,1879.8151
2344,518100404021001,0,0,0.00088,0
2345,518100408024017,24,76,0.00983,7731.434385
2346,518100410044005,17,38,0.0067,5671.641791
2347,518100410044006,27,84,0.01065,7887.323944
2348,518100410044016,26,86,0.01067,8059.981256
2349,518100410043005,16,41,0.00673,6092.124814
2350,518100440031032,18,35,0.00524,6679.389313
2351,518100440035006,19,31,0.00505,6138.613861
2352,518100440035011,17,36,0.00499,7214.428858
2354,518100454241001,71,222,0.04429,5012.418153
2355,518100440032032,20,36,0.00613,5872.756933
2356,518100452003012,0,0,0.02313,0
2357,518100454121004,20,20,0.01477,1354.096141
2358,518100454121074,6,13,0.00876,1484.018265
2359,518100400001032,0,0,0.01454,0
2360,518100430031016,0,0,0.00058,0
2361,518100430041025,0,0,0.00021,0
2362,518100434001006,0,0,0.0009,0
2363,518100400002026,0,0,0.14826,0
2364,518100430032007,0,0,0.00094,0
2365,518100430033021,0,0,0.00217,0
2366,518100402001001,0,0,7e-05,0
2367,518100430041046,0,0,0.00022,0
2368,518100430021018,17,45,0.02999,1500.500167
2369,518100414001017,0,0,0.00255,0
2370,518100414001021,2,7,0.00133,5263.157895
2371,518100430022025,0,0,0.00282,0
2372,518100440011004,1,3,0.0004,7500
2373,518100460052020,0,0,0.00092,0
2374,518100462071009,2,2,0.00396,505.050505
2375,518100462113001,87,214,0.06702,3193.076694
2377,518100410032013,0,0,0.00285,0
2378,518100430041053,0,0,0.00229,0
2379,518100454121073,0,0,0.042,0
2380,518100430041031,15,30,0.00534,5617.977528
2381,518100430041037,31,62,0.00853,7268.464244
2382,518100448071026,13,44,0.01673,2630.005977
2383,518100404042036,44,116,0.02285,5076.586433
2384,518100448073011,0,0,0.00198,0
2385,518100410022033,32,67,0.00623,10754.414125
2386,518100410031006,19,50,0.01464,3415.300546
2387,518100410031005,23,56,0.00899,6229.143493
2388,518100410041005,28,63,0.01301,4842.428901
2389,518100410041008,23,76,0.00952,7983.193277
2390,518100410041010,18,58,0.00679,8541.97349
2391,518100410031003,22,67,0.00802,8354.114713
2392,518100410031002,22,53,0.008,6625
2393,518100410041003,13,37,0.00547,6764.16819
2394,518100410021032,42,93,0.00385,24155.844156
2395,518100456032015,0,0,0.01222,0
2396,518100460052005,29,70,0.01915,3655.35248
2397,518100460054001,36,84,0.00399,21052.631579
2398,518100454121033,5,0,0.00954,0
2399,518100454121072,4,0,0.00422,0
2400,518100464001091,0,0,0.0091,0
2402,518100414001023,5,18,0.00173,10404.624277
2403,518100430022024,0,0,0.00368,0
2404,518100412002053,14,43,0.01471,2923.181509
2405,518100436001004,12,9,0.00226,3982.300885
2406,518100436002019,14,35,0.00461,7592.190889
2407,518100420002002,5,14,0.0293,477.8157
2408,518100444021031,0,0,7e-05,0
2409,518100444021036,0,0,0.00104,0
2410,518100444021017,0,0,0.00106,0
2411,518100422011005,160,325,0.02841,11439.633932
2412,518100444022006,0,0,0.00058,0
2413,518100446002032,0,0,0.0012,0
2414,518100444024000,0,0,0.00131,0
2415,518100422011012,0,0,0.00019,0
2416,518100462073014,0,0,0.00414,0
2417,518100462192000,0,0,0.0012,0
2418,518100454172013,0,0,0.0009,0
2419,518100460151014,0,0,0.00684,0
2420,518100454172033,0,0,0.00074,0
2421,518100462242002,1,2,0.00166,1204.819277
2422,518100412002022,1,2,0.0024,833.333333
2423,518100454174012,0,0,0.00057,0
2424,518100454252010,0,0,0.00142,0
2425,518100454263010,9,29,0.0044,6590.909091
2426,518100454242004,0,0,0.00049,0
2427,518100454232038,0,0,0.00576,0
2428,518100454202012,0,0,0.00941,0
2429,518100454233082,0,0,0.0021,0
2430,518100454233084,0,0,0.0002,0
2431,518100460052010,18,46,0.01134,4056.43739
2432,518100458032007,0,0,0.00018,0
2433,518100460062006,11,26,0.00525,4952.380952
2434,518100458032011,9,23,0.00594,3872.053872
2435,518100460061004,9,28,0.00508,5511.811024
2436,518100462062016,0,0,0.00061,0
2437,518100462062017,0,0,0.00135,0
2438,518100462233002,19,72,0.00942,7643.312102
2439,518100462114019,12,25,0.01045,2392.344498
2440,518100462233001,76,234,0.03119,7502.404617
2441,518100462133013,32,48,0.00227,21145.374449
2442,518100462232011,17,40,0.00708,5649.717514
2443,518100462221040,18,59,0.00736,8016.304348
2444,518100462221009,19,61,0.00807,7558.859975
2445,518100404021000,64,110,0.06573,1673.512856
2446,518100418024005,0,0,0.0074,0
2447,518100424001000,0,0,0.00014,0
2448,518100402001029,0,0,0.00214,0
2449,518100460024012,22,75,0.02121,3536.067893
2450,518100454262003,3,10,0.002,5000
2451,518100454212013,30,99,0.01335,7415.730337
2452,518100454211011,7,23,0.00488,4713.114754
2453,518100454251012,37,107,0.01879,5694.518361
2454,518100454252003,12,40,0.00633,6319.115324
2456,518100462144004,11,36,0.00583,6174.957118
2457,518100464004020,4,7,1.14422,6.117705
2458,518100422012017,0,0,0.00045,0
2459,518100444022025,16,22,0.0021,10476.190476
2460,518100410032001,0,0,0.00071,0
2461,518100402003015,36,92,0.00432,21296.296296
2462,518100402002009,0,0,0.00043,0
2463,518100446003030,0,0,0.00085,0
2464,518100402002016,39,100,0.0033,30303.030303
2465,518100402002013,29,88,0.00479,18371.607516
2466,518100446003033,0,0,0.0024,0
2467,518100448071002,0,0,0.00245,0
2468,518100446003027,0,0,0.00087,0
2469,518100406002006,0,0,0.00116,0
2470,518100448072004,0,0,0.00039,0
2471,518100448072016,20,48,0.00268,17910.447761
2472,518100448072010,0,0,0.00066,0
2473,518100440042041,6,11,0.00335,3283.58209
2474,518100440011006,0,0,0.0002,0
2475,518100460141014,0,0,0.00156,0
2476,518100454171015,0,0,0.00622,0
2477,518100454084005,112,254,0.04833,5255.534864
2478,518100462221030,0,0,0.00129,0
2479,518100454173004,54,174,0.04484,3880.463872
2480,518100462192005,0,0,0.00176,0
2481,518100454231015,0,0,0.00048,0
2482,518100454174018,0,0,0.00322,0
2483,518100462162008,88,289,0.10469,2760.531092
2484,518100454201005,0,0,0.0015,0
2485,518100454232012,0,0,0.00262,0
2486,518100454233017,0,0,0.00215,0
2487,518100454242013,0,0,0.05324,0
2488,518100454231043,0,0,0.01077,0
2489,518100464001032,5,13,0.0207,628.019324
2490,518100464004040,0,0,0.12598,0
2491,518100442002010,52,91,0.00149,61073.825503
2492,518100462225000,14,54,0.0056,9642.857143
2493,518100462121000,0,0,0.00264,0
2494,518100462123000,79,203,0.07703,2635.336882
2495,518100460061012,27,76,0.01711,4441.846873
2496,518100462134007,25,82,0.00573,14310.645724
2497,518100462131006,43,142,0.01084,13099.630996
2498,518100462132000,47,104,0.02661,3908.305148
2499,518100462253015,213,643,0.22015,2920.735862
2500,518100460061013,19,59,0.00879,6712.172924
2501,518100462121007,29,76,0.01677,4531.902206
2502,518100462121003,21,63,0.01049,6005.719733
2503,518100462243002,26,106,0.00694,15273.775216
2504,518100462243011,23,90,0.00604,14900.662252
2505,518100462252007,96,286,0.03429,8340.624089
2506,518100416001019,11,23,0.00272,8455.882353
2507,518100416002011,14,50,0.00577,8665.511265
2508,518100410033002,23,45,0.00936,4807.692308
2509,518100416001016,24,66,0.0102,6470.588235
2510,518100458091019,21,50,0.00545,9174.311927
2512,518100462041008,0,0,0.00115,0
2513,518100460102013,84,215,0.07793,2758.88618
2514,518100462203000,80,201,0.02546,7894.736842
2515,518100448052011,0,0,0.00108,0
2516,518100412002019,0,0,0.00079,0
2517,518100416004007,23,41,0.04419,927.811722
2518,518100422013017,23,55,0.0308,1785.714286
2519,518100406001016,0,0,0.00025,0
2520,518100448051026,0,0,0.00062,0
2521,518100406001020,0,0,0.00898,0
2522,518100448073017,0,0,0.00103,0
2524,518100448071034,0,0,0.0009,0
2525,518100448052024,19,42,0.0101,4158.415842
2526,518100440041042,11,25,0.00275,9090.909091
2527,518100440041043,7,10,0.00191,5235.602094
2528,518100440041060,5,4,0.00263,1520.912548
2529,518100410041001,20,56,0.01468,3814.713896
2530,518100402001014,0,0,0.00027,0
2531,518100462042025,10,29,0.00516,5620.155039
2532,518100462042052,17,46,0.00944,4872.881356
2533,518100462201007,19,51,0.00926,5507.559395
2534,518100462201014,8,16,0.00203,7881.773399
2535,518100462042057,11,26,0.00625,4160
2536,518100462042058,33,78,0.01683,4634.581105
2537,518100462201019,0,0,0.00331,0
2538,518100462201020,252,515,0.03001,17160.946351
2539,518100402001047,0,0,0.00332,0
2540,518100462041012,36,94,0.01684,5581.947743
2541,518100462042054,13,25,0.00644,3881.987578
2542,518100456011009,18,41,0.01936,2117.768595
2543,518100458013016,0,0,0.00644,0
2544,518100456031021,22,55,0.00733,7503.410641
2545,518100456043000,21,71,0.00742,9568.733154
2546,518100456031020,23,51,0.00731,6976.744186
2547,518100456012002,24,68,0.01496,4545.454545
2548,518100456012011,61,154,0.00917,16793.89313
2549,518100456012024,0,0,0.00097,0
2550,518100456012013,15,36,0.00595,6050.420168
2551,518100424003006,33,77,0.01468,5245.231608
2552,518100462064009,0,0,0.00812,0
2553,518100456031000,0,0,0.00132,0
2554,518100458031010,0,0,0.0005,0
2555,518100458063006,73,203,0.02053,9887.968826
2556,518100458071005,53,116,0.00846,13711.583924
2557,518100458011028,19,56,0.00778,7197.943445
2558,518100458071011,17,48,0.0023,20869.565217
2559,518100430021020,18,43,0.04953,868.160711
2560,518100444012022,26,66,0.03201,2061.85567
2561,518100444012024,0,0,0.00417,0
2562,518100446001010,0,0,0.00027,0
2563,518100444012026,0,0,0.00071,0
2564,518100402001008,0,0,0.00201,0
2565,518100402001038,0,0,0.00074,0
2566,518100404022007,0,0,0.00094,0
2567,518100404022008,0,0,0.00529,0
2568,518100406001009,0,0,0.00269,0
2569,518100408011001,0,0,0.01148,0
2570,518100432001089,0,0,0.00095,0
2571,518100432001095,0,0,0.02397,0
2572,518100400001028,0,0,0.08128,0
2573,518100430041042,0,0,0.00071,0
2574,518100444022017,0,0,0.00088,0
2575,518100422012034,0,0,0.00047,0
2576,518100410031011,0,0,0.0007,0
2577,518100448072013,42,90,0.00657,13698.630137
2578,518100448072007,20,39,0.00277,14079.422383
2579,518100446004027,0,0,0.00023,0
2580,518100460024009,36,92,0.02448,3758.169935
2581,518100460102017,27,69,0.01184,5827.702703
2582,518100460094011,21,51,0.00879,5802.047782
2583,518100460024005,32,92,0.02154,4271.123491
2584,518100402001070,0,0,0.00112,0
2585,518100460023017,8,20,0.00118,16949.152542
2586,518100462062002,21,41,0.01243,3298.47144
2587,518100452001031,0,0,0.07385,0
2588,518100430022027,96,257,0.1469,1749.489449
2589,518100462211006,12,36,0.0066,5454.545455
2590,518100462213005,43,111,0.00695,15971.223022
2591,518100462191007,67,193,0.06618,2916.288909
2592,518100454231010,8,25,0.00338,7396.449704
2593,518100462202007,12,35,0.0056,6250
2594,518100424001021,22,64,0.00854,7494.145199
2595,518100424004011,19,56,0.00745,7516.778523
2596,518100424001015,10,28,0.00149,18791.946309
2597,518100424001018,25,67,0.01131,5923.961096
2598,518100424002010,193,403,0.02515,16023.856859
2599,518100428011008,10,24,0.0041,5853.658537
2600,518100422024001,109,304,0.05219,5824.870665
2601,518100422021021,15,33,0.0076,4342.105263
2602,518100422024002,52,140,0.02082,6724.303554
2603,518100422023004,19,44,0.02585,1702.12766
2604,518100428011007,30,98,0.0113,8672.566372
2605,518100428011023,0,0,0.00048,0
2606,518100428023002,44,121,0.01882,6429.330499
2607,518100422023000,39,97,0.01713,5662.580269
2608,518100458011031,31,73,0.01199,6088.407006
2609,518100458051005,25,68,0.01242,5475.040258
2610,518100428015013,18,51,0.00738,6910.569106
2611,518100422022006,1,2,0.00583,343.053173
2612,518100426001004,31,96,0.03187,3012.237214
2613,518100444013009,142,384,0.21397,1794.644109
2614,518100446004013,31,76,0.05568,1364.942529
2615,518100448082004,52,89,0.01045,8516.746411
2616,518100442001010,1,4,0.04833,82.764329
2617,518100402001028,0,0,0.00097,0
2618,518100400002003,0,0,0.02453,0
2619,518100448072029,13,33,0.00195,16923.076923
2620,518100448072024,3,8,0.00092,8695.652174
2621,518100446004054,0,0,0.00068,0
2622,518100446004053,0,0,0.00388,0
2623,518100448072014,24,68,0.00319,21316.61442
2624,518100448071031,0,0,0.00195,0
2625,518100448071035,0,0,0.00105,0
2626,518100448052010,0,0,0.00271,0
2627,518100448052012,438,786,0.07489,10495.393243
2628,518100410042000,0,0,0.00213,0
2629,518100424002001,13,41,0.00918,4466.230937
2630,518100442004035,5,8,0.00052,15384.615385
2631,518100410022008,0,0,0.00032,0
2632,518100410022009,0,0,0.00576,0
2633,518100426001009,0,0,0.00181,0
2634,518100410042007,0,0,0.0058,0
2635,518100410022005,0,0,0.00033,0
2636,518100442002028,0,0,0.00066,0
2637,518100456032001,0,0,0.00169,0
2638,518100422023007,0,0,0.00977,0
2639,518100422023009,0,0,0.00256,0
2640,518100462072000,37,116,0.01871,6199.893105
2641,518100462221035,45,127,0.0189,6719.57672
2642,518100462163001,0,0,0.00957,0
2643,518100462172014,0,0,0.00044,0
2644,518100414003024,0,0,0.00466,0
2645,518100462171002,66,193,0.03181,6067.274442
2646,518100454065010,0,0,0.0045,0
2647,518100400001025,0,0,0.00316,0
2648,518100454231005,9,29,0.00447,6487.695749
2649,518100418011002,0,0,0.00167,0
2650,518100418011013,10,23,0.00533,4315.196998
2651,518100400002054,0,0,0.00594,0
2653,518100448063024,0,0,0.0468,0
2655,518100442003009,0,0,0.00644,0
2656,518100414001038,14,34,0.0167,2035.928144
2658,518100440031017,17,29,0.00726,3994.490358
2659,518100430022013,0,0,0.00181,0
2660,518100438001014,0,0,0.00336,0
2661,518100456041023,1,1,0.00032,3125
2662,518100464001036,1,4,0.00035,11428.571429
2663,518100408024008,0,0,0.00714,0
2664,518100442003003,128,192,0.01704,11267.605634
2665,518100428021013,0,0,0.00217,0
2666,518100462061007,0,0,0.00149,0
2667,518100458093003,0,0,0.00048,0
2668,518100462202018,1,0,0.0001,0
2669,518100462073031,0,0,0.00562,0
2670,518100454064007,44,149,0.01209,12324.234905
2671,518100454212009,13,43,0.00887,4847.801578
2672,518100462161013,35,111,0.01629,6813.996317
2673,518100454121066,2,8,0.03993,200.350614
2674,518100442004016,211,368,0.00998,36873.747495
2675,518100454064039,19,66,0.00649,10169.491525
2676,518100454233065,0,0,0.00048,0
2677,518100454231040,0,0,0.00013,0
2678,518100404033006,8,18,0.00033,54545.454545
2679,518100460151009,0,0,0.00094,0
2680,518100454231032,24,95,0.01284,7398.753894
3001,518100462161010,126,420,0.15105,2780.536246
2681,518100462231002,31,58,0.02607,2224.77944
2682,518100462231006,25,50,0.00669,7473.841555
2683,518100448063008,0,0,0.00077,0
2684,518100454082000,140,378,0.04291,8809.1354
2685,518100460133012,33,103,0.01526,6749.672346
3002,518100446002012,9,24,0.00843,2846.975089
2687,518100410022032,125,287,0.06769,4239.91727
3003,518100430021040,24,70,0.02185,3203.661327
3004,518100446001012,44,126,0.07018,1795.3833
2689,518100428022001,0,0,0.01644,0
3005,518100402003017,0,0,0.00047,0
2690,518100462061004,0,0,0.00669,0
3006,518100456031024,2,7,0.00138,5072.463768
2691,518100454051007,7,15,0.00388,3865.979381
3007,518100416003002,60,154,0.12683,1214.223764
2692,518100418024027,37,83,0.00726,11432.506887
2693,518100422022033,0,0,0.00297,0
3008,518100462041029,0,0,0.00724,0
2694,518100460123006,16,42,0.00498,8433.73494
3009,518100454232056,0,0,0.0002,0
2695,518100454051011,9,30,0.0114,2631.578947
3010,518100454242005,0,0,0.00061,0
2696,518100444013016,21,49,0.02963,1653.729328
3011,518100464004010,0,0,0.07858,0
2698,518100430021006,3,2,0.00566,353.35689
3012,518100464004026,1,2,0.0968,20.661157
2699,518100420001009,12,26,0.00971,2677.651905
3013,518100464003027,6,15,0.14756,101.653565
2700,518100422022004,17,43,0.04585,937.840785
3014,518100412002055,0,0,0.00157,0
2703,518100454074018,0,0,0.1006,0
3015,518100446002016,0,0,0.0002,0
3016,518100422012033,1,2,0.00059,3389.830508
2704,518100454074011,0,0,0.03651,0
3017,518100448051037,83,160,0.01054,15180.265655
2705,518100444021014,3,9,0.00906,993.377483
3018,518100406003019,0,0,0.00179,0
2706,518100444021013,9,34,0.00695,4892.086331
3019,518100456031008,11,29,0.01072,2705.223881
2707,518100414002018,0,0,0.01242,0
3020,518100410022022,0,0,0.00091,0
2708,518100462223002,16,52,0.00786,6615.776081
3021,518100458011023,0,0,0.00063,0
2710,518100454233070,11,25,0.01026,2436.647173
3022,518100460062004,34,109,0.01931,5644.743656
2711,518100462141013,32,97,0.02075,4674.698795
3023,518100460141015,56,183,0.2348,779.386712
2712,518100438002031,6,14,0.01272,1100.628931
2714,518100418024043,10,20,0.00831,2406.738869
3024,518100454222000,0,0,0.00352,0
2716,518100462253002,8,24,0.00676,3550.295858
3025,518100418022006,8,15,0.00382,3926.701571
2717,518100454271006,11,35,0.01172,2986.348123
3026,518100422021007,1,2,0.00242,826.446281
2718,518100454271008,12,37,0.00835,4431.137725
2719,518100454271007,15,40,0.01457,2745.367193
3027,518100454231002,28,106,0.01213,8738.664468
2720,518100462192008,24,78,0.00773,10090.556274
3028,518100430021036,2,6,0.00554,1083.032491
2721,518100426001023,14,22,0.00732,3005.464481
3029,518100430021033,20,41,0.02076,1974.95183
2722,518100454233001,1,0,0.01345,0
3030,518100430031022,12,27,0.00706,3824.362606
3031,518100434001031,13,20,0.00625,3200
2723,518100410044010,44,105,0.0172,6104.651163
3032,518100430041015,4,10,0.00327,3058.103976
2724,518100410021018,0,0,0.01288,0
3033,518100430041048,3,4,0.00184,2173.913043
2725,518100454281014,0,0,0,0
3034,518100430041002,8,18,0.0009,20000
2727,518100444021023,17,47,0.00509,9233.791749
3035,518100430041001,13,34,0.01404,2421.652422
2728,518100462224004,12,28,0.00573,4886.561955
3036,518100444011018,9,18,0.01404,1282.051282
2729,518100462224001,155,248,0.11197,2214.878985
3037,518100454152014,24,80,0.01044,7662.835249
3038,518100454061008,52,146,0.01109,13165.013526
2735,518100420002010,41,128,0.08057,1588.68065
3039,518100454062002,2,8,0.0014,5714.285714
3040,518100454072005,29,78,0.01214,6425.041186
2736,518100448082000,6,14,0.00846,1654.846336
3041,518100454084026,0,0,0.00674,0
2737,518100456011017,2,5,0.01073,465.983225
3042,518100450001059,0,0,0.01324,0
2740,518100420003011,16,40,0.02703,1479.837218
3043,518100450001054,0,0,0.00579,0
3044,518100454172023,53,143,0.02822,5067.328136
2741,518100462134000,142,399,0.04501,8864.696734
3045,518100444022016,52,183,0.03566,5131.800337
2742,518100432001091,0,0,0.02891,0
3046,518100448071008,219,270,0.05982,4513.540622
2743,518100462221027,5,10,0.05714,175.00875
3047,518100446002021,0,68,0.01942,3501.544799
2744,518100422021011,13,37,0.01733,2135.025967
3048,518100448051007,0,0,0.02715,0
2748,518100462071020,56,194,0.01894,10242.872228
3049,518100446004037,4,12,0.00183,6557.377049
2749,518100404033020,0,0,0.02237,0
3050,518100418021005,434,819,0.14159,5784.306801
2750,518100414003021,5,15,0.0148,1013.513514
2751,518100430021056,3,8,0.01648,485.436893
3051,518100448062020,0,0,0.00132,0
2754,518100442002014,0,0,0.0117,0
3052,518100448062009,23,51,0.00649,7858.243451
2755,518100454174011,51,97,0.01283,7560.4053
3053,518100448062008,12,32,0.01079,2965.70899
2756,518100460132001,32,63,0.00567,11111.111111
3054,518100448062012,27,52,0.00649,8012.326656
3055,518100446004019,23,60,0.06057,990.589401
2757,518100404042024,0,0,0.00815,0
3056,518100452001005,0,0,0.00843,0
2758,518100404042019,0,0,0.00168,0
3057,518100404031011,0,0,0,0
2759,518100440014007,0,0,0.00024,0
2760,518100442004020,0,0,0.01039,0
3058,518100456043006,62,103,0.00289,35640.138408
3059,518100418012010,0,0,0.00139,0
2761,518100462172008,18,63,0.00923,6825.568797
3060,518100460063007,68,184,0.09922,1854.464826
2764,518100412004030,0,0,0,0
3061,518100460133009,20,60,0.00762,7874.015748
2765,518100462133000,0,0,0.00162,0
2766,518100458093002,1095,2529,0.30938,8174.413343
3062,518100462251005,65,211,0.03289,6415.323807
3063,518100430021027,8,19,0.00797,2383.939774
3064,518100430021028,11,28,0.00889,3149.606299
3065,518100430021022,33,96,0.17626,544.649949
2767,518100454212017,20,61,0.01218,5008.210181
2768,518100454064023,63,205,0.02837,7225.942897
3066,518100454061001,165,423,0.0272,15551.470588
2769,518100446004000,178,400,0.15146,2640.96131
3067,518100454272009,20,38,0.00255,14901.960784
2773,518100440031006,0,0,0.00051,0
3068,518100424003010,16,113,0.00806,14019.851117
2774,518100442004001,0,0,0.00237,0
3069,518100412003015,115,229,0.07381,3102.560629
2775,518100464002033,16,47,0.51423,91.39879
3070,518100410032014,0,0,0.00076,0
3071,518100464002031,7,13,0.6189,21.005009
2776,518100422023010,0,0,0.00539,0
2777,518100426001036,0,0,0.00368,0
3072,518100460141002,0,0,0.01104,0
2778,518100428011002,0,0,0.00328,0
3073,518100418023012,0,0,0.00011,0
2779,518100426001039,0,0,0.00203,0
3074,518100454233055,27,79,0.00898,8797.327394
2780,518100460052011,0,0,0.00122,0
3075,518100444012031,15,41,0.00791,5183.312263
2781,518100428021002,0,0,0.00018,0
2782,518100410022027,0,0,0.01991,0
3076,518100430041020,3,11,0.00156,7051.282051
3077,518100440012020,2,6,0.00066,9090.909091
2783,518100440033018,33,75,0.00997,7522.567703
3079,518100446001009,0,0,0.00024,0
2784,518100440033022,8,13,0.00289,4498.269896
3080,518100404032001,0,0,0,0
2785,518100460051020,0,0,0.00047,0
3081,518100452001001,0,0,0.01099,0
2786,518100458013009,0,0,0.00445,0
3082,518100430021046,0,0,0.01531,0
2787,518100440032007,10,12,0.00404,2970.29703
2788,518100412001046,0,0,0.00516,0
3083,518100444012007,19,54,0.01274,4238.618524
2789,518100404043008,8,24,0.00285,8421.052632
3084,518100444022000,0,0,0.00045,0
2790,518100442002012,65,136,0.01055,12890.995261
3085,518100432001050,0,0,0.00243,0
3086,518100432001069,0,0,0.00191,0
2791,518100402002011,36,88,0.00387,22739.018088
3087,518100446003012,3,9,0.00233,3862.660944
2792,518100404022005,0,0,0.00014,0
3089,518100440011000,26,63,0.01806,3488.372093
2793,518100406003033,0,0,0.09203,0
3090,518100438003031,17,30,0.00463,6479.481641
3091,518100438003040,0,0,0.00364,0
3092,518100440042005,0,0,0.00164,0
3093,518100440042006,37,32,0.00163,19631.90184
2794,518100454171018,0,0,0.04188,0
3094,518100440042026,8,7,0.00014,50000
2795,518100412001020,19,35,0.01858,1883.745963
3095,518100440042033,0,0,0.00028,0
3096,518100454272000,0,0,0.00064,0
2796,518100400002044,0,0,0.04385,0
3097,518100464003029,7,13,0.90658,14.339606
2797,518100412001041,13,38,0.00928,4094.827586
2798,518100458061002,30,89,0.01275,6980.392157
2799,518100458061003,162,480,0.08987,5341.048181
3098,518100454271010,36,136,0.02049,6637.38409
3099,518100430031025,42,81,0.00751,10785.619174
2800,518100458061017,33,106,0.0128,8281.25
3100,518100426001038,0,0,0.01435,0
2801,518100454141004,24,72,0.00597,12060.301508
3101,518100410034008,16,51,0.00567,8994.708995
2802,518100428014000,47,140,0.01866,7502.679528
3102,518100448073025,90,254,0.0104,24423.076923
2803,518100454141002,20,53,0.00872,6077.981651
2804,518100454064024,41,120,0.01077,11142.061281
3103,518100458011012,0,0,0.00057,0
3104,518100402002020,1,1,0.00131,763.358779
2805,518100428011015,26,80,0.00992,8064.516129
2806,518100428011026,11,36,0.00439,8200.455581
3105,518100460153005,239,671,0.07753,8654.714304
2807,518100428015004,20,71,0.00768,9244.791667
2808,518100428015010,18,50,0.0073,6849.315068
3106,518100462071001,444,1018,0.26596,3827.643255
2809,518100428015015,18,39,0.00772,5051.813471
2810,518100428015017,28,78,0.01257,6205.250597
2811,518100428012015,26,77,0.01114,6912.028725
2812,518100428013008,15,33,0.00592,5574.324324
2813,518100454144003,20,57,0.00294,19387.755102
3107,518100462071002,0,0,0.0022,0
2814,518100428013005,24,52,0.00907,5733.186329
3108,518100454231038,1,0,0.00217,0
2815,518100428014012,25,60,0.00929,6458.557589
3109,518100464001031,0,0,0.01027,0
2816,518100428013003,10,36,0.00422,8530.805687
3110,518100464001071,0,0,0.29469,0
2817,518100428012013,19,49,0.00736,6657.608696
2818,518100428013017,8,17,0.00638,2664.576803
2820,518100412001000,0,0,0.00136,0
3111,518100464003012,0,0,0.00096,0
2821,518100418013001,91,307,0.08079,3799.975244
3112,518100464003019,3,11,0.07476,147.137507
3113,518100404021018,90,103,0.0042,24523.809524
2822,518100412002027,7,16,0.00911,1756.311745
3114,518100446002022,0,0,0.0006,0
3115,518100446002026,0,0,0.00142,0
2823,518100406002007,390,820,0.16596,4940.949626
3116,518100448051008,0,0,0.00314,0
3117,518100448051014,0,0,0.0006,0
3118,518100446001029,26,54,0.02353,2294.942626
2824,518100420001012,60,153,0.10321,1482.414495
3119,518100438004017,29,82,0.03095,2649.434572
2825,518100444012029,19,46,0.01808,2544.247788
2826,518100454202000,37,106,0.01822,5817.782656
3120,518100438004026,28,73,0.04877,1496.821817
2827,518100432001027,0,0,0.01082,0
3121,518100438004018,17,47,0.01697,2769.5934
2828,518100432001010,0,0,0.01237,0
3122,518100438004030,14,34,0.01224,2777.777778
2829,518100434002024,42,56,0.00826,6779.661017
3123,518100434001010,15,7,0.00506,1383.399209
2830,518100436001023,0,0,0.00093,0
3124,518100434001029,24,18,0.00468,3846.153846
2831,518100454262009,9,28,0.00784,3571.428571
3125,518100434001021,29,27,0.00495,5454.545455
2832,518100460023012,8,31,0.00116,26724.137931
3126,518100434002034,0,0,0.001,0
2833,518100460091017,155,375,0.181,2071.823204
3127,518100436001014,15,9,0.00429,2097.902098
3128,518100440041008,30,48,0.00361,13296.398892
3129,518100440041050,73,83,0.00272,30514.705882
2834,518100408014003,60,164,0.04096,4003.90625
3130,518100440042013,42,23,0.00739,3112.313938
3131,518100440041049,1,3,0.00443,677.200903
2835,518100410042001,284,640,0.04069,15728.680265
3132,518100440041045,14,25,0.00717,3486.750349
2836,518100446002030,10,126,0.00513,24561.403509
3133,518100440041061,0,0,0.001,0
2837,518100460052000,0,0,0.00194,0
3134,518100440031018,15,30,0.00736,4076.086957
3135,518100440034008,37,67,0.0066,10151.515151
2838,518100460052006,1,0,0.00041,0
3136,518100440034009,31,54,0.0066,8181.818182
2839,518100460052008,15,21,0.00038,55263.157895
3137,518100442001004,13,35,0.00704,4971.590909
2841,518100458051017,0,0,0.00371,0
3138,518100442003022,71,133,0.01415,9399.293286
2842,518100454074022,0,0,0.00161,0
3139,518100440033013,16,29,0.00506,5731.225296
2843,518100458031001,0,0,0.00254,0
3140,518100440033021,8,17,0.0029,5862.068966
2844,518100458061007,0,0,0.00108,0
3142,518100462122002,15,42,0.00807,5204.460967
2845,518100460064016,0,0,0.00119,0
3143,518100462133010,259,447,0.01882,23751.328374
2846,518100460024010,29,82,0.02222,3690.369037
3144,518100400002008,0,0,0.0044,0
2847,518100454074046,0,0,0.0009,0
2848,518100452001024,0,0,0.00176,0
3145,518100462252005,23,71,0.00756,9391.534392
2849,518100452001025,0,0,0.00197,0
3146,518100462252001,13,37,0.00757,4887.714663
2850,518100458062004,0,0,0.00018,0
