objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1226067","1280472","FCC: Antenna Structure Registration (GIS)","9/14/2011","37.3451","-76.7244","","412 Oaktree Rd","Williamsburg","VA","","51","199","33.035438","60.6","","5","","","HTS Towers, LLC","","","","","","","","","","","","","","","","",""
"1224172","1023610","FCC: Antenna Structure Registration (GIS)","8/30/2010","37.3025","-76.6845","","I64 @ Rt 143, Merrimac Trail, x 238","JAMES CITY COUNTY","VA","","51","199","20.816389","51.8","","6","","","Virginia, Commonwealth of, Dept of Trans","","","","","","","","","","","","","","","","",""
"1224135","1021774","FCC: Antenna Structure Registration (GIS)","8/30/2010","37.2131","-76.5872","","I-64 @ Rt 143, Yorktown Rd, x 247A","NEWPORT NEWS","VA","","51","199","20.056371","44.5","","6","","","Virginia, Commonwealth of, Dept of Trans","","","","","","","","","","","","","","","","",""
"1225613","1255817","FCC: Antenna Structure Registration (GIS)","7/2/2010","37.2679","-76.6737","","700 Penniman Rd.","Williamsburg","VA","","51","199","23.139339","52.4","","5","","","Richmond 20Mhz, LLC","","","","","","","","","","","","","","","","",""
"1225681","1259780","FCC: Antenna Structure Registration (GIS)","7/11/2008","37.319","-76.6958","","1201 Airport Road","Williamsburg","VA","","51","199","22.49225","59.8","","2","","","Virginia Department of State Police","","","","","","","","","","","","","","","","",""
"1224723","1064988","FCC: Antenna Structure Registration (GIS)","6/3/1999","37.205","-76.5017","","200' N OF FALCON RD &amp; US 17","YORKTOWN","VA","","51","199","14.658053","107","","3","","","YORK COUNTY OF VA","","","","","","","","","","","","","","","","",""
"1223564","1005752","FCC: Antenna Structure Registration (GIS)","6/1/2007","37.124","-76.4589","","2831 GEORGE WASHINGTON HWY","YORKTOWN","VA","","51","199","9.797497","44.2","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1226010","1276678","FCC: Antenna Structure Registration (GIS)","5/9/2012","37.157399","-76.5009","","914 Denbigh Blvd.","Yorktown","VA","","51","199","16.22698","38.4","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1224007","1017920","FCC: Antenna Structure Registration (GIS)","5/2/1997","37.2094","-76.5428","","100 TOWER LN","YORKTOWN","VA","","51","199","19.911045","152.1","","3","","","NEWPORT NEWS, CITY OF","","","","","","","","","","","","","","","","",""
"1225561","1252645","FCC: Antenna Structure Registration (GIS)","5/18/2009","37.188","-76.442299","","1311 seaford road","seaford","VA","","51","199","1.038018","59.4","","5","","","Global Tower, LCC","","","","","","","","","","","","","","","","",""
"1224682","1063056","FCC: Antenna Structure Registration (GIS)","4/2/2003","37.1228","-76.4336","","CORNER OF VICTORY BLVD. &amp; BIG BETHEL ROAD","YORK COUNTY","VA","","51","199","10.382979","50.9","","5","","","Richmond 20MHz, LLC","","","","","","","","","","","","","","","","",""
"1224681","1063055","FCC: Antenna Structure Registration (GIS)","4/2/2003","37.1803","-76.4753","","REDOUBT RD. (LOT 30 OF VICTORY INDUSTRIAL PARK)","YORK COUNTY","VA","","51","199","14.441674","45.8","","5","","","Richmond 20MHz, LLC","","","","","","","","","","","","","","","","",""
