objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224308","1029468","FCC: Antenna Structure Registration (GIS)","7/8/2004","37.246899","-76.6881","","6735 Route 199","WILLIAMSBURG","VA","","51","095","19.475635","10.6","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1223565","1006906","FCC: Antenna Structure Registration (GIS)","7/31/2007","37.3869","-76.7958","","185 INDUSTRIAL BLVD","TOANO","VA","","51","095","29.726453","121.9","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1225102","1227002","FCC: Antenna Structure Registration (GIS)","6/28/2001","37.2835","-76.736299","","105 Tewning Road,","Williamsburg","VA","","51","095","31.590154","30","","3","","","James City County (JCSA)","","","","","","","","","","","","","","","","",""
"1224733","1065984","FCC: Antenna Structure Registration (GIS)","6/24/1999","37.3783","-76.7831","","3900 COKES LANE","WILLIAMSBURG","VA","","51","095","33.535923","67.1","","","","","JACK L MASSIE","","","","","","","","","","","","","","","","",""
"1225331","1240633","FCC: Antenna Structure Registration (GIS)","6/14/2010","37.2455","-76.6851","","101 Mounts Bay Road","Wiliamsburg","VA","","51","095","21.42914","36.6","","5","","","SBA Structures, Inc.","","","","","","","","","","","","","","","","",""
"1225956","1273620","FCC: Antenna Structure Registration (GIS)","5/8/2012","37.221499","-76.728299","","1700 Treasure Island Road","Williamsburg","VA","","51","095","6.052554","36.9","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1225419","1245253","FCC: Antenna Structure Registration (GIS)","5/8/2012","37.386","-76.7627","","I-64 Exit 231","Croaker","VA","","51","095","33.206695","60.3","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
"1225566","1253271","FCC: Antenna Structure Registration (GIS)","5/4/2006","37.281799","-76.7966","","4400 Centerville Road","Williamsburg","VA","","51","095","18.030221","122.5","","5","","","Williamsburg's Radio Station, Inc.","","","","","","","","","","","","","","","","",""
"1224497","1047864","FCC: Antenna Structure Registration (GIS)","5/20/1998","37.2825","-76.7339","","OFF CARRIAGE RD","WILLIAMSBURG","VA","","51","095","28.940568","73","","5","","","COX COMMUNICATIONS, INC.","","","","","","","","","","","","","","","","",""
"1224673","1062565","FCC: Antenna Structure Registration (GIS)","3/29/1999","37.2161","-76.6017","","9320 MERRIMAC TRAIL","WILLIAMSBURG","VA","","51","095","21.139608","54.9","","7","","","VIRGINIA PENINSULA REGIONAL JAIL","","","","","","","","","","","","","","","","",""
