OBJECTID,FLD_ZONE,STATIC_BFE,DEPTH,ShapeSTArea
1894,X,-9999,-9999,19830.798636
1895,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,103.611894
1896,AE,7.6,-9999,199584.920672
1897,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4504.272058
1898,AE,7.6,-9999,36607.363936
1899,X,-9999,-9999,2479.200678
1900,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1668.098701
1901,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,41801.300284
1902,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,100.004822
1903,AE,7.6,-9999,44941.487218
1904,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1496.32416
1905,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,76858.949628
1906,X,-9999,-9999,2482.812799
1907,X,-9999,-9999,6138.741015
1908,AE,8.1,-9999,455693.725396
1909,X,-9999,-9999,43111.009762
1910,X,-9999,-9999,2690.706255
1911,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1163.571133
1912,X,-9999,-9999,33578.92838
1913,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,18246.271673
1914,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1719.05425
1915,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1575.884884
1916,X,-9999,-9999,2860.510475
1917,X,-9999,-9999,89733.486262
1918,AE,7.6,-9999,14566.55881
1919,X,-9999,-9999,1685.982573
1920,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1017559.097183
1921,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,81828.164917
1922,X,-9999,-9999,9213.930334
1923,X,-9999,-9999,1164.71199
1924,X,-9999,-9999,13185.20373
1925,X,-9999,-9999,58485.568903
1926,X,-9999,-9999,4141.788893
1927,X,-9999,-9999,2954.4475
1928,X,-9999,-9999,19914.294919
1929,X,-9999,-9999,26002.789983
1930,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1077.146799
1931,X,-9999,-9999,527053.583939
1932,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2115.049795
1933,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,751544.933515
1934,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2155.023735
1935,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5110.861054
1936,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,55051.454783
1937,X,-9999,-9999,3892.031677
1938,X,-9999,-9999,19747.081854
1939,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,63989.926738
1940,X,-9999,-9999,27004.116399
1941,AE,7.6,-9999,6080.109792
1942,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,18728.151487
1943,AE,7.6,-9999,12824.218185
1944,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2223.794052
1945,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4432.052862
1946,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1517.067462
1947,AE,7.6,-9999,2899.247388
1948,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,295148.350787
1949,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,29288.465973
1950,X,-9999,-9999,12777.6371
1951,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2458.44674
1952,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2889.363551
1953,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4269.571848
1954,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8531.69573
1955,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1788.341015
1956,X,-9999,-9999,138567.17545
1957,X,-9999,-9999,2874.621009
1958,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,48627.189634
1959,AE,7.6,-9999,15126.79774
1960,X,-9999,-9999,15844.329918
1961,X,-9999,-9999,2730.372335
1962,X,-9999,-9999,6806.688826
1963,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8124.023199
1964,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1428.321628
1965,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,440835.988867
1966,X,-9999,-9999,38311.716238
1967,AE,7.6,-9999,1365.429309
1968,X,-9999,-9999,3730.735681
1969,X,-9999,-9999,2222.685601
1970,X,-9999,-9999,8582.014847
1971,AE,7.6,-9999,296003.305425
1972,X,-9999,-9999,11409.723174
1973,AE,7.6,-9999,31575.443245
1974,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,59121.828004
1975,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,27908.361051
1976,X,-9999,-9999,19378.755863
1977,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1283.105523
1978,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,25649.928038
1979,AE,7.6,-9999,43440.191753
1980,X,-9999,-9999,112796.506443
1981,X,-9999,-9999,6435.567053
1982,X,-9999,-9999,4576.386028
1983,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2437.635014
1984,X,-9999,-9999,7610.908411
1985,AE,7.6,-9999,3057.33675
1986,AE,7.6,-9999,9043.066817
1987,X,-9999,-9999,3452.294305
1988,X,-9999,-9999,2116.800854
1989,AE,7.6,-9999,4157.557905
1990,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6489.810476
1991,X,-9999,-9999,163855.988164
1992,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,165259.264864
1993,X,-9999,-9999,2005.025171
1994,X,-9999,-9999,1178.988186
1995,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1259.322271
1996,X,-9999,-9999,16591.776858
1997,X,-9999,-9999,3970.013907
1998,X,-9999,-9999,24187.55314
1999,AE,7.6,-9999,10047.5817
2000,X,-9999,-9999,1519.505775
1,OPEN WATER,-9999,-9999,63784454.195769
2,VE,11.1,-9999,1804071.034606
3,AE,9.1,-9999,3115.089854
4,AE,9.1,-9999,54356.929877
5,AE,9.1,-9999,18488.397047
6,X,-9999,-9999,61852.732635
7,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,157950.613612
8,X,-9999,-9999,1077.167196
9,AE,8.1,-9999,9331575.387749
10,X,-9999,-9999,3199.53013
11,AE,9.1,-9999,4440.68511
12,AE,9.1,-9999,15524.881069
13,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,31974.4266
14,AE,9.1,-9999,6151.752251
15,X,-9999,-9999,11728.683163
16,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8707.92045
17,X,-9999,-9999,4306.107834
18,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,15890.39781
19,AE,9.1,-9999,14189.372053
20,X,-9999,-9999,69903.364681
21,X,-9999,-9999,7803.359025
22,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,35354.659168
23,X,-9999,-9999,1088.289518
24,AE,9.1,-9999,2258.123394
25,X,-9999,-9999,1590.767357
26,AE,9.1,-9999,20777.168175
27,X,-9999,-9999,6909.208695
28,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6518.411926
29,X,-9999,-9999,4374.646216
30,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3452.152359
31,X,-9999,-9999,13268.344913
32,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,15167.310582
33,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2020.500927
34,X,-9999,-9999,46501.777687
35,AE,9.1,-9999,35776.211418
36,AE,9.1,-9999,5779.635574
37,X,-9999,-9999,1318.155194
38,X,-9999,-9999,2533.378799
39,VE,11.1,-9999,7462.091685
40,AE,9.1,-9999,1509.573121
41,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,29465.757255
42,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,13209.649064
43,VE,11.1,-9999,476105.528995
44,X,-9999,-9999,2069.479267
45,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2705.74006
46,X,-9999,-9999,1146.738118
47,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2823.479911
48,X,-9999,-9999,2223.258537
49,AE,9.1,-9999,4702.320278
50,AE,9.1,-9999,461.935226
51,AE,9.1,-9999,11308.066174
52,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,68192.9181
53,AE,9.1,-9999,19185.578745
54,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,93214.842244
55,X,-9999,-9999,1779.609524
56,AE,8.1,-9999,926725.3068
57,X,-9999,-9999,29636.271545
58,AE,9.1,-9999,217364.146854
59,X,-9999,-9999,1139.034605
60,X,-9999,-9999,1457.118555
61,VE,10.1,-9999,8877309.86296
62,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,41236.995132
63,AE,9.1,-9999,54022.974581
64,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6421.453041
65,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,36039.867943
66,X,-9999,-9999,8624.102745
67,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1520.738722
68,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,10419.478388
69,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1358.053265
70,X,-9999,-9999,12206.021808
71,VE,10.1,-9999,1510436.844612
72,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,62.478451
73,AE,8.1,-9999,2384.324341
74,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,72.377089
75,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1251.656008
76,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,171.762939
77,AE,8.1,-9999,1131.63033
78,VE,10.1,-9999,133422.50125
79,AE,9.1,-9999,10140.259135
80,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,89.661013
81,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,16551.986402
82,X,-9999,-9999,7702.339541
83,AE,9.1,-9999,36280.722373
84,AREA NOT INCLUDED,-9999,-9999,126538079.873087
85,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2386.863801
86,VE,10.1,-9999,7019779.045279
87,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,27043.067538
88,X,-9999,-9999,11500.79139
89,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1516.519221
90,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,10167.478712
91,OPEN WATER,-9999,-9999,2782056.005777
92,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2251.516628
93,AE,9.1,-9999,403563.079151
94,X,-9999,-9999,9162.248611
95,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2033.159919
96,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2922.085675
97,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2039.990128
98,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,10777.281425
99,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,29215.18672
100,AE,8.1,-9999,9513.655706
101,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,51834.149445
102,X,-9999,-9999,3710.671125
103,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,245.111146
104,AE,8.1,-9999,16043.017001
105,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,43906.785291
106,X,-9999,-9999,9622.039275
107,AE,8.1,-9999,304313.852147
108,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,9022.329906
109,X,-9999,-9999,1503.052744
110,X,-9999,-9999,2500.560124
111,X,-9999,-9999,7681.686984
112,X,-9999,-9999,4561.930477
113,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,39652.302671
114,X,-9999,-9999,1357.396113
115,X,-9999,-9999,4374.458501
116,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,161903.973492
117,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5985.832232
118,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4136.004314
119,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1307.493721
120,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1523.177552
121,X,-9999,-9999,1432.074553
122,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,17860.284789
123,AE,9.1,-9999,284259.024443
124,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,99.465738
125,AE,8.1,-9999,2038.037911
126,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,967.735577
127,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,758.22949
128,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,52975.52648
129,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,50042.714627
130,X,-9999,-9999,2973.855347
131,AE,9.1,-9999,13690.031655
132,VE,11.1,-9999,389.136789
133,VE,11.1,-9999,1835123.144733
134,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2360.991277
135,AE,9.1,-9999,10456.20937
136,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3510.539155
137,AE,9.1,-9999,20605.264158
138,AE,9.1,-9999,36081.633832
139,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4429.773624
140,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,65013.127092
141,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,10968.426966
142,AE,9.1,-9999,15859.192234
143,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4708.419546
144,AE,6.1,-9999,8150.968003
145,AE,6.1,-9999,36327.291151
146,OPEN WATER,-9999,-9999,1414790.948012
147,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4590.767544
148,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,66707.091669
149,AE,6.1,-9999,41836.351816
150,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,181458.206201
151,X,-9999,-9999,3416666.402988
152,AE,6.1,-9999,174050.395167
153,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,9534.743628
154,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,75409.390309
155,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7690.778641
156,AE,6.1,-9999,17100.284467
157,AE,6.1,-9999,240838.567525
158,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,54851.069394
159,X,-9999,-9999,48200.065299
160,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,638.201718
161,AE,6.1,-9999,20014.340023
162,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7804.171148
163,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6069.11261
164,X,-9999,-9999,4726.905912
165,AREA NOT INCLUDED,-9999,-9999,15399008.12028
166,AE,6.1,-9999,44719.298234
167,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,20494.531281
168,X,-9999,-9999,2597.848874
169,AE,6.1,-9999,4647631.654635
170,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,92176.855893
171,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3053.818693
172,X,-9999,-9999,3191.804939
173,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,871.608128
174,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5237.802863
175,AE,6.1,-9999,11399.360163
176,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1787.360165
177,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,19.255421
178,AE,6.1,-9999,21178.646434
179,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,221710.766676
180,AE,6.1,-9999,682519.088313
181,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,288173.879887
182,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,21554.373485
183,AE,7.6,-9999,74181.152196
184,X,-9999,-9999,84495.189981
185,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6802.845434
186,AE,7.6,-9999,36954.39733
187,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,35392.347748
188,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1328.756371
189,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,15.267553
190,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,408.967754
191,AE,10.1,-9999,1825388.891144
192,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4866.137601
193,AE,6.1,-9999,4551.149356
194,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2784160.061667
195,AE,9.1,-9999,5186.555777
196,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7601.835892
197,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4855.66005
198,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1761.175224
199,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,38823.039183
200,AE,9.1,-9999,1892.957112
201,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12855.280726
202,X,-9999,-9999,5311.572681
203,AE,9.1,-9999,361700.639181
204,AE,7.6,-9999,2471.733405
205,AE,7.6,-9999,9354.282024
206,AE,7.6,-9999,10444523.75094
207,AE,7.6,-9999,1267663.17268
208,X,-9999,-9999,151757.649303
209,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1131161.668568
210,AE,7.6,-9999,3569093.698956
211,AE,9.1,-9999,1767876.054984
212,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,426026.017579
213,X,-9999,-9999,153723.15346
214,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,290348.615452
215,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5735.866307
216,X,-9999,-9999,425121.095864
217,AE,6.1,-9999,3364.261379
218,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12319.729229
219,X,-9999,-9999,1312.7843
220,X,-9999,-9999,94492.062496
221,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,60324.234296
222,X,-9999,-9999,18950.571003
223,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4879.572981
224,AE,6.1,-9999,58951.593556
225,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4832.308439
226,X,-9999,-9999,77169.546086
227,X,-9999,-9999,6394.000754
228,AE,8.1,-9999,13918844.399709
229,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6020.750499
230,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,11806.747293
231,X,-9999,-9999,15104.663064
232,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,10227.779916
233,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3358.648204
234,X,-9999,-9999,2829.601495
235,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,128752.718272
236,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,636000.535778
237,X,-9999,-9999,1454.865905
238,AE,8.1,-9999,884226.311338
239,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12063.352947
240,AREA NOT INCLUDED,-9999,-9999,26812935.959108
241,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6375.5458
242,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,229633.296729
243,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,50901.067436
244,AE,7.6,-9999,19477.193923
245,X,-9999,-9999,2414.79442
246,X,-9999,-9999,4717.90793
247,X,-9999,-9999,15128.17462
248,X,-9999,-9999,14728.142614
249,X,-9999,-9999,1343.198622
250,X,-9999,-9999,6541.190518
251,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1951.100141
252,X,-9999,-9999,6164.048397
253,AE,6.1,-9999,4185974.708803
254,X,-9999,-9999,3091.448686
255,X,-9999,-9999,1086.391361
256,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3238.863225
257,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6449.488336
258,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3090.708418
259,X,-9999,-9999,5912.642254
260,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4062.831968
261,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6380.872504
262,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3240.54161
263,AE,7.6,-9999,2923.040891
264,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1968.094501
265,AE,7.6,-9999,1808.395285
266,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,179.793914
267,AE,6.1,-9999,20138.594569
268,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,841.539365
269,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3087.318584
270,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7696.706987
271,AE,7.6,-9999,207706.488103
272,X,-9999,-9999,31782.818081
273,X,-9999,-9999,8577.87838
274,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1731.01924
275,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6817.476215
276,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2156.936863
277,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1466.660708
278,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1506.08796
279,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2556.946032
280,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3129.810174
281,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2499.10578
282,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6961.574491
283,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,20286.353897
284,AE,7.6,-9999,2751.992094
285,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7040.820464
286,X,-9999,-9999,20908.208716
287,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2248.433481
288,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,31972.451011
289,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,424121.139222
290,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,44922.584269
291,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4494.063577
292,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1425.930396
293,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3106.550646
294,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3958.522339
295,AE,6.1,-9999,97943.980789
296,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7038.462343
297,X,-9999,-9999,2131.037082
298,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,83373.073898
299,AE,7.6,-9999,1431956.198184
300,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,198252.864112
301,X,-9999,-9999,8011.566852
302,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1489.204082
303,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4059.751412
304,X,-9999,-9999,1402.940871
305,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,9923.293081
306,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8730.435549
307,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1987.308706
308,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4220.505726
309,X,-9999,-9999,53780.87471
310,AE,7.6,-9999,98359.111353
311,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1287.016131
312,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,63194.468399
313,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,67008.717293
314,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8809.004738
315,X,-9999,-9999,22020.249802
316,X,-9999,-9999,10737.772559
317,X,-9999,-9999,1362.545847
318,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,19080.487186
319,X,-9999,-9999,232036.609983
320,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,88421.062013
321,AE,7.6,-9999,36335.380609
322,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,576.703081
323,X,-9999,-9999,1842.976386
324,AE,7.6,-9999,5658.597182
325,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,73908.604728
326,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,11490.570922
327,VE,12.1,-9999,570440.607501
328,X,-9999,-9999,10576.009367
329,AE,7.6,-9999,60113.771909
330,AE,8.1,-9999,317822.005526
331,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2314.827241
332,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2143.912901
333,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1420.47801
334,X,-9999,-9999,208748.536939
335,AE,6.1,-9999,14106.299922
336,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,15887.943209
337,AE,7.6,-9999,55619.413004
338,AE,6.1,-9999,12531.454771
339,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,966399.354535
340,AE,7.6,-9999,464923.083748
341,X,-9999,-9999,1631.567227
342,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,31894.060021
