OBJECTID,NAME,PAR_GPIN,OWNER,TYPE,PARKTYPE,ACRES,PLANAREA,SHAPEarea,SHAPElen
221,Salem Lakes South Park,1474986715,City,NP,Neighborhood Parks,1.1378,Holland,7189.4849291196,360.133415605559
222,Pecan Gardens Park, ,City,NP,Neighborhood Parks,0.4598,Holland,2908.72781443284,262.950374349766
223,Hillcrest Farms Park,1474554336,City,NP,Neighborhood Parks,2.2084,Holland,13951.3163747592,498.210774345081
224,Hillcrest Farms Park,1474555554,City,NP,Neighborhood Parks,1.6706,Holland,10554.2232865653,492.114088599728
225,Doyle Way Park, ,City,NP,Neighborhood Parks,0.2581,Holland,1633.517214481,166.312226207372
226,Green Run Park,1485185599,City,NP,Neighborhood Parks,5.8528,Holland,37008.9244562566,983.431735738735
227,The Lakes East Park,1486936032,City,NP,Neighborhood Parks,1.5801,Holland,9994.84114191051,450.556814636066
228,River Oaks Park,1473973325,City,GOS,General Open Space sites,69.5324,Holland,439034.497234532,5042.83579524285
229,Indian River Farms Park,1474701578,City,GOS,General Open Space sites,37.042,Holland,233925.508619019,2081.87510261403
230,Brigands Quay Park,1495034618,City,NP,Neighborhood Parks,1.414,Holland,8937.62610846042,558.115249700148
231,Highland Parish,1474940005,City,GOS,General Open Space sites,17.4633,Holland,110311.109058213,1428.45017405315
232,Hillcrest Landing Parcel 1,1474566371,City,GOS,General Open Space sites,1.2841,Holland,8112.531623154,365.230548264966
233,Hillcrest Landing Parcel 2,1474568427,City,GOS,General Open Space sites,0.3291,Holland,2078.91404931689,194.945964648377
234,Hillcrest Farms Parcel,1474747826,City,GOS,General Open Space sites,36.2447,Holland,228962.608390901,2297.03171300662
235,Dewberry Farms Parcel,1474924642,City,GOS,General Open Space sites,10.3746,Holland,65526.8339181772,1338.35959704109
236,The Lakes Parcel 1,1496015423,City,GOS,General Open Space sites,0.4173,Holland,2639.01996803829,294.533270739721
237,Hillcrest Landing Parcel 3,1474666229,City,GOS,General Open Space sites,17.4654,Holland,110343.395334953,1721.47924294777
238,Kempsville Greens Golf Course,1476178592,City,SUGC,Special Use ? Golf Courses,47.6897,Kempsville,301770.173812798,4929.97154160946
239,Kempsville Greens Golf Course,1476178592,City,SUGC,Special Use ? Golf Courses,68.5878,Kempsville,433989.063691378,5004.57348561363
240,Carolanne Farm Park,1466180867,City,CP,Community Parks,10.3544,Kempsville,65526.1222980762,1996.73370787928
241,Carolanne Farm Park,1466185584,City,CP,Community Parks,11.2981,Kempsville,71496.200515698,1514.94507886057
242,Fairfield Forest Park,1466178133,City,NP,Neighborhood Parks,1.6465,Kempsville,10418.1397291906,424.532388641493
243,Woodstock Cove Park,1456567556,City,NP,Neighborhood Parks,5.0143,Kempsville,31727.4273452578,1088.39637792625
244,Woodstock Cove Park,1456665831,City,NP,Neighborhood Parks,0.5196,Kempsville,3287.97243364902,256.107136819441
245,Woodstock Cove Park,1456661459,City,NP,Neighborhood Parks,3.0126,Kempsville,19061.6427292286,665.268003566684
246,Fairfield Park,1466451678,City,NP,Neighborhood Parks,6.306,Kempsville,39897.0056919992,883.742688933779
247,Woodstock Community Park,1456833244,City,CP,Community Parks,29.2951,Kempsville,185309.777466779,2397.30678141639
248,Woodstock Community Park,1456832842,City,CP,Community Parks,1.4501,Kempsville,9173.57742356603,562.65613062722
249,Stoneybrook Park, ,City,NP,Neighborhood Parks,1.1899,Kempsville,7527.35361078484,353.901893957043
250,Chatham Hall Park,1466420995,City,NP,Neighborhood Parks,11.4112,Kempsville,72180.9355072069,1278.68546980642
251,Whitehurst Grove Park,1466116881,City,NP,Neighborhood Parks,1.6062,Kempsville,10159.3046176002,498.277080896546
252,Level Green Park,1456511352,City,NP,Neighborhood Parks,10.065,Kempsville,63659.8425319996,1353.87474380283
253,Cedar Hill Park,1466011680,City,NP,Neighborhood Parks,3.2573,Kempsville,20602.0436254109,591.410975891259
254,Dunbarton Park,1476414484,City,NP,Neighborhood Parks,3.0029,Kempsville,18992.7824292684,730.22751549989
255,Level Green Park,1456413212,City,NP,Neighborhood Parks,0.4162,Kempsville,2632.72546469449,252.160955419118
256,Newlight Park,1466107938,City,NP,Neighborhood Parks,4.7643,Kempsville,30132.3557272229,706.095054050712
257,Level Green Parcel R-1 Park,1456307603,City,GOS,General Open Space sites,1.9829,Kempsville,12540.7539756768,810.961343603654
258,Level Green Parcel R-2 Park,1456300272,City,GOS,General Open Space sites,0.815,Kempsville,5154.33125753075,365.449643993676
259,Bellamy Woods Park,1475498294,City,NP,Neighborhood Parks,2.9472,Kempsville,18637.5397240252,550.911767548722
260,Salem Woods Park,1475768771,City,CP,Community Parks,10.6545,Kempsville,67367.64213711,1179.43527573367
261,Salem Woods Park,1475768771,City,CP,Community Parks,9.0609,Kempsville,57287.942035735,1137.19725849195
262,Rosemont Forest Park,1475069033,City,NP,Neighborhood Parks,3.6318,Kempsville,22961.0798294264,802.575467815782
263,Coventry Park,1475343840,City,NP,Neighborhood Parks,1.0458,Kempsville,6611.14909995096,351.535887845881
264,Rosemont Forest Ball Fields,1475248569,City,NP,Neighborhood Parks,5.2662,Kempsville,33291.3816313843,738.308238102303
265,Bellamy Plantation Park,1475736800,City,NP,Neighborhood Parks,2.5747,Kempsville,16275.5240359938,505.726833519738
266,Brigadoon Pines Park,1465731734,City,NP,Neighborhood Parks,4.2825,Kempsville,27070.751879115,745.416611832755
267,Brigadoon Park,1465424892,City,NP,Neighborhood Parks,4.5182,Kempsville,28559.4704168139,687.007640715298
268,Charlestowne East Park,1465223047,City,NP,Neighborhood Parks,0.5201,Kempsville,3287.21387599478,296.843688871755
269,Brigadoon Woods Park,1465216581,City,NP,Neighborhood Parks,6.619,Kempsville,41834.4726238904,828.699827691259
270,Charlestowne East Park,1465223047,City,NP,Neighborhood Parks,0.0739,Kempsville,467.238431198911,113.705553512826
271,Woodbridge Park,1464297709,City,CP,Community Parks,10.1975,Kempsville,64443.6762471173,1066.79940624433
272,Centerville Park,1454992628,City,NP,Neighborhood Parks,1.6488,Kempsville,10419.9830094181,464.005103787096
273,Wyndamere Park,1474797277,City,NP,Neighborhood Parks,13.8066,Kempsville,87246.4525106241,1776.13523535541
274,Charlestowne Athletic Com. Park,1464186436,City,NP,Neighborhood Parks,7.1895,Kempsville,45430.1561142527,950.301524200716
275,Alexandria 1-B Park,1454882587,City,NP,Neighborhood Parks,2.0555,Kempsville,12988.8200337863,482.711678431798
276,Charlestowne Lakes South Sec. B Park,1464265372,City,NP,Neighborhood Parks,2.0782,Kempsville,13130.1578030478,633.03789770294
277,Bentley Gate Park, ,City,NP,Neighborhood Parks,0.7936,Kempsville,5014.3255133894,307.245286068901
278,Bellamy Plantation East Park, ,City,NP,Neighborhood Parks,0.7587,Kempsville,4795.77078543063,293.030956545882
279,Stumpy Lake Golf Course,1464788948,City,SUGC,Special Use ? Golf Courses,343.504,Kempsville,2170447.12031319,6786.15226242271
280,Kempsville Rec. Center,1476043993,City,SURC,Special Use ? Recreation Center sites,8.1108,Kempsville,51310.5895760395,983.369844491416
281,Larkdowns Park,1476043993,City,NP,Neighborhood Parks,14.9502,Kempsville,94582.2938506851,1313.50187098758
282,Carolanne Neighborhood Park,1466497060,City,NP,Neighborhood Parks,0.4758,Kempsville,3011.07361657875,261.971876098036
283,Centerville Park,1455808194,City,NP,Neighborhood Parks,0.8247,Kempsville,5211.88524888129,518.867863394224
284,Queen City Park,1456032720,City,NP,Neighborhood Parks,0.0968,Kempsville,612.365079227073,104.437226463811
285,Woodstock School Park,1456546414,City,NP,Neighborhood Parks,7.701,Kempsville,48718.7676485098,894.062821763092
286,Parliament Village Park,1467417597,City,NP,Neighborhood Parks,2.7634,Kempsville,17490.7911484565,918.826476336777
287,Stratford Chase Park,1466635447,City,NP,Neighborhood Parks,5.5643,Kempsville,35198.2730386774,813.112386597325
288,Lecove Park,1456093201,City,NP,Neighborhood Parks,0.5803,Kempsville,3672.66029711113,252.597187281264
289,St. Matthews Catholic Church Park,1456072294,City,NP,Neighborhood Parks,13.0113,Kempsville,82331.1547814689,1253.9668383582
290,Hunts Pointe Park,1456497095,City,NP,Neighborhood Parks,3.5762,Kempsville,22631.8441430368,1212.25081113617
291,Kempsville Park,1466741824,City,NP,Neighborhood Parks,9.7038,Kempsville,61389.9018569087,1039.39089765365
292,City View Park,1455608890,City,MP,Metro Parks,35.3072,Kempsville,223139.881965199,2006.55060619068
293,Providence Park,1456730383,City,CP,Community Parks,24.1762,Kempsville,152932.884806005,1822.75725991662
294,Centerville Tpk. Parcel A,1455737900,City,GOS,General Open Space sites,6.5058,Kempsville,41126.271072432,1260.27518643781
295,Woodbridge Park,1465209431,City,CP,Community Parks,10.4584,Kempsville,66094.3233124548,1054.63579881287
296,Woodbridge Park,1465400292,City,CP,Community Parks,3.5193,Kempsville,22241.1678480958,894.003902704476
297,Bentley Gate Parcel, ,City,GOS,General Open Space sites,45.1112,Kempsville,285041.963174738,3943.49482596039
298,Country Haven Parcel 2, ,City,GOS,General Open Space sites,0.492,Kempsville,3110.24681345105,359.538382544727
299,Country Haven Parcel 1, ,City,GOS,General Open Space sites,0.4047,Kempsville,2558.68111065217,257.379415290257
300,Little Island Park,2432726712,City,SP,Signature Parks,89.9082,Courthouse Sandbridge,566955.03861761,5890.59929884064
301,Stumpy Lake Park,1465704777,City,NRA,Natural Resource Areas,444.4567,Kempsville,2808578.3782594,22124.9454455392
302,Rosemont Forest Park #3,1465914778,City,NP,Neighborhood Parks,13.0759,Kempsville,82645.9227893083,1601.52635477633
303,Mill Dam Park,2408452724,City,NP,Neighborhood Parks,11.0435,Great Neck,69969.2093254351,1704.05996322086
304,Great Neck Neighborhood Park,1499608184,City,NP,Neighborhood Parks,5.6574,Great Neck,35859.4583262606,961.632380746193
305,Great Neck Rec-Center,1499608184,City,SURC,Special Use ? Recreation Center sites,9.3385,Great Neck,59187.0665296211,1072.52697346956
306,Great Neck Park,1499608184,City,MP,Metro Parks,55.4706,Great Neck,351559.583943049,3290.79211231962
307,Brighton on the Bay Park,2408665270,City,NP,Neighborhood Parks,2.461,Great Neck,15592.1787888264,598.417018782925
308,Linkhorn Cove Park,2408664695,City,NP,Neighborhood Parks,2.1391,Great Neck,13553.388984262,466.675173075269
309,Hutton Cir. Canoe Launch,1497758341,City,SUWA,Special Use ? Water Access sites,0.8296,Great Neck,5251.78266321472,316.2120403147
310,Long Creek Bridge Parcel 1,1499467469,City,GOS,General Open Space sites,2.9307,Great Neck,18582.629582993,728.675470521172
311,Long Creek Bridge Parcel 2,1499467469,City,GOS,General Open Space sites,1.6556,Great Neck,10497.0243265104,566.662461828453
312,Long Creek Bridge Parcel 3,1499467469,City,GOS,General Open Space sites,6.6839,Great Neck,42379.4174286557,1391.39238321303
313,Lineberry Park,1486587773,City,NP,Neighborhood Parks,2.3518,Holland,14882.3134230686,500.853438303316
314,Windsor Oaks West Park,1486178759,City,NP,Neighborhood Parks,2.0706,Holland,13101.6184860727,513.666846146596
315,Liberty Ridge Park,1486362577,City,NP,Neighborhood Parks,4.8828,Holland,30893.6181628154,972.963593752573
316,Larkspur Green Park,1476742606,City,NP,Neighborhood Parks,4.1777,Holland,26429.178163562,791.486356667871
317,Lamplight Manor Park,1496433571,City,NP,Neighborhood Parks,2.2624,Holland,14310.776417334,517.213674633465
318,Oak Springs Park,1486623284,City,NP,Neighborhood Parks,8.02,Holland,50726.4458922563,937.943877802625
319,Scarbrough Square Sec. 4B Park,1496204531,City,NP,Neighborhood Parks,0.7196,Holland,4550.98154514314,285.012819350124
320,Scarbrough Square Park,1496105148,City,NP,Neighborhood Parks,1.6169,Holland,10225.0019481832,406.89196091591
321,Scarbrough Square Sec. 3 Park,1495292915,City,NP,Neighborhood Parks,3.5959,Holland,22739.3986771725,1079.3467975656
322,Sunstream Park,1475938607,City,NP,Neighborhood Parks,4.9271,Holland,31144.9229134534,788.877967551014
323,Sunstream Park South,1475938189,City,GOS,General Open Space sites,0.0949,Holland,600.168979928528,125.929825087913
324,Champion Oaks Park,1474993019,City,NP,Neighborhood Parks,0.2302,Holland,1454.94430237557,155.45757475651
325,Bellwood Estates Park,1474776107,City,NP,Neighborhood Parks,1.8842,Holland,11905.0203380532,439.074096402709
326,Salem Lakes Park, ,City,NP,Neighborhood Parks,3.1977,Holland,20208.0939031773,598.741889979287
327,Salem Park,1485211273,City,NP,Neighborhood Parks,2.0206,Holland,12770.1854654067,478.280699419427
328,Salem Village Park,1485139289,City,NP,Neighborhood Parks,1.9348,Holland,12229.9581463607,499.359341470002
329,Buckner Farms Park,1485669303,City,NP,Neighborhood Parks,4.5854,Holland,28990.2257771086,728.196567209806
330,Cardinal Estates park,1495387777,City,NP,Neighborhood Parks,1.6986,Holland,10740.831898647,444.690020826255
331,Lynnhaven Woods Park,1497135255,City,NP,Neighborhood Parks,4.4382,Holland,28093.5389359932,829.860472119448
332,Plaza Methodist Park,1487829471,City,NP,Neighborhood Parks,3.0856,Holland,19530.2473221422,641.57879633225
333,New Castle Park,1484079202,City,NP,Neighborhood Parks,1.8125,Holland,11451.4658213419,433.60076770615
334,Mount Trashmore Park,1476797880,City,SP,Signature Parks,167.8175,Holland,1062058.49304385,5465.73098508676
335,Plaza Northgate,1486750007,City,CP,Community Parks,30.1542,Holland,190763.348636851,2060.24037703537
336,Holly Green Park,1486741836,City,NP,Neighborhood Parks,0.444,Holland,2809.05366600959,232.477854519398
337,The Lakes Park,1486749083,City,NP,Neighborhood Parks,2.0026,Holland,12667.8834404612,660.460455406127
338,Oceana Gardens Park,24170551140000, , ,Neighborhood Parks,0, ,3650.74116667906,257.67064553977
339, ,14569847560000, , , ,0, ,84035.1668488186,1564.55344709825
