"ILOP"|"Ilex opaca"|"American holly"||||||0||"662964:969674"|"662964:1395075"
"QUPA2"|"Quercus palustris"|"pin oak"|||60|||43||"662964:969681"|"662964:1395121"
"CARYA"|"Carya"|"hickory"||||||0||"662964:969682"|"662964:1395122"
"QUVE"|"Quercus velutina"|"black oak"|||80|||57||"662964:969682"|"662964:1395123"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"662964:969682"|"662964:1395124"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"662964:969682"|"662964:1395125"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||80|||129||"662964:969682"|"662964:1395126"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||80|||114||"662964:969682"|"662964:1395127"
"QUAL"|"Quercus alba"|"white oak"||||||0||"662964:969682"|"662964:1395128"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"662964:969682"|"662964:1395129"
"QUPR2"|"Quercus prinus"|"chestnut oak"||||||0||"662964:969682"|"662964:1395130"
"CARYA"|"Carya"|"hickory"||||||0||"662964:969683"|"662964:1395131"
"QUVE"|"Quercus velutina"|"black oak"|||80|||57||"662964:969683"|"662964:1395132"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"662964:969683"|"662964:1395133"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"662964:969683"|"662964:1395134"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||80|||129||"662964:969683"|"662964:1395135"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||80|||114||"662964:969683"|"662964:1395136"
"QUAL"|"Quercus alba"|"white oak"||||||0||"662964:969683"|"662964:1395137"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"662964:969683"|"662964:1395138"
"QUPR2"|"Quercus prinus"|"chestnut oak"||||||0||"662964:969683"|"662964:1395139"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"662964:969684"|"662964:1395140"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"662964:969684"|"662964:1395141"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||80|||129||"662964:969684"|"662964:1395142"
"CARYA"|"Carya"|"hickory"||||||0||"662964:969684"|"662964:1395143"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||80|||114||"662964:969684"|"662964:1395144"
"QUVE"|"Quercus velutina"|"black oak"|||80|||57||"662964:969684"|"662964:1395145"
"QUAL"|"Quercus alba"|"white oak"||||||0||"662964:969684"|"662964:1395146"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"662964:969684"|"662964:1395147"
"QUPR2"|"Quercus prinus"|"chestnut oak"||||||0||"662964:969684"|"662964:1395148"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"662964:969685"|"662964:1395158"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"662964:969685"|"662964:1395159"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||80|||129||"662964:969685"|"662964:1395160"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||80|||114||"662964:969685"|"662964:1395161"
"QUAL"|"Quercus alba"|"white oak"||||||0||"662964:969685"|"662964:1395162"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"662964:969685"|"662964:1395163"
"CARYA"|"Carya"|"hickory"||||||0||"662964:969685"|"662964:1395164"
"QUPR2"|"Quercus prinus"|"chestnut oak"||||||0||"662964:969685"|"662964:1395165"
"QUVE"|"Quercus velutina"|"black oak"|||80|||57||"662964:969685"|"662964:1395166"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||65|||100||"662964:969686"|"662964:1395167"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||70|||57||"662964:969686"|"662964:1395168"
"QUPR2"|"Quercus prinus"|"chestnut oak"||||||0||"662964:969686"|"662964:1395169"
"CARYA"|"Carya"|"hickory"||||||0||"662964:969686"|"662964:1395170"
"QUVE"|"Quercus velutina"|"black oak"|||65|||43||"662964:969686"|"662964:1395171"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"662964:969686"|"662964:1395172"
"CARYA"|"Carya"|"hickory"||||||0||"662964:969687"|"662964:1395173"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||70|||57||"662964:969687"|"662964:1395174"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||65|||100||"662964:969687"|"662964:1395175"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"662964:969687"|"662964:1395176"
"QUPR2"|"Quercus prinus"|"chestnut oak"||||||0||"662964:969687"|"662964:1395177"
"QUVE"|"Quercus velutina"|"black oak"|||65|||43||"662964:969687"|"662964:1395178"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"662964:969688"|"662964:1395179"
"QURU"|"Quercus rubra"|"northern red oak"|||80|||57||"662964:969688"|"662964:1395180"
"FRAM2"|"Fraxinus americana"|"white ash"|||90|||72||"662964:969689"|"662964:1395084"
"ACSA3"|"Acer saccharum"|"sugar maple"|||90|||57||"662964:969689"|"662964:1395085"
"JUNI"|"Juglans nigra"|"black walnut"|||100|||0||"662964:969689"|"662964:1395086"
"QURU"|"Quercus rubra"|"northern red oak"|||90|||72||"662964:969689"|"662964:1395087"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||100|||114||"662964:969689"|"662964:1395088"
"PIST"|"Pinus strobus"|"eastern white pine"|||100|||143||"662964:969689"|"662964:1395089"
"FRAM2"|"Fraxinus americana"|"white ash"|||80|||57||"662964:969690"|"662964:1395115"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"662964:969690"|"662964:1395116"
"ACSA3"|"Acer saccharum"|"sugar maple"|||80|||57||"662964:969690"|"662964:1395117"
"QURU"|"Quercus rubra"|"northern red oak"|||80|||57||"662964:969690"|"662964:1395118"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"662964:969691"|"662964:1395149"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"662964:969691"|"662964:1395150"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||80|||129||"662964:969691"|"662964:1395151"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||80|||114||"662964:969691"|"662964:1395152"
"QUAL"|"Quercus alba"|"white oak"||||||0||"662964:969691"|"662964:1395153"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"662964:969691"|"662964:1395154"
"QUPR2"|"Quercus prinus"|"chestnut oak"||||||0||"662964:969691"|"662964:1395155"
"CARYA"|"Carya"|"hickory"||||||0||"662964:969691"|"662964:1395156"
"QUVE"|"Quercus velutina"|"black oak"|||80|||57||"662964:969691"|"662964:1395157"
"PIEL"|"Pinus elliottii"|"slash pine"|||70|||114||"664796:978854"|"664796:1409175"
"PIPA2"|"Pinus palustris"|"longleaf pine"|||60|||57||"664796:978854"|"664796:1409176"
"PICL"|"Pinus clausa"|"sand pine"||||||0||"664796:978854"|"664796:1409177"
"PITA"|"Pinus taeda"|"loblolly pine"|||70|||86||"664796:978854"|"664796:1409178"
"QUVI"|"Quercus virginiana"|"live oak"||||||0||"664796:978854"|"664796:1409179"
"PIEL"|"Pinus elliottii"|"slash pine"||||||0||"664796:978856"|"664796:1409180"
"PIPA2"|"Pinus palustris"|"longleaf pine"|||53|||43||"664796:978856"|"664796:1409181"
"PITA"|"Pinus taeda"|"loblolly pine"|||64|||86||"664796:978856"|"664796:1409182"
"PIPA2"|"Pinus palustris"|"longleaf pine"|||70|||86||"664796:978862"|"664796:1409186"
"PIEL"|"Pinus elliottii"|"slash pine"|||80|||143||"664796:978862"|"664796:1409187"
"PITA"|"Pinus taeda"|"loblolly pine"|||80|||114||"664796:978862"|"664796:1409188"
"PIEL"|"Pinus elliottii"|"slash pine"|||85|||157||"664796:978863"|"664796:1409189"
"PIPA2"|"Pinus palustris"|"longleaf pine"|||69|||72||"664796:978863"|"664796:1409190"
"PITA"|"Pinus taeda"|"loblolly pine"|||87|||129||"664796:978863"|"664796:1409191"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||90|||86||"664796:978864"|"664796:1409192"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||90|||100||"664796:978864"|"664796:1409193"
"PITA"|"Pinus taeda"|"loblolly pine"|||86|||129||"664796:978864"|"664796:1409194"
"QUFA"|"Quercus falcata"|"southern red oak"|||80|||57||"664796:978864"|"664796:1409195"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664796:978864"|"664796:1409196"
"PIEL"|"Pinus elliottii"|"slash pine"|||80|||143||"664796:978867"|"664796:1409183"
"PITA"|"Pinus taeda"|"loblolly pine"|||75|||100||"664796:978867"|"664796:1409184"
"PIPA2"|"Pinus palustris"|"longleaf pine"|||70|||86||"664796:978867"|"664796:1409185"
"CHTH2"|"Chamaecyparis thyoides"|"Atlantic white-cedar"||||||0||"664807:978981"|"664807:1409873"
"MAVI2"|"Magnolia virginiana"|"sweetbay"||||||0||"664807:978981"|"664807:1409874"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664807:978981"|"664807:1409875"
"NYSYB"|"Nyssa sylvatica var. biflora"|"swamp tupelo"||||||0||"664807:978981"|"664807:1409876"
"TADI2"|"Taxodium distichum"|"baldcypress"||||||0||"664807:978981"|"664807:1409877"
"PISE"|"Pinus serotina"|"pond pine"|||55|||29||"664807:978981"|"664807:1409878"
"PITA"|"Pinus taeda"|"loblolly pine"|||60|||72||"664807:978981"|"664807:1409879"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||90|||100||"664808:978982"|"664808:1409880"
"QUAL"|"Quercus alba"|"white oak"|||75|||57||"664808:978982"|"664808:1409881"
"QUPH"|"Quercus phellos"|"willow oak"|||76|||57||"664808:978982"|"664808:1409882"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664808:978983"|"664808:1409883"
"MAVI2"|"Magnolia virginiana"|"sweetbay"||||||0||"664808:978983"|"664808:1409884"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664808:978983"|"664808:1409885"
"PEBO"|"Persea borbonia"|"redbay"||||||0||"664808:978983"|"664808:1409886"
"QUPH"|"Quercus phellos"|"willow oak"||||||0||"664808:978983"|"664808:1409887"
"PITA"|"Pinus taeda"|"loblolly pine"|||101|||157||"664808:978983"|"664808:1409888"
"QUNI"|"Quercus nigra"|"water oak"||||||0||"664808:978983"|"664808:1409889"
"PITA"|"Pinus taeda"|"loblolly pine"|||80|||114||"664808:978984"|"664808:1409898"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||80|||86||"664808:978984"|"664808:1409899"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||75|||114||"664808:978984"|"664808:1409900"
"QUFA"|"Quercus falcata"|"southern red oak"|||70|||57||"664808:978984"|"664808:1409901"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664808:978984"|"664808:1409902"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||90|||100||"664808:978985"|"664808:1409903"
"QUAL"|"Quercus alba"|"white oak"|||76|||57||"664808:978985"|"664808:1409904"
"PITA"|"Pinus taeda"|"loblolly pine"|||90|||129||"664808:978985"|"664808:1409905"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664808:978986"|"664808:1409890"
"QUPH"|"Quercus phellos"|"willow oak"|||86|||86||"664808:978986"|"664808:1409891"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664808:978986"|"664808:1409892"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"||||||0||"664808:978986"|"664808:1409893"
"NYAQ2"|"Nyssa aquatica"|"water tupelo"||||||0||"664808:978986"|"664808:1409894"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"664808:978986"|"664808:1409895"
"PITA"|"Pinus taeda"|"loblolly pine"|||97|||143||"664808:978986"|"664808:1409896"
"QUNI"|"Quercus nigra"|"water oak"|||78|||72||"664808:978986"|"664808:1409897"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||61|||86||"664821:979133"|"664821:1410692"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||91|||86||"664821:979133"|"664821:1410693"
"PITA"|"Pinus taeda"|"loblolly pine"|||80|||114||"664821:979133"|"664821:1410694"
"QUFA"|"Quercus falcata"|"southern red oak"|||72|||57||"664821:979133"|"664821:1410695"
"QUAL"|"Quercus alba"|"white oak"|||65|||43||"664821:979133"|"664821:1410696"
"CARYA"|"Carya"|"hickory"||||||0||"664821:979134"|"664821:1410697"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664821:979134"|"664821:1410698"
"QUVE"|"Quercus velutina"|"black oak"||||||0||"664821:979134"|"664821:1410699"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"||||||0||"664821:979134"|"664821:1410700"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||70|||114||"664821:979134"|"664821:1410701"
"PITA"|"Pinus taeda"|"loblolly pine"|||87|||129||"664821:979134"|"664821:1410702"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||60|||86||"664821:979134"|"664821:1410703"
"QUAL"|"Quercus alba"|"white oak"|||54|||43||"664821:979134"|"664821:1410704"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664821:979134"|"664821:1410705"
"PIEC2"|"Pinus echinata"|"shortleaf pine"||||||0||"664821:979135"|"664821:1410706"
"QUFA"|"Quercus falcata"|"southern red oak"|||60|||43||"664821:979135"|"664821:1410707"
"PITA"|"Pinus taeda"|"loblolly pine"||||||0||"664821:979135"|"664821:1410708"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||60|||86||"664821:979135"|"664821:1410709"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664821:979136"|"664821:1410710"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||97|||100||"664821:979136"|"664821:1410711"
"PIEC2"|"Pinus echinata"|"shortleaf pine"||||||0||"664821:979136"|"664821:1410712"
"PITA"|"Pinus taeda"|"loblolly pine"|||87|||129||"664821:979136"|"664821:1410713"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664821:979136"|"664821:1410714"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||64|||100||"664821:979136"|"664821:1410715"
"QUNI"|"Quercus nigra"|"water oak"||||||0||"664821:979136"|"664821:1410716"
"PITA"|"Pinus taeda"|"loblolly pine"|||75|||100||"664821:979137"|"664821:1410717"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"||||||0||"664821:979137"|"664821:1410718"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||65|||100||"664821:979137"|"664821:1410719"
"QUST"|"Quercus stellata"|"post oak"||||||0||"664821:979137"|"664821:1410720"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664821:979137"|"664821:1410721"
"FRAM2"|"Fraxinus americana"|"white ash"||||||0||"664821:979138"|"664821:1410722"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"||||||0||"664821:979138"|"664821:1410723"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||94|||114||"664821:979138"|"664821:1410724"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||100|||114||"664821:979138"|"664821:1410725"
"PITA"|"Pinus taeda"|"loblolly pine"|||93|||143||"664821:979138"|"664821:1410726"
"BENI"|"Betula nigra"|"river birch"||||||0||"664821:979138"|"664821:1410727"
"PLOC"|"Platanus occidentalis"|"American sycamore"||||||0||"664821:979138"|"664821:1410728"
"QUPH"|"Quercus phellos"|"willow oak"|||110|||114||"664821:979138"|"664821:1410729"
"QUNI"|"Quercus nigra"|"water oak"|||91|||86||"664821:979138"|"664821:1410730"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664821:979139"|"664821:1410731"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||97|||100||"664821:979139"|"664821:1410732"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664821:979139"|"664821:1410733"
"PIEC2"|"Pinus echinata"|"shortleaf pine"||||||0||"664821:979139"|"664821:1410734"
"QUNI"|"Quercus nigra"|"water oak"||||||0||"664821:979139"|"664821:1410735"
"PITA"|"Pinus taeda"|"loblolly pine"|||87|||129||"664821:979139"|"664821:1410736"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||64|||100||"664821:979139"|"664821:1410737"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664821:979140"|"664821:1410738"
"QUST"|"Quercus stellata"|"post oak"||||||0||"664821:979140"|"664821:1410739"
"CARYA"|"Carya"|"hickory"||||||0||"664821:979140"|"664821:1410740"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||68|||100||"664821:979140"|"664821:1410741"
"PITA"|"Pinus taeda"|"loblolly pine"|||76|||100||"664821:979140"|"664821:1410742"
"PIVI2"|"Pinus virginiana"|"Virginia pine"||||||0||"664821:979140"|"664821:1410743"
"QUAL"|"Quercus alba"|"white oak"|||69|||57||"664821:979140"|"664821:1410744"
"QUFA"|"Quercus falcata"|"southern red oak"|||66|||43||"664821:979140"|"664821:1410745"
"PITA"|"Pinus taeda"|"loblolly pine"|||75|||100||"664821:979141"|"664821:1410751"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"||||||0||"664821:979141"|"664821:1410752"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||65|||100||"664821:979141"|"664821:1410753"
"QUST"|"Quercus stellata"|"post oak"||||||0||"664821:979141"|"664821:1410754"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664821:979141"|"664821:1410755"
"FRPE"|"Fraxinus pennsylvanica"|"green ash"||||||0||"664821:979142"|"664821:1410756"
"ACRU"|"Acer rubrum"|"red maple"||||||0||"664821:979142"|"664821:1410757"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||97|||129||"664821:979142"|"664821:1410758"
"QUPH"|"Quercus phellos"|"willow oak"||||||0||"664821:979142"|"664821:1410759"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||95|||100||"664821:979142"|"664821:1410760"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"664821:979142"|"664821:1410761"
"PITA"|"Pinus taeda"|"loblolly pine"|||95|||143||"664821:979142"|"664821:1410762"
"PODE3"|"Populus deltoides"|"eastern cottonwood"||||||0||"664821:979142"|"664821:1410763"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664821:979142"|"664821:1410764"
"QUNI"|"Quercus nigra"|"water oak"|||80|||72||"664821:979142"|"664821:1410765"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664821:979143"|"664821:1410766"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"||||||0||"664821:979143"|"664821:1410767"
"CARYA"|"Carya"|"hickory"||||||0||"664821:979143"|"664821:1410768"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||70|||114||"664821:979143"|"664821:1410769"
"QUVE"|"Quercus velutina"|"black oak"||||||0||"664821:979143"|"664821:1410770"
"PITA"|"Pinus taeda"|"loblolly pine"|||87|||129||"664821:979143"|"664821:1410771"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||60|||86||"664821:979143"|"664821:1410772"
"QUAL"|"Quercus alba"|"white oak"|||54|||43||"664821:979143"|"664821:1410773"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664821:979143"|"664821:1410774"
"NYSY"|"Nyssa sylvatica"|"blackgum"||||||0||"664821:979144"|"664821:1410775"
"PIEL"|"Pinus elliottii"|"slash pine"|||86|||157||"664821:979144"|"664821:1410776"
"PITA"|"Pinus taeda"|"loblolly pine"|||86|||129||"664821:979144"|"664821:1410777"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664821:979144"|"664821:1410778"
"QUMI"|"Quercus michauxii"|"swamp chestnut oak"||||||0||"664821:979144"|"664821:1410779"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||90|||100||"664821:979144"|"664821:1410780"
"QUNI"|"Quercus nigra"|"water oak"||||||0||"664821:979144"|"664821:1410781"
"QUPH"|"Quercus phellos"|"willow oak"||||||0||"664821:979144"|"664821:1410782"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||105|||114||"664821:979145"|"664821:1410788"
"PITA"|"Pinus taeda"|"loblolly pine"|||95|||143||"664821:979145"|"664821:1410789"
"QUFA"|"Quercus falcata"|"southern red oak"|||85|||72||"664821:979145"|"664821:1410790"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||95|||114||"664821:979145"|"664821:1410791"
"QUNI"|"Quercus nigra"|"water oak"|||85|||86||"664821:979145"|"664821:1410792"
"CARYA"|"Carya"|"hickory"||||||0||"664821:979146"|"664821:1410683"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"||||||0||"664821:979146"|"664821:1410684"
"QUVE"|"Quercus velutina"|"black oak"||||||0||"664821:979146"|"664821:1410685"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"||||||0||"664821:979146"|"664821:1410686"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||70|||114||"664821:979146"|"664821:1410687"
"PITA"|"Pinus taeda"|"loblolly pine"|||87|||129||"664821:979146"|"664821:1410688"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||60|||86||"664821:979146"|"664821:1410689"
"QUAL"|"Quercus alba"|"white oak"|||54|||43||"664821:979146"|"664821:1410690"
"QUFA"|"Quercus falcata"|"southern red oak"||||||0||"664821:979146"|"664821:1410691"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||61|||86||"664821:979147"|"664821:1410746"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||91|||86||"664821:979147"|"664821:1410747"
"PITA"|"Pinus taeda"|"loblolly pine"|||80|||114||"664821:979147"|"664821:1410748"
"QUFA"|"Quercus falcata"|"southern red oak"|||72|||57||"664821:979147"|"664821:1410749"
"QUAL"|"Quercus alba"|"white oak"|||65|||43||"664821:979147"|"664821:1410750"
"QUST"|"Quercus stellata"|"post oak"||||||0||"664821:979148"|"664821:1410783"
"QUAL"|"Quercus alba"|"white oak"||||||0||"664821:979148"|"664821:1410784"
"JUVI"|"Juniperus virginiana"|"eastern redcedar"||||||0||"664821:979148"|"664821:1410785"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||65|||100||"664821:979148"|"664821:1410786"
"PITA"|"Pinus taeda"|"loblolly pine"|||75|||100||"664821:979148"|"664821:1410787"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||75|||114||"664828:979245"|"664828:1411413"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||85|||86||"664828:979245"|"664828:1411414"
"PITA"|"Pinus taeda"|"loblolly pine"|||85|||114||"664828:979245"|"664828:1411415"
"QURU"|"Quercus rubra"|"northern red oak"|||80|||57||"664828:979245"|"664828:1411416"
"QUAL"|"Quercus alba"|"white oak"|||80|||57||"664828:979245"|"664828:1411417"
"QUFA"|"Quercus falcata"|"southern red oak"|||80|||57||"664828:979245"|"664828:1411418"
"QUFA"|"Quercus falcata"|"southern red oak"|||79|||57||"664828:979246"|"664828:1411419"
"QURU"|"Quercus rubra"|"northern red oak"|||81|||57||"664828:979246"|"664828:1411420"
"QUCO2"|"Quercus coccinea"|"scarlet oak"|||81|||57||"664828:979246"|"664828:1411421"
"QUST"|"Quercus stellata"|"post oak"|||72|||57||"664828:979246"|"664828:1411422"
"LIST2"|"Liquidambar styraciflua"|"sweetgum"|||76|||72||"664828:979246"|"664828:1411423"
"LITU"|"Liriodendron tulipifera"|"yellow-poplar"|||92|||86||"664828:979246"|"664828:1411424"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||69|||114||"664828:979246"|"664828:1411425"
"PITA"|"Pinus taeda"|"loblolly pine"|||83|||114||"664828:979246"|"664828:1411426"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||71|||114||"664828:979246"|"664828:1411427"
"QUAL"|"Quercus alba"|"white oak"|||79|||57||"664828:979246"|"664828:1411428"
"PITA"|"Pinus taeda"|"loblolly pine"|||72|||100||"664828:979247"|"664828:1411429"
"PIEC2"|"Pinus echinata"|"shortleaf pine"|||63|||100||"664828:979247"|"664828:1411430"
"PIVI2"|"Pinus virginiana"|"Virginia pine"|||65|||100||"664828:979247"|"664828:1411431"
"QURU"|"Quercus rubra"|"northern red oak"||||||0||"664828:979247"|"664828:1411432"
