OBJECTID,Zipcd_ID,ZipCode,Creator,DateCreated,ShapeSTArea,ShapeSTLength
807,,24551,,,6268860.15353492,12179.5615679282
809,,24504,,,136844419.66193,111601.365882644
810,,24513,,,2049539.05463205,5815.83363847364
811,,24502,,,423353885.642793,155274.944820138
3284,,24502,,,63404163.6458436,72893.513742929
3348,,24503,,,562738.035594658,4001.02283136204
808,,24503,,,359986618.777604,145041.964376937
812,,24501,,,385042845.12465,220916.474135264
