OBJECTID,SNOW_OWNER,SNOW_PRIORITY,SHAPEarea,SHAPElen
76,UNK,0,5957.12943261719,891.407411871487
78,UNK,0,10122.36415,1546.0780258328
80,UNK,0,3814.79548125,722.043490787157
79,SCH,1,2385.31661875,348.455751030776
81,UNK,0,10458.8048875,1987.88740554853
82,UNK,0,160.286215625,82.92732835295
77,UNK,0,6715.489928125,844.98803098613
83,UNK,0,104.40045,64.3441437153707
84,UNK,0,1538.03305,181.148139678896
85,UNK,0,43.4288,39.350947353634
86,UNK,0,61.29065,38.6872762519989
87,UNK,0,19437.71989375,3115.01740125182
88,UNK,0,11782.13285,1659.55913780009
89,UNK,0,50.50175,34.2320425765733
90,UNK,0,52.9678,37.2000786169032
91,UNK,0,48.3475,31.6154032397904
92,UNK,0,46.70125,30.7109317565286
94,UNK,0,69.0966,46.5100397624759
95,UNK,0,1976.85195292969,599.096123650163
93,UNK,0,1423.27755,275.28632228709
96,UNK,0,3896.40189082031,725.138133211043
97,UNK,0,3078.78615,778.482026638364
98,UNK,0,88.255,43.2903659646254
100,UNK,0,2506.50684160156,490.619170303946
99,UNK,0,5382.845378125,1021.92663939803
102,UNK,0,44.5277,37.2523362942102
101,UNK,0,151.958078320312,61.8218648076708
103,UNK,0,44.30795,31.2494191708383
105,UNK,0,50.05065,45.4561092831434
106,UNK,0,54.983,38.0848372929094
104,UNK,0,6065.29495,1654.52589423131
107,UNK,0,38.5615,36.4564745057322
108,UNK,0,48.3852,33.2256885665648
109,UNK,0,3906.19874765625,831.018216249565
110,UNK,0,36.41975,41.735516451633
111,UNK,0,59.58385,39.2149453701705
112,UNK,0,6772.56635,1080.99995279176
113,UNK,0,3630.00095507813,501.64588421971
114,UNK,0,5202.26205,486.259110420947
116,UNK,0,4036.41245,627.674198073869
115,UNK,0,5529.73429277344,777.347669395434
117,UNK,0,3056.7557,396.381708238739
118,UNK,0,1845.89735,230.19800548351
119,UNK,0,19670.7765720703,2137.47092361008
120,UNK,0,2155.94885,267.027947118814
121,UNK,0,2665.95145,640.009793005093
122,UNK,0,840.0480984375,211.7870728525
124,UNK,0,7504.50460703125,1255.86793386599
123,UNK,0,6555.60320253906,787.986261439355
126,UNK,0,2851.210765625,580.644904597321
125,UNK,0,2346.32296308594,554.079245193589
127,UNK,0,5428.49461210938,1097.42400963141
132,UNK,0,10593.9082994141,1961.60081175201
128,UNK,0,2021.11941484375,590.210327307256
129,UNK,0,2486.92081777344,648.623529849949
131,UNK,0,8559.54587675781,1171.46328914656
130,UNK,0,2412.69206640625,316.744107131255
133,UNK,0,3950.69371972656,654.671980602039
135,UNK,0,69.924460546875,39.4070846820708
134,UNK,0,7274.83367695313,1142.20570171146
136,UNK,0,121.011759375,50.3752092705748
