OBJECTID,FTR_CODE,ELEV,DEMO
11759,Residential Building,29.9,No
11760,Garage,18.4,No
11761,Garage,17,No
11762,Commercial / Industrial Building,36.175,No
11763,Other Building,18.4,No
11764,Other Building,19.5,No
11765,Commercial / Industrial Building,21.8,No
11766,Garage,18.3,No
11767,Residential Building,29.2,No
11768,Residential Building,26.9,No
11769,Residential Building,27,No
11770,Garage,17.1,No
11771,Residential Building,23.3,No
11772,Garage,17.7,No
11773,Garage,20.8,No
11775,Residential Building,21,No
11777,Garage,20.7,No
11778,Garage,23.636,No
11779,Residential Building,24.5,No
11781,Garage,21.3,No
11782,Commercial / Industrial Building,26.2,No
11783,Residential Building,29,No
11785,Commercial / Industrial Building,23.8,No
11786,Garage,20,No
11787,Residential Building,23.6,No
11788,Residential Building,26.7,No
11789,Other Building,18.1,No
11790,Residential Building,20.4,No
11791,Garage,16.8,No
11792,Residential Building,28.8,No
11793,Residential Building,31.9,No
11794,Residential Building,26.2,No
11795,Residential Building,30.8,No
11798,Residential Building,34.7,No
11800,Residential Building,27.9,No
11801,Garage,18.6,No
11802,Residential Building,24.4,No
11803,Other Building,16.8,No
11804,Residential Building,32,No
11805,Other Building,17.4,No
11806,Residential Building,19.6,No
11808,Residential Building,21,No
11810,Garage,20.1,No
11811,Garage,17.7,No
11812,Residential Building,31.6,No
11813,Other Building,15.2,No
11815,Residential Building,22.1,No
11816,Residential Building,27.9,No
11817,Garage,18.1,No
11819,Other Building,16.8,No
11820,Other Building,17.2,No
11822,Residential Building,29.6,No
11823,Garage,17.6,No
11824,Residential Building,28.2,No
11825,Residential Building,30.9,No
11826,Residential Building,21.8,No
11829,Residential Building,32.7,No
11831,Garage,17,No
11833,Residential Building,24.7,No
11834,Residential Building,23.4,No
11835,Garage,15.1,No
11836,Residential Building,21.9,No
11838,Residential Building,35.3,No
11839,Residential Building,23,No
11841,Residential Building,21.7,No
11842,Garage,23.5,No
11844,Residential Building,23.4,No
11845,Residential Building,22.7,No
11846,Garage,19.4,No
11848,Residential Building,23,No
11849,Other Building,16.9,No
11850,Residential Building,25.6,No
11851,Residential Building,18.6,No
11852,Commercial / Industrial Building,32.6,No
11853,Other Building,22.655,No
11855,Garage,18.3,No
11857,Residential Building,22.6,No
11858,Residential Building,36.8,No
11859,Other Building,16.6,No
11862,Garage,17.5,No
11863,Garage,19.7,No
11865,Residential Building,32.5,No
11866,Garage,27.3,No
11867,Other Building,19.2,No
11868,Garage,19.1,No
11870,Residential Building,28.9,No
11871,Residential Building,29.9,No
11872,Residential Building,34.2,No
11873,Residential Building,23,No
11874,Residential Building,36,No
11875,Residential Building,30.9,No
11877,Other Building,19.2,No
11878,Residential Building,20.9,No
11880,Garage,18.8,No
11881,Residential Building,21.7,No
11882,Garage,21.3,No
11883,Garage,18.9,No
11884,Residential Building,23.4,No
11885,Residential Building,31.8,No
11886,Other Building,18.8,No
11887,Residential Building,21.6,No
11888,Residential Building,23.1,No
11890,Commercial / Industrial Building,28.1,No
11891,Residential Building,30.6,No
11892,Other Building,19.4,No
11893,Residential Building,36.689,No
11895,Garage,17.3,No
11896,Residential Building,30.8,No
11898,Residential Building,21.8,No
11899,Residential Building,23,No
11900,Residential Building,20.6,No
11901,Garage,18.2,No
11902,Residential Building,33.7,No
11903,Garage,19.7,No
11905,Garage,18.3,No
11906,Garage,19.5,No
11907,Garage,19.1,No
11909,Garage,18.4,No
11910,Residential Building,19.1,No
11911,Residential Building,26.6,No
11912,Garage,18.7,No
11914,Garage,18.2,No
11915,Residential Building,30.4,No
11916,Residential Building,33.7,No
11917,Commercial / Industrial Building,41.788,No
11918,Garage,17.8,No
11920,Garage,19.8,No
11921,Residential Building,21.3,No
11922,Residential Building,33.5,No
11924,Commercial / Industrial Building,42.8,No
11925,Residential Building,33.4,No
11926,Residential Building,28.3,No
11927,Residential Building,20.1,No
11929,Residential Building,20.8,No
11930,Residential Building,26.7,No
11931,Residential Building,21.1,No
11932,Residential Building,23.3,No
11934,Residential Building,40.7,No
11937,Residential Building,30.7,No
11938,Residential Building,24.1,No
11939,Residential Building,29.9,No
11940,Residential Building,22.1,No
11941,Residential Building,28.7,No
11942,Residential Building,32.3,No
11946,Residential Building,31.7,No
11948,Residential Building,28.9,No
11950,Other Building,21.9,No
11951,Garage,18.4,No
11952,Residential Building,30.2,No
11953,Residential Building,19,No
11954,Residential Building,34.6,No
11955,Garage,18.9,No
11958,Residential Building,20.4,No
11959,Garage,18.1,No
11960,Garage,19.8,No
11961,Residential Building,24.2,No
11962,Residential Building,41.529,No
11963,Residential Building,21.2,No
11964,Garage,17.7,No
11966,Garage,18.1,No
11968,Other Building,15.5,No
11969,Garage,18.6,No
11972,Other Building,19.3,No
11973,Garage,19.3,No
11974,Other Building,16.7,No
11975,Residential Building,33.8,No
11976,Other Building,15.9,No
11977,Other Building,18.9,No
11978,Residential Building,27.2,No
11980,Garage,20.3,No
11982,Residential Building,19.9,No
11983,Commercial / Industrial Building,26,No
11984,Residential Building,21.7,No
11985,Residential Building,30,No
11986,Garage,19.1,No
11987,Residential Building,24.3,No
11988,Residential Building,23.4,No
11989,Residential Building,27.8,No
11990,Garage,13.3,No
11991,Commercial / Industrial Building,23.6,No
11992,Residential Building,33.5,No
11993,Residential Building,26.9,No
11994,Other Building,19.3,No
11995,Residential Building,21.5,No
11996,Residential Building,22.4,No
11997,Other Building,18.3,No
11998,Residential Building,20.7,No
11999,Garage,18.7,No
12000,Other Building,19.9,No
11141,Commercial / Industrial Building,32.4,No
11947,Residential Building,12.421,No
11479,Commercial / Industrial Building,36.9,No
11879,Other Building,18.9,No
11466,Commercial / Industrial Building,32.1,No
11594,Residential Building,31.8,No
11944,Residential Building,48.4,No
11923,Residential Building,33.7,No
11904,Residential Building,34.9,No
11889,Residential Building,38.8,No
11847,Residential Building,24.6,No
11933,Residential Building,25.3,No
11832,Residential Building,31.7,No
11807,Residential Building,35.1,No
11774,Residential Building,31.5,No
11753,Residential Building,32.4,No
11721,Residential Building,22.1,No
11551,Residential Building,31,No
11562,Residential Building,33.6,No
11538,Residential Building,31.3,No
11362,Residential Building,31.2,No
11398,Residential Building,32.9,No
11402,Residential Building,24.7,No
11431,Residential Building,30.5,No
11447,Residential Building,23.4,No
11421,Residential Building,32.6,No
11007,Residential Building,28.1,No
11016,Residential Building,31.9,No
11059,Garage,19.7,No
11042,Residential Building,32,No
11081,Residential Building,42.734,No
11182,Residential Building,45.9,No
11302,Residential Building,34.6,No
11275,Residential Building,30.4,No
11254,Residential Building,42.072,No
11206,Residential Building,33.7,No
11185,Residential Building,33,No
11098,Garage,18.2,No
11318,Residential Building,32.4,No
11364,Residential Building,32.4,No
11316,Residential Building,30.6,No
11227,Garage,29.6,No
11171,Residential Building,25.6,No
11214,Garage,19.3,No
11282,Residential Building,21.1,No
11349,Garage,18.6,No
11383,Residential Building,32.5,No
11949,Residential Building,30.6,No
11864,Residential Building,37.5,No
11856,Residential Building,33.4,No
11956,Residential Building,30,No
11981,Residential Building,31.2,No
11064,Residential Building,39.5,No
11625,Residential Building,49.5,No
11147,Residential Building,21.1,No
11192,Other Building,18.4,No
11436,Residential Building,23.1,No
11409,Garage,17.7,No
11547,Garage,18.4,No
11979,Residential Building,21.2,No
11967,Residential Building,26.4,No
11569,Garage,18.9,No
11449,Other Building,16.7,No
11411,Residential Building,21.1,No
11928,Residential Building,27.8,No
11869,Residential Building,31.8,No
11971,Residential Building,36.6,No
11897,Residential Building,36.7,No
11843,Residential Building,30.2,No
11797,Residential Building,28.1,No
11743,Residential Building,30.6,No
11702,Residential Building,31.4,No
11647,Residential Building,22.3,No
11573,Residential Building,34.8,No
11488,Residential Building,40.8,No
11414,Residential Building,37.3,No
11138,Residential Building,33.5,No
11095,Garage,17.9,No
11063,Residential Building,30,No
11828,Residential Building,33.9,No
11876,Residential Building,33.5,No
11861,Residential Building,30.9,No
11943,Garage,20.2,No
11919,Residential Building,33.7,No
11799,Residential Building,34.6,No
11749,Residential Building,34.7,No
11413,Residential Building,33.2,No
11462,Residential Building,32.5,No
11257,Residential Building,33,No
11247,Residential Building,30.1,No
11224,Residential Building,47.6,No
11108,Residential Building,36.1,No
11035,Residential Building,32.3,No
11067,Residential Building,30.8,No
11068,Residential Building,22.1,No
11032,Residential Building,29.7,No
11008,Garage,18.5,No
11235,Residential Building,33.1,No
11304,Residential Building,22.7,No
11191,Residential Building,31.3,No
11124,Residential Building,40.1,No
11359,Residential Building,23.1,No
11611,Residential Building,33.2,No
11691,Residential Building,20.8,No
11957,Residential Building,21.1,No
11945,Residential Building,20.3,No
11784,Residential Building,22.4,No
11500,Residential Building,35.1,No
11572,Residential Building,33.9,No
11665,Residential Building,29.3,No
11048,Residential Building,34.3,No
11649,Residential Building,36.7,No
11719,Residential Building,31.6,No
11571,Residential Building,21.9,No
11608,Residential Building,29.4,No
11528,Residential Building,30.5,No
11936,Residential Building,29.2,No
12001,Residential Building,22.7,No
12002,Commercial / Industrial Building,27.6,No
12003,Commercial / Industrial Building,22.9,No
12004,Garage,17.7,No
12006,Residential Building,29.3,No
12007,Residential Building,37.6,No
12009,Other Building,19,No
12010,Garage,16.6,No
12011,Garage,18.4,No
12012,Garage,21.6,No
12013,Residential Building,28.8,No
12014,Residential Building,28.8,No
12017,Residential Building,19.9,No
12018,Garage,21.9,No
12019,Garage,22.496,No
12020,Commercial / Industrial Building,24.6,No
12021,Residential Building,20.4,No
12022,Residential Building,30.6,No
12023,Garage,18.1,No
12024,Other Building,17.3,No
12026,Residential Building,24.5,No
12027,Garage,19.5,No
12028,Residential Building,29.5,No
12030,Commercial / Industrial Building,39.3,No
12031,Garage,17.6,No
12033,Garage,17.9,No
12036,Garage,19.3,No
12037,Residential Building,27.871,No
12038,Residential Building,21.6,No
12039,Garage,18.7,No
12041,Commercial / Industrial Building,36,No
12043,Residential Building,31.3,No
12044,Garage,18.5,No
12045,Residential Building,32.8,No
12046,Residential Building,30.8,No
12047,Garage,18.1,No
12048,Commercial / Industrial Building,24.2,No
12049,Residential Building,36.3,No
12051,Garage,19.1,No
12052,Garage,16.6,No
12054,Residential Building,29.4,No
12055,Other Building,16.7,No
12056,Residential Building,25.6,No
12057,Garage,18,No
12058,Commercial / Industrial Building,26.1,No
12062,Residential Building,21.7,No
12063,Garage,18.6,No
12064,Other Building,20,No
12066,Garage,18.3,No
12067,Residential Building,22.1,No
12068,Residential Building,25.4,No
12069,Residential Building,22.2,No
12070,Residential Building,29.2,No
12071,Commercial / Industrial Building,28.317,No
12072,Garage,18.6,No
12073,Other Building,18.4,No
12074,Commercial / Industrial Building,31.215,No
12075,Residential Building,22.7,No
12076,Residential Building,22.4,No
12077,Residential Building,29,No
12079,Other Building,12.6,No
12080,Residential Building,21.6,No
12082,Residential Building,20.9,No
12083,Residential Building,19.3,No
12084,Residential Building,30.9,No
12085,Residential Building,26.3,No
12086,Residential Building,23.1,No
12087,Residential Building,28.1,No
12088,Residential Building,23.5,No
12089,Garage,18.4,No
12090,Residential Building,30.2,No
12091,Other Building,16.1,No
12092,Residential Building,38.727,No
12093,Garage,18.1,No
12095,Garage,16.9,No
12096,Residential Building,22,No
12097,Other Building,20,No
12098,Other Building,24.3,No
12099,Garage,20.1,No
12100,Garage,19.9,No
12102,Garage,19.7,No
12103,Other Building,19.1,No
12104,Residential Building,22.2,No
12105,Garage,26.183,No
12106,Other Building,17.6,No
12109,Other Building,19.1,No
12110,Garage,17,No
12112,Other Building,20,No
12113,Garage,17.2,No
12114,Other Building,18.9,No
12115,Garage,18.8,No
12116,Residential Building,32.9,No
12117,Residential Building,20.5,No
12118,Garage,18.5,No
12120,Residential Building,34.5,No
12122,Other Building,17.906,No
12123,Residential Building,22.3,No
12124,Residential Building,22.6,No
12125,Garage,22,No
12126,Residential Building,30.2,No
12127,Residential Building,33.1,No
12128,Garage,19.7,No
12129,Residential Building,21.4,No
12130,Residential Building,28.6,No
12131,Garage,18.5,No
12133,Residential Building,30,No
12134,Residential Building,30.4,No
12137,Other Building,19.8,No
12138,Residential Building,34.1,No
12139,Residential Building,19.6,No
12140,Residential Building,28.2,No
12141,Garage,31.8,No
12143,Garage,19.2,No
12145,Residential Building,21.9,No
12146,Commercial / Industrial Building,38.8,No
12148,Residential Building,23.6,No
12149,Residential Building,20.8,No
12150,Other Building,16.1,No
12152,Garage,19.9,No
12153,Garage,25.7,No
12154,Other Building,18.4,No
12155,Residential Building,21.4,No
12157,Garage,26.6,No
12158,Residential Building,32.4,No
12159,Residential Building,21.5,No
12161,Garage,18.5,No
12162,Commercial / Industrial Building,28.6,No
12164,Garage,19.9,No
12165,Garage,18.4,No
12167,Residential Building,29.4,No
12168,Commercial / Industrial Building,20.7,No
12169,Other Building,18.9,No
12170,Residential Building,21.4,No
12172,Residential Building,34.3,No
12173,Residential Building,33.8,No
12174,Residential Building,30.4,No
12176,Residential Building,31.3,No
12177,Other Building,18.5,No
12178,Residential Building,27.1,No
12179,Residential Building,22.3,No
12180,Garage,17.1,No
12181,Residential Building,20.8,No
12182,Residential Building,22.5,No
12183,Residential Building,43.098,No
12184,Residential Building,20,No
12185,Residential Building,21.6,No
12186,Residential Building,33.7,No
12187,Garage,19.1,No
12189,Other Building,16.1,No
12190,Other Building,21.3,No
