OBJECTID,STFID,GROUP_NO,TRACT,BLOCK,BLOCK_GROUP,FULLSTFID,SHAPEarea,SHAPElen
1050,0464004001,4,046400,4001,0464004,518100464004001,8017140.600573,12614.072933
2606,0430012005,2,043001,2005,0430012,518100430012005,26752.308293,813.941294
2607,0408011000,1,040801,1000,0408011,518100408011000,230121.533898,2000.846387
1051,0454193008,3,045419,3008,0454193,518100454193008,40693.827539,784.866789
2608,0426002000,2,042600,2000,0426002,518100426002000,89080.403647,1684.212116
1052,0454121027,1,045412,1027,0454121,518100454121027,25160.835537,848.705708
1053,0424002002,2,042400,2002,0424002,518100424002002,39336.663088,998.27102
2609,0404033998,3,040403,3998,0404033,518100404033998,70328.165104,2252.647798
1054,0418023003,3,041802,3003,0418023,518100418023003,20511.370842,563.427108
2610,0440025000,5,044002,5000,0440025,518100440025000,51047.474307,1393.651264
1055,0428011012,1,042801,1012,0428011,518100428011012,44822.67385,1089.650153
2611,0460022004,2,046002,2004,0460022,518100460022004,123501.407406,1833.520383
1056,0436001021,1,043600,1021,0436001,518100436001021,8864.422132,414.430898
2612,0422023001,3,042202,3001,0422023,518100422023001,68960.732228,1084.581858
1057,0422021003,1,042202,1003,0422021,518100422021003,288443.081726,3282.888657
2613,0440022023,2,044002,2023,0440022,518100440022023,27273.105596,685.595858
1058,0454182007,2,045418,2007,0454182,518100454182007,263412.660303,2244.583106
2614,0434002015,2,043400,2015,0434002,518100434002015,26778.546012,750.80376
2615,0454192009,2,045419,2009,0454192,518100454192009,72521.7811,1497.293863
1059,0410032001,2,041003,2001,0410032,518100410032001,145498.366292,2052.227847
2616,0454174003,4,045417,4003,0454174,518100454174003,74042.864194,1178.780721
1060,0418021998,1,041802,1998,0418021,518100418021998,6175.839843,368.7666
2617,0440021027,1,044002,1027,0440021,518100440021027,19968.007928,568.588304
1061,0410021027,1,041002,1027,0410021,518100410021027,21603.14227,629.422401
2618,0442004014,4,044200,4014,0442004,518100442004014,64498.073801,1260.802309
1062,0462162005,2,046216,2005,0462162,518100462162005,29796.728182,710.510087
2619,0448083005,3,044808,3005,0448083,518100448083005,81116.146086,1187.287246
1063,0440022010,2,044002,2010,0440022,518100440022010,14569.589024,485.204711
2620,0430011997,1,043001,1997,0430011,518100430011997,13161.940984,918.886402
1064,0460131013,1,046013,1013,0460131,518100460131013,119548.505185,1386.890825
2621,0436002005,2,043600,2005,0436002,518100436002005,39767.843799,977.075144
1065,0418024030,4,041802,4030,0418024,518100418024030,20745.079106,593.308597
2622,0414002017,2,041400,2017,0414002,518100414002017,30961.274565,788.502137
1066,0464001010,1,046400,1010,0464001,518100464001010,533038.853464,3284.736724
2034,0454193006,3,045419,3006,0454193,518100454193006,19063.937539,559.099691
1067,0464002018,2,046400,2018,0464002,518100464002018,2460116.61408,9001.125572
2035,0462172000,2,046217,2000,0462172,518100462172000,6049768.933702,19296.750868
1144,0448061005,1,044806,1005,0448061,518100448061005,161763.860172,2154.932208
2036,0454071003,1,045407,1003,0454071,518100454071003,78849.134462,1358.27122
1068,0454071012,1,045407,1012,0454071,518100454071012,97794.790216,1273.675467
2037,0462121007,1,046212,1007,0462121,518100462121007,55328.340011,1212.864997
1069,0462156002,6,046215,6002,0462156,518100462156002,436501.508858,4461.377038
2038,0460022002,2,046002,2002,0460022,518100460022002,69983.040574,1184.203023
1070,0404033003,3,040403,3003,0404033,518100404033003,137696.236706,2297.028051
2039,0446001000,1,044600,1000,0446001,518100446001000,63371.357946,997.602928
1071,0430011010,1,043001,1010,0430011,518100430011010,15191.333778,500.751264
2040,0444024007,4,044402,4007,0444024,518100444024007,55552.011402,1321.277655
1072,0462182003,2,046218,2003,0462182,518100462182003,37795.317405,771.772243
2041,0410044007,4,041004,4007,0410044,518100410044007,34148.47518,889.190676
1073,0410031014,1,041003,1014,0410031,518100410031014,26537.80954,742.457726
2042,0464001999,1,046400,1999,0464001,518100464001999,28519161.678244,43130.442398
1074,0460086001,6,046008,6001,0460086,518100460086001,6323674.090412,15959.605935
2043,0440025005,5,044002,5005,0440025,518100440025005,18797.253757,548.974209
2044,0440025024,5,044002,5024,0440025,518100440025024,36774.668053,820.809683
2045,0462056003,6,046205,6003,0462056,518100462056003,36412.593174,757.713685
2046,0460091003,1,046009,1003,0460091,518100460091003,152959.052328,1616.932399
1075,0454183012,3,045418,3012,0454183,518100454183012,3041339.167518,7469.663866
2047,0428011015,1,042801,1015,0428011,518100428011015,29956.35408,815.032561
2048,0404043008,3,040404,3008,0404043,518100404043008,31835.412422,776.481394
1076,0460062004,2,046006,2004,0460062,518100460062004,102332.961846,2074.502244
2049,0408014008,4,040801,4008,0408014,518100408014008,28270.925502,769.841973
1077,0440013001,3,044001,3001,0440013,518100440013001,8562.093115,359.770486
2050,0404043007,3,040404,3007,0404043,518100404043007,28001.83808,775.554957
1078,0454121005,1,045412,1005,0454121,518100454121005,58655.771398,1147.225812
2051,0460131001,1,046013,1001,0460131,518100460131001,352283.665661,3773.551768
1079,0422011001,1,042201,1001,0422011,518100422011001,9127.68501,365.365381
1080,0420002999,2,042000,2999,0420002,518100420002999,1906314.157984,26047.988178
2052,0448062007,2,044806,2007,0448062,518100448062007,21065.220924,607.214826
2053,0462181001,1,046218,1001,0462181,518100462181001,35407.583193,847.993408
2054,0434001018,1,043400,1018,0434001,518100434001018,24276.334468,628.172109
2055,0420002020,2,042000,2020,0420002,518100420002020,56953.882891,1277.697662
2056,0410031009,1,041003,1009,0410031,518100410031009,45074.446499,1094.832999
1081,0462063004,3,046206,3004,0462063,518100462063004,128785.809389,1677.538413
2057,0456011018,1,045601,1018,0456011,518100456011018,39232.203196,905.221834
1082,0422012010,2,042201,2010,0422012,518100422012010,56877.705482,916.845551
2494,0430022000,2,043002,2000,0430022,518100430022000,383846.040918,3284.978784
1083,0460102007,2,046010,2007,0460102,518100460102007,29235.080654,753.732042
2495,0462052008,2,046205,2008,0462052,518100462052008,4268.641517,278.114195
1084,0440022014,2,044002,2014,0440022,518100440022014,29033.420783,696.980601
2496,0460094000,4,046009,4000,0460094,518100460094000,95267.871715,1252.524181
1085,0448061007,1,044806,1007,0448061,518100448061007,236714.302404,2819.227214
2497,0454103015,3,045410,3015,0454103,518100454103015,4438.88014,406.726827
1086,0462133001,3,046213,3001,0462133,518100462133001,72746.10628,1135.080321
2498,0464004003,4,046400,4003,0464004,518100464004003,6477963.181858,11143.668696
1087,0462042022,2,046204,2022,0462042,518100462042022,1090.41983,151.070393
1088,0442002010,2,044200,2010,0442002,518100442002010,5393.479356,293.875195
2499,0438001015,1,043800,1015,0438001,518100438001015,51702.203852,928.588794
1089,0420002011,2,042000,2011,0420002,518100420002011,13401.340109,460.353488
2500,0462071006,1,046207,1006,0462071,518100462071006,34148.467989,873.077326
1090,0410021010,1,041002,1010,0410021,518100410021010,209811.52696,2482.169832
2501,0456021000,1,045602,1000,0456021,518100456021000,311975.549999,3261.889443
1091,0454193027,3,045419,3027,0454193,518100454193027,22797.966341,654.276336
2502,0458032000,2,045803,2000,0458032,518100458032000,221786.589117,2868.457389
1092,0410041015,1,041004,1015,0410041,518100410041015,36971.714975,780.407494
1093,0410034002,4,041003,4002,0410034,518100410034002,52906.597474,1172.781425
2503,0454073001,3,045407,3001,0454073,518100454073001,80762.537422,1193.777684
1094,0464001025,1,046400,1025,0464001,518100464001025,61726.571941,1248.426604
2504,0460094021,4,046009,4021,0460094,518100460094021,52607.231829,1182.489489
2505,0414002022,2,041400,2022,0414002,518100414002022,23553.000775,624.767705
1095,0448063003,3,044806,3003,0448063,518100448063003,61006.97016,1028.170392
1096,0420002023,2,042000,2023,0420002,518100420002023,40805.669645,1087.487806
2506,0456021011,1,045602,1011,0456021,518100456021011,149136.084094,1554.000826
1097,0454181010,1,045418,1010,0454181,518100454181010,542659.147102,3269.236472
2507,0446003004,3,044600,3004,0446003,518100446003004,95948.445027,2127.198948
1098,0410043024,3,041004,3024,0410043,518100410043024,51863.398923,911.012085
2508,0436001007,1,043600,1007,0436001,518100436001007,19921.466327,576.034689
1099,0448082006,2,044808,2006,0448082,518100448082006,106915.333855,1521.724821
2509,0442001003,1,044200,1003,0442001,518100442001003,9478.904726,517.090898
1100,0422023005,3,042202,3005,0422023,518100422023005,28506.492703,766.830472
2510,0454202008,2,045420,2008,0454202,518100454202008,68227.712498,1057.716842
1101,0460131008,1,046013,1008,0460131,518100460131008,28678.406051,686.632627
2511,0426001024,1,042600,1024,0426001,518100426001024,196484.224068,1870.042164
1102,0410033014,3,041003,3014,0410033,518100410033014,55563.553161,1168.923037
2512,0412002014,2,041200,2014,0412002,518100412002014,77497.918016,1239.829521
1103,0450001006,1,045000,1006,0450001,518100450001006,29655870.526419,24117.768822
2513,0448072007,2,044807,2007,0448072,518100448072007,22644.469798,651.007447
2514,0462132012,2,046213,2012,0462132,518100462132012,59267.620733,1011.52119
2835,0454172002,2,045417,2002,0454172,518100454172002,633375.6718,6498.647067
1104,0404021003,1,040402,1003,0404021,518100404021003,10601.252006,396.594186
1105,0416002010,2,041600,2010,0416002,518100416002010,11201.990102,411.629279
2836,0436002013,2,043600,2013,0436002,518100436002013,12362.652566,445.638874
1106,0404041999,1,040404,1999,0404041,518100404041999,325633.300166,9746.152323
2837,0402003001,3,040200,3001,0402003,518100402003001,592600.911661,3448.953393
2838,0438004006,4,043800,4006,0438004,518100438004006,5303.059078,333.926697
1107,0456022015,2,045602,2015,0456022,518100456022015,29520.117186,733.920654
2839,0458093003,3,045809,3003,0458093,518100458093003,180492.176886,2238.626101
1108,0404041008,1,040404,1008,0404041,518100404041008,45080.186775,1371.593421
2840,0456012013,2,045601,2013,0456012,518100456012013,30460.033851,724.57892
1176,0410034009,4,041003,4009,0410034,518100410034009,40650.080512,973.303176
2841,0404031003,1,040403,1003,0404031,518100404031003,183475.594676,3027.701435
1177,0418011023,1,041801,1023,0418011,518100418011023,53375.93822,1224.547383
2058,0430013000,3,043001,3000,0430013,518100430013000,48084.892692,2316.530129
1178,0454182001,2,045418,2001,0454182,518100454182001,77127.530045,1306.917605
2392,0406001012,1,040600,1012,0406001,518100406001012,141418.498725,1549.008905
1179,0458093002,3,045809,3002,0458093,518100458093002,31634.431262,738.537678
2393,0430022017,2,043002,2017,0430022,518100430022017,341163.528675,4170.58996
1180,0414001011,1,041400,1011,0414001,518100414001011,39112.753774,1015.863766
1181,0458061001,1,045806,1001,0458061,518100458061001,52093.018893,1063.195066
2394,0430011027,1,043001,1027,0430011,518100430011027,110511.272332,1798.19516
1182,0460084006,4,046008,4006,0460084,518100460084006,154250.653316,1570.109229
2395,0460051007,1,046005,1007,0460051,518100460051007,42482.028265,922.958711
1183,0418024016,4,041802,4016,0418024,518100418024016,76359.154502,2453.209923
2396,0454055003,5,045405,5003,0454055,518100454055003,47889.451916,877.941827
1184,0412002052,2,041200,2052,0412002,518100412002052,33532.658039,783.55712
2397,0456012007,2,045601,2007,0456012,518100456012007,37164.45154,814.10647
1185,0410031011,1,041003,1011,0410031,518100410031011,23436.197646,671.013065
2398,0416003005,3,041600,3005,0416003,518100416003005,54394.132706,921.303681
1186,0460093008,3,046009,3008,0460093,518100460093008,74607.206751,1379.343019
2399,0448074007,4,044807,4007,0448074,518100448074007,34511.839381,885.401869
1187,0456022018,2,045602,2018,0456022,518100456022018,2092.018665,266.841495
2400,0454202000,2,045420,2000,0454202,518100454202000,73505.099348,1507.181421
1188,0462112008,2,046211,2008,0462112,518100462112008,62618.797877,1050.447661
2401,0462073002,3,046207,3002,0462073,518100462073002,467247.519541,4367.227082
1189,0410033999,3,041003,3999,0410033,518100410033999,148103.830046,5040.579627
2402,0458032010,2,045803,2010,0458032,518100458032010,159316.465089,2116.428684
1190,0430011014,1,043001,1014,0430011,518100430011014,30184.889117,858.000606
2403,0460023000,3,046002,3000,0460023,518100460023000,71841.489905,1618.42669
1191,0442002004,2,044200,2004,0442002,518100442002004,41242.135327,803.686854
2404,0454082002,2,045408,2002,0454082,518100454082002,371007.294828,2989.669401
1192,0418022002,2,041802,2002,0418022,518100418022002,22158.039518,636.401536
2405,0450001002,1,045000,1002,0450001,518100450001002,3702.119059,373.467282
1193,0412001026,1,041200,1026,0412001,518100412001026,31469.320193,702.640903
2406,0462052006,2,046205,2006,0462052,518100462052006,2974.995381,292.160784
1194,0404022003,2,040402,2003,0404022,518100404022003,122065.953877,1750.365965
2407,0412002046,2,041200,2046,0412002,518100412002046,28341.778193,724.709357
1195,0444022001,2,044402,2001,0444022,518100444022001,45790.494747,1016.74771
2408,0446002006,2,044600,2006,0446002,518100446002006,72883.182555,1099.428281
1196,0460051005,1,046005,1005,0460051,518100460051005,31927.182231,726.746735
2409,0462143003,3,046214,3003,0462143,518100462143003,114563.009082,1510.668999
1197,0454051002,1,045405,1002,0454051,518100454051002,12773.219846,446.372827
2410,0440022008,2,044002,2008,0440022,518100440022008,29377.757588,699.513951
1198,0428013003,3,042801,3003,0428013,518100428013003,41512.215439,1061.272892
2411,0428012005,2,042801,2005,0428012,518100428012005,54855.386536,1036.311997
1199,0454063004,3,045406,3004,0454063,518100454063004,21978.886452,613.99891
2412,0462042034,2,046204,2034,0462042,518100462042034,886.488176,189.896003
1200,0454102022,2,045410,2022,0454102,518100454102022,40398.644027,766.465105
2413,0462041023,1,046204,1023,0462041,518100462041023,15000.996165,505.967313
2414,0454121028,1,045412,1028,0454121,518100454121028,23818.642116,822.801173
1201,0428015017,5,042801,5017,0428015,518100428015017,33641.192051,891.97796
2415,0410022002,2,041002,2002,0410022,518100410022002,10712.594048,429.214749
1202,0454193000,3,045419,3000,0454193,518100454193000,53189.753105,965.364461
2416,0436001023,1,043600,1023,0436001,518100436001023,12367.571089,447.389321
1203,0440025012,5,044002,5012,0440025,518100440025012,17971.444343,537.63277
2417,0462112006,2,046211,2006,0462112,518100462112006,19514.425374,569.550466
1204,0430014004,4,043001,4004,0430014,518100430014004,32225.416116,733.131699
2418,0448074006,4,044807,4006,0448074,518100448074006,45079.152152,1100.805854
1255,0404041009,1,040404,1009,0404041,518100404041009,211703.755183,2550.441392
2419,0410041006,1,041004,1006,0410041,518100410041006,27920.140403,772.37216
2420,0406002013,2,040600,2013,0406002,518100406002013,18225.363932,548.323729
1256,0448082001,2,044808,2001,0448082,518100448082001,74822.514297,1054.76904
2421,0410022018,2,041002,2018,0410022,518100410022018,17146.829708,643.517352
1257,0460131006,1,046013,1006,0460131,518100460131006,10390.961696,408.806257
2728,0462184002,4,046218,4002,0462184,518100462184002,74682.421563,1183.909471
1258,0412002057,2,041200,2057,0412002,518100412002057,43962.315557,976.69469
2729,0400001997,1,040000,1997,0400001,518100400001997,130578.192209,1803.790505
1259,0446002002,2,044600,2002,0446002,518100446002002,87668.070404,1607.219323
2730,0410021011,1,041002,1011,0410021,518100410021011,22882.472501,627.441303
1260,0412002040,2,041200,2040,0412002,518100412002040,28272.846467,737.772719
2731,0462062012,2,046206,2012,0462062,518100462062012,30476.457287,770.866346
1261,0454103008,3,045410,3008,0454103,518100454103008,39604.045158,820.653391
2842,0438002002,2,043800,2002,0438002,518100438002002,41679.585008,847.920349
1262,0440022028,2,044002,2028,0440022,518100440022028,17386.960933,615.461228
2843,0458061007,1,045806,1007,0458061,518100458061007,76599.904489,1548.094766
1263,0460131012,1,046013,1012,0460131,518100460131012,189009.546752,2962.337836
2844,0428011014,1,042801,1014,0428011,518100428011014,14957.303219,495.733422
1264,0430014007,4,043001,4007,0430014,518100430014007,37223.987828,782.292116
2845,0464003002,3,046400,3002,0464003,518100464003002,1371658.160862,4576.812328
1265,0458091000,1,045809,1000,0458091,518100458091000,75106.622285,1103.100847
1266,0414003013,3,041400,3013,0414003,518100414003013,55380.036378,970.915465
2846,0440021029,1,044002,1029,0440021,518100440021029,16755.239688,585.097609
1267,0430013004,3,043001,3004,0430013,518100430013004,37354.540377,935.996249
2847,0454062006,2,045406,2006,0454062,518100454062006,30208.742834,795.317291
1268,0462152001,2,046215,2001,0462152,518100462152001,130690.183293,1583.204754
2848,0436001004,1,043600,1004,0436001,518100436001004,133766.515164,3041.887681
1269,0422022999,2,042202,2999,0422022,518100422022999,964713.43017,18480.946329
2849,0442002014,2,044200,2014,0442002,518100442002014,5719.744529,324.048333
2850,0406001002,1,040600,1002,0406001,518100406001002,3544.771323,266.568228
2851,0462114002,4,046211,4002,0462114,518100462114002,94759.468991,1419.49261
2852,0462042043,2,046204,2043,0462042,518100462042043,53725.208696,910.217308
1270,0422023006,3,042202,3006,0422023,518100422023006,31289.924091,809.653391
2853,0462152002,2,046215,2002,0462152,518100462152002,1038831.736424,5314.78235
1271,0454181008,1,045418,1008,0454181,518100454181008,69087.16068,1133.531494
1272,0462124003,4,046212,4003,0462124,518100462124003,268882.42946,2119.14208
2854,0454062007,2,045406,2007,0454062,518100454062007,31324.130122,811.409419
1273,0440013009,3,044001,3009,0440013,518100440013009,21777.88229,631.896433
2855,0460052012,2,046005,2012,0460052,518100460052012,46333.452198,869.486116
1274,0410032002,2,041003,2002,0410032,518100410032002,14746.850798,539.562692
2856,0460091020,1,046009,1020,0460091,518100460091020,60026.004777,1095.104242
1275,0430022034,2,043002,2034,0430022,518100430022034,103938.641623,1812.932601
2857,0462183007,3,046218,3007,0462183,518100462183007,18772.16825,567.528693
1276,0428013012,3,042801,3012,0428013,518100428013012,51794.639983,1185.442518
2858,0440023017,3,044002,3017,0440023,518100440023017,14626.289224,567.600272
2859,0412002024,2,041200,2024,0412002,518100412002024,74025.824876,1150.941898
1277,0464004008,4,046400,4008,0464004,518100464004008,6468925.999523,14713.049392
2278,0412002035,2,041200,2035,0412002,518100412002035,27880.170205,718.595849
2279,0454145002,5,045414,5002,0454145,518100454145002,23155.525457,677.356359
2280,0460101004,1,046010,1004,0460101,518100460101004,33136.761858,823.695345
1278,0462184006,4,046218,4006,0462184,518100462184006,45756.063903,1088.138458
2281,0462113003,3,046211,3003,0462113,518100462113003,34876.497986,753.528449
1279,0440023010,3,044002,3010,0440023,518100440023010,19154.863963,553.839508
2282,0440027016,7,044002,7016,0440027,518100440027016,19401.528451,605.971529
1280,0456022013,2,045602,2013,0456022,518100456022013,28953.812883,735.259696
2283,0420002009,2,042000,2009,0420002,518100420002009,19248.708111,581.221971
2284,0460081005,1,046008,1005,0460081,518100460081005,20611.857497,723.558391
1281,0428022004,2,042802,2004,0428022,518100428022004,31594.858749,1008.768683
2285,0438002020,2,043800,2020,0438002,518100438002020,68731.665558,1423.436745
1282,0454183013,3,045418,3013,0454183,518100454183013,132316.627784,1393.99309
2286,0440022015,2,044002,2015,0440022,518100440022015,29039.33113,700.18719
1145,0438003013,3,043800,3013,0438003,518100438003013,8740.695298,419.632234
2287,0462155001,5,046215,5001,0462155,518100462155001,26308.3576,761.742285
1146,0460102002,2,046010,2002,0460102,518100460102002,89439.545199,1934.115688
2288,0454192003,2,045419,2003,0454192,518100454192003,54120.84212,935.457894
1147,0462142003,2,046214,2003,0462142,518100462142003,78587.352968,1116.545974
2289,0414003008,3,041400,3008,0414003,518100414003008,621300.282489,4174.959673
1148,0446003023,3,044600,3023,0446003,518100446003023,2812.091991,268.53845
1149,0444011016,1,044401,1016,0444011,518100444011016,48557.653354,1059.969835
2290,0462121003,1,046212,1003,0462121,518100462121003,60740.051835,978.261368
1150,0420002018,2,042000,2018,0420002,518100420002018,39098.263028,822.73683
2291,0460131003,1,046013,1003,0460131,518100460131003,21697.418209,628.498983
1151,0462062002,2,046206,2002,0462062,518100462062002,11362.944808,442.833642
2292,0446003018,3,044600,3018,0446003,518100446003018,19232.852985,684.968145
1152,0436001032,1,043600,1032,0436001,518100436001032,8094.847548,378.050157
2732,0456024005,4,045602,4005,0456024,518100456024005,474467.391974,4876.340632
1153,0440025017,5,044002,5017,0440025,518100440025017,21517.537419,613.396098
1154,0460091008,1,046009,1008,0460091,518100460091008,50495.767829,978.600543
2733,0412001028,1,041200,1028,0412001,518100412001028,5022.786199,386.026565
1155,0408013008,3,040801,3008,0408013,518100408013008,37319.079588,975.735573
2734,0440021028,1,044002,1028,0440021,518100440021028,10197.682485,413.995721
1156,0448082002,2,044808,2002,0448082,518100448082002,22839.776159,642.780912
2735,0462144000,4,046214,4000,0462144,518100462144000,169119.66176,2526.018043
1157,0424003006,3,042400,3006,0424003,518100424003006,58941.944259,1332.931256
2736,0428012006,2,042801,2006,0428012,518100428012006,34706.435827,899.198309
1158,0404042001,2,040404,2001,0404042,518100404042001,83973.064135,3778.328785
2737,0438004035,4,043800,4035,0438004,518100438004035,17398.757693,528.211058
1159,0454193004,3,045419,3004,0454193,518100454193004,31309.928413,706.376632
2738,0422011005,1,042201,1005,0422011,518100422011005,338476.087586,2597.98458
1160,0428012016,2,042801,2016,0428012,518100428012016,21400.213007,630.638743
2739,0414002011,2,041400,2011,0414002,518100414002011,130409.811739,1506.870836
1161,0464004012,4,046400,4012,0464004,518100464004012,15501940.344518,18637.367894
2740,0456012010,2,045601,2010,0456012,518100456012010,22835.53162,681.281363
2741,0442002006,2,044200,2006,0442002,518100442002006,907.37865,113.44013
2742,0462113004,3,046211,3004,0462113,518100462113004,348598.676128,4218.138072
1162,0462183002,3,046218,3002,0462183,518100462183002,12547.889275,430.898227
1163,0420001011,1,042000,1011,0420001,518100420001011,111126.528092,2014.392872
2743,0414001021,1,041400,1021,0414001,518100414001021,128325.603997,1465.683845
1164,0438003008,3,043800,3008,0438003,518100438003008,17898.19012,558.836686
2744,0430012017,2,043001,2017,0430012,518100430012017,21045.531318,588.733332
1165,0456022025,2,045602,2025,0456022,518100456022025,29793.336107,751.080994
2745,0440012001,2,044001,2001,0440012,518100440012001,64005.221046,1141.729015
1166,0438003032,3,043800,3032,0438003,518100438003032,14602.732271,493.100068
2746,0454181004,1,045418,1004,0454181,518100454181004,1838265.773517,6686.944216
1167,0462111001,1,046211,1001,0462111,518100462111001,102242.423779,1247.078074
2747,0434001009,1,043400,1009,0434001,518100434001009,21698.464971,589.30188
1168,0460094005,4,046009,4005,0460094,518100460094005,25912.255814,723.123259
2748,0402002003,2,040200,2003,0402002,518100402002003,19910.031877,582.860033
1169,0440023037,3,044002,3037,0440023,518100440023037,19037.050624,552.564657
2749,0460121003,1,046012,1003,0460121,518100460121003,88869.169778,1307.904721
1170,0440027018,7,044002,7018,0440027,518100440027018,7128.096082,370.762184
2750,0454102039,2,045410,2039,0454102,518100454102039,17988.881065,535.625907
1171,0430012999,2,043001,2999,0430012,518100430012999,1912767.454588,24363.34608
2751,0460094016,4,046009,4016,0460094,518100460094016,61036.711757,1197.604096
2752,0448051004,1,044805,1004,0448051,518100448051004,810394.533619,6718.106016
1172,0462121001,1,046212,1001,0462121,518100462121001,74219.528849,1753.025223
2753,0454181018,1,045418,1018,0454181,518100454181018,16548.304738,503.057813
2293,0412003008,3,041200,3008,0412003,518100412003008,17227.132307,523.903548
1173,0430021003,1,043002,1003,0430021,518100430021003,34262.152019,759.357215
2294,0440025023,5,044002,5023,0440025,518100440025023,28439.494032,692.534486
1205,0462154001,4,046215,4001,0462154,518100462154001,105071.037153,1373.825536
2295,0440013004,3,044001,3004,0440013,518100440013004,204844.810169,2514.890253
1206,0454183008,3,045418,3008,0454183,518100454183008,144170.192358,1846.641049
2296,0460053005,3,046005,3005,0460053,518100460053005,17521.726806,544.922995
1207,0410031019,1,041003,1019,0410031,518100410031019,21568.218054,647.215468
2297,0438003025,3,043800,3025,0438003,518100438003025,8450.721142,383.476798
1208,0440022001,2,044002,2001,0440022,518100440022001,14430.822414,558.297414
2298,0454062013,2,045406,2013,0454062,518100454062013,53436.799047,932.74496
1209,0438001023,1,043800,1023,0438001,518100438001023,167771.048602,1700.696333
2299,0440023019,3,044002,3019,0440023,518100440023019,15445.64843,574.090537
1210,0428011010,1,042801,1010,0428011,518100428011010,40394.457972,1041.897578
2300,0454171012,1,045417,1012,0454171,518100454171012,273512.041836,2153.721327
1211,0462041012,1,046204,1012,0462041,518100462041012,68430.896652,1086.713607
2301,0436001014,1,043600,1014,0436001,518100436001014,17592.053289,532.781063
1212,0418022016,2,041802,2016,0418022,518100418022016,14465.503834,500.439883
2302,0460083019,3,046008,3019,0460083,518100460083019,15886.362222,501.503794
1213,0454193020,3,045419,3020,0454193,518100454193020,33394.361476,768.276501
2303,0442004011,4,044200,4011,0442004,518100442004011,714800.968774,4208.953876
1214,0460091013,1,046009,1013,0460091,518100460091013,24835.243114,640.608721
2304,0454121048,1,045412,1048,0454121,518100454121048,5210.077787,309.437089
1215,0440022026,2,044002,2026,0440022,518100440022026,21639.479409,627.753853
2305,0410021028,1,041002,1028,0410021,518100410021028,30555.115005,772.314097
1216,0440025021,5,044002,5021,0440025,518100440025021,26716.218808,676.414574
2306,0444022005,2,044402,2005,0444022,518100444022005,14456.374985,483.859799
1217,0460125005,5,046012,5005,0460125,518100460125005,1259.080248,146.510762
2307,0460124003,4,046012,4003,0460124,518100460124003,21487.43393,641.759611
1218,0428015010,5,042801,5010,0428015,518100428015010,41266.946037,1046.177655
2308,0434002019,2,043400,2019,0434002,518100434002019,39812.148621,836.509994
1219,0440025035,5,044002,5035,0440025,518100440025035,17845.39902,535.151572
2309,0462192005,2,046219,2005,0462192,518100462192005,48452.819979,1053.780146
1220,0440024027,4,044002,4027,0440024,518100440024027,20178.069092,614.748907
1221,0446002016,2,044600,2016,0446002,518100446002016,51138.016049,1375.67331
2310,0462161002,1,046216,1002,0462161,518100462161002,25534.653796,774.598984
1222,0462051000,1,046205,1000,0462051,518100462051000,331307.123526,2809.572999
2623,0416004999,4,041600,4999,0416004,518100416004999,728831.224981,12725.525983
1223,0438004007,4,043800,4007,0438004,518100438004007,8121.45574,376.83945
1224,0448062021,2,044806,2021,0448062,518100448062021,24081.880116,656.994074
2624,0440026006,6,044002,6006,0440026,518100440026006,109734.125744,2339.314839
1225,0428023005,3,042802,3005,0428023,518100428023005,35980.245982,953.284325
1226,0462163002,3,046216,3002,0462163,518100462163002,567802.391485,4641.713436
2625,0410021013,1,041002,1013,0410021,518100410021013,27166.663146,693.233588
2626,0448071010,1,044807,1010,0448071,518100448071010,3261.595826,269.547725
2627,0418021022,1,041802,1022,0418021,518100418021022,26120.175719,712.58295
1227,0440021037,1,044002,1037,0440021,518100440021037,16268.002901,579.689596
2628,0430022010,2,043002,2010,0430022,518100430022010,56237.767746,985.72335
1228,0406002014,2,040600,2014,0406002,518100406002014,47081.703103,978.111115
2629,0404032009,2,040403,2009,0404032,518100404032009,25621.369098,718.404717
1229,0460103999,3,046010,3999,0460103,518100460103999,11804.982072,1049.000239
2630,0462054001,4,046205,4001,0462054,518100462054001,287190.805909,4775.922221
1230,0454191000,1,045419,1000,0454191,518100454191000,195516.014626,3069.722372
1231,0418024003,4,041802,4003,0418024,518100418024003,39562.696191,967.534744
2631,0462052011,2,046205,2011,0462052,518100462052011,28476.073162,662.344922
1232,0442002012,2,044200,2012,0442002,518100442002012,16634.812838,754.762754
2632,0454121032,1,045412,1032,0454121,518100454121032,79411.957945,1542.423332
1233,0454061000,1,045406,1000,0454061,518100454061000,67313.356662,1303.46232
2633,0462124006,4,046212,4006,0462124,518100462124006,11600.937929,427.227099
1174,0458091004,1,045809,1004,0458091,518100458091004,38678.389984,1020.401234
2634,0460052000,2,046005,2000,0460052,518100460052000,19957.326977,826.205985
1175,0422024003,4,042202,4003,0422024,518100422024003,35568.763636,1003.273902
2059,0462162001,2,046216,2001,0462162,518100462162001,38023.037622,823.278806
1314,0422013999,3,042201,3999,0422013,518100422013999,521164.820505,11084.530671
2060,0408013004,3,040801,3004,0408013,518100408013004,43352.531467,1112.714544
2635,0430013003,3,043001,3003,0430013,518100430013003,46583.468918,1010.490682
1315,0462054999,4,046205,4999,0462054,518100462054999,23329.574993,1014.539524
