objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1225800","1265278","FCC: Antenna Structure Registration (GIS)","9/23/2008","37.5113","-77.3055","","Fire Training Center, Richmond International Airport","Sandston","VA","","51","087","45.659278","18.3","","3","","","City of Richmond","","","","","","","","","","","","","","","","",""
"1226071","1280587","FCC: Antenna Structure Registration (GIS)","9/21/2011","37.572","-77.4093","","3601 Dill Rd. (VA14547-B)","Richmond","VA","","51","087","45.94062","45.7","","5","","","SBA Towers III LLC","","","","","","","","","","","","","","","","",""
"1224115","1020368","FCC: Antenna Structure Registration (GIS)","9/14/2005","37.6229","-77.4997","","3914 WISTAR RD","RICHMOND","VA","","51","087","58.727222","90.2","","5","","","Bell Broadcasting, LLC","","","","","","","","","","","","","","","","",""
"1225916","1270106","FCC: Antenna Structure Registration (GIS)","8/27/2009","37.5166","-77.3575","","4023 Williamsburg Rd","Richmond","VA","","51","087","49.065715","29.6","","5","","","TowerCo Assets LLC","","","","","","","","","","","","","","","","",""
"1225909","1270099","FCC: Antenna Structure Registration (GIS)","8/27/2009","37.6038","-77.5901","","1301 Gaskins Road","Richmond","VA","","51","087","73.650382","31.7","","5","","","TowerCo Assets LLC","","","","","","","","","","","","","","","","",""
"1223875","1017162","FCC: Antenna Structure Registration (GIS)","7/28/2010","37.5588","-77.4093","","1601 CRUMP ST (Central Gardens 100009967)","RICHMOND","VA","","51","087","51.620521","65.2","","5","","","RCTC Wholesale Corporation d/b/a Alltel","","","","","","","","","","","","","","","","",""
"1224423","1041242","FCC: Antenna Structure Registration (GIS)","7/24/2006","37.621699","-77.4492","","LAKESIDE BLVD, W. SIDE OF I95","NEAR RICHMOND","VA","","51","087","32.05791","76.8","","5","","","Mount Rich Media, LLC","","","","","","","","","","","","","","","","",""
"1224422","1041241","FCC: Antenna Structure Registration (GIS)","7/24/2006","37.6214","-77.4486","","LAKESIDE BLVD, W. SIDE OF I95","NEAR RICHMOND","VA","","51","087","31.067144","76.9","","5","","","Mount Rich Media, LLC","","","","","","","","","","","","","","","","",""
"1224421","1041240","FCC: Antenna Structure Registration (GIS)","7/24/2006","37.6211","-77.4483","","LAKESIDE BLVD, W. SIDE OF I95","NEAR RICHMOND","VA","","51","087","31.255235","76.9","","5","","","Mount Rich Media, LLC","","","","","","","","","","","","","","","","",""
"1224841","1206514","FCC: Antenna Structure Registration (GIS)","6/9/2010","37.4783","-77.304799","","3981 OLD CHARLES CITY ROAD","RICHMOND","VA","","51","087","46.081447","33.5","","5","","","SBA Structures, Inc","","","","","","","","","","","","","","","","",""
"1224471","1044374","FCC: Antenna Structure Registration (GIS)","6/26/2009","37.5864","-77.4881","","4611 Orville Road","RICHMOND","VA","","51","087","57.778339","79.2","","5","","","CROWN ATLANTIC COMPANY, LLC","","","","","","","","","","","","","","","","",""
"1225189","1233278","FCC: Antenna Structure Registration (GIS)","6/14/2010","37.6685","-77.482","","10810 GREENWOOD ROAD","GLEN ALLEN","VA","","51","087","61.485733","57.9","","5","","","SBA Structures, Inc.","","","","","","","","","","","","","","","","",""
"1224649","1061840","FCC: Antenna Structure Registration (GIS)","6/1/2009","37.5321","-77.3258","","RI-111A","RICHMOND","VA","","51","087","51.67749","46.9","","6","","","Virginia, COmmonwealth of, Dept of Trans","","","","","","","","","","","","","","","","",""
"1224339","1033344","FCC: Antenna Structure Registration (GIS)","5/5/1998","37.6292","-77.5278","","850' SE OF INT OF PARHAM AND SHRADER RDS","GLEN ALLEN","VA","","51","087","82.058212","59.4","","3","","","HENRICO, COUNTY OF","","","","","","","","","","","","","","","","",""
"1225809","1265628","FCC: Antenna Structure Registration (GIS)","5/4/2012","37.4979","-77.2073","","Sandston (White Oak)","Richmond","VA","","51","087","40.821521","59.4","","5","","","SBA Towers IV, LLC","","","","","","","","","","","","","","","","",""
"1224503","1048282","FCC: Antenna Structure Registration (GIS)","5/22/1998","37.5589","-77.4089","","1601 CRUMP ST.","RICHMOND","VA","","51","087","51.804634","61","","5","","","AREAWIDE COMMUNICATIONS, INC","","","","","","","","","","","","","","","","",""
"1226129","1284260","FCC: Antenna Structure Registration (GIS)","5/17/2012","37.5501","-77.3288","","N. Corner of Vine &amp; Daisy","Richmond","VA","","51","087","51.48283","38.4","","5","","","New Cingular Wireless PCS, LLC","","","","","","","","","","","","","","","","",""
