X,Y,OBJECTID,UNITID,COMPKEY,COMPTYPE,ADDRKEY,STKEY,SEGKEY,MAPNO,SUBAREA,MISC_AREA,XCOORD,YCOORD,HYD_ID,MAJOR,PIPEOF,SHAPE_1,TWIDTH,BWIDTH,HEIGHT,MATERIAL,MISC_TYPE,ORIG_TABLE,STRUC_ID,TOP_ELEV,EAST_PIPE,WEST_PIPE,NORTH_PIPE,SOUTH_PIPE,YEAR_BUILT,P_CONF,STRUCT_NAME,SURVEY_ID,BMP_ID,WATERSHED,STRUC_TYPE
-75.997448729896519,36.8320871460826,1008,CGB OD7712,91046,72,0,,0, , , ,12215274.9191,3472136.10477, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.076500393152386,36.853377173800688,7,SP10,1271546,72,0,,0, , , ,12191947.6437,3479281.43267, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK LAKE 6, , ,0, 
-75.997655627177807,36.831926615208751,1009,CGB OD7713,91047,72,0,,0, , , ,12215216.1077,3472075.9684, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.046208311541434,36.875339375756219,8,SP12,1271491,72,0,,0,I5,LYN,198,12200578.4492,3487496.25907, , , , ,8,0,0, ,, , ,0,0,0,0,0, ,GPS,LAUREL COVE, ,SU1498970000,5, 
-75.997586988703645,36.831644251120004,1010,CGB OD7714,91048,72,0,,0, , , ,12215238.9235,3471973.72298, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.052369449138354,36.876884848175749,9,SP49,1271533,72,0,,0, , , ,12198783.8716,3488019.22549, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK LAKE, , ,0, 
-75.997565583647017,36.831586894079443,1011,CGB OD7715,91049,72,0,,0, , , ,12215245.5302,3471953.06383, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.053603934663045,36.872106495195474,10,SP11A,1271507,72,0,,0, , , ,12198467.9669,3486270.92084, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LAKE TRANT, , ,0, 
-75.996848953527433,36.831472942023723,1012,CGB OD7716,91050,72,0,,0, , , ,12215456.4914,3471917.05664, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.061765702144456,36.87022923359725,11,SP14,1271494,72,0,,0, , , ,12196099.0116,3485525.93488, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK LAKE 4, , ,0, 
-75.996490363133987,36.831342851513718,1013,CGB OD7718,91051,72,0,,0, , , ,12215562.5395,3471872.49455, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.061225769742919,36.871101771398159,12,SP25,1271516,72,0,,0, , , ,12196248.7823,3485847.5016, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK LAKE 3, , ,0, 
-75.997752062221934,36.832344262106197,1014,CGB OD7719,91052,72,0,,0, , , ,12215183.6535,3472227.19655, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.062897257805545,36.870640208513038,13,SP51,1271535,72,0,,0, , , ,12195764.2298,3485666.89563, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK LAKE 5, , ,0, 
-75.997386646428936,36.832257964879368,1015,CGB OD7720,91053,72,0,,0, , , ,12215291.5567,3472198.55192, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.061304530433773,36.85914849796076,14,SP52,1271536,72,0,,0, , , ,12196316.5021,3481488.9634, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK LAKE, , ,0, 
-75.997349654703854,36.832347209309049,1016,CGB OD7721,91054,72,0,,0, , , ,12215301.5975,3472231.48242, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.058858679324885,36.857080497329171,15,SP13,1271492,72,0,,0, , , ,12197072.8181,3480762.10165, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,WOLFSNARE LAKE, , ,0, 
-75.994199712160096,36.831221240137566,1017,CGB OD7722,91055,72,0,,0, , , ,12216233.9567,3471845.97397, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.057579575378341,36.856999886919191,16,SP13A,1271493,72,0,,0, , , ,12197447.7239,3480742.36976, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,WOLFSNARE LAKE, , ,0, 
-75.994418515712155,36.831297215633711,1018,CGB OD7723,91056,72,0,,0, , , ,12216169.2293,3471871.98273, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.004708330117879,36.853551263773454,17,SP15,1271495,72,0,,0, , , ,12212944.4647,3479891.89575, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LINLIER LAKE, , ,0, 
-75.993179293371014,36.830891905700909,1019,CGB OD7724,91057,72,0,,0, , , ,12216535.5663,3471734.06087, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.165030543890353,36.839864293591525,18,F37,1271484,72,0,,0, , , ,12166174.7988,3473710.18629, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,POINT-O-VIEW, , ,0, 
-75.99278171789085,36.830817845270808,1020,CGB OD7725,91058,72,0,,0, , , ,1216577.24876,3471742.90802, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.165113312863994,36.831963590970439,19,SP05,1271534,72,0,,0, , , ,12166221.6413,3470834.0583, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,POINT-O-VIEW LAKE (WITCHDUCK), , ,0, 
-75.990779422529897,36.830144867923593,1021,CGB OD7726,91059,72,0,,0, , , ,12217245.1027,3471480.91965, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.122035758647471,36.824500239348282,20,SP36,1271526,72,0,,0, , , ,12178893.702,3468432.21037, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,SHORELINE LAKE, , ,0, 
-75.990575928066903,36.830527299648018,1022,CGB OD7727,91060,72,0,,0, , , ,12217300.9968,3471621.5548, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.183267559578525,36.825944163085538,21,SP06,1271542,72,0,,0, , , ,12160963.7874,3468512.21565, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,TURTLE LAKE, , ,0, 
-75.99008021703186,36.830750788746194,1023,CGB OD7728,91061,72,0,,0, , , ,12217443.853,3471706.83621, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.22381327325219,36.828619159320745,22,SP09,1271485,72,0,,0, , , ,12149076.3216,3469197.20484, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,SPARROW RD LAKE, , ,0, 
-75.990307517748178,36.83111145711645,1024,CGB OD7729,91062,72,0,,0, , , ,12217373.6587,3471836.44519, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.215879831464889,36.814425856055436,23,SP08,1271545,72,0,,0, , , ,12151522.7586,3464087.27135, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LEVEL GREEN POND, , ,0, 
-75.990773452326522,36.831436170943782,1025,CGB OD7730,91063,72,0,,0, , , ,12217234.2921,3471950.90974, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.211143199126312,36.813145233554494,24,SP07,1271544,72,0,,0, , , ,12152920.0483,3463654.7769, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BANBURY LAKE, , ,0, 
-75.99209411952458,36.832088135437239,1026,CGB OD7731,91064,72,0,,0, , , ,12216841.4622,3472177.96293, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.158765717353361,36.783550100779017,25,SP23,1271512,72,0,,0, , , ,12168515.9708,3453258.9067, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,ROSEMONT FOREST, , ,0, 
-75.992017850760362,36.83295874461227,1027,CGB OD7732,91065,72,0,,0, , , ,12216855.6009,3472495.28011, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.139781023972731,36.794074104487933,26,SP42,1271530,72,0,,0, , , ,12173978.3774,3457227.72001, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,INDIAN LAKES, , ,0, 
-75.991817670182442,36.832996963743781,1028,CGB OD7733,91066,72,0,,0, , , ,12216913.6436,3472510.78954, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.152866574307396,36.79824163874445,27,D42A,1271483,72,0,,0, , , ,12170110.148,3458649.11664, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,INDIAN LAKES, , ,0, 
-75.990391476989615,36.832473828197323,1029,CGB OD79A,91067,72,0,,0, , , ,12217336.0928,3472331.67839, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BRANT ROAD DITCH, , ,0, 
-76.081474404406407,36.803856288993444,28,SP43,1271531,72,0,,0, , , ,12190954.7945,3461220.19821, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,THE LAKES, , ,0, 
-75.990114617117356,36.832392283020006,1030,CGB OD79A1,91068,72,0,,0, , , ,12217417.8926,3472304.15869, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BRANT ROAD DITCH, , ,0, 
-76.051049527541934,36.779765398070033,29,SP40,1271529,72,0,,0, , , ,12200087.1746,3452681.51095, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LAKE PLACID, , ,0, 
-75.989371850514544,36.831903910330787,1031,CGB OD79A2,91069,72,0,,0, , , ,12217639.7415,3472131.94855, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BRANT ROAD DITCH, , ,0, 
-76.056528511461607,36.772555409831185,30,SP20A,1271511,72,0,,0, , , ,12198550.9629,3450015.85811, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LAKE PLACID 2, , ,0, 
-76.004772794120996,36.835191048954258,1032,CGB OD721A13,91689,72,0,,0, , , ,12213102.443,3473208.8626, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK ROAD, , ,0, 
-76.057705465282254,36.774840391414877,31,SP20,1271510,72,0,,0,I11,BEA,183,12198163.1364,3450831.16376, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LAKE PLACID 1, ,SU1495812158,0, 
-75.99131290412933,36.836853989519724,1033,CGB OD721A14,91690,72,0,,0, , , ,12217024.0044,3473918.61753, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,DECOY PLACE DITCH, , ,0, 
-75.996662803735958,36.767107839416802,32,SP31,1271519,72,0,,0, , , ,12216132.4165,3448492.52481, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,RED MILL FARM POND, , ,0, 
-75.990819000504715,36.83656109351697,1034,CGB OD721A15,91691,72,0,,0, , , ,12217171.3353,3473815.95159, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,DECOY PLACE DITCH, , ,0, 
-75.975041960136565,36.820782541216808,33,SP17,1271508,72,0,,0, , , ,12221940.5455,3468196.20849, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LAKE CHRISTINE, , ,0, 
-75.99040729811837,36.836248344232885,1035,CGB OD721A16,91692,72,0,,0, , , ,12217294.886,3473705.23217, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,DECOY PLACE DITCH, , ,0, 
-75.985485817647231,36.831174673058797,34,SP16,1271496,72,0,,0, , , ,12218783.9421,3471897.0538, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,VIRGINIA AVE LAKE, , ,0, 
-75.989730962829199,36.835700892225212,1036,CGB OD721A17,91693,72,0,,0, , , ,12217497.8986,3473511.27792, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,DECOY PLACE DITCH, , ,0, 
-76.143181036830384,36.757337823087312,35,SP24,1271513,72,0,,0, , , ,12173316.8376,3443831.89401, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,STUMPY LAKE, , ,0, 
-75.988037627738805,36.835207310810155,1037,CGB OD721A18,91694,72,0,,0, , , ,12217998.1002,3473344.63839, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,DECOY PLACE DITCH, , ,0, 
-76.121043718536484,36.784990262903911,36,SP44,768399,72,0,,0, , , ,12179546.5519,3454059.19265, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,SALEM VILLAGES, , ,0, 
-76.004929233032726,36.835828921938273,1038,CGB OD722A1,91698,72,0,,0, , , ,12213050.4184,3473439.82342, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.096798157577112,36.866965318340654,37,SP54,1271537,72,0,,0, , , ,12185863.25898,3484067.756, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,KINGS LAKE, , ,0, 
-76.004711196641907,36.835510975781006,1039,CGB OD722A2,91701,72,0,,0, , , ,12213117.4174,3473325.99141, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.032995201334785,36.891027289581579,38,SP53,1714672,72,0,,0, , , ,12204292.7684,3493306.75917, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,CUTTY SARK RD, , ,0, 
-76.004666899816954,36.835332130396921,1040,CGB OD722A3,91729,72,0,,0, , , ,12213131.9554,3473261.25756, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.204255740384539,36.82194364191156,39,DF018,771432,72,0,,0, , , ,12154836.4191,3466898.63482, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,SUNNYSIDE DR, , ,0, 
-76.004674299239937,36.835025456503104,1041,CGB OD722A4,91734,72,0,,0, , , ,12213132.6302,3473149.57187, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.210634263991977,36.810151436307756,40,DF015,771429,72,0,,0, , , ,12153074.025,3462561.19993, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,PROVIDENCE RD, , ,0, 
-76.004486911570012,36.834320661468695,1042,CGB OD722A5,91762,72,0,,0, , , ,12213194.3111,3472894.3521, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.208642095339272,36.804785813528703,41,DF016,771430,72,0,,0, , , ,12153704.48144,3460622.38294, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LEVEL GREEN BL, , ,0, 
-76.004401959690199,36.834206494912884,1043,CGB OD722A6,91763,72,0,,0, , , ,12213220.4379,3472853.53131, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.206528801446865,36.79934792425518,42,DF017,771431,72,0,,0, , , ,12154371.11363,3458658.13818, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,DREW DR, , ,0, 
-76.004363325844793,36.833991756670507,1044,CGB OD722A7,91764,72,0,,0, , , ,12213233.7656,3472775.51831, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.176498107125681,36.894260688200205,43,DF037,771450,72,0,,0, , , ,12162310.9311,3493418.95678, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BAYSIDE RD, , ,0, 
-76.004143738961815,36.833394315467075,1045,CGB OD722A9,91765,72,0,,0, , , ,12213303.5525,3472559.91937, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.181848872708187,36.859125753008151,44,DF024,771437,72,0,,0, , , ,12161060.7666,3480592.25081, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,W HASTINGS ARCH, , ,0, 
-76.004220787463723,36.833122253567154,1046,CGB OD722A10,91766,72,0,,0, , , ,12213283.8019,3472460.32842, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.173152618412558,36.811696100822282,45,DF014,771428,72,0,,0, , , ,12164029.8095,3463391.67235, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GALE DR, , ,0, 
-76.003753778500339,36.833182191376473,1047,CGB OD722A11,91767,72,0,,0, , , ,12213419.7104,3472485.5915, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.156466245821719,36.894242460370307,46,DF036,771449,72,0,,0, , , ,12168167.2281,3493557.10677, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,SHELL RD, , ,0, 
-76.004370886066212,36.832808529637205,1048,CGB OD722A12,91768,72,0,,0, , , ,12213242.9395,3472344.88676, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.164303196869383,36.853185582580878,47,DF025,771438,72,0,,0, , , ,12166245.9747,3478556.70272, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GRAND LAKE CRES, , ,0, 
-76.004503680421422,36.832094694225688,1049,CGB OD722A13,91769,72,0,,0, , , ,12213210.8548,3472083.97804, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.165910202962621,36.835067774943603,48,DF041,772535,72,0,,0, , , ,12165939.00421,3471950.67393, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,OVERHOLT DR, , ,0, 
-76.004676486637663,36.830736355849986,1050,CGB OD722A14,91770,72,0,,0, , , ,12213173.5283,3471588.38449, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.160402280714408,36.78567861103231,49,DF022,771435,72,0,,0, , , ,12167996.048,3454014.25705, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,RUGBY RD, , ,0, 
-76.004714924650344,36.8302214664456,1051,CGB OD722A15,91771,72,0,,0, , , ,12213167.0984,3471400.81125, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.137265760940139,36.897324454998532,50,DF038,772200,72,0,,0, , , ,12173752.2061,3494818.80569, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,CHURCH POINT PL, , ,0, 
-75.998074563697116,36.832264703404654,1052,CGB OD722A16,91772,72,0,,0, , , ,12215090.1753,3472195.74488, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GOOSE LANDING DITCH, , ,0, 
-76.139327405296939,36.885805430412127,51,DF031,771444,72,0,,0, , , ,12173254.3948,3490611.13235, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LAKEVIEW DR, , ,0, 
-75.999415088154592,36.832234919290585,1053,CGB OD722A17,91773,72,0,,0, , , ,12214698.2146,3472174.42251, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BIRDNECK #1, , ,0, 
-76.142511178394329,36.875629808590531,52,DF029,771442,72,0,,0, , , ,12172416.0582,3486884.23101, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,VINEYARD LA, , ,0, 
-76.000503230034639,36.832196146862309,1054,CGB OD722A18,91774,72,0,,0, , , ,12214380.3541,3472152.07302, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BIRDNECK #1, , ,0, 
-76.139584759151148,36.874803280257851,53,DF030,771443,72,0,,0, , , ,12173279.2983,3486604.7857, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,W FERRY PLANTATION RD, , ,0, 
-76.000743751257005,36.831776312644735,1055,CGB OD722A19,91775,72,0,,0, , , ,12214313.9412,3471997.38849, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BIRDNECK #1, , ,0, 
-76.131739959522861,36.861761122386952,54,DF027,771440,72,0,,0, , , ,12175692.33379,3481915.29147, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,INDEPENDENCE BL, , ,0, 
-76.00182848762384,36.83126928620274,1056,CGB OD722A20,91793,72,0,,0, , , ,12214001.4416,3471804.45453, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BIRDNECK #1, , ,0, 
-76.132617229974784,36.853470180979322,55,DF026,771439,72,0,,0, , , ,12175511.4545,3478891.19844, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BENNETT LA, , ,0, 
-76.003153487396531,36.831383902212174,1057,CGB OD722A21,91794,72,0,,0, , , ,12213612.8221,3471835.87004, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,BIRDNECK #1, , ,0, 
-76.1250350195821,36.892371170717688,56,DF034,771447,72,0,,0, , , ,12177372.93902,3493105.69462, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,WHITETHORNE RD, , ,0, 
-76.004212989188773,36.831779523746405,1058,CGB OD722A22,91795,72,0,,0, , , ,12213298.8571,3471971.71731, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.118054350748054,36.890370225188498,57,DF035,771448,72,0,,0, , , ,12179432.08024,3492428.83901, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,SWAN LAKE DR, , ,0, 
-76.004487622137376,36.830049534362082,1059,CGB OD722A23,91796,72,0,,0, , , ,12213235.3404,3471339.99644, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.108557716398934,36.837639488461534,58,DF003,771416,72,0,,0, , , ,12182694.7243,3473306.74471, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,HAPPY ST, , ,0, 
-76.004581143046664,36.829875779154854,1060,CGB OD722A24,91797,72,0,,0, , , ,12213209.6307,3471275.94163, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.083340779275034,36.847574671013163,59,DF009,771423,72,0,,0, , , ,12189979.444,3477110.71643, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,LYNNHAVEN RD, , ,0, 
-76.004359970637182,36.829245171986031,1061,CGB OD722A25,91798,72,0,,0, , , ,12213280.445,3471048.23783, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.08072767174167,36.846165368281852,60,DF008,771422,72,0,,0, , , ,12190756.9631,3476617.36145, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,"LYNNHAVEN RD, N", , ,0, 
-76.002178525157476,36.827386607090595,1062,CGB OD722A26,91799,72,0,,0, , , ,12213936.5069,3470388.58503, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CREEK, , ,0, 
-76.076478809331078,36.780057878983044,61,DF002,771415,72,0,,0, , , ,12192617.6612,3452588.45577, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GLASTONBURY DR, , ,0, 
-76.007035860527452,36.81758627955606,1063,CGB OD725A2,91800,72,0,,0, , , ,12212609.6115,3466784.02007, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,OCEANA BLVD, , ,0, 
-76.055349743942429,36.898122229673426,62,DF013,771427,72,0,,0, , , ,12197690.67201,3495719.00829, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,DUKE OF NORFOLK QUAY, , ,0, 
-76.005851059024479,36.817792315481071,1064,CGB OD725A3,91801,72,0,,0, , , ,12212954.2493,3466868.15712, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,OCEANA BLVD, , ,0, 
-76.051102745536042,36.881517749506578,63,DF011,771425,72,0,,0, , , ,12199088.9481,3489707.78409, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,GREAT NECK CIRCLE, , ,0, 
-76.003428488654464,36.81842506585631,1065,CGB OD725A4,91802,72,0,,0, , , ,12213657.0023,3467117.38807, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,OCEANA BLVD, , ,0, 
-76.046102204336691,36.879587576610689,64,DF012,771426,72,0,,0, , , ,12200569.27517,3489043.249, , , , ,0,0,0, ,, , ,0,0,0,0,0, , ,MILLWOOD RD, , ,0, 
