OBJECTID,TAX_ACCT,GPIN,LRSN,SHAPEarea
1566,00723500,1447967862,1054,13563.121556
492,00006990,1448749272,77817,6125.484445
493,00006991,1448840107,77818,6099.95146
495,00007003,1428881145,77950,5806.436045
1567,00724500,1449228281,1055,4131.098514
496,00007004,1428881185,77951,5551.351677
1568,00725000,1530994809,1056,5041.481919
497,00007005,1437114420,77935,6743.409696
1569,00725900,1540599404,1057,5852.505637
498,00007007,1550733312,77988,7467.304025
1570,00726002,1550182161,1058,5024.422798
499,00007011,1540101391,77899,32196.962662
1571,00726014,1550183100,1059,4986.90249
500,00007012,1540103229,77898,54638.495751
1572,00726016,1550183058,1060,5004.985277
501,00007015,1540119869,77906,8182.975385
1278,00530500,1530714575,738,8561.251713
502,00007016,1540119863,77907,5505.22048
503,00007117,1439210660,77908,6818.110833
1300,00550100,1530836135,778,7889.488806
504,00007018,1439211620,77909,5294.773948
1412,00631101,1530820870,897,8088.35489
506,00007025,1427583745,77882,12127.945455
1589,00740600,1530816648,1077,7213.230434
507,00007026,1427582693,77883,12065.184551
508,00007028,1436590351,77710,5017.75842
509,00007029,1436590236,77711,5112.499793
1717,00860600,1530840748,1211,10461.684291
510,00007030,1436590221,77712,5100.558823
511,00007037,1550467864,77905,2662.2254
1729,00878100,1530827575,1224,7188.318854
512,00007038,1550467851,77904,2679.307951
1750,00893801,1530729547,1245,7267.15011
513,00007039,1550263338,77743,1257.681531
1823,00953900,1530853927,1321,18839.398005
514,00007040,1550262343,77744,8120.080597
1894,02815800,1530715955,4343,7207.705912
515,00007041,1550262228,77745,8119.958878
1573,00726018,1550184017,1061,5110.451542
516,00007042,1550262203,77746,8119.92205
517,00007067,1550261197,77747,8119.971289
1574,00726400,1448361532,1062,8130.835086
518,00007068,1550261182,77748,7543.178059
1575,00726450,1447989244,1063,12579.485225
1576,00727700,1428542193,1064,5511.159778
519,00007069,1550261044,77749,12773.266109
1577,00728600,1437213532,1065,2545.163764
1578,00729500,1449051453,1066,7588.656554
520,00007070,1550169170,77750,11240.801701
1579,00731300,1438851456,1067,5131.196765
521,00007071,1550169198,77751,6843.315815
1580,00733105,1448002824,1068,5168.751481
522,00007072,1550260213,77752,7685.045854
1581,00734000,1439401656,1069,16247.510286
523,00007073,1550260228,77753,7684.917897
1582,00734200,1550006058,1070,8708.785669
524,00007074,1550260344,77754,7685.003762
1583,00734500,1449578024,1071,1759.66778
525,00007075,1550260460,77755,9937.388291
1584,00735700,1550163931,1072,7215.536376
526,00007081,1449614164,77705,11554.738366
1585,00736800,1429321699,1073,8406.845233
527,00007082,1449615006,77704,6318.855823
1586,00738600,1449253345,1074,6981.26255
528,00007302,1457506702,77971,2514.510593
1587,00739500,1438243683,1075,3812.058566
529,00007303,1457505790,77972,2519.816928
1590,00740620,1439699619,1078,4942.251582
530,00007304,1438439090,77999,6398.225795
1591,00744000,1438319982,1079,3823.929342
531,00007305,1438429962,77998,6877.178145
1592,00745800,1449951638,1080,6527.562513
532,00007306,1438429836,77997,7979.484098
1593,00746700,1438171376,1081,3943.913433
533,00007307,1438736003,77985,12414.697125
1594,00747600,1437884211,1082,4571.214595
534,00007308,1438726933,77984,8402.897942
1595,00749400,1448563671,1083,6357.224005
535,00007309,1438726999,77986,5178.899365
1596,00749600,1550462673,1084,7499.958963
536,00007310,1448149521,77983,9819.022885
1597,00749800,1530216124,1085,7466.076885
537,00007320,1550963049,78069,5106.44503
1598,00752000,1457150889,1086,9245.411674
1599,00753000,1459295033,1087,10701.199294
538,00007316,1439111807,77993,40726.536303
1736,00881900,1541504266,1232,5012.90647
539,00007608,1457564165,78520,5468.233295
1737,00882805,1541504486,76058,10746.480633
540,00007609,1457564160,78521,5509.284253
1738,00882807,1541505432,76059,6139.588642
541,00007610,1457564065,78522,5160.438209
1739,00882809,1541504357,76060,9737.815809
544,00007614,1550350916,78559,19329.535399
1740,00883600,1448155675,1235,3643.33415
547,00007618,1448269739,78516,13200.592258
1741,00883610,1448155677,1236,509.446196
548,00007619,1448269605,78517,15410.741953
1742,00883650,1448449645,1237,5154.937453
550,00007701,1448005157,78506,29265.544585
1743,00883700,1458916470,1238,27315.847476
551,00007702,1448004117,78507,62568.220788
1744,00884500,1448542660,1239,7364.988737
1745,00886500,1530583014,1240,7323.540344
559,00007710,1447090945,81847,29718.054817
1746,00887500,1530888611,1241,5053.639147
1747,00887600,1448331419,1242,7724.879862
1748,00888050,1449770488,1243,11428.501251
1749,00891000,1530986818,1244,7804.073944
560,00009506,1550963035,78146,4837.618886
1751,00894700,1540011204,1246,5809.614489
561,00009507,1550963030,78147,4299.929698
1754,00897400,1457151734,1249,8562.20757
565,00009533,1427977242,78020,4876.46324
1755,00901100,1540481529,1250,13568.504379
577,00010200,1437588832,4,2840.753828
1756,00902000,1448964156,1251,6706.076729
578,00010390,1428960366,75376,5706.140246
1757,00902900,1540775758,1252,34393.335998
582,00011605,1448671584,8,149567.654007
1758,00903800,1449794356,1253,7571.955502
583,00011630,1437082336,9,2134.037126
1762,00906900,1531192036,1257,3834.467392
584,00011652,1448957004,10,100235.778124
1763,00907100,1428346478,1258,5653.491442
585,00011662,1448959106,11,40489.397099
1764,00907400,1448183401,1259,7833.576209
586,00011800,1448636030,12,54614.753514
1765,00907500,1439902841,1260,15802.713028
589,00016700,1540926546,15,9390.283132
1766,00908400,1448180473,1261,7226.02175
590,00016800,1531847490,16,5284.351071
1767,00909500,1540920639,1262,10786.133694
591,00016850,1449926041,17,27639.596399
1768,00911100,1459287319,1263,10448.790518
592,00016880,1467091146,18,25061.383516
1769,00911700,1449421804,1264,6172.252476
593,00016900,1467092166,19,65169.636626
1770,00913600,1439173256,1265,62964.699796
595,00016951,1438554538,21,5798.166834
1771,00915000,1530894511,1266,5254.739486
596,00016952,1438972497,22,6405.740805
1772,00918300,1448126489,1267,119895.51943
597,00016953,1438943195,23,5153.684524
1773,00919002,1439247428,1268,5413.493255
607,00020900,1438523680,34,2981.026194
1774,00919200,1531901084,1269,4968.337003
611,00021300,1438042424,38,5629.613573
1775,00920100,1530000940,1270,6860.16614
612,00021400,1438054521,39,2800.304604
1776,00921000,1550370224,1271,7498.244588
613,00021500,1428955704,40,5136.499303
1777,00921900,1550370239,1272,3748.992375
614,00022800,1449826090,41,7794.078549
1778,00922000,1550371209,1273,1282.586429
615,00024200,1449176523,42,6157.713611
1779,00922100,1530738328,1274,7155.033591
617,00025502,1540220929,44,12368.437408
1780,00923000,1530739168,1275,6945.424737
618,00025504,1540230029,45,7200.093683
1781,00925700,1448391774,1276,6944.233993
619,00027000,1438144489,46,8331.999069
1782,00926600,1436999909,1277,3150.349898
620,00027002,1438145408,47,2768.879685
1783,00927500,1439450006,1278,22169.389849
621,00027300,1449242291,48,5911.89959
1784,00928400,1448968117,1279,7792.368223
622,00029505,1429633695,75339,5507.247755
1785,00929300,1438554767,1280,5547.662533
623,00029510,1429633645,75340,5596.183196
1786,00930200,1439499890,1281,5520.340642
624,00030200,1428443154,50,8908.492683
1787,00932000,1438874202,1283,6652.443207
625,00031200,1428529573,51,5419.920535
1788,00932900,1428638213,1284,5306.500784
626,00031400,1428545285,52,5396.049109
1789,00934700,1437671208,1285,3721.522108
627,00033900,1437719075,53,4811.316119
1790,00935000,1458032799,1286,6011.99558
628,00034800,1449020499,54,15551.715789
1791,00935600,1530797806,1287,6458.972733
632,00035700,1438339312,55,2548.103038
633,00035800,1438339324,56,2544.298663
1792,00935700,1530797826,1288,3206.648084
634,00037600,1540650983,57,9270.409399
1793,00937100,1447754698,1289,11709.363952
635,00039400,1550328394,58,9682.576624
1794,00937300,1428968631,1290,2622.330909
1795,00937500,1449017134,1291,8843.689279
636,00039525,1530473371,59,16341.846327
638,00042200,1448290733,61,8775.572746
1796,00938400,1448391523,1292,6915.895486
639,00043100,1540335297,62,9053.397108
1798,00939400,1520144451,1294,3609.403314
640,00044000,1429229999,63,9770.990279
641,00044900,1540426428,64,12535.735184
1799,00939700,1438060929,1295,5132.986045
1800,00939900,1448033288,1296,5543.348849
642,00045400,1448000999,65,4914.69167
1801,00940300,1437589512,1297,2911.165438
643,00045800,1540529485,66,15353.019704
1802,00940700,1437949466,1298,4563.600669
646,00048000,1540443391,69,7407.635246
1803,00941100,1428474809,1299,5005.594116
647,00048500,1428614882,70,2527.349548
1804,00941200,1438434390,1300,3659.413169
649,00048510,1428613502,72,12642.652731
1805,00942100,1438339004,1301,1925.283829
652,00049600,1448430980,76,6448.913489
1806,00942130,1438328917,1302,5111.506682
653,00050400,1540290222,77,6287.768445
1807,00943000,1438327896,1303,2506.228107
654,00051300,1540290146,78,6370.02072
1808,00943900,1438421706,1304,2565.650091
655,00057937,1449412863,79,16219.929666
1809,00944800,1438246368,1305,6663.367645
656,00057940,1448950233,80,8488.479218
1810,00946600,1449813850,1306,6288.31694
657,00057993,1449133814,81,6755.886802
1811,00948200,1457577011,1307,5293.596091
658,00057997,1448845631,82,7830.352744
659,00058010,1448845674,83,9056.740388
1812,00948400,1438942599,1308,5036.314199
660,00058020,1449341063,84,7189.466203
1813,00948500,1437201836,1310,3252.860794
661,00058200,1438614973,85,5459.260647
1814,00948700,1438648425,1311,5128.362724
662,00058210,1449293714,86,7421.938013
1815,00953265,1437201204,1313,3143.381437
663,00058300,1449425080,87,28186.989122
1816,00953267,1437201232,1314,3281.481913
665,00058350,1449412953,89,22018.875239
1817,00953269,1437200255,1315,3362.49721
666,00058400,1449415032,90,8734.837879
1818,00953271,1437200274,1316,3146.134526
667,00060200,1438733802,92,4390.248706
1819,00953300,1437108500,1317,3428.939549
668,00061100,1459163967,93,24952.63107
1820,00953301,1437107497,1318,3019.076307
1821,00953302,1437107485,1319,3183.744945
669,00061200,1448566039,94,6295.738872
1822,00953303,1437107471,1320,3036.956262
781,00142100,1540425448,211,7947.796854
1824,00954900,1550753204,1322,7515.897811
1825,00954905,1550753312,1323,7542.649971
782,00145600,1531844721,212,5630.120016
1828,00955200,1540939006,1326,7455.849248
783,00147400,1531706164,213,5121.793414
1829,00955702,1439793203,1327,9456.599052
784,00147500,1439298959,214,4967.932896
1830,00955725,1439792186,1328,899.95302
785,00148400,1437693534,215,2611.901466
1831,00955900,1540355842,1329,8104.778499
786,00150000,1540561223,216,10017.158388
1832,00956600,1449108702,1330,6753.816343
787,00150500,1448826831,220,8520.635841
1834,02325700,1540479609,3394,11388.409101
1835,02326400,1530980218,3395,7149.795249
788,00153000,1540591689,221,5202.687014
790,00154350,1540849186,223,7357.266124
1836,02326600,1540448720,3396,7035.414337
791,00154600,1541500235,224,5525.989457
1837,02328200,1447171449,3397,4995.507981
792,00156800,1428429284,225,2637.134547
1838,02329100,1428371186,3399,6557.336908
793,00157200,1438952637,226,4170.289805
1839,02330000,1530979125,3400,10747.9832
794,00159400,1449137335,227,8776.810137
1840,02330490,1437499737,3402,4089.443008
1841,02330555,1437444268,3403,2207.801774
797,00159750,1540089764,230,6559.021781
1842,02330558,1438415788,3404,3692.648813
798,00161000,1447948941,231,15765.866702
1843,02330565,1449136649,3405,7657.753298
799,00162500,1540212356,232,7621.925635
800,00163000,1449822716,233,8936.889923
1845,02330595,1438518846,3407,5052.619906
802,00163200,1438635840,235,5038.624025
1846,02330700,1540348100,3408,8285.951458
1847,02330810,1449199044,3409,5762.748045
803,00163230,1448258126,236,6019.505278
1848,02330900,1449290310,3410,7652.418517
804,00163250,1438767387,237,5079.260934
1849,02331900,1437444758,3412,1480.806712
805,00163275,1531629005,238,6571.708532
1850,02332000,1438148794,3413,2893.608109
806,00163286,1531385951,239,8193.10595
1851,02332200,1428964647,3414,8180.568157
810,00166475,1550430848,243,7950.372914
1852,02334102,1449031945,3415,9566.407705
811,00167600,1458163620,244,12467.14658
1853,02334110,1438600976,3416,2817.232503
812,00171000,1437542304,245,3257.709095
813,00172000,1448359214,246,7243.318124
1854,02335575,1437445201,3418,3116.535767
814,00172400,1540694288,247,10012.893844
1855,02335582,1437296368,3419,5123.156548
815,00173900,1428424911,248,9821.852186
1856,02336630,1449282894,3420,3211.707921
816,00174000,1428423984,249,1942.665526
1857,02336650,1449290194,3421,7489.665787
817,00174102,1438652683,250,5014.024944
1858,02337500,1449137956,3422,6970.671016
818,00175500,1457173181,251,9374.651697
1859,02337700,1449033587,3425,9114.993275
819,00175750,1467089045,252,1737.246801
1860,02337900,1449076421,3426,5928.049391
1861,02338409,1449373406,3427,2637.938717
820,00176000,1428772732,253,7742.896809
1862,02338415,1449371587,3428,2416.058521
821,00176100,1428772792,254,3260.255962
1863,02338550,1449278223,3429,2539.42553
822,00176400,1448230318,255,3335.536891
1864,02338750,1438433341,3430,2560.574694
823,00176700,1448230343,256,6670.705699
1865,02338850,1449148522,3431,7494.4101
826,00177600,1438286051,259,5028.122455
1866,02338875,1438421588,3432,2839.942029
827,00177900,1448533251,260,5379.970639
1867,02339050,1438422692,3433,2003.627071
828,00178000,1448532367,261,2757.84781
1868,02339375,1436672978,3434,2493.664895
829,00178020,1448532384,262,2690.573678
1869,02341000,1449295557,3435,4058.428806
830,00178030,1448532392,263,2609.766078
1870,02341900,1438051534,3436,2065.595218
831,00178040,1448533209,264,2808.647964
1871,02342900,1540871988,3437,9680.112938
832,00178050,1448533217,265,2667.537096
1872,02343400,1429316266,3438,5353.129327
833,00178060,1448533225,266,2696.118376
1873,02793700,1429796185,4322,2602.499816
835,00178072,1427693725,268,6457.268901
1874,02794800,1429796164,4323,2589.013969
836,00178074,1427693773,269,4383.940454
1876,02795050,1429786937,4325,7722.631864
844,00180000,1457163608,277,9224.453668
1878,02798000,1438794005,4327,7697.336333
845,00181500,1448954060,278,7218.667168
1879,02801410,1437082315,4328,2523.769854
846,00181700,1448760507,279,4989.470142
1880,02801510,1437082302,4329,5121.056232
847,00183300,1429383770,280,15895.620341
1881,02802700,1439515149,4330,9934.831567
1882,02802850,1457166770,4331,7283.511167
848,00184200,1540277535,281,22714.84421
1883,02803300,1448490532,4332,7447.78482
849,00184600,1540277683,282,14363.485253
1884,02805305,1521888265,4333,9935.992851
850,00185200,1540799467,283,10041.716021
1885,02807200,1530635354,4334,11340.077796
851,00187900,1540567700,284,8452.879821
1886,02808100,1540620211,4335,14252.08242
852,00188100,1449949254,285,6799.933231
1887,02808700,1449681048,4336,10853.892388
853,00189700,1457538028,286,10687.365242
1888,02809910,1531847150,4337,5327.936261
854,00190600,1429388718,287,8944.759576
1889,02810800,1438852375,4338,5570.085316
963,00278100,1439906126,398,12485.839301
1890,02812000,1550338764,4339,7500.074646
964,00279050,1438662219,399,7702.151249
965,00280010,1550423742,400,7500.026687
1891,02812690,1520400662,4340,4877.820301
966,00285550,1531726898,401,10776.722055
1893,02814005,1457635458,4342,12579.138278
967,00287400,1438054759,402,2874.895507
1895,02816200,1520708356,4344,3430.802006
968,00287610,1438173632,403,8880.979389
1896,02818905,1429210022,4345,36191.970303
970,00288200,1439294778,405,5352.597319
1897,02819900,1436697478,4346,5380.545559
971,00289100,1428871038,406,7839.064621
1898,02819990,1448179664,4347,4907.662893
972,00289400,1428382038,407,3035.851785
973,00289500,1449795693,408,7750.968399
1899,02820000,1449779477,4348,11092.173034
974,00289600,1449643507,409,2143.968708
1901,02823600,1429325974,4350,18087.91813
975,00289700,1540928967,410,11952.53487
1902,02824000,1437779636,4351,3167.765466
977,00291560,1448598219,412,10111.012592
1903,02825400,1438051739,4352,3442.717724
978,00291900,1459164860,413,13390.561868
1904,02826300,1457179306,4353,7994.656068
1905,02826700,1447047323,4354,4537.921078
979,00292000,1449407506,414,9977.228683
1906,02828100,1520907320,4355,6920.272712
981,00294200,1541129670,418,119211.144098
1907,02829000,1436596671,4356,3176.195527
982,00294650,1428970914,419,4289.571722
1908,02829900,1530789382,4357,12418.174333
983,00295100,1438140172,420,2717.808237
1909,02830800,1437508015,4358,6454.630579
984,00295501,1429306460,421,3484.374604
1911,02832600,1540072913,4360,6978.693464
985,00296105,1530874447,75019,5057.359405
1925,03333000,1439376097,4983,6313.453691
986,00296300,1530875446,424,10468.321595
1926,03333900,1439246225,4984,6045.038399
987,00297300,1540395391,425,6610.401045
988,00298200,1530215550,426,7523.299032
1927,03336525,1438400541,4985,6910.920522
989,00298950,1457168279,427,9191.044737
1928,03336900,1437007719,4986,5246.338641
990,00299101,1428674179,428,3699.345122
1929,03340500,1438251083,4987,26129.736705
991,00300000,1530006850,429,6372.880302
1930,03340600,1438243913,4988,19898.811027
992,00301800,1448044086,430,5062.732472
1931,03340900,1428478637,4989,3780.258238
994,00304500,1429434296,432,5395.605524
1932,03340925,1438242237,4990,7701.858296
1933,03340950,1437974093,4991,6073.114502
995,00307200,1540831864,435,17611.702679
1934,03341030,1437542315,4992,2954.057064
996,00307900,1541304974,436,5280.851793
1936,03343150,1438258147,4997,12387.099085
997,00308201,1438127979,437,58116.450987
1937,03343500,1540019732,4998,7731.227035
998,00308205,1438135076,76230,4693.76918
999,00309650,1449656329,438,2549.332095
1938,03344200,1438257094,5002,9761.82488
1000,00309700,1438030691,439,36963.685132
1939,03344300,1437441025,5003,16109.847501
1001,00309900,1438032536,440,23605.378648
1940,03346300,1437374225,5004,2871.637841
1941,03347400,1448467405,5005,10938.821841
1002,00311300,1428643600,441,11825.504329
1942,03347500,1448466411,5006,11794.492058
244,00002311,1436196957,78562,32766.390054
1943,03350100,1439636069,5007,7076.414353
245,00002312,1436290815,78563,250735.258857
1944,03351003,1520706806,5008,5299.799905
190,00001655,1550963204,77507,3900.128928
1945,03351103,1520706857,5009,5318.633347
291,00004802,1550965192,78070,4526.76092
1946,03351701,1520706772,5010,4327.009836
296,00004807,1550965060,78075,4673.199974
1947,03352003,1520706673,5011,10145.390563
374,00005719,1550964281,78137,12461.324058
1948,03352510,1439031093,5012,21791.177012
375,00005720,1550964051,78138,13752.66901
1949,03355610,1520705673,5013,6958.971035
1950,03361100,1439251302,5014,9828.963188
1951,03292900,1449645591,4926,20522.449018
1952,03294000,1428821061,4927,3665.49181
564,00009510,1550965088,78150,5237.279848
1953,03297600,1541404145,4928,5154.869513
648,00048505,1428717260,71,9582.945156
1954,03300100,1550138413,4929,6976.356135
266,45328613,1438587656,80431,40387.803198
1956,03301620,1429926929,4931,9811.736915
1957,03301700,1439250626,4932,10168.848699
553,00007704,1448002121,78509,14107.184251
1958,03305000,1429547170,4933,5759.642211
1959,03305600,1550324073,4934,8793.555111
1960,03305800,1439391847,4935,4998.878408
1961,03307600,1438663176,4936,6366.618053
206,00001677,1550747209,77339,37132.041816
1962,03307750,1458044584,4937,6302.735173
552,00007703,1447093947,78508,14059.270373
1963,03308500,1429539839,4938,5294.63325
1964,03309400,1540982107,4939,7527.090301
1965,03309800,1531732754,4940,6608.373095
594,20116500,1437704953,81282,69578.127174
1966,03312100,1437284950,4941,5565.728311
361,00005518,1447180506,78016,4462.726192
1967,03312890,1437667966,4944,1664.024831
362,00005519,1447180511,78017,5338.059834
1968,03312900,1437667986,4945,1663.212052
1969,03312910,1437668976,4946,1896.683499
353,00005508,1447087640,78006,5377.537448
1970,03312920,1437669985,4947,2037.070176
1971,03312975,1437679049,4948,1574.724944
354,00005509,1447087691,78007,4967.997188
1973,03313050,1438934783,4950,5099.699056
355,00005510,1447088641,78008,4968.555586
1975,03313900,1428724576,4953,6581.127475
356,00005511,1447088692,78009,5611.230058
1977,03323800,1437010585,4956,4564.530959
357,00005512,1447087550,78010,5415.287012
1978,03324700,1427904910,4957,2616.684614
358,00005513,1447088501,78011,4967.529141
1267,00518700,1448644740,727,10171.472532
359,00005514,1447088552,78012,4967.478426
1405,00622610,1429726119,75820,15782.335063
360,00005515,1447089502,78013,5609.354619
1528,00698100,1428655310,1016,5295.882876
1237,00493900,1467172915,697,1705.069818
418,00006857,1447087375,77525,6400.976609
1122,00392000,1448244474,576,3692.548112
419,00006858,1447088326,77526,4860.428198
420,00006859,1447088366,77527,4860.412021
1410,00628201,1520204329,893,13050.252191
421,00006860,1447089327,77528,6101.152058
1543,00706805,1429192610,1031,15144.553075
422,00006861,1447087275,77529,5199.364213
1797,00939300,1520144421,1293,6772.288425
1875,02794900,1429786986,4324,4333.267746
423,00006862,1447088225,77530,4755.066619
1464,00653800,1467088651,954,17545.102056
424,00006863,1447088266,77531,4755.043946
1982,03325900,1427918605,4961,6949.229896
425,00006864,1447089216,77532,5944.777579
1414,00633800,1437015307,899,3708.460502
1912,03329800,1427919409,4970,13479.288655
426,00006865,1447180420,77533,5893.980896
1923,03330100,1427916741,4981,16681.669503
427,00006866,1447180336,77534,4179.596986
1985,03328700,1427819421,4965,80813.376309
428,00006867,1447180331,77535,4228.793113
1470,00659600,1437470336,79932,126216.225004
429,00006868,1447180226,77536,7107.772886
1434,00637500,1458510392,923,8411.241193
1409,00626400,1458425163,891,11334.022641
1728,00875600,1458519797,1223,13150.737689
430,00006869,1447087098,77537,7635.937072
1732,00880100,1439521092,1228,19938.105049
431,00006870,1447088069,77538,6755.269421
1613,00769400,1437375028,1101,4768.518229
432,00006881,1447077988,77539,6640.307776
1084,00367800,1457444481,538,28597.258724
1085,00367820,1457447481,539,13321.4062
433,00006882,1447078949,77540,6908.534317
1086,00367830,1457448431,540,13315.951955
434,00006883,1447089182,77541,5522.197994
1087,00367900,1457447400,541,28424.970261
1088,00367970,1457444166,542,28935.242072
1089,00367985,1457445869,543,21155.971885
435,00006884,1447089078,77542,4356.99523
1090,00368000,1457447107,544,28809.054014
436,00006885,1447089064,77543,4356.972804
1092,00370701,1438043182,546,2602.363855
437,00006886,1447079968,77544,6658.916048
1093,00372500,1449030802,547,9540.29733
1094,00373400,1449162559,548,6374.597261
1095,00374500,1436691445,549,3155.533643
569,00009538,1447087736,78349,1890.194752
1096,00374700,1429527732,550,5189.394396
570,00009539,1447087757,78350,1918.757355
1097,00375200,1449372423,551,2473.323947
571,00009540,1447087787,78351,3612.896784
1099,00377800,1459113912,553,7491.56851
572,00009541,1447088727,78360,2957.975538
1101,00380800,1448555312,555,9234.833793
573,00009542,1447088757,78361,1905.996767
1102,00381702,1540511571,76621,17592.002815
574,00009543,1447088777,78002,1905.807856
1103,00381704,1540510478,76622,10533.928445
575,00009544,1447088798,78363,1905.857544
1104,00381706,1540511470,76623,16348.001414
576,00009545,1447089728,78364,2267.939416
1105,00385350,1531836041,557,6975.103647
1106,00385500,1531836005,558,2603.354896
1108,00387800,1438258025,562,3864.929672
383,00005810,1438069218,78738,9988.857032
1109,00388100,1438958812,563,7399.453851
384,00005811,1438160227,78739,7026.570267
385,00005812,1438160286,78740,9947.098642
1110,00388200,1436691339,564,3155.316013
386,00005813,1438161249,78741,5001.405674
1111,00388300,1436691432,565,3157.810888
387,00005814,1438161390,78742,5699.973045
1112,00388400,1436691316,566,3157.289999
388,00005815,1438161250,78743,5751.819677
1113,00388900,1449434409,567,8148.084895
389,00005816,1438162129,78744,6400.40487
1114,00388901,1449433594,568,7744.634352
461,00006918,1437069625,78366,56108.676622
1115,00388902,1449434600,569,5806.420245
1116,00388903,1449433695,570,5590.558238
46,17125015,1550824768,82221,22950.00593
1117,00388904,1449432597,571,5602.573948
546,00007617,1550355889,78346,4569.575383
1118,00388905,1449432691,572,5472.697222
545,00007616,1550355911,78345,5037.32153
1119,00390000,1457062059,573,7370.844279
1120,00391410,1428858318,574,5257.831225
1121,00391800,1428857551,575,4311.7766
1123,00392100,1448244492,577,4004.764236
1124,00392200,1448244385,578,3100.29934
1125,00393000,1540391982,579,5050.124027
1126,00394000,1438865602,580,6852.446733
1127,00394205,1448439895,581,5125.202345
1128,00394210,1448439952,582,5124.986253
542,00005712,1550955618,78130,3301.572233
1129,00394216,1448530729,583,7878.3396
1131,00400900,1449200841,585,8070.722141
29,21982900,1446073893,30390,278255.604364
1132,00402700,1540535449,586,17976.589675
83,42916600,1531909691,82475,7539.837567
1133,00402800,1428661302,587,20210.626958
177,00001633,1550858058,77487,5007.055204
1134,00403000,1439995014,588,33481.919328
178,00001634,1550858043,77488,5015.892587
1135,00404000,1449948336,589,7880.223029
179,00001635,1550848939,77489,4911.884349
1136,00404300,1447030771,590,4832.073002
194,00001636,1550848935,77512,4800.43425
1137,00404600,1427962454,591,7788.6577
579,46591705,1437573414,76698,6830.802755
1138,00405050,1449801526,592,6780.055437
1139,00405500,1520919527,593,6055.02411
580,00011250,1437573530,76636,5507.818979
1140,00406400,1530704992,594,6204.121148
341,00007311,1449180536,77990,252024.202265
1141,00407010,1457666783,595,9499.960845
149,00001512,1550565338,78913,9375.027352
1142,00407600,1438849512,596,6100.998621
148,00001511,1550567557,77856,5019.514819
1143,00411330,1550305604,597,10083.059221
147,00001510,1550568604,77855,5140.887952
1144,00411400,1531930327,598,9171.779764
882,00219650,1438967381,315,6000.029434
1145,00411500,1541007821,599,5044.443274
672,00062300,1427790727,97,3642.158685
1146,00411900,1458712078,600,9227.413115
12,84892112,1436264696,73741,26186.735302
1149,00413100,1540822463,603,7556.357878
13,88888888,1437443688,,11325.854189
1150,00415000,1449501564,604,5348.579627
22,29744200,1436269900,40826,4527.630766
1151,00415900,1531804221,605,5393.013306
24,71493212,1436373430,70345,75011.836728
1152,00420250,1438994061,606,7662.355223
30,21980700,1446088561,30382,262901.798156
1154,00423400,1438182405,608,9417.050645
31,77667616,1446182748,71592,29689.131902
1155,00424000,1448858160,609,5558.793847
32,77667614,1446183926,71591,10856.503025
1156,00424100,1448858143,610,2801.488769
1157,00427750,1448743742,611,6521.406556
35,24977200,1467167940,34310,9090.987403
1158,00427760,1448743717,612,5853.016102
42,43758510,1550822384,59554,9946.188591
1159,00427800,1448742771,613,6857.377668
43,43758505,1550823402,59553,10900.696089
1160,00428100,1467085581,614,3199.709632
50,01162402,1560162107,1828,52591.707637
1161,00428120,1550274059,615,9417.323013
90,00001252,1550960390,77447,7734.993501
1162,00428204,1540665276,616,7374.515362
92,00001254,1550962232,77449,7442.451168
1163,00428300,1540317489,617,11202.646486
93,00001255,1550962248,77450,7437.991207
1164,00428400,1550420991,618,8000.569625
94,00001256,1550869192,77451,6493.560981
1165,00428800,1448435594,619,2693.557346
1166,00428950,1457831189,621,9997.502204
96,00001258,1550960056,77453,7393.401003
1167,00429700,1438735462,623,6278.156285
97,00001259,1550950949,77454,6778.964838
1168,00429800,1438894448,624,5990.665721
104,00001266,1550859756,77461,6102.305725
1169,00430700,1458033856,625,7004.178646
146,00001509,1550567655,77854,4937.429701
1170,00432500,1448167605,626,5780.82594
186,00001649,1550961266,77503,4548.504828
1171,00434000,1437773796,627,2233.848232
192,00001657,1550859713,77509,2603.303991
1173,00439280,1540212235,629,7221.541348
272,00004202,1437565131,,1767.979614
1174,00439300,1540187961,630,7618.385013
1175,00439401,1429107027,631,24937.997787
333,00005401,1437979698,78530,6225.077439
1176,00441200,1530585204,632,7709.550874
334,00005402,1447070659,78531,6300.460292
1180,00445300,1428703907,636,6625.094883
549,00007620,1438904481,78523,62671.918301
1181,00446200,1550400333,637,15186.91108
1182,00447100,1448170694,638,5507.173702
566,14254401,1438906459,19620,2942.108039
587,00011910,1448400917,13,107746.723145
1183,00448000,1540622127,639,12251.035995
637,00039600,1530576226,60,8445.297419
1184,00452700,1540039578,640,20012.186216
899,00230900,1449725725,333,43638.204723
1185,00456300,1447750501,644,10767.04334
1186,00458200,1428877599,645,4389.363054
567,00009535,1438906320,78524,106110.571907
1187,00459100,1540987130,646,6116.86786
1189,00461800,1447697070,648,22563.239099
1190,00462700,1540224084,649,13393.41882
11,00000562,1436161888,79062,2350362.587239
1191,00464600,1428607347,77380,4778.161821
1192,00464750,1447754806,651,10416.266272
2078,06197910,1448132034,8711,7258.762217
1193,00465700,1540234534,652,12205.485547
36,85226900,1458747461,73862,1906625.810275
2009,03940700,1530725553,5715,7854.663768
1194,00466000,1439791358,653,4888.160491
2111,00957700,1530669331,1336,32464.366039
