OBJECTID,STATE10,COUNTY10,TRACT10,BLOCK10,GEOID10,ALAND10,AWATER10,Shape_Length,Shape_Area
1053,51,510,200201,2027,515102002012027,1062,0,566.757430427547,11431.3915648005
1054,51,510,201900,2021,515102019002021,12441,0,1484.39689637353,133896.455366547
1055,51,510,201900,2017,515102019002017,1074,0,458.108542934815,11558.1953842764
1056,51,510,202001,2007,515102020012007,12806,0,1495.68831366387,137833.533298411
1057,51,510,202001,2008,515102020012008,12951,0,1503.71448152984,139394.432102495
1058,51,510,200703,2000,515102007032000,13374,0,1533.20738904953,143940.566442708
1059,51,510,200703,2009,515102007032009,12944,0,1503.63990626163,139312.98125375
1060,51,510,201802,2013,515102018022013,11249,0,1393.66352591791,121074.730804109
1061,51,510,201802,2007,515102018022007,9086,0,1252.59755698354,97795.8996156689
1062,51,510,201500,1015,515102015001015,7924,0,1192.33753570859,85288.9076193468
1063,51,510,201400,4018,515102014004018,6854,0,1086.86535747484,73770.303064186
1064,51,510,201500,3018,515102015003018,4885,0,927.469127825964,52575.9589424694
1065,51,510,200703,1014,515102007031014,10535,0,1367.50450509224,113391.373617076
1066,51,510,201204,1000,515102012041000,38033,0,2526.56177506409,409349.316264839
1067,51,510,201300,1018,515102013001018,9416,0,1473.15623042552,101339.521301959
1068,51,510,201300,2003,515102013002003,3290,0,900.752807037685,35411.1804598652
1069,51,510,201300,1008,515102013001008,3632,0,1064.82703667502,39093.7509603024
1070,51,510,201300,2011,515102013002011,14067,0,1665.079810068,151404.194056664
1071,51,510,201300,2012,515102013002012,14225,0,1671.67812390372,153104.009715976
1072,51,510,201300,3009,515102013003009,22510,0,2071.89414825616,242274.645686864
1073,51,510,201801,2031,515102018012031,7232,0,2008.19163825811,77831.9749296995
1074,51,510,201300,3011,515102013003011,12593,0,1541.82685799871,135532.582996765
1075,51,510,201600,2003,515102016002003,24013,0,2279.36576517817,258449.496377396
1076,51,510,201600,3002,515102016003002,11968,0,1451.66559546453,128807.821379374
1077,51,510,201600,2013,515102016002013,12340,0,1473.23761066131,132810.267927927
1078,51,510,201600,4002,515102016004002,12273,0,1470.73300118212,132092.775922482
1079,51,510,201801,1002,515102018011002,18379,0,1810.03437051722,197809.991187918
1080,51,510,201801,3013,515102018013013,12512,0,1484.51948958091,134662.080343294
1081,51,510,201801,4011,515102018014011,12193,0,1465.60087311384,131228.420218137
1082,51,510,201801,4013,515102018014013,12913,0,1503.23947647915,138985.502000325
1083,51,510,201600,3011,515102016003011,12148,0,1461.08412772625,130751.929747403
1084,51,510,201600,4007,515102016004007,12186,0,1464.8066269313,131153.746767006
1085,51,510,201802,1003,515102018021003,12254,0,1468.14673762786,131886.235685134
1086,51,510,200202,2002,515102002022002,21033,0,2027.38198875916,226375.869559285
1087,51,510,200201,3010,515102002013010,23710,0,2526.38508691158,255193.291076936
1088,51,510,200201,1006,515102002011006,13878,0,1715.17311363708,149372.171368342
1089,51,510,200103,1004,515102001031004,26833,0,2381.03816726386,288803.663376505
1090,51,510,201600,2012,515102016002012,12210,0,1774.83378383664,131410.139107776
1091,51,510,201801,2024,515102018012024,8974,0,1313.02288026986,96586.733110525
1092,51,510,201900,1016,515102019001016,12822,0,1496.06975753133,138005.846293306
1093,51,510,201900,1006,515102019001006,3561,0,870.201928796396,38323.9167417038
1094,51,510,202001,1004,515102020011004,12413,0,1477.0857978172,133595.406450715
1095,51,510,202001,1007,515102020011007,13087,0,1511.84114440867,140858.098641985
1096,51,510,200701,1006,515102007011006,315760,0,12732.6990762921,3398482.60841086
1097,51,510,200702,1008,515102007021008,20877,0,1992.63104816619,224700.890810977
1098,51,510,200702,1012,515102007021012,6405,0,5323.78057034074,68944.0972147397
1099,51,510,202001,2009,515102020012009,12854,0,1499.00936902734,138344.448797405
1100,51,510,202001,3007,515102020013007,12525,0,1489.59831583678,134804.910431073
1101,51,510,202002,1009,515102020021009,13370,0,1531.88279178242,143897.462667724
1102,51,510,202001,2003,515102020012003,12080,0,1457.89596585971,130015.188313216
1103,51,510,202001,2002,515102020012002,11921,0,1448.84454762834,128304.832271214
1104,51,510,202001,2012,515102020012012,12243,0,1467.42650977294,131769.904540704
1105,51,510,202002,1012,515102020021012,12199,0,1462.12707383603,131292.728319471
1106,51,510,202002,1005,515102020021005,12241,0,1476.0244634638,131743.206108069
1107,51,510,200703,2010,515102007032010,14234,0,1675.69236534651,153195.739367827
1108,51,510,202002,2003,515102020022003,3605,0,2013.98956791151,38799.9508890257
1109,51,510,201802,2015,515102018022015,6968,0,1127.31924572345,74997.015520869
1110,51,510,201900,1027,515102019001027,6900,0,1124.0671908443,74268.2195582551
1111,51,510,201900,1000,515102019001000,0,24521,5790.67758856791,263914.530301347
1112,51,510,202001,1015,515102020011015,0,4132,1159.38939364706,44468.5643181768
1113,51,510,200600,3000,515102006003000,96707,0,5619.68410748386,1040845.03799515
1114,51,510,200201,2018,515102002012018,11391,0,1415.95728071627,122602.567540209
1115,51,510,200201,2010,515102002012010,115644,0,4833.48687680321,1244669.69991039
1116,51,510,201801,2017,515102018012017,4577,0,900.021792145666,49266.3191608108
1117,51,510,200801,1007,515102008011007,7505,0,1301.60914937417,80771.3230785077
1118,51,510,200500,1000,515102005001000,16183,0,2163.12748017402,174174.234230287
1119,51,510,201500,1001,515102015001001,96040,0,5638.78211816047,1033664.2029966
1120,51,510,200107,3002,515102001073002,38330,0,3064.39348776736,412547.427387805
1121,51,510,200900,1007,515102009001007,77730,0,4301.82964028168,836595.126079694
1122,51,510,201203,4002,515102012034002,14282,0,1825.05916464806,153718.809674883
1123,51,510,201204,2000,515102012042000,58441,0,3560.47125776986,628994.596597809
1124,51,510,200600,2009,515102006002009,7122,0,1552.36236955848,76647.863358229
1125,51,510,200701,1009,515102007011009,5265,0,959.412210265569,56670.6011701258
1126,51,510,200105,2001,515102001052001,8787,0,3796.2551953253,94575.1309050875
1127,51,510,201600,2002,515102016002002,14082,0,1621.61577555819,151559.641643588
1128,51,510,200201,3004,515102002013004,4221,0,1397.21083918784,45422.2527612756
1129,51,510,201802,2021,515102018022021,3599,0,919.607349760952,38731.7348629365
1130,51,510,201802,2017,515102018022017,6050,0,1036.68722668153,65115.7620959295
1131,51,510,200105,2002,515102001052002,6647,0,2548.89170568725,71544.0159299376
1132,51,510,200103,4008,515102001034008,74237,0,4583.54155428884,799003.819669398
1133,51,510,200107,1011,515102001071011,13790,0,1530.24300612794,148424.978649259
1134,51,510,200107,2005,515102001072005,4622,0,880.207635215783,49745.916746042
1135,51,510,201100,3001,515102011003001,59746,0,4586.84675270955,643039.225906008
1136,51,510,200201,2025,515102002012025,80943,0,3843.05297757642,871184.630298408
1137,51,510,200103,4003,515102001034003,2339,0,634.462701746946,25175.2872600127
1138,51,510,200103,1003,515102001031003,123573,0,6518.89845541034,1330007.87088435
1139,51,510,201801,3026,515102018013026,1669,0,549.153807977547,17958.8219416902
1140,51,510,200801,1001,515102008011001,835867,0,19322.6394260378,8996346.78278689
1141,51,510,200103,4010,515102001034010,950,0,1011.98474475861,10228.1485914366
1142,51,510,200406,1004,515102004061004,8563,0,3805.96547249858,92168.4373632771
1143,51,510,200303,4008,515102003034008,4260,0,1504.73161975986,45843.8697117707
1144,51,510,200600,3001,515102006003001,36456,0,3323.20050725776,392366.95055706
1145,51,510,201801,4018,515102018014018,13639,0,1681.28073411887,146794.468268967
1146,51,510,201600,4012,515102016004012,4101,0,907.092289749883,44137.7936767032
1147,51,510,201500,3012,515102015003012,49764,0,3542.15173286989,535604.143903353
1148,51,510,200802,3002,515102008023002,1494,0,801.21189479064,16083.5935215505
1149,51,510,200702,1021,515102007021021,0,491,740.256805877548,5284.21248947305
1150,51,510,202002,1017,515102020021017,3097,0,1497.81482509098,33337.9313673938
1151,51,510,200103,1001,515102001031001,8182,0,2405.05912497258,88070.6693234025
1152,51,510,200104,1008,515102001041008,171,7512,1439.58434651726,82684.6786782325
1153,51,510,200104,2000,515102001042000,153019,0,5876.32281972634,1646926.13426631
1154,51,510,200107,1003,515102001071003,2962,0,2430.09891437461,31888.6297579427
1155,51,510,200102,2005,515102001022005,0,841,1066.27337434991,9049.01671466755
1156,51,510,200103,3001,515102001033001,1478,0,528.331464309058,15902.7067791711
1157,51,510,200701,1008,515102007011008,4329,0,855.783841310959,46589.7621492923
1158,51,510,200102,2002,515102001022002,2843,0,1089.4071516009,30595.4542476149
1159,51,510,200103,3002,515102001033002,28846,0,2803.65107544528,310466.496262159
1160,51,510,200103,4006,515102001034006,69040,0,3512.74953880175,743067.128593198
1161,51,510,201801,2001,515102018012001,0,20933,2487.6382856375,225304.259098985
1162,51,510,200406,3000,515102004063000,143946,0,6668.11150536428,1549270.80117417
1163,51,510,200102,3014,515102001023014,17756,0,2068.81122587067,191109.738197725
1164,51,510,200102,3008,515102001023008,786,0,1065.11332884599,8462.5987505802
1165,51,510,200102,3012,515102001023012,81641,0,4463.09259524356,878701.936116502
1166,51,510,200303,4002,515102003034002,45208,0,3413.94177359534,486572.646040436
1167,51,510,200500,2004,515102005002004,113183,0,4928.24996211299,1218179.08800356
1168,51,510,200104,1001,515102001041001,24236,0,2092.49747328642,260852.686978323
1169,51,510,200404,1023,515102004041023,16139,0,1985.03735894364,173697.80181324
1170,51,510,200106,3006,515102001063006,13575,0,2213.68208203399,146112.690956947
1171,51,510,200201,2023,515102002012023,73009,0,4169.51964666399,785785.221494747
1172,51,510,200201,2013,515102002012013,3145,0,1976.29922561316,33847.2115998552
1173,51,510,200500,1006,515102005001006,43718,0,2973.01012825667,470527.340926442
1174,51,510,200500,2002,515102005002002,32260,0,2372.01564564936,347205.307834892
1175,51,510,200201,2014,515102002012014,1923,0,2052.06421171981,20697.3153219887
1176,51,510,200201,2017,515102002012017,16431,0,1638.03470212476,176846.10818322
1177,51,510,200201,2005,515102002012005,1549,0,649.914694245945,16666.8677332307
1178,51,510,200201,2003,515102002012003,723,0,464.654317684926,7781.18615629103
1179,51,510,201100,3005,515102011003005,123205,0,5347.59554903021,1326044.88537445
1180,51,510,200201,2021,515102002012021,25710,0,2781.67121767202,276711.460349203
1181,51,510,200802,1001,515102008021001,5716,0,962.949476161654,61515.6803532501
1182,51,510,200103,1007,515102001031007,21317,0,2605.67518808977,229437.960373482
1183,51,510,200801,2024,515102008012024,20089,0,1939.19082865854,216216.597396717
1184,51,510,200801,2026,515102008012026,17069,0,1794.71129971939,183714.767937835
1185,51,510,200802,1002,515102008021002,56132,0,3772.2433953959,604144.973366937
1186,51,510,200801,2023,515102008012023,15960,0,1799.34908828469,171779.075716655
1187,51,510,201000,2006,515102010002006,1466,0,674.855732943693,15779.7062279751
1188,51,510,201100,3003,515102011003003,8917,0,1278.86156337216,95971.2719402983
1189,51,510,201203,3000,515102012033000,37707,0,3266.93323652237,405836.397881498
1190,51,510,200900,2002,515102009002002,29164,0,2257.47095018025,313887.094666871
1191,51,510,201100,2020,515102011002020,15443,0,1737.95149494521,166216.682610642
1192,51,510,200600,2004,515102006002004,2317,0,1118.53616168976,24939.768268165
1193,51,510,200900,2015,515102009002015,21760,0,2282.28344838157,234200.099262413
1194,51,510,201100,2021,515102011002021,16253,0,1754.26233769484,174925.463370053
1195,51,510,200900,3011,515102009003011,33585,0,2977.35674866967,361476.284613521
1196,51,510,200900,3010,515102009003010,4150,0,818.589654516336,44667.5272733783
1197,51,510,200801,2016,515102008012016,11104,0,1522.38459712125,119514.915367235
1198,51,510,201202,3001,515102012023001,13524,0,1594.90977612488,145561.807057339
1199,51,510,201400,1012,515102014001012,15305,0,1850.32622590924,164722.495828183
1200,51,510,201400,1007,515102014001007,10654,0,1411.11425755685,114663.216713223
1201,51,510,201400,1002,515102014001002,7190,0,1127.49626064766,77383.9699219858
1202,51,510,201400,1024,515102014001024,22409,0,2329.22930807011,241184.449862699
1203,51,510,201300,1003,515102013001003,18375,0,1948.13665925383,197766.516330524
1204,51,510,201400,1022,515102014001022,12066,0,1503.03248071435,129866.22967629
1205,51,510,201300,2018,515102013002018,15299,0,1761.48011060639,164666.596946024
1206,51,510,201400,3002,515102014003002,9104,0,1252.96548836665,97987.078342983
1207,51,510,201400,2006,515102014002006,9278,0,1265.75052701031,99863.3671358833
1208,51,510,201400,3001,515102014003001,22504,0,2135.13751043505,242207.700819396
1209,51,510,201300,3006,515102013003006,17155,0,1766.292115184,184633.073492789
1210,51,510,201400,4012,515102014004012,7512,0,1153.76091463275,80855.1973969766
1211,51,510,201500,3014,515102015003014,11964,0,1540.0791797882,128770.069446565
1212,51,510,201500,3020,515102015003020,20581,0,2166.79916233423,221513.800357813
1213,51,510,201500,2011,515102015002011,28474,0,2333.60560852734,306463.184345196
1214,51,510,201500,3002,515102015003002,14920,0,1804.25352781613,160586.203038665
1215,51,510,201600,2009,515102016002009,19218,0,1930.20405464644,206842.67758104
1216,51,510,201204,2014,515102012042014,16730,0,1956.05510814153,180064.094377052
1217,51,510,201300,2002,515102013002002,13656,0,1615.80322823975,146972.740284852
1218,51,510,201600,2006,515102016002006,12224,0,1466.76630367194,131565.547520906
1219,51,510,201600,3004,515102016003004,12359,0,1474.4986555713,133021.32429438
1220,51,510,201801,2012,515102018012012,13662,0,1621.96415180542,147040.156069737
1221,51,510,201600,4006,515102016004006,12237,0,1466.75320824155,131704.19928687
1222,51,510,201802,1006,515102018021006,12910,0,1502.21755688391,138949.418070083
1223,51,510,201802,2008,515102018022008,12930,0,1503.14869755268,139167.601665997
1224,51,510,201801,4014,515102018014014,12304,0,1471.90768859869,132424.021548313
1225,51,510,201801,4015,515102018014015,12560,0,1484.20983149044,135178.66680826
1226,51,510,201802,1001,515102018021001,12209,0,1465.68817519303,131408.894184931
1227,51,510,201802,1009,515102018021009,5967,0,1085.81099892296,64222.3827447238
1228,51,510,201802,1011,515102018021011,11932,0,1449.29058883984,128420.342758771
1229,51,510,200105,2003,515102001052003,853,0,683.756039227021,9179.09320031284
1230,51,510,200107,1001,515102001071001,45733,0,3267.28085355119,492220.110679685
1231,51,510,200303,4009,515102003034009,12343,0,1480.61204139576,132843.411722581
1232,51,510,200404,1035,515102004041035,48699,0,5457.00127249439,524143.643413965
1233,51,510,200801,1005,515102008011005,52147,0,4080.24179139831,561255.748225662
1234,51,510,201500,3000,515102015003000,52594,0,5259.31089675112,566061.341760362
1235,51,510,201600,2010,515102016002010,16774,0,2568.44167882538,180541.606506604
1236,51,510,201801,2045,515102018012045,38909,0,3085.56367706507,418769.530483072
1237,51,510,201801,2041,515102018012041,17946,0,1804.48518541746,193146.789968008
1238,51,510,201801,2019,515102018012019,543,0,285.200406290824,5841.13903111202
1239,51,510,200404,1034,515102004041034,11436,0,1650.00351637937,123085.200427151
1240,51,510,200801,2001,515102008012001,22687,0,2747.29757889518,244182.20515672
1241,51,510,200404,1008,515102004041008,14815,0,2374.06988322292,159452.772093137
1242,51,510,200702,1017,515102007021017,20743,0,2053.06369231749,223256.192059283
1243,51,510,200802,3001,515102008023001,9170,0,2700.23131649582,98693.2924221164
1244,51,510,200702,1020,515102007021020,11193,0,1412.07196844586,120475.830356776
1245,51,510,200702,1035,515102007021035,0,349,246.190300059253,3758.50853822823
1246,51,510,200703,1005,515102007031005,462427,0,10954.8999259755,4977016.13481602
1247,51,510,201900,2010,515102019002010,23997,0,2683.07635626451,258271.618717801
1248,51,510,201900,2005,515102019002005,17954,0,1761.91748452255,193232.51783357
1249,51,510,201900,2012,515102019002012,15345,0,1664.85218514203,165161.234809781
1250,51,510,201600,1013,515102016001013,12402,0,1476.47887986695,133481.013156424
1251,51,510,201900,2002,515102019002002,12305,0,1470.62819250184,132441.366290037
1252,51,510,201900,2028,515102019002028,12652,0,1495.94158745356,136169.939188144
1253,51,510,201900,1020,515102019001020,12257,0,1468.69633579247,131919.840197234
1254,51,510,200703,1016,515102007031016,12127,0,1461.82393747318,130524.699297379
1255,51,510,201801,2003,515102018012003,242757,0,15385.3409845934,2612766.51645173
1256,51,510,200703,2002,515102007032002,15233,0,2348.67319647365,163949.621729976
1257,51,510,200703,3002,515102007033002,12393,0,1476.21851823176,133385.779949217
1258,51,510,200703,2007,515102007032007,12007,0,1453.23250096783,129228.788455221
1259,51,510,201802,2006,515102018022006,12134,0,1460.01975360103,130597.566595895
1260,51,510,201801,2028,515102018012028,17001,0,1867.37758384432,182981.455581939
1261,51,510,200701,1004,515102007011004,7274,0,4104.85699273046,78292.9450716564
1262,51,510,200701,1003,515102007011003,32639,0,2651.93236938385,351287.165657186
1263,51,510,202001,2005,515102020012005,12207,0,1465.12967388148,131385.587300103
1264,51,510,202001,3004,515102020013004,12525,0,1493.37965627869,134804.733600685
1265,51,510,202002,1001,515102020021001,132979,0,7091.33380785107,1431233.78069269
1266,51,510,202002,1016,515102020021016,64340,0,3364.98895398756,692482.921783468
1267,51,510,202002,2000,515102020022000,0,404,300.857448955785,4343.84960221745
1268,51,510,200302,1007,515102003021007,233014,0,12267.6305054935,2507905.73864053
1269,51,510,200703,1003,515102007031003,14562,0,1632.81418151533,156727.590935964
1270,51,510,200302,1014,515102003021014,16876,0,1706.8562866522,181632.686623407
1271,51,510,200302,2004,515102003022004,38730,0,2849.23680957106,416846.465369749
1272,51,510,200406,2000,515102004062000,174045,0,5696.82045374026,1873228.85881975
1273,51,510,200900,3002,515102009003002,85895,0,5582.19836483223,924482.551437978
1274,51,510,201801,2009,515102018012009,262017,0,20278.5091123435,2820066.70743171
1275,51,510,200103,1000,515102001031000,0,13832,8057.06708150658,148868.252752912
1276,51,510,200405,4000,515102004054000,143929,0,5930.26310935905,1549090.74485916
1277,51,510,200405,5002,515102004055002,28603,0,2144.46097569642,307852.857031284
1278,51,510,200701,1012,515102007011012,7787,0,2093.76975324745,83804.6770374683
1279,51,510,202002,1004,515102020021004,8195,0,1197.45313476924,88203.2197038171
1280,51,510,201600,4005,515102016004005,12155,0,1461.85883089325,130825.155077967
1281,51,510,200703,1015,515102007031015,9934,0,1306.10514372392,106918.050380245
1282,51,510,200801,2010,515102008012010,3978,0,1146.89478901621,42813.8040755172
1283,51,510,200702,1030,515102007021030,6959,0,1030.63350739723,74903.8714696697
1284,51,510,200702,1028,515102007021028,71997,0,3548.8539800528,774886.432105001
1285,51,510,200106,3002,515102001063002,7321,0,1204.48281362152,78797.8205980951
1286,51,510,200404,1041,515102004041041,8884,0,1342.06297234779,95615.4549183437
1287,51,510,200600,2003,515102006002003,97433,0,5637.30400269343,1048655.23739318
1288,51,510,200404,1032,515102004041032,36647,0,3210.42119035239,394424.18279167
1289,51,510,200404,1027,515102004041027,3605,0,699.24680668819,38804.0633654711
1290,51,510,200201,1002,515102002011002,15063,0,6034.06508915248,162128.35775996
1291,51,510,200404,1014,515102004041014,5243,0,960.654252948056,56426.8126900428
1292,51,510,200404,1026,515102004041026,10763,0,1407.91849500066,115843.29889262
1293,51,510,200104,1006,515102001041006,3716,0,1243.1292827431,39997.1796605127
1294,51,510,200404,1022,515102004041022,6153,0,1107.4349911125,66227.5447511012
1,51,510,200301,1008,515102003011008,10799,0,1389.32511299613,116231.410714066
2,51,510,200801,1006,515102008011006,91360,0,3970.81474570875,983307.425739727
3,51,510,201900,2015,515102019002015,7255,0,1146.25678887805,78082.2860455408
4,51,510,200406,1003,515102004061003,143807,0,6575.4439776956,1547773.11915998
5,51,510,201300,1011,515102013001011,21391,0,2060.47756160745,230227.859525755
6,51,510,201600,2008,515102016002008,12256,0,1469.7129890855,131904.836459779
7,51,510,201600,3007,515102016003007,12213,0,1465.69055842391,131443.775020005
8,51,510,201801,2036,515102018012036,16791,0,2129.06570466623,180722.78671422
9,51,510,201600,3000,515102016003000,12786,0,1523.96392803374,137617.664166551
10,51,510,200702,1018,515102007021018,64499,0,4531.01366315531,694198.257062118
11,51,510,200703,2016,515102007032016,18438,0,1709.39508196219,198443.217334245
12,51,510,201801,3001,515102018013001,0,482,561.283442573321,5192.97680854789
13,51,510,201000,1006,515102010001006,911,0,517.648973067862,9796.14914778893
14,51,510,200404,1012,515102004041012,57327,0,9430.28757912957,617003.922932661
15,51,510,200201,3012,515102002013012,35125,0,2688.34033806524,378045.186724656
16,51,510,200801,2014,515102008012014,18285,0,2273.25547247983,196798.801817518
17,51,510,201600,2005,515102016002005,28473,0,2484.61369032407,306451.855658042
18,51,510,201203,3004,515102012033004,3274,0,799.436389259277,35242.5854489663
19,51,510,200500,1007,515102005001007,27082,0,2774.56328320547,291477.464166573
20,51,510,200201,1010,515102002011010,21990,0,3581.13303871019,236673.948870129
21,51,510,200201,1005,515102002011005,215790,0,6420.74739410631,2322528.39904125
22,51,510,200702,1009,515102007021009,110005,0,7567.32865447192,1183966.43725503
23,51,510,200802,3000,515102008023000,293899,3168,10447.7789440673,3197299.48137694
24,51,510,201900,2023,515102019002023,14974,0,1825.06932420759,161160.500159167
25,51,510,201801,3019,515102018013019,3839,0,2380.66683333409,41324.2726028307
26,51,510,200103,4009,515102001034009,12537,0,2149.8090035449,134930.609086986
27,51,510,200702,1027,515102007021027,32040,0,2370.08984663223,344845.427783444
28,51,510,200106,3000,515102001063000,213854,0,10689.2944803097,2301680.80957751
29,51,510,200404,1001,515102004041001,98519,0,11356.73267911,1060347.10336622
30,51,510,200301,1001,515102003011001,21114,0,7676.7289058715,227252.305252401
31,51,510,200801,2004,515102008012004,5010,0,2530.81241222253,53923.6510176269
32,51,510,201801,4028,515102018014028,1583,0,544.498440611568,17036.8002503651
33,51,510,200900,3015,515102009003015,40713,0,2717.91754506209,438184.801430323
34,51,510,201801,3018,515102018013018,3693,0,2434.75148585576,39754.4508574783
35,51,510,201801,3005,515102018013005,26905,0,3239.79886134157,289572.457684679
36,51,510,201801,3011,515102018013011,11734,0,1438.26493407784,126288.057038179
37,51,510,200600,2005,515102006002005,2185,0,1082.28578780972,23515.1191421267
38,51,510,200802,2001,515102008022001,5069,0,1857.10617363122,54551.7039816902
39,51,510,201600,3001,515102016003001,6709,0,1052.52666190716,72212.1550856868
40,51,510,201801,4012,515102018014012,13112,0,1512.79582685089,141121.034431646
41,51,510,201801,4007,515102018014007,12117,0,1459.58886532277,130415.99729594
42,51,510,201801,4002,515102018014002,31684,0,3829.86206794069,341016.874552066
43,51,510,201802,2003,515102018022003,12030,0,1456.35509094747,129481.754604252
44,51,510,200302,2003,515102003022003,69027,0,3397.45147887804,742934.125176388
45,51,510,200201,3006,515102002013006,37482,0,2817.80653291124,403414.000994927
46,51,510,200103,1005,515102001031005,55763,0,3712.83745255624,600166.846325189
47,51,510,201300,3000,515102013003000,46030,0,3347.7996018982,495419.890856222
48,51,510,201801,2005,515102018012005,16880,0,1753.53801309159,181676.830449463
49,51,510,201801,2018,515102018012018,6451,0,1107.70217707654,69433.4330277752
50,51,510,202001,2016,515102020012016,0,21411,2558.46943522086,230444.376759117
51,51,510,201100,2026,515102011002026,13089,0,2115.24510830232,140880.634958727
52,51,510,200702,1024,515102007021024,36379,0,2713.42168017883,391536.175771633
53,51,510,201900,2026,515102019002026,33055,0,2924.02295218327,355766.134184578
54,51,510,201801,2026,515102018012026,8671,0,2050.46658333911,93328.8822261082
55,51,510,200403,1015,515102004031015,0,15015,4769.44909923378,161597.763540072
56,51,510,200702,1001,515102007021001,16302,0,1712.29114985264,175452.093777232
57,51,510,200103,3007,515102001033007,2780,0,956.776294529497,29916.062787535
58,51,510,200103,2001,515102001032001,140890,0,5450.50662218923,1516379.99804039
59,51,510,200103,3004,515102001033004,37463,0,3055.7829331642,403205.081267178
60,51,510,200106,2000,515102001062000,5613,0,974.998704661394,60414.2092912896
61,51,510,200107,1004,515102001071004,1312,0,423.445103465443,14125.3508142324
