X,Y,OBJECTID,UNITID,NORTHING,EASTING,COMPKEY,COMPTYPE,IT_NAME
-75.970612651338243,36.835245073705039,48,J0082,3473487.30711,12223073.7955,1736450,16,POINT00006
-75.970595134190191,36.835182894298612,49,J0081,3473464.81407,12223079.5267,1736451,16,POINT00005
-75.970576018939241,36.835120059851633,50,J0080,3473442.09516,12223085.7318,1736452,16,POINT00004
-75.970559351597487,36.835057958712532,51,J0079,3473419.62374,12223091.2136,1736453,16,POINT00003
-75.970547430953687,36.834994217528639,52,J0078,3473396.51856,12223095.3228,1736454,16,POINT00002
-75.970528535789981,36.834928712631054,53,J0077,3473372.82591,12223101.4896,1736455,16,POINT00001
-75.971013132868279,36.836724878043505,54,J0106,3474022.7482,12222942.2019,1736456,16,POINT00031
-75.970995948096927,36.836660570985437,55,J0105,3473999.47826,12222947.8563,1736457,16,POINT00030
-75.970975875241876,36.836596473811248,56,J0104,3473976.30714,12222954.3538,1736458,16,POINT00029
-75.970962047474742,36.836538221057452,57,J0103,3473955.21419,12222958.9673,1736459,16,POINT00028
-75.970946068242455,36.836477058602078,58,J0102,3473933.07906,12222964.2384,1736460,16,POINT00027
-75.970930505828477,36.836413943383072,59,J0101,3473910.23018,12222969.4066,1736461,16,POINT00026
-75.970912714694236,36.836353913202302,60,J0100,3473888.52143,12222975.1969,1736462,16,POINT00025
-75.970895161613626,36.836291342859738,61,J0099,3473865.88609,12222980.9422,1736463,16,POINT00024
-75.970880851451142,36.836232805161956,62,J0098,3473844.69332,12222985.6997,1736464,16,POINT00023
-75.970863399880116,36.836169214502739,63,J0097,3473821.68607,12222991.4252,1736465,16,POINT00022
-75.970845259301242,36.836105416008245,64,J0096,3473798.60847,12222997.3545,1736466,16,POINT00021
-75.97082955854674,36.836046742282747,65,J0095,3473777.3771,12223002.52,1736467,16,POINT00020
-75.970809182959499,36.835981410120702,66,J0094,3473753.75901,12223009.1179,1736468,16,POINT00019
-75.970795583364378,36.835922825452577,67,J0093,3473732.54356,12223013.6678,1736469,16,POINT00018
-75.970776299230167,36.835860884577038,68,J0092,3473710.15104,12223019.9135,1736470,16,POINT00017
-75.970760122368532,36.835798781163454,69,J0091,3473687.67499,12223025.2519,1736471,16,POINT00016
-75.971227828424603,36.837592329275274,70,J0121,3474336.77777,12222870.9342,1736472,16,POINT00047
-75.971211762954056,36.837534267084557,71,J0120,3474315.77185,12222876.2005,1736473,16,POINT00046
-75.971195641787915,36.837464676371674,72,J0119,3474290.57019,12222881.5951,1736474,16,POINT00045
-75.971182128431138,36.837403126419879,73,J0118,3474268.27492,12222886.1487,1736475,16,POINT00044
-75.971169039079129,36.837343982053234,74,J0117,3474246.8515,12222890.5545,1736476,16,POINT00043
-75.971153657226509,36.837286736411251,75,J0116,3474226.13733,12222895.6128,1736477,16,POINT00042
-75.971141724006259,36.837218051362171,76,J0115,3474201.23276,12222899.7736,1736478,16,POINT00041
-75.971127322215636,36.837156176241905,77,J0114,3474178.82581,12222904.5902,1736479,16,POINT00040
-75.971110604568196,36.837092725828747,78,J0113,3474155.86393,12222910.0996,1736480,16,POINT00039
-75.971105697970145,36.837062345418872,79,J0112,3474144.84532,12222911.8314,1736481,16,POINT00038
-75.97108604013674,36.837029629810772,80,J0111,3474133.09241,12222917.901,1736482,16,POINT00037
-75.97108402880886,36.836972549294799,81,J0110,3474112.33362,12222919.0461,1736483,16,POINT00036
-75.971068240019434,36.836915163177181,82,J0109,3474091.57135,12222924.2246,1736484,16,POINT00035
-75.97104858308434,36.836810811468339,83,J0108,3474053.74634,12222930.9929,1736485,16,POINT00033
-75.971031796266644,36.836784550608165,84,J0107,3474044.32007,12222936.1599,1736486,16,POINT00032
-75.971470330432155,36.838584015542374,85,J0137,3474695.80536,12222790.3224,1736487,16,POINT00063
-75.971452042529634,36.838525952666593,86,J0136,3474674.81641,12222796.2384,1736488,16,POINT00062
-75.97143949126847,36.83846345743347,87,J0135,3474652.16931,12222800.5196,1736489,16,POINT00061
-75.971421859136072,36.838402175015261,88,J0134,3474630.0037,12222806.2752,1736490,16,POINT00060
-75.971410434362298,36.838339320206586,89,J0133,3474607.21688,12222810.2304,1736491,16,POINT00059
-75.971395989452532,36.838276836324198,90,J0132,3474584.5888,12222815.0653,1736492,16,POINT00058
-75.971379149634203,36.838214031020001,91,J0131,3474561.86255,12222820.604,1736493,16,POINT00057
-75.971364212447625,36.838151686511758,92,J0130,3474539.28921,12222825.5818,1736494,16,POINT00056
-75.97134570445786,36.838094373173902,93,J0129,3474518.57479,12222831.5549,1736495,16,POINT00055
-75.971329667733386,36.838038062730952,94,J0128,3474498.206,12222836.7955,1736496,16,POINT00054
-75.971323896057669,36.837963217652685,95,J0127,3474471.01117,12222839.2138,1736497,16,POINT00053
-75.971305001792331,36.837901714115063,96,J0126,3474448.77468,12222845.341,1736498,16,POINT00052
-75.971287795461393,36.837839229156145,97,J0125,3474426.16788,12222850.9839,1736499,16,POINT00051
-75.971270926896963,36.837776356629895,98,J0124,3474403.41752,12222856.5318,1736500,16,POINT00050
-75.971255805555785,36.837714622876476,99,J0123,3474381.06768,12222861.5572,1736501,16,POINT00049
-75.97123724276878,36.837652199594956,100,J0122,3474358.49396,12222867.5964,1736502,16,POINT00048
-75.972452462125545,36.842547038916059,101,J0201,3476130.46858,12222464.3829,1736503,16,POINT00079
-75.972435751664648,36.842489075382943,102,J0200,3476109.50336,12222469.8359,1736504,16,POINT00078
-75.972418812133341,36.842430071542381,103,J0199,3476088.16129,12222475.3663,1736505,16,POINT00077
-75.972402336132674,36.842366573024087,104,J0198,3476065.1799,12222480.805,1736506,16,POINT00076
-75.972384914206089,36.842302187315873,105,J0197,3476041.8829,12222486.5288,1736507,16,POINT00075
-75.972366799678369,36.842237982000491,106,J0196,3476018.65719,12222492.4537,1736508,16,POINT00074
-75.972348334807705,36.842177638631483,107,J0195,3475996.83959,12222498.4432,1736509,16,POINT00073
-75.97233148420959,36.842116705705784,108,J0194,3475974.79475,12222503.9663,1736510,16,POINT00072
-75.972314106300416,36.842055602348914,109,J0193,3475952.69201,12222509.6454,1736511,16,POINT00071
-75.972296643051294,36.841996255970464,110,J0192,3475931.22956,12222515.3325,1736512,16,POINT00070
-75.972282244853915,36.841932146013967,111,J0191,3475908.00921,12222520.1691,1736513,16,POINT00069
-75.972265658360527,36.841868748449357,112,J0190,3475885.06529,12222525.6392,1736514,16,POINT00068
-75.972248259790121,36.84180506614117,113,J0189,3475862.02432,12222531.3495,1736515,16,POINT00067
-75.971517030250553,36.838767936982833,114,J0140,3474762.3783,12222774.8676,1736516,16,POINT00066
-75.971500485079616,36.838709621896754,115,J0139,3474741.28402,12222780.2763,1736517,16,POINT00065
-75.971482664301021,36.838649415938136,116,J0138,3474719.51153,12222786.0765,1736518,16,POINT00064
-75.972747019707214,36.843594324633024,117,J0218,3476509.32528,12222368.0108,1736519,16,POINT00096
-75.97271222885459,36.843472044028346,118,J0216,3476465.09332,12222379.3797,1736520,16,POINT00094
-75.972694762910507,36.843412535558635,119,J0215,3476443.57168,12222385.0687,1736521,16,POINT00093
-75.972661526143298,36.843285092224562,120,J0213,3476397.44857,12222396.0334,1736522,16,POINT00091
-75.972644074572287,36.843223329129323,121,J0212,3476375.10631,12222401.7403,1736523,16,POINT00090
-75.972627433281659,36.843164353892583,122,J0211,3476353.77239,12222407.1828,1736524,16,POINT00089
-75.972609508298447,36.843100111918027,123,J0210,3476330.53163,12222413.0525,1736525,16,POINT00088
-75.972590922155248,36.84304087059148,124,J0209,3476309.11607,12222419.0666,1736526,16,POINT00087
-75.972573220852595,36.842979756470541,125,J0208,3476287.01204,12222424.8404,1736527,16,POINT00086
-75.972557252400037,36.842917771705643,126,J0207,3476264.57746,12222430.1158,1736528,16,POINT00085
-75.972538709375982,36.842858198103031,127,J0206,3476243.0407,12222436.1205,1736529,16,POINT00084
-75.972521299127422,36.842793702815968,128,J0205,3476219.70361,12222441.8421,1736530,16,POINT00083
-75.972502951936121,36.842734372826456,129,J0204,3476198.25394,12222447.7873,1736531,16,POINT00082
-75.972488254599725,36.842669304465055,130,J0203,3476174.68724,12222452.7209,1736532,16,POINT00081
-75.972468838413178,36.842607548780471,131,J0202,3476152.36306,12222459.0026,1736533,16,POINT00080
-75.973024837183559,36.844583783590629,132,J0234,3476867.26706,12222277.1015,1736534,16,POINT00112
-75.973009549654051,36.844519826770444,133,J0233,3476844.10952,12222282.1968,1736535,16,POINT00111
-75.97298945703605,36.844460288922733,134,J0232,3476822.59769,12222288.6543,1736536,16,POINT00110
-75.972970457667813,36.844398610887033,135,J0231,3476800.29856,12222294.813,1736537,16,POINT00109
-75.97295351005171,36.844335237652921,136,J0230,3476777.3663,12222300.3881,1736538,16,POINT00108
-75.972941985564916,36.844270864385756,137,J0229,3476754.02764,12222304.3865,1736539,16,POINT00107
-75.972922164238142,36.844210011487412,138,J0228,3476732.03526,12222310.7777,1736540,16,POINT00106
-75.97290369846921,36.844149141287097,139,J0227,3476710.0259,12222316.7724,1736541,16,POINT00105
-75.972885667484775,36.844088269600604,140,J0226,3476688.01268,12222322.6399,1736542,16,POINT00104
-75.972870751857783,36.84402544390764,141,J0225,3476665.26366,12222327.6154,1736543,16,POINT00103
-75.972852422632783,36.843964446315894,142,J0224,3476643.20711,12222333.5714,1736544,16,POINT00102
-75.972836407467852,36.843901806715373,143,J0223,3476620.53451,12222338.8665,1736545,16,POINT00101
-75.972817163757895,36.843840676747909,144,J0222,3476598.43674,12222345.0916,1736546,16,POINT00100
-75.972800516179007,36.843780895383929,145,J0221,3476576.80941,12222350.5437,1736547,16,POINT00099
-75.972781497047833,36.843719433188625,146,J0220,3476554.58885,12222356.7063,1736548,16,POINT00098
-75.972765074047814,36.843656502233401,147,J0219,3476531.81369,12222362.1236,1736549,16,POINT00097
-75.973300521161121,36.845569958836059,148,J0250,3477224.03071,12222186.8507,1736550,16,POINT00128
-75.973286857785652,36.845500516336102,149,J0249,3477198.86398,12222191.524,1736551,16,POINT00127
-75.973268802546741,36.845443179750433,150,J0248,3477178.1373,12222197.3641,1736552,16,POINT00126
-75.973251712098431,36.845380707423232,151,J0247,3477155.5341,12222202.9718,1736553,16,POINT00125
-75.973233835624313,36.845317478779677,152,J0246,3477132.66192,12222208.8171,1736554,16,POINT00124
-75.973216932923918,36.845255950244457,153,J0245,3477110.40065,12222214.3608,1736555,16,POINT00123
-75.97319863064827,36.845194175082376,154,J0244,3477088.06065,12222220.3164,1736556,16,POINT00122
-75.97318230197142,36.845133942597734,155,J0243,3477066.26669,12222225.6798,1736557,16,POINT00121
-75.973162795953314,36.845070049499775,156,J0242,3477043.16527,12222232.0082,1736558,16,POINT00120
-75.973148064480995,36.845013502647291,157,J0241,3477022.70007,12222236.8682,1736559,16,POINT00119
-75.973129685848605,36.844948383746583,158,J0240,3476999.14366,12222242.8788,1736560,16,POINT00118
-75.973113501800412,36.844890624041007,159,J0239,3476978.24844,12222248.1759,1736561,16,POINT00117
-75.973095954109667,36.844825133370577,160,J0238,3476954.55032,12222253.9468,1736562,16,POINT00116
-75.973078669625252,36.844765949453745,161,J0237,3476933.14542,12222259.5795,1736563,16,POINT00115
-75.97306187562107,36.844708344890428,162,J0236,3476912.3116,12222265.0535,1736564,16,POINT00114
-75.973040121119823,36.844642471614492,163,J0235,3476888.50715,12222272.0588,1736565,16,POINT00113
-75.97358142165551,36.846552463742867,164,J0266,3477579.41803,12222095.1114,1736566,16,POINT00144
-75.973562628899757,36.846490911040902,165,J0265,3477557.16299,12222101.2081,1736567,16,POINT00143
-75.97354426733537,36.846428162084862,166,J0264,3477534.46887,12222107.1905,1736568,16,POINT00142
-75.973526734017611,36.846369916100933,167,J0263,3477513.40734,12222112.8867,1736569,16,POINT00141
-75.973511665677051,36.84630973414481,168,J0262,3477491.62181,12222117.8806,1736570,16,POINT00140
-75.97349413415597,36.846244910367723,169,J0261,3477468.16617,12222123.6404,1736571,16,POINT00139
-75.97347769768119,36.846187731773973,170,J0260,3477447.48439,12222129.0052,1736572,16,POINT00138
-75.97345998020883,36.846123640427919,171,J0259,3477424.29685,12222134.8122,1736573,16,POINT00137
-75.973440809262357,36.846064614231189,172,J0258,3477402.9641,12222140.9951,1736574,16,POINT00136
-75.973421910505479,36.846003255233235,173,J0257,3477380.7803,12222147.1209,1736575,16,POINT00135
-75.973404857786392,36.845940175193341,174,J0256,3477357.95554,12222152.7236,1736576,16,POINT00134
-75.973390025702713,36.845878397708397,175,J0255,3477335.5876,12222157.6641,1736577,16,POINT00133
-75.973372242653397,36.845811534825614,176,J0254,3477311.3918,12222163.5172,1736578,16,POINT00132
-75.973353113029418,36.845755165365766,177,J0253,3477291.02575,12222169.6622,1736579,16,POINT00131
-75.973335305725556,36.845689980240799,178,J0252,3477267.44078,12222175.5062,1736580,16,POINT00130
-75.973321663909601,36.84562942465061,179,J0251,3477245.50815,12222180.0867,1736581,16,POINT00129
-75.973852380494662,36.847544953245389,180,J0282,3477938.51753,12222006.1852,1736582,16,POINT00160
-75.973833074800837,36.847482236065446,181,J0281,3477915.84258,12222012.4433,1736583,16,POINT00159
-75.973815961894715,36.847422292928712,182,J0280,3477894.15985,12222018.0328,1736584,16,POINT00158
-75.973798468102842,36.847360586371167,183,J0279,3477871.83837,12222023.7509,1736585,16,POINT00157
-75.973784079786967,36.847299503019606,184,J0278,3477849.71958,12222028.5546,1736586,16,POINT00156
-75.973764760618479,36.847241437415832,185,J0277,3477828.73769,12222034.7712,1736587,16,POINT00155
-75.973747553389231,36.847178468383817,186,J0276,3477805.95455,12222040.418,1736588,16,POINT00154
-75.973733298922269,36.847112784860109,187,J0275,3477782.1602,12222045.2274,1736589,16,POINT00153
-75.973717150806721,36.847050981724585,188,J0274,3477759.79325,12222050.5529,1736590,16,POINT00152
-75.973701203015466,36.846990056995445,189,J0273,3477737.74416,12222055.8112,1736591,16,POINT00151
-75.973681412231443,36.846922698346738,190,J0272,3477713.38375,12222062.2564,1736592,16,POINT00150
-75.973665995344547,36.846856173526618,191,J0271,3477689.29234,12222067.4141,1736593,16,POINT00149
-75.973644922664633,36.846799968739148,192,J0270,3477669.0014,12222074.1255,1736594,16,POINT00148
-75.973625879278899,36.846741771202765,193,J0269,3477647.96929,12222080.2628,1736595,16,POINT00147
-75.973610747157977,36.8466822652777,194,J0268,3477626.43044,12222085.2688,1736596,16,POINT00146
-75.973591574414854,36.846614580709193,195,J0267,3477601.94629,12222091.5364,1736597,16,POINT00145
-75.974112547872267,36.848467708987741,196,J0297,3478272.32178,12221921.0967,1736598,16,POINT00175
-75.974093853931237,36.848403618115221,197,J0296,3478249.14194,12221927.189,1736599,16,POINT00174
-75.974081250567792,36.8483420654658,198,J0295,3478226.83824,12221931.4752,1736600,16,POINT00173
-75.974060510264536,36.848281637775706,199,J0294,3478205.00756,12221938.1303,1736601,16,POINT00172
-75.974042971556884,36.848219153390602,200,J0293,3478182.40344,12221943.8691,1736602,16,POINT00171
-75.974028903939541,36.848159368980106,201,J0292,3478160.75493,12221948.5662,1736603,16,POINT00170
-75.974010324084546,36.848098331554695,202,J0291,3478138.68539,12221954.5955,1736604,16,POINT00169
-75.97399349863926,36.8480376297872,203,J0290,3478116.72438,12221960.1082,1736605,16,POINT00168
-75.973976507005673,36.84797396339944,204,J0289,3478093.68597,12221965.6984,1736606,16,POINT00167
-75.973957826539305,36.847912205529312,205,J0288,3478071.35519,12221971.7643,1736607,16,POINT00166
-75.973941063976156,36.847850277958401,206,J0287,3478048.94747,12221977.2705,1736608,16,POINT00165
-75.973923734575976,36.847791100696327,207,J0286,3478027.54544,12221982.9158,1736609,16,POINT00164
-75.973907446323224,36.847727055263675,208,J0285,3478004.36327,12221988.3042,1736610,16,POINT00163
-75.973889175488679,36.847665093756333,209,J0284,3477981.95507,12221994.2522,1736611,16,POINT00162
-75.973870482445932,36.847606906942531,210,J0283,3477960.92422,12222000.2869,1736612,16,POINT00161
-75.972676866673396,36.843349625917853,211,J0214,3476420.81565,12222390.9168,1736613,16,POINT00092
-75.972729940038704,36.843531380634595,212,J0217,3476486.55039,12222373.6204,1736614,16,POINT0095
-75.979235616581434,36.866714253604215,213,J0593,3484873.17897,12220245.219,1736615,16,J32103
-75.979219128004402,36.866652898245093,214,J0592,3484850.97725,12220250.6374,1736616,16,J32102
-75.979202945752846,36.866590150747136,215,J0591,3484828.26631,12220255.9795,1736617,16,J32101
-75.979183543041046,36.866520164612737,216,J0590,3484802.94621,12220262.3338,1736618,16,J32100
-75.979170132990433,36.866452297096622,217,J0589,3484778.35,12220266.915,1736619,16,J32099
-75.979154852647497,36.866390279618088,218,J0588,3484755.89801,12220271.9864,1736620,16,J32098
-75.979136808188386,36.866328778824226,219,J0587,3484733.65523,12220277.861,1736621,16,J32097
-75.97912132482611,36.866265515043295,220,J0586,3484710.75121,12220283.0039,1736622,16,J32096
-75.979102035302049,36.866205621133055,221,J0585,3484689.10308,12220289.227,1736623,16,J32095
-75.979086834010801,36.86614867379474,222,J0584,3484668.49561,12220294.2259,1736624,16,J32094
-75.979072089962045,36.866087051348245,223,J0583,3484646.18296,12220299.1367,1736625,16,J32093
-75.979054902495747,36.866024414063581,224,J0582,3484623.51996,12220304.7719,1736626,16,J32092
-75.979034134344658,36.865964433721722,225,J0581,3484601.85206,12220311.4282,1736627,16,J32091
-75.979016421363909,36.865903052606392,226,J0580,3484579.65055,12220317.205,1736628,16,J32090
-75.978999740547366,36.865841983353349,227,J0579,3484557.55439,12220322.6767,1736629,16,J32089
-75.978982640217666,36.865780564048897,228,J0578,3484535.33404,12220328.2746,1736630,16,J32088
-75.974496563283225,36.849821886668501,229,J0319,3478762.17473,12221795.5833,1736631,16,JN2022
-75.974478100209168,36.849756137844594,230,J0318,3478738.38984,12221801.6238,1736632,16,JN2021
-75.974462789323468,36.849696409268056,231,J0317,3478716.77101,12221806.6839,1736633,16,JN2020
-75.974447318537642,36.849631229659792,232,J0316,3478693.16974,12221811.8438,1736634,16,JN2019
-75.974429436673617,36.849574368451819,233,J0315,3478672.61493,12221817.6281,1736635,16,JN2018
-75.974413835632049,36.849521259566728,234,J0314,3478653.40789,12221822.7088,1736636,16,JN2017
-75.974396799082683,36.849451981676658,235,J0313,3478628.32718,12221828.3666,1736637,16,JN2016
-75.974376131542982,36.849395096613442,236,J0312,3478607.78537,12221834.9659,1736638,16,JN2015
-75.974359147095853,36.849331597409453,237,J0311,3478584.80753,12221840.5522,1736639,16,JN2014
-75.974341883272743,36.849270756446117,238,J0310,3478562.79926,12221846.1943,1736640,16,JN2013
-75.974330445922561,36.849201908199518,239,J0309,3478537.83109,12221850.2104,1736641,16,JN2012
-75.974304718172789,36.849145624625571,240,J0308,3478517.54784,12221858.2838,1736642,16,JN2011
-75.974300348767272,36.849067793540492,241,J0307,3478489.25514,12221860.3199,1736643,16,JN2010
-75.974277717510347,36.849010686067274,242,J0306,3478468.64783,12221867.4959,1736644,16,JN2009
-75.974261479563225,36.848943746850139,243,J0305,3478444.41195,12221872.8973,1736645,16,JN2008
-75.974245068241302,36.848886041920117,244,J0304,3478423.53858,12221878.2597,1736646,16,JN2007
-75.979517155777955,36.867759782400633,245,J0610,3485251.5057,12220152.7259,1736647,16,J32120
-75.979500417469296,36.867697563317641,246,J0609,3485228.99163,12220158.2254,1736648,16,J32119
-75.979484128318276,36.867636081543004,247,J0608,3485206.74209,12220163.5865,1736649,16,J32118
-75.979470884456049,36.867559361670899,248,J0607,3485178.92309,12220168.2049,1736650,16,J32117
-75.97945402577308,36.867496683191476,249,J0606,3485156.24254,12220173.7442,1736651,16,J32116
-75.979437118581131,36.867433358571382,250,J0605,3485133.32723,12220179.3038,1736652,16,J32115
-75.979421806797077,36.867375363600011,251,J0604,3485112.33914,12220184.3451,1736653,16,J32114
-75.979404035425858,36.867312739588975,252,J0603,3485089.6857,12220190.1508,1736654,16,J32113
-75.979387050978744,36.867249068414118,253,J0602,3485066.64498,12220195.7364,1736655,16,J32112
-75.979370857947472,36.867189730094168,254,J0601,3485045.1748,12220201.0486,1736656,16,J32111
-75.979354260674285,36.867131255579388,255,J0600,3485024.02231,12220206.4703,1736657,16,J32110
-75.979318191518956,36.867009019091441,256,J0598,3484979.81539,12220218.2063,1736658,16,J32108
-75.979299602680825,36.866950246186121,257,J0597,3484958.56999,12220224.2137,1736659,16,J32107
-75.979280920417821,36.866894023114135,258,J0596,3484938.25332,12220230.2232,1736660,16,J32106
-75.979265456818553,36.866829834858613,259,J0595,3484915.01226,12220235.3693,1736661,16,J32105
-75.979249185633819,36.86676182891194,260,J0594,3484890.38827,12220240.7887,1736662,16,J32104
-75.974774960172894,36.850806849972457,261,J0335,3479118.47774,12221704.5615,1736663,16,J22007
-75.974760220615721,36.850741904212583,262,J0334,3479094.95577,12221709.5052,1736664,16,J22006
-75.974742067460483,36.850679897705696,263,J0333,3479072.53027,12221715.4187,1736665,16,J22005
-75.974726540080781,36.850617334052473,264,J0332,3479049.8816,12221720.5695,1736666,16,J22004
-75.974708760624651,36.85055556897273,265,J0331,3479027.54105,12221726.3714,1736667,16,J22003
-75.974689652560258,36.850494690885213,266,J0330,3479005.53369,12221732.5532,1736668,16,J22002
-75.974671865019332,36.850433053659089,267,J0329,3478983.23968,12221738.3563,1736669,16,J22001
-75.974653831339964,36.850373869051303,268,J0328,3478961.84055,12221744.2074,1736670,16,JN2031
-75.974634999956692,36.850312269107313,269,J0327,3478939.56821,12221750.3153,1736671,16,JN2030
-75.974619417779778,36.850250242843344,270,J0326,3478917.11552,12221755.4771,1736672,16,JN2029
-75.974601350862784,36.850187733470165,271,J0325,3478894.50635,12221761.3703,1736673,16,JN2028
-75.974584513739401,36.850126967228455,272,J0324,3478872.52186,12221766.8868,1736674,16,JN2027
-75.974565084976462,36.850067839890741,273,J0323,3478851.15424,12221773.1456,1736675,16,JN2026
-75.974544810000452,36.850002163881129,274,J0322,3478827.40984,12221779.7156,1736676,16,JN2025
-75.974529830593099,36.849942480783731,275,J0321,3478805.80526,12221784.6783,1736677,16,JN2024
-75.974511577724854,36.849882072329578,276,J0320,3478783.96223,12221790.6053,1736678,16,JN2023
-75.979631782604869,36.868186824934469,277,J0617,3485406.03492,12220115.0554,1736679,16,J32127
-75.979616981063927,36.868120254658869,278,J0616,3485381.92188,12220120.0307,1736680,16,J32126
-75.979599905887014,36.868058312557245,279,J0615,3485359.51112,12220125.626,1736681,16,J32125
-75.979580875077744,36.86799395639239,280,J0614,3485336.23706,12220131.8165,1736682,16,J32124
-75.979564388297291,36.86793310513044,281,J0613,3485314.21858,12220137.2292,1736683,16,J32123
-75.979549441229267,36.867871375603748,282,J0612,3485291.86859,12220142.2001,1736684,16,J32122
-75.979531328498197,36.86781882777845,283,J0611,3485272.88488,12220148.0074,1736685,16,J32121
-75.975051767044576,36.851783360890373,284,J0351,3479471.71728,12221614.0892,1736686,16,J22023
-75.9750363052419,36.851725035602776,285,J0350,3479450.61051,12221619.1798,1736687,16,J22022
-75.975018920146169,36.851659680174642,286,J0349,3479426.96007,12221624.9009,1736688,16,J22021
-75.975003175374184,36.851600981722868,287,J0348,3479405.71985,12221630.0776,1736689,16,J22020
-75.974976459477645,36.851537302488374,288,J0347,3479382.75244,12221638.512,1736690,16,J22019
-75.974968028788751,36.851484325074274,289,J0346,3479363.53713,12221641.4938,1736691,16,J22018
-75.974951798926483,36.851423841643019,290,J0345,3479341.65082,12221646.8297,1736692,16,J22017
